Batch,n_pasos,n_validos,completo,suma_ln_sn_dep,ln_sn_dep_directo,error_ln_sn_dep,suma_ln_feo_ret,ln_feo_ret_directo,error_ln_feo_ret
AP0042,4,4,True,2.733220031900038,2.7328401813512126,0.0003798505488252779,-0.3504072640553939,-0.35040726405539413,2.220446049250313e-16
AP0043,4,4,True,2.784394739748505,2.78405237276439,0.00034236698411493904,-0.31408042669693526,-0.31408042669693526,0.0
AP0044,4,4,True,2.991997744147703,2.9917952416968046,0.00020250245089847851,-0.43861973034118124,-0.43861973034118135,1.1102230246251565e-16
AP0045,4,4,True,2.3523458780069957,2.352036055236143,0.00030982277085289667,-0.27328628654782805,-0.27328628654782805,0.0
AP0046,4,4,True,2.517231644417034,2.515825177821857,0.0014064665951769584,-0.4388484180943582,-0.4388484180943582,0.0
AP0047,4,4,True,3.1787053669766023,3.175129022721217,0.003576344255385333,-0.581858363741666,-0.581858363741666,0.0
AP0048,4,4,True,3.016440932167646,2.948110167607551,0.06833076456009479,-0.3866612131558554,-0.38666121315585533,-5.551115123125783e-17
AP0049,4,4,True,3.0915798438417683,3.090956514651621,0.0006233291901471816,-0.37872392995670473,-0.3787239299567046,-1.1102230246251565e-16
AP0050,4,3,True,2.685271362859348,,,-0.40134032331981867,,
AP0051,4,4,True,2.3553003733188507,2.354655838246304,0.0006445350725465815,-0.2997062203549274,-0.29970622035492744,5.551115123125783e-17
AP0052,4,3,True,3.52248212467188,,,-0.3292550182277277,,
AP0053,4,4,True,3.7944441421982695,3.794444140737795,1.4604744080770615e-09,-0.46018943111583677,-0.46018943111583677,0.0
AP0054,4,4,True,3.22904982308085,3.229049823000588,8.026201925304122e-11,-0.5682298624289748,-0.5682298624289744,-3.3306690738754696e-16
AP0055,4,4,True,2.224982632389844,2.224982632389844,0.0,-0.3169476309215824,-0.3169476309215824,0.0
AP0056,4,3,True,2.451185543151471,,,-0.2524911643980982,,
AP0057,4,3,True,2.527174380117139,,,-0.21279049651150447,,
AP0058,4,4,True,2.7260831662560836,2.623142963715259,0.10294020254082481,-0.24051403783324,-0.24051403783323988,-1.1102230246251565e-16
AP0059,4,4,True,3.8732735745301614,3.869627665593969,0.0036459089361922103,-0.44028801822229624,-0.4402880182222963,5.551115123125783e-17
AP0060,4,4,True,3.05820447880459,3.0465183539001246,0.011686124904465522,-0.2583040330509346,-0.25830403305093463,5.551115123125783e-17
AP0061,4,4,True,2.8190513714954575,2.81904826608826,3.105407197612209e-06,-0.3295723266500875,-0.3295723266500876,1.1102230246251565e-16
AP0062,4,4,True,3.392159298894244,3.392138465383365,2.083351087911467e-05,-0.4179347222730892,-0.4179347222730892,0.0
AP0063,4,4,True,2.9869301544515428,2.985677690920954,0.00125246353058861,-0.3104960510192063,-0.3104960510192064,1.1102230246251565e-16
AP0064,4,3,True,3.3287260775999497,,,-0.38683684215231123,,
AP0065,4,3,True,2.642630576970902,,,-0.27321523965056715,,
AP0066,4,3,True,2.797092826962502,,,-0.18140478203897015,,
AP0067,4,2,True,2.5642476671638574,,,-0.23741795501349158,,
AP0068,4,4,True,3.501236799958411,3.50058105681302,0.0006557431453910745,-0.4204059471006534,-0.4204059471006533,-5.551115123125783e-17
AP0069,4,3,True,2.73525523180161,,,-0.20969103072299175,,
AP0070,4,3,True,2.7872503721648885,,,-0.3045969654726067,,
AP0071,4,4,True,2.8833200157358667,2.8593503345566473,0.023969681179219382,-0.30089248243186456,-0.30089248243186434,-2.220446049250313e-16
AP0072,4,4,True,2.9895066667621335,2.924879855397408,0.0646268113647257,-0.281478554448332,-0.2814785544483319,-5.551115123125783e-17
AP0073,4,4,True,2.9295290783849697,2.929203543544884,0.0003255348400856839,-0.3872602722861265,-0.3872602722861265,0.0
AP0074,4,4,True,3.7925178709190215,3.7912522518621614,0.0012656190568600678,-0.3802710081314543,-0.3802710081314545,1.6653345369377348e-16
AP0075,4,3,True,2.9867074470296644,,,-0.3033574769708802,,
AP0076,4,3,True,2.7910400965259528,,,-0.29203503959184396,,
AP0077,4,4,True,2.9087882375465486,2.9086541892853086,0.00013404826123997182,-0.3679618444948515,-0.3679618444948514,-5.551115123125783e-17
AP0078,4,3,True,2.88137511573594,,,-0.21695333773343264,,
AP0079,4,4,True,2.846987819822514,2.8469569270086716,3.089281384216491e-05,-0.28286191264840155,-0.2828619126484016,5.551115123125783e-17
AP0080,4,4,True,3.581375220461037,3.5368667105540528,0.044508509906984184,-0.4550140611559087,-0.45501406115590876,5.551115123125783e-17
AP0081,4,4,True,3.38597873975605,3.3858649415637054,0.00011379819234447197,-0.3784823786841552,-0.37848237868415535,1.6653345369377348e-16
AP0082,4,4,True,3.259867456324712,3.250607618935277,0.009259837389435255,-0.3914200599357066,-0.3914200599357064,-2.220446049250313e-16
AP0083,4,4,True,4.196641849093763,4.074600566780539,0.12204128231322375,-0.4204326459621295,-0.4204326459621295,0.0
AP0084,4,3,True,3.4719810341496555,,,-0.38300673810436103,,
AP0085,4,4,True,3.2513015492160835,3.230436644950515,0.02086490426556864,-0.36930090251028747,-0.3693009025102876,1.1102230246251565e-16
AP0086,4,3,True,3.389424979543811,,,-0.44941450592919796,,
AP0087,4,3,True,3.147894973619539,,,-0.28472207438566266,,
AP0088,4,4,True,2.2706712629560877,2.2705227772731402,0.00014848568294745235,-0.2843984340756964,-0.28439843407569637,-5.551115123125783e-17
AP0089,4,4,True,3.103433372095554,3.103347944236837,8.542785871679115e-05,-0.3081378706496054,-0.30813787064960546,5.551115123125783e-17
AP0090,4,4,True,2.9743211282233704,2.97432112822337,4.440892098500626e-16,-0.2522617993311013,-0.25226179933110127,-5.551115123125783e-17
AP0091,4,4,True,2.7910344121069235,2.7907048436322563,0.00032956847466714123,-0.46375867675897964,-0.4637586767589795,-1.1102230246251565e-16
AP0092,4,3,True,3.2728271282803783,,,-0.34013279317493333,,
AP0093,4,4,True,3.013307699997317,3.0119140672022104,0.0013936327951067362,-0.26802446566886334,-0.26802446566886323,-1.1102230246251565e-16
AP0094,4,4,True,3.1395116858781478,3.139318758043031,0.00019292783511692946,-0.3425845800662054,-0.34258458006620557,1.6653345369377348e-16
AP0095,4,4,True,3.719356307209829,3.7184004747563493,0.0009558324534797435,-0.40767958124174064,-0.4076795812417406,-5.551115123125783e-17
AP0096,4,4,True,3.520481621492423,3.2980938353143285,0.22238778617809452,-0.3191161292630489,-0.31911612926304883,-5.551115123125783e-17
AP0097,4,4,True,2.8683076772746907,2.868300521812404,7.15546228668984e-06,-0.4737998954921572,-0.4737998954921573,1.1102230246251565e-16
AP0098,4,4,True,3.183531745593063,3.183021700190572,0.0005100454024913326,-0.5207945724079782,-0.5207945724079781,-1.1102230246251565e-16
AP0099,4,3,True,3.2126167106577626,,,-0.40318918094813816,,
AP0100,4,4,True,2.870283081210097,2.865556665832302,0.004726415377795057,-0.2932184208354288,-0.2932184208354289,5.551115123125783e-17
AP0101,4,4,True,2.9042524296334413,2.9038741412969933,0.0003782883364480405,-0.3787645118988908,-0.37876451189889077,-5.551115123125783e-17
AP0102,4,4,True,3.3718298981322605,3.371829895717393,2.414867417144251e-09,-0.3941351984896214,-0.39413519848962136,-5.551115123125783e-17
AP0103,4,2,True,2.914507096592695,,,-0.25991345365505486,,
AP0104,4,4,True,2.78835662404206,2.78835306210574,3.561936320117809e-06,-0.3552321677514497,-0.3552321677514498,5.551115123125783e-17
AP0105,4,3,True,3.098305719174928,,,-0.3147919461595497,,
AP0106,4,3,True,3.496621700369591,,,-0.35791739976488446,,
AP0107,4,3,True,2.6178097812892984,,,-0.20579922464282463,,
AP0108,4,4,True,2.771084044083047,2.771042453174451,4.1590908596234044e-05,-0.2497418865344535,-0.24974188653445345,-5.551115123125783e-17
AP0109,4,4,True,2.7815505543072807,2.7674841395621894,0.014066414745091294,-0.3595825449824811,-0.35958254498248104,-5.551115123125783e-17
AP0110,4,3,True,2.7311497320168945,,,-0.2793928362551056,,
AP0111,4,4,True,2.871040384932462,2.8709527458546305,8.763907783171376e-05,-0.2651708779634422,-0.26517087796344213,-5.551115123125783e-17
AP0112,4,4,True,2.967728613830687,2.967440351308402,0.00028826252228508764,-0.3503388923642279,-0.3503388923642277,-1.6653345369377348e-16
AP0113,4,4,True,2.7342972223748463,2.726890921952055,0.007406300422791112,-0.16651659004399944,-0.16651659004399938,-5.551115123125783e-17
AP0114,4,4,True,2.9474395640112743,2.947409003791942,3.05602193324539e-05,-0.34543526503549005,-0.34543526503549005,0.0
AP0115,4,3,True,2.9166456029008567,,,-0.3745665582140859,,
AP0116,4,4,True,2.4475156575702,2.4459664725181294,0.0015491850520708006,-0.24056412905211383,-0.24056412905211383,0.0
AP0117,4,4,True,2.4307804272164333,2.4283503825033548,0.0024300447130785052,-0.22673323203783757,-0.22673323203783763,5.551115123125783e-17
AP0118,4,4,True,2.662377024238825,2.661813180337942,0.0005638439008830431,-0.41471482353058414,-0.4147148235305841,-5.551115123125783e-17
AP0119,4,3,True,3.304827269535347,,,-0.29644911461791157,,
AP0120,4,3,True,3.284734189811597,,,-0.381362954219145,,
AP0121,4,3,True,3.1903148371262056,,,-0.49039912555191206,,
AP0122,4,3,True,3.0501814081895833,,,-0.3467614833188163,,
AP0123,4,3,True,2.1571694383115254,,,-0.247202439952666,,
AP0124,4,4,True,2.3780306991141256,2.377034527737087,0.0009961713770385572,-0.4374608873389926,-0.43746088733899274,1.6653345369377348e-16
AP0125,4,3,True,3.308257437823082,,,-0.39409265297815643,,
AP0126,4,3,True,3.3698871702405215,,,-0.3275437730576962,,
AP0127,4,4,True,2.8471265369623473,2.847109648448304,1.6888514043245095e-05,-0.3714825142614513,-0.3714825142614513,0.0
AP0128,4,3,True,2.9976900703334874,,,-0.2979664557935389,,
AP0129,4,3,True,3.5349641317429574,,,-0.3631305952045091,,
AP0130,4,4,True,2.708038201627876,2.70752772768481,0.0005104739430659144,-0.26996079942698314,-0.269960799426983,-1.6653345369377348e-16
AP0131,4,4,True,2.134298589811495,2.130848424144171,0.0034501656673238124,-0.2374638054322462,-0.23746380543224616,-5.551115123125783e-17
AP0132,4,3,True,2.858210747696922,,,-0.2900777547608895,,
AP0133,4,4,True,3.0389513309513188,3.0389513309479703,3.348432642269472e-12,-0.4059654355610873,-0.40596543556108716,-1.1102230246251565e-16
AP0134,4,3,True,2.3872784556410704,,,-0.252700266132077,,
AP0135,4,4,True,3.8231775180674177,3.82304270656959,0.00013481149782768043,-0.4108442194808901,-0.4108442194808902,1.1102230246251565e-16
AP0136,4,4,True,2.7226648473253996,2.712083890438129,0.010580956887270787,-0.2823688585333364,-0.28236885853333626,-1.1102230246251565e-16
AP0137,4,3,True,2.8324896146565863,,,-0.263855801567343,,
AP0138,4,4,True,3.281159413592252,3.2809713219323244,0.00018809165992772492,-0.3173624543682061,-0.31736245436820604,-5.551115123125783e-17
AP0139,4,3,True,3.6358355465455174,,,-0.34117200189782837,,
AP0140,4,4,True,2.5394644624056233,2.5393848139864987,7.964841912455611e-05,-0.2564741305519707,-0.2564741305519708,1.1102230246251565e-16
AP0141,4,4,True,2.7212063807767146,2.721182695920193,2.368485652182173e-05,-0.28575714467430496,-0.2857571446743051,1.1102230246251565e-16
AP0142,4,3,True,3.1265034715385203,,,-0.3103559128010959,,
AP0143,4,3,True,3.288300703503113,,,-0.30691546613281545,,
AP0144,4,3,True,3.1628946029085157,,,-0.3584378872847425,,
AP0145,4,4,True,2.8137916489495054,2.810618827991693,0.003172820957812572,-0.4212856394440997,-0.4212856394440998,1.1102230246251565e-16
AP0146,4,4,True,3.2735769627965174,3.273546812786518,3.0150009999285743e-05,-0.3035211502047973,-0.3035211502047974,1.1102230246251565e-16
AP0147,4,3,True,3.663895609077627,,,-0.44254515944835227,,
AP0148,4,4,True,2.8259459752858294,2.8250267507272087,0.0009192245586207015,-0.212584690261864,-0.21258469026186383,-1.6653345369377348e-16
AP0149,4,4,True,3.1576441925056384,3.157055781575028,0.0005884109306104612,-0.32033744135595,-0.32033744135595005,5.551115123125783e-17
AP0150,4,3,True,2.859087320059366,,,-0.31208749644240774,,
AP0151,4,4,True,2.135077176240474,2.135017731458782,5.944478169217504e-05,-0.27969431883037404,-0.279694318830374,-5.551115123125783e-17
AP0152,4,3,True,2.927303145010363,,,-0.220663217551125,,
AP0153,4,3,True,3.2398660258355587,,,-0.37135257477080674,,
AP0154,4,3,True,2.7279188636340326,,,-0.39620094661256194,,
AP0155,4,4,True,2.766145005060983,2.755677979380136,0.010467025680847009,-0.18347381184315623,-0.18347381184315617,-5.551115123125783e-17
AP0156,4,3,True,2.9614657601857415,,,-0.32392337244454006,,
AP0157,4,4,True,2.6086203319775736,2.607246887139894,0.0013734448376796493,-0.23006259509003296,-0.23006259509003293,-2.7755575615628914e-17
AP0158,4,4,True,2.677694409350371,2.677386593643721,0.00030781570665006086,-0.25366401478141276,-0.2536640147814127,-5.551115123125783e-17
AP0159,4,3,True,2.287819837777056,,,-0.2197671636180702,,
AP0160,4,3,True,2.812126104422928,,,-0.263858449540378,,
AP0161,4,4,True,2.7553910843814733,2.754910877043278,0.0004802073381950933,-0.24363216651464423,-0.24363216651464425,2.7755575615628914e-17
AP0162,4,4,True,2.5196135257230132,2.519613341687524,1.840354890703111e-07,-0.25950538374414145,-0.25950538374414145,0.0
AP0163,4,3,True,3.478800586385502,,,-0.36458616758970175,,
AP0164,4,2,True,1.6741108978514463,2.169462500406123,-0.4953516025546767,-0.17411588927401284,-0.1635753322530411,-0.01054055702097173
AP0165,4,4,True,2.7742197157808017,2.774078776737959,0.00014093904284262493,-0.3021818099879637,-0.30218180998796357,-1.1102230246251565e-16
AP0166,4,4,True,2.638842229197716,2.6387484854565866,9.374374112924855e-05,-0.2972171403045444,-0.2972171403045443,-5.551115123125783e-17
AP0167,4,4,True,2.384317211838747,2.3839149121249914,0.000402299713755383,-0.2339998152383702,-0.23399981523837024,2.7755575615628914e-17
AP0168,4,4,True,3.1608256245768254,3.1167125975679233,0.04411302700890207,-0.543522181398836,-0.5435221813988359,-1.1102230246251565e-16
AP0169,4,4,True,2.316845670064078,2.314238570428002,0.002607099636075638,-0.18911488234536747,-0.18911488234536733,-1.3877787807814457e-16
AP0170,4,4,True,2.877555736241503,2.877482724381053,7.301186044994523e-05,-0.4391076736788515,-0.43910767367885173,2.220446049250313e-16
AP0171,4,4,True,3.094214126830086,3.0941781323766104,3.599445347557406e-05,-0.182622551255555,-0.1826225512555549,-8.326672684688674e-17
AP0172,4,3,True,2.9345640229704606,,,-0.36612253851253745,,
AP0173,4,4,True,3.424939500376889,3.424913695050245,2.5805326643979498e-05,-0.3411145117144322,-0.3411145117144322,0.0
AP0174,4,3,True,3.180473156338268,,,-0.33171312395791963,,
AP0175,4,4,True,3.12994821386681,3.126697480878627,0.003250732988183014,-0.3712871526875932,-0.37128715268759327,5.551115123125783e-17
AP0176,4,4,True,3.0417142769321637,3.0417095832669787,4.693665184962725e-06,-0.2954221374260595,-0.2954221374260594,-1.1102230246251565e-16
AP0177,4,4,True,3.108826561863242,3.1018297204053438,0.006996841457898029,-0.3319494191974831,-0.3319494191974832,1.1102230246251565e-16
AP0178,4,4,True,3.5797747702682803,3.579728212509905,4.655775837525411e-05,-0.41775428971944595,-0.4177542897194461,1.6653345369377348e-16
AP0179,4,4,True,2.669714370983376,2.669663657205723,5.0713777652866554e-05,-0.26460820758382153,-0.26460820758382153,0.0
AP0180,4,3,True,2.99764069151111,,,-0.4425840766014256,,
AP0181,4,4,True,3.237147692811809,3.2276977601897383,0.009449932622070722,-0.3975686431380767,-0.3975686431380766,-1.1102230246251565e-16
AP0182,4,4,True,2.7876514453344434,2.7873158144853325,0.0003356308491109239,-0.23848834418004997,-0.23848834418004994,-2.7755575615628914e-17
AP0183,4,4,True,2.6025486517693186,2.556385728646996,0.0461629231223224,-0.4116761922237736,-0.4116761922237735,-1.1102230246251565e-16
AP0184,4,4,True,2.9459476865872825,2.9458910974215495,5.6589165732923163e-05,-0.3499281139272502,-0.34992811392725015,-5.551115123125783e-17
AP0185,4,4,True,2.628091447072052,2.627797030582998,0.000294416489053706,-0.3974776894431999,-0.3974776894431999,0.0
AP0186,4,4,True,3.1404965533418454,3.140452734410474,4.3818931371397696e-05,-0.36515137808368314,-0.3651513780836831,-5.551115123125783e-17
AP0187,4,4,True,2.7687859249472595,2.768608031395749,0.00017789355151043296,-0.38240891572283997,-0.38240891572284,5.551115123125783e-17
AP0188,4,4,True,2.448756674651921,2.44615095763695,0.002605717014970921,-0.40328723016152607,-0.4032872301615262,1.1102230246251565e-16
AP0189,4,4,True,2.8213838465005328,2.813555591478923,0.007828255021609554,-0.26125418091962493,-0.261254180919625,5.551115123125783e-17
AP0190,4,3,True,2.9798593599682217,,,-0.36559896755326493,,
AP0191,4,4,True,3.6241090006704235,3.6224262681947432,0.001682732475680293,-0.42562406782845075,-0.4256240678284509,1.6653345369377348e-16
AP0192,4,4,True,2.341709359894883,2.333506339241937,0.00820302065294598,-0.23256039948192753,-0.23256039948192767,1.3877787807814457e-16
AP0193,4,3,True,2.225939174640235,,,-0.38730999132057886,,
AP0194,4,4,True,1.517207474771912,1.5066375890573696,0.010569885714542426,-0.3337627526016563,-0.3337627526016561,-1.6653345369377348e-16
AP0195,4,4,True,3.112548512016959,3.1125475002637684,1.0117531905606825e-06,-0.4541034952037255,-0.45410349520372545,-5.551115123125783e-17
AP0196,4,3,True,2.110622309309038,,,-0.302059380301196,,
AP0197,4,4,True,2.727953642231229,2.727933448572517,2.0193658711864515e-05,-0.29988199449982866,-0.2998819944998288,1.1102230246251565e-16
AP0198,4,3,True,2.7736290381471447,,,-0.30102807757545513,,
AP0199,4,4,True,1.9933809349511509,1.9932510337828802,0.00012990116827071851,-0.2681941841310823,-0.2681941841310823,0.0
AP0200,4,4,True,3.0741732947224554,3.07411064019998,6.265452247555814e-05,-0.4698823142021634,-0.4698823142021635,5.551115123125783e-17
AP0201,4,3,True,3.5984150581135856,,,-0.44198151067162017,,
AP0202,4,3,True,2.5525943728078535,,,-0.34030513933520035,,
AP0203,4,4,True,2.504117105795002,2.5041066143031645,1.049149183751652e-05,-0.18837915613472847,-0.18837915613472858,1.1102230246251565e-16
AP0204,4,3,True,2.9217059709306685,,,-0.7715046631499783,,
AP0205,4,4,True,2.8580869772140325,2.856404186826472,0.0016827903875604733,-0.5364638249160052,-0.5364638249160052,0.0
AP0206,4,4,True,1.9822293649643492,1.9819537554111497,0.0002756095531994962,-0.2752858708196525,-0.27528587081965245,-5.551115123125783e-17
AP0207,4,4,True,3.073157851064614,3.068782807369589,0.004375043695024949,-0.374895034601462,-0.3748950346014622,1.6653345369377348e-16
AP0208,4,3,True,2.773285070784167,,,-0.2875835249510566,,
AP0209,4,4,True,2.9578019850483637,2.9577533535237905,4.863152457312836e-05,-0.2637860167185769,-0.2637860167185768,-5.551115123125783e-17
AP0210,4,4,True,2.7864833225393153,2.7836916043919344,0.002791718147380884,-0.42291268808301147,-0.42291268808301147,0.0
AP0211,4,3,True,3.549639440576263,,,-0.4038417868837021,,
AP0212,4,4,True,2.5146137676967717,2.5141779704069753,0.0004357972897963691,-0.24725123951123476,-0.24725123951123468,-8.326672684688674e-17
AP0213,4,4,True,2.1821702565783796,2.1819492304346637,0.00022102614371588558,-0.29120731693125984,-0.29120731693125984,0.0
AP0214,4,3,True,2.938976768849113,,,-0.3298029096004569,,
AP0215,4,3,True,3.5455419922089306,,,-0.34994790996971137,,
AP0216,4,4,True,2.6317616958505834,2.628482997685828,0.003278698164755234,-0.32218047339728667,-0.3221804733972868,1.1102230246251565e-16
AP0217,4,4,True,3.3548927021924175,3.35167335514115,0.0032193470512673628,-0.5660253440210486,-0.5660253440210485,-1.1102230246251565e-16
AP0218,4,1,True,1.2430875111508102,,,-0.11115626756304446,,
AP0219,4,1,True,0.0023625184633675415,,,-0.12361183415504422,,
AP0220,4,4,True,2.482069207405144,2.4820603343674903,8.873037653511773e-06,-0.09649876583406897,-0.09649876583406881,-1.5265566588595902e-16
AP0221,4,3,True,2.6047825693895654,,,-0.43121947275843125,,
AP0222,4,4,True,2.36073757980852,2.3595338197473046,0.0012037600612155863,-0.24956480250477842,-0.24956480250477833,-8.326672684688674e-17
AP0223,4,4,True,2.8968578718984532,2.89685049062081,7.3812776433257454e-06,-0.4542936496734819,-0.4542936496734819,0.0
AP0224,4,4,True,2.94121465976002,2.9279159968058965,0.013298662954123408,-0.4740911973854334,-0.47409119738543354,1.1102230246251565e-16
AP0225,4,4,True,3.748026287702216,3.7476969006694985,0.0003293870327176762,-0.5912729655007734,-0.5912729655007734,0.0
AP0226,4,4,True,3.3362345565508837,3.3357353970629653,0.0004991594879184547,-0.43709007282458867,-0.4370900728245887,5.551115123125783e-17
AP0227,4,3,True,2.666572148342268,,,-0.30439358024461133,,
AP0228,4,3,True,2.925217459536678,,,-0.3424551858070661,,
AP0229,4,4,True,3.196774266587118,3.1967287781202383,4.548846687990604e-05,-0.42519944273828414,-0.42519944273828414,0.0
AP0230,4,3,True,3.1448244867258985,,,-0.3067637018739078,,
AP0231,4,4,True,2.8640970762463134,2.8515325127112017,0.012564563535111706,-0.263378105914192,-0.263378105914192,0.0
AP0232,4,4,True,2.4590679982425265,2.4588858539917213,0.00018214425080520513,-0.20089157121883874,-0.2008915712188389,1.6653345369377348e-16
AP0233,4,4,True,2.890101691295515,2.889465279775408,0.0006364115201069609,-0.39088473142892455,-0.39088473142892455,0.0
AP0234,4,4,True,3.361319638817228,3.3611261508573773,0.0001934879598506356,-0.27642222493375807,-0.27642222493375795,-1.1102230246251565e-16
AP0235,4,4,True,2.529857089795595,2.529631885233787,0.00022520456180830095,-0.3251022460862776,-0.3251022460862776,0.0
AP0236,4,3,True,3.174145065601873,,,-0.41930295777393667,,
AP0237,4,4,True,2.5113762654036114,2.4998455108507733,0.01153075455283803,-0.26492483058286725,-0.26492483058286725,0.0
AP0238,4,3,True,2.7512903339604593,,,-0.2809965108974881,,
AP0239,4,4,True,2.527593016894493,2.5198029178152637,0.007790099079229229,-0.3841216057964945,-0.38412160579649435,-1.6653345369377348e-16
AP0240,4,4,True,2.8562387608723863,2.837783670553468,0.018455090318918455,-0.33800669033306946,-0.33800669033306946,0.0
AP0241,4,3,True,2.392584016555088,,,-0.3099275760392137,,
AP0242,4,4,True,2.7200353232777634,2.712505152201498,0.007530171076265635,-0.3930239144382452,-0.39302391443824525,5.551115123125783e-17
AP0243,4,3,True,2.8187744890174233,,,-0.255723694504445,,
AP0244,4,4,True,2.763573029163618,2.763074343555533,0.000498685608084859,-0.29170033347607704,-0.2917003334760771,5.551115123125783e-17
AP0245,4,3,True,2.435707839460271,,,-0.25826596380314637,,
AP0246,4,4,True,2.818621702009966,2.818143482420752,0.0004782195892141239,-0.25428889204070904,-0.2542888920407091,5.551115123125783e-17
AP0247,4,4,True,3.0522892761237967,3.0512809192147894,0.0010083569090073574,-0.26292894607932066,-0.2629289460793206,-5.551115123125783e-17
