clave,conjunto,orden_escalon_fase,n,r2,mae,sesgo_pred_menos_real,sd_real,media_real,pearson
sn_dep,OOF_dev,2,296,0.07153425322220197,0.09872387523393027,-0.004331679925211757,0.14721364343854085,0.5245108539183871,0.3010738695591544
sn_dep,OOF_dev,3,295,0.03477296551669251,0.10866851825963572,0.0029678923174041617,0.16533878286536813,0.49259525014057143,0.22844135145833228
sn_dep,OOF_dev,4,296,0.10522656939835806,0.11958372976618166,0.0064360366475699335,0.16376102890242622,0.49623196896165056,0.32835929537458447
sn_dep,OOF_dev,5,291,0.02899121718896358,0.13873391626800458,0.004634855917345201,0.20750215625267748,0.5031456573024606,0.2026416064620503
sn_dep,OOF_dev,6,291,0.04121503292472717,0.2292024330543448,-0.004364538132281199,0.30961137540739186,0.6911367223891381,0.2726996932256958
sn_dep,lockbox,2,63,-0.6365884034987472,0.09752697812767863,0.07203382990016707,0.09224028139771846,0.4623350048358861,0.29048146298616184
sn_dep,lockbox,3,63,-0.08394819718680813,0.10442269547320741,0.039503714343244366,0.13918299822927074,0.43684028591713514,0.1626899918122168
sn_dep,lockbox,4,63,-0.3797211066087409,0.1347356530722105,0.10188168457080797,0.14769970672904215,0.38790501238273684,0.34275301309181644
sn_dep,lockbox,5,62,-0.289756905396797,0.1357874610042899,0.05036831300515224,0.14967509054631645,0.4371542779411553,0.061434536057717
sn_dep,lockbox,6,62,-1.1737622916988957,0.27334450841095304,0.21619733948236827,0.22527505760032795,0.558927411005498,0.0804307676620723
dT,OOF_dev,2,298,0.41791950532772804,8.314834182297746,-0.7650014792511716,14.61076821453273,8.467317704180493,0.6509823271837255
dT,OOF_dev,3,297,0.48169201451590926,8.106256960567004,0.30592997231150043,16.031084184675496,3.393639986904726,0.6944893057262146
dT,OOF_dev,4,297,0.5342357418225967,7.412289218989061,-0.007795336882367205,15.073870561327038,0.7856196101093003,0.7334192267313226
dT,OOF_dev,5,298,0.5426127183518836,9.005738821313415,-0.4650624994675152,17.890879786779283,-0.6716602216481751,0.740197617395762
dT,OOF_dev,6,292,0.3563072635629372,11.902347173423893,0.4156507712211506,19.151875794098036,-4.8504808112863405,0.5976196854546727
dT,lockbox,2,63,-0.3036633156938311,9.646512387738072,3.7882245208198695,10.687949047892829,3.7905528180246173,-0.21104340606837796
dT,lockbox,3,63,0.19059628566714693,5.052009628153899,2.198968676076949,7.3230954515425015,-1.8396039784485752,0.6153300277663049
dT,lockbox,4,63,-0.16598066422716018,5.923906936422284,1.573570422913211,6.6361449875866,-5.393188834376222,0.350229510017606
dT,lockbox,5,63,-0.021162991549420918,6.588275677227268,-2.1091754488047205,8.749210462419473,-1.641999352905555,0.2699048633809825
dT,lockbox,6,62,0.049191810453626084,7.671228709740102,-0.39354291163297694,9.714984821370367,-2.1943166754420678,0.2744190340382041
