Batch,policy,orden_escalon_fase,pred_sn_dep,pred_feo_ret,pred_dT,support_score,J,J_sn,J_feo,J_costo,J_temperatura,J_incertidumbre,J_soporte,accion__tasa_feed_Carbon_kg_min,accion__tasa_gn_nm3_min,accion__tasa_o2_nm3_min,accion__tasa_aire_nm3_min,m6_sn_inv_kg_pred,m6_feo_inv_kg_pred,temperatura_pred,real_ln_sn_dep,real_ln_feo_ret,fold,es_lockbox
AP0010,historica,0,1.8014700728670645,-0.08872590857360217,-4.10318322262739,0.04372884610562396,1083.6973632703848,2670.972121912264,-801.1430164908963,-118.9742730954625,-29.025493777950942,-638.1319752775695,-0.0,58.87048772996471,26.10916004322193,23.900991538718895,120.14329160337095,1838.984480563822,6467.361332540302,1194.34777765001,0.9961423304859696,0.1276751024334801,1,False
AP0010,historica,1,0.42108943934071175,0.03183691201561331,3.122463312312789,0.11713754556397322,169.93583669887448,624.333520856498,287.46867896861704,-68.46396744609434,-35.27042040257675,-638.1319752775695,-0.0,38.72728467109876,21.577197074463438,15.48785520549322,119.36273130549147,1206.9912611626219,6676.574831053932,1197.4702409623228,1.6976708063598562,-0.12682918062513593,1,False
AP0010,historica,2,0.3711766023474557,-0.0025043460111798315,3.141948881876629,0.19082784129805075,-183.76634495285174,550.3296291779845,-22.612778499407582,-31.796902187529064,-41.55431816633018,-638.1319752775695,-0.0,19.01069597516741,18.287518819173176,9.068474604288737,119.40955973307291,832.7351913257198,6659.8752969412,1200.6121898441995,1.2708504598652646,-0.2534862188277993,1,False
AP0010,historica,3,0.28511563323488043,-0.004289886025160948,3.2502236352913303,0.24057674191265177,-320.64383765782344,422.7302575611109,-38.735159615171376,-18.45219488928053,-48.05476543691293,-638.1319752775695,-0.0,13.406272824605304,16.668680510344327,5.977226941144025,119.26969482421875,626.2070132171394,6631.366384688739,1203.862413479491,0.0009702316157051468,-0.084077463415538,1,False
AP0010,miope,0,1.8014700728670645,-0.08872590857360217,-4.10318322262739,0.04372884610562396,1083.6973632703848,2670.972121912264,-801.1430164908963,-118.9742730954625,-29.025493777950942,-638.1319752775695,-0.0,58.87048772996471,26.10916004322193,23.900991538718895,120.14329160337095,1838.984480563822,6467.361332540302,1194.34777765001,0.9961423304859696,0.1276751024334801,1,False
AP0010,miope,1,0.42108943934071175,0.03183691201561331,3.122463312312789,0.11713754556397322,169.93583669887448,624.333520856498,287.46867896861704,-68.46396744609434,-35.27042040257675,-638.1319752775695,-0.0,38.72728467109876,21.577197074463438,15.48785520549322,119.36273130549147,1206.9912611626219,6676.574831053932,1197.4702409623228,1.6976708063598562,-0.12682918062513593,1,False
AP0010,miope,2,0.3711766023474557,-0.0025043460111798315,3.141948881876629,0.19082784129805075,-183.76634495285174,550.3296291779845,-22.612778499407582,-31.796902187529064,-41.55431816633018,-638.1319752775695,-0.0,19.01069597516741,18.287518819173176,9.068474604288737,119.40955973307291,832.7351913257198,6659.8752969412,1200.6121898441995,1.2708504598652646,-0.2534862188277993,1,False
AP0010,miope,3,0.28511563323488043,-0.004289886025160948,3.2502236352913303,0.24057674191265177,-320.64383765782344,422.7302575611109,-38.735159615171376,-18.45219488928053,-48.05476543691293,-638.1319752775695,-0.0,13.406272824605304,16.668680510344327,5.977226941144025,119.26969482421875,626.2070132171394,6631.366384688739,1203.862413479491,0.0009702316157051468,-0.084077463415538,1,False
AP0010,horizonte,0,1.8533442856791287,-0.08747957850470588,-3.76023998499636,0.04054683521009726,1154.9741161810143,2747.884071965731,-789.8893855392269,-128.8131929236539,-29.711380253213065,-638.1319752775695,-6.364021791053401,66.22090998298891,25.23556452054588,22.5660662689308,124.48910874634709,1746.0206662924497,6475.426824524016,1194.690720887641,0.9961423304859696,0.1276751024334801,1,False
AP0010,horizonte,1,0.3338419895995422,0.05406986902729538,0.22952348550267385,0.09890871420374656,207.77889770640562,494.9749989046312,488.2192661668954,-65.10605365817732,-30.1704272242182,-638.1319752775695,-42.00691120515601,36.883970280472006,18.305482760772072,21.08791494803303,121.36323206445785,1250.4510073803349,6835.1908571204085,1194.9202443731435,1.6976708063598562,-0.12682918062513593,1,False
AP0010,horizonte,2,0.34339166897901796,0.011931746820174217,3.676071179737396,0.2086001911440853,-80.90003852535138,509.1339504076032,107.73668923987832,-15.769146596855833,-37.522569583692984,-638.1319752775695,-6.346986714714564,3.328984888250178,17.49886323554042,9.704218836407017,121.42711602612786,887.0257373944997,6917.235116197731,1198.596315552881,1.2708504598652646,-0.2534862188277993,1,False
AP0010,horizonte,3,0.2640651407120732,0.006442585504373999,4.335941817546838,0.26102318370476196,-286.92462227833124,391.5194816910142,58.17277577600758,-18.903978552694717,-46.19445321878675,-638.1319752775695,-33.38647269630213,15.071629327899377,15.067795586803603,5.464990284723756,120.5056016462892,681.2196883550356,6961.943860197329,1202.9322573704278,0.0009702316157051468,-0.084077463415538,1,False
