Batch,n_validos,sum_sn,sum_feo,tele_sn,tele_feo,feed_sn_R,err_sn,err_feo
AP0028,3,2.6903403644287707,-0.290472923244244,,,349.2852942928496,,
AP0029,3,2.8537527197625105,-0.3401820433964514,,,1290.7463204963203,,
AP0030,4,2.117628986871369,-0.310607396057263,2.1174761926742693,-0.31060739605726306,274.02960695210135,0.00015279419709957054,5.551115123125783e-17
AP0031,4,3.556702609286949,-0.4928670027248029,3.5564174979386256,-0.49286700272480277,342.2645095071944,0.0002851113483233192,-1.1102230246251565e-16
AP0032,3,3.6685916760052386,-0.4680887768444568,,,927.708723077687,,
AP0033,4,2.455753427105734,-0.42015687021509207,2.3837444574005877,-0.42015687021509207,269.8119577970917,0.07200896970514625,0.0
AP0034,4,2.910943159533832,-0.2880815950554601,2.910605218898312,-0.28808159505546005,230.08316370446923,0.00033794063552017306,-5.551115123125783e-17
AP0035,4,3.2027404074980326,-0.31674338376300804,3.2023501790349616,-0.31674338376300787,862.9857139007933,0.00039022846307101844,-1.6653345369377348e-16
AP0036,3,2.8411588299763215,-0.36187885454553037,,,108.2846036357705,,
AP0037,4,3.057440839538842,-0.2442474703143419,3.0561785754836155,-0.24424747031434205,2136.5633509479608,0.0012622640552266695,1.3877787807814457e-16
AP0038,4,3.145326540726545,-0.40579378722847015,3.145098336911642,-0.40579378722847026,467.16650640872047,0.00022820381490307184,1.1102230246251565e-16
AP0039,3,3.2258234787930866,-0.47484239311609205,,,700.0784389888688,,
AP0040,4,2.1155710510504044,-0.25518248756257605,2.1152749374631576,-0.2551824875625761,679.802708674522,0.0002961135872467935,5.551115123125783e-17
AP0041,4,3.0759857953202228,-0.3694359382673324,3.075687029963752,-0.3694359382673323,436.4055498400181,0.0002987653564705539,-1.1102230246251565e-16
AP0042,4,2.733220031900038,-0.3504072640553939,2.7329049255110758,-0.35040726405539413,327.48601240704375,0.0003151063889621497,2.220446049250313e-16
AP0043,4,2.784394739748505,-0.31408042669693526,2.7840838355464044,-0.31408042669693526,1324.268250864839,0.00031090420210055925,0.0
AP0044,4,2.991997744147703,-0.43861973034118124,2.991825909539135,-0.43861973034118135,658.0110638186477,0.00017183460856795563,1.1102230246251565e-16
AP0045,4,2.3523458780069957,-0.27328628654782805,2.3520821323953762,-0.27328628654782805,476.1631638860545,0.0002637456116194592,0.0
AP0046,4,2.517231644417034,-0.4388484180943582,2.5161464112805767,-0.4388484180943582,454.29437187754945,0.0010852331364574752,0.0
AP0047,4,3.1787053669766023,-0.581858363741666,3.175403141240044,-0.581858363741666,125.3420385980368,0.003302225736558473,0.0
AP0048,4,3.016440932167646,-0.3866612131558554,2.954299566733486,-0.38666121315585533,527.0113183367755,0.06214136543415982,-5.551115123125783e-17
AP0049,4,3.0915798438417683,-0.37872392995670473,3.0910622826753174,-0.3787239299567046,519.7604184479464,0.0005175611664509638,-1.1102230246251565e-16
AP0050,3,2.685271362859348,-0.40134032331981867,,,56.781916706839965,,
AP0051,4,2.3553003733188507,-0.2997062203549274,2.3547276835823583,-0.29970622035492744,55.758078492558575,0.0005726897364923822,5.551115123125783e-17
AP0052,3,3.52248212467188,-0.3292550182277277,,,103.48404362661194,,
AP0053,4,3.7944441421982695,-0.46018943111583677,3.794444140825324,-0.46018943111583677,1482.0622182369978,1.3729453129940339e-09,0.0
AP0054,4,3.22904982308085,-0.5682298624289748,3.229049823008384,-0.5682298624289744,517.830883704404,7.246603317412337e-11,-3.3306690738754696e-16
AP0055,4,2.224982632389844,-0.3169476309215824,2.224982632389844,-0.3169476309215824,197.96692569691646,0.0,0.0
AP0056,3,2.451185543151471,-0.2524911643980982,,,332.2484993285647,,
AP0057,3,2.527174380117139,-0.21279049651150447,,,1006.7995875393872,,
AP0058,4,2.7260831662560836,-0.24051403783324,2.6617976341074976,-0.24051403783323988,602.3344685487333,0.06428553214858601,-1.1102230246251565e-16
AP0059,4,3.8732735745301614,-0.44028801822229624,3.869985355867907,-0.4402880182222963,114.07554005644413,0.003288218662254483,5.551115123125783e-17
AP0060,4,3.05820447880459,-0.2583040330509346,3.047404336354958,-0.25830403305093463,384.0862074156847,0.010800142449632233,5.551115123125783e-17
AP0061,4,2.8190513714954575,-0.3295723266500875,2.81904851453729,-0.3295723266500876,930.4689384925537,2.8569581673743016e-06,1.1102230246251565e-16
AP0062,4,3.392159298894244,-0.4179347222730892,3.3921407424847785,-0.4179347222730892,702.1625212538077,1.855640946546444e-05,0.0
AP0063,4,2.9869301544515428,-0.3104960510192063,2.985782400166584,-0.3104960510192064,525.4916351407753,0.0011477542849589462,1.1102230246251565e-16
AP0064,3,3.3287260775999497,-0.38683684215231123,,,930.7607042869524,,
AP0065,3,2.642630576970902,-0.27321523965056715,,,692.7786648612405,,
AP0066,3,2.797092826962502,-0.18140478203897015,,,731.057546644124,,
AP0067,2,2.5642476671638574,-0.23741795501349158,,,476.20241951838256,,
AP0068,4,3.501236799958411,-0.4204059471006534,3.500717477739761,-0.4204059471006533,1143.4958573486892,0.0005193222186501423,-5.551115123125783e-17
AP0069,3,2.73525523180161,-0.20969103072299175,,,983.4218887169577,,
AP0070,3,2.7872503721648885,-0.3045969654726067,,,571.9474650930697,,
AP0071,4,2.8833200157358667,-0.30089248243186456,2.861772907017874,-0.30089248243186434,426.96486237972505,0.021547108717992813,-2.220446049250313e-16
AP0072,4,2.9895066667621335,-0.281478554448332,2.9363439211393487,-0.2814785544483319,1700.4465128103982,0.05316274562278478,-5.551115123125783e-17
AP0073,4,2.9295290783849697,-0.3872602722861265,2.9292601447139672,-0.3872602722861265,387.9419785970054,0.00026893367100244703,0.0
AP0074,4,3.7925178709190215,-0.3802710081314543,3.7914027424289323,-0.3802710081314545,56.46758037952239,0.0011151284900892122,1.6653345369377348e-16
AP0075,3,2.9867074470296644,-0.3033574769708802,,,916.477502783464,,
AP0076,3,2.7910400965259528,-0.29203503959184396,,,179.6841256955981,,
AP0077,4,2.9087882375465486,-0.3679618444948515,2.908673155939591,-0.3679618444948514,467.6007562456356,0.00011508160695772318,-5.551115123125783e-17
AP0078,3,2.88137511573594,-0.21695333773343264,,,684.1150320053058,,
AP0079,4,2.846987819822514,-0.28286191264840155,2.8469607662315966,-0.2828619126484016,857.0976565185147,2.7053590917258674e-05,5.551115123125783e-17
AP0080,4,3.581375220461037,-0.4550140611559087,3.5409630084003814,-0.45501406115590876,1165.6181714987156,0.040412212060655595,5.551115123125783e-17
AP0081,4,3.38597873975605,-0.3784823786841552,3.385898630217568,-0.37848237868415535,995.5126204879315,8.01095384819206e-05,1.6653345369377348e-16
AP0082,4,3.259867456324712,-0.3914200599357066,3.2514388758691504,-0.3914200599357064,1708.4754571023207,0.008428580455561718,-2.220446049250313e-16
AP0083,4,4.196641849093763,-0.4204326459621295,4.078464779332275,-0.4204326459621295,1308.2846238299733,0.11817706976148834,0.0
AP0084,3,3.4719810341496555,-0.38300673810436103,,,1107.4363268789896,,
AP0085,4,3.2513015492160835,-0.36930090251028747,3.2315796546139044,-0.3693009025102876,244.64274343217028,0.019721894602179102,1.1102230246251565e-16
AP0086,3,3.389424979543811,-0.44941450592919796,,,16.761108664359075,,
AP0087,3,3.147894973619539,-0.28472207438566266,,,745.301537816104,,
AP0088,4,2.2706712629560877,-0.2843984340756964,2.2705310661140725,-0.28439843407569637,626.7006237156238,0.00014019684201516114,-5.551115123125783e-17
AP0089,4,3.103433372095554,-0.3081378706496054,3.1033544730250435,-0.30813787064960546,848.8824226914945,7.889907051028544e-05,5.551115123125783e-17
AP0090,4,2.9743211282233704,-0.2522617993311013,2.97432112822337,-0.25226179933110127,616.8611451146548,4.440892098500626e-16,-5.551115123125783e-17
AP0091,4,2.7910344121069235,-0.46375867675897964,2.79074090075971,-0.4637586767589795,376.27410062676626,0.00029351134721355976,-1.1102230246251565e-16
AP0092,3,3.2728271282803783,-0.34013279317493333,,,357.7502823628079,,
AP0093,4,3.013307699997317,-0.26802446566886334,3.0120660903916736,-0.26802446566886323,309.4625538578446,0.0012416096056435677,-1.1102230246251565e-16
AP0094,4,3.1395116858781478,-0.3425845800662054,3.1393520641053985,-0.34258458006620557,329.3785621542662,0.00015962177274930767,1.6653345369377348e-16
AP0095,4,3.719356307209829,-0.40767958124174064,3.7185491867400464,-0.4076795812417406,71.33896512572362,0.0008071204697825962,-5.551115123125783e-17
AP0096,4,3.520481621492423,-0.3191161292630489,3.3267714868265807,-0.31911612926304883,1264.3511688489139,0.1937101346658423,-5.551115123125783e-17
AP0097,4,2.8683076772746907,-0.4737998954921572,2.8683012432834905,-0.4737998954921573,205.49316449878793,6.433991200260891e-06,1.1102230246251565e-16
AP0098,4,3.183531745593063,-0.5207945724079782,3.183072091522595,-0.5207945724079781,101.06294047544003,0.0004596540704682184,-1.1102230246251565e-16
AP0099,3,3.2126167106577626,-0.40318918094813816,,,468.8842818962767,,
AP0100,4,2.870283081210097,-0.2932184208354288,2.866397818840045,-0.2932184208354289,1722.105086529836,0.003885262370051823,5.551115123125783e-17
AP0101,4,2.9042524296334413,-0.3787645118988908,2.9039246535670937,-0.37876451189889077,74.62707462969037,0.00032777606634759593,-5.551115123125783e-17
AP0102,4,3.3718298981322605,-0.3941351984896214,3.3718298959547224,-0.39413519848962136,443.4997192757237,2.1775381497946e-09,-5.551115123125783e-17
AP0103,2,2.914507096592695,-0.25991345365505486,,,424.52269166102093,,
AP0104,4,2.78835662404206,-0.3552321677514497,2.788353617269258,-0.3552321677514498,24.66133772407804,3.006772802294222e-06,5.551115123125783e-17
AP0105,3,3.098305719174928,-0.3147919461595497,,,175.02817534271378,,
AP0106,3,3.496621700369591,-0.35791739976488446,,,710.3275524772813,,
AP0107,3,2.6178097812892984,-0.20579922464282463,,,172.52291716860447,,
AP0108,4,2.771084044083047,-0.2497418865344535,2.7710495839456604,-0.24974188653445345,255.57943051277888,3.446013738672704e-05,-5.551115123125783e-17
AP0109,4,2.7815505543072807,-0.3595825449824811,2.772726825216953,-0.35958254498248104,1011.9552419756207,0.008823729090327692,-5.551115123125783e-17
AP0110,3,2.7311497320168945,-0.2793928362551056,,,516.2838456040805,,
AP0111,4,2.871040384932462,-0.2651708779634422,2.8709696119550867,-0.26517087796344213,1044.6227706079724,7.077297737545507e-05,-5.551115123125783e-17
AP0112,4,2.967728613830687,-0.3503388923642279,2.9674808233264653,-0.3503388923642277,194.13662682757965,0.0002477905042215234,-1.6653345369377348e-16
AP0113,4,2.7342972223748463,-0.16651659004399944,2.727726139148109,-0.16651659004399938,1383.2007775233271,0.006571083226737162,-5.551115123125783e-17
AP0114,4,2.9474395640112743,-0.34543526503549005,2.947415204990954,-0.34543526503549005,484.45986032093015,2.4359020320385838e-05,0.0
AP0115,3,2.9166456029008567,-0.3745665582140859,,,325.5953816020662,,
AP0116,4,2.4475156575702,-0.24056412905211383,2.44619262713773,-0.24056412905211383,1596.4791949673076,0.0013230304324700626,0.0
AP0117,4,2.4307804272164333,-0.22673323203783757,2.4287956363384544,-0.22673323203783763,537.6248516001383,0.0019847908779788703,5.551115123125783e-17
AP0118,4,2.662377024238825,-0.41471482353058414,2.6618959861790024,-0.4147148235305841,53.421450928465525,0.0004810380598225805,-5.551115123125783e-17
AP0119,3,3.304827269535347,-0.29644911461791157,,,433.656656424071,,
AP0120,3,3.284734189811597,-0.381362954219145,,,322.0351071482393,,
AP0121,3,3.1903148371262056,-0.49039912555191206,,,117.25509598810703,,
AP0122,3,3.0501814081895833,-0.3467614833188163,,,625.7960276033759,,
AP0123,3,2.1571694383115254,-0.247202439952666,,,1103.2382064584397,,
AP0124,4,2.3780306991141256,-0.4374608873389926,2.3771653485520776,-0.43746088733899274,385.24646227172326,0.0008653505620479507,1.6653345369377348e-16
AP0125,3,3.308257437823082,-0.39409265297815643,,,311.02565787816513,,
AP0126,3,3.3698871702405215,-0.3275437730576962,,,537.2521745802217,,
AP0127,4,2.8471265369623473,-0.3714825142614513,2.847111761812564,-0.3714825142614513,74.63243395441864,1.4775149783208263e-05,0.0
AP0128,3,2.9976900703334874,-0.2979664557935389,,,62.830061665526806,,
AP0129,3,3.5349641317429574,-0.3631305952045091,,,1784.4945595769466,,
AP0130,4,2.708038201627876,-0.26996079942698314,2.7076149699296015,-0.269960799426983,516.5824228804506,0.00042323169827440665,-1.6653345369377348e-16
AP0131,4,2.134298589811495,-0.2374638054322462,2.131490810451436,-0.23746380543224616,326.65370088651207,0.0028077793600589374,-5.551115123125783e-17
AP0132,3,2.858210747696922,-0.2900777547608895,,,1155.7271302435988,,
AP0133,4,3.0389513309513188,-0.4059654355610873,3.0389513309485046,-0.40596543556108716,212.0611350971403,2.814193322819847e-12,-1.1102230246251565e-16
AP0134,3,2.3872784556410704,-0.252700266132077,,,604.6840603448229,,
AP0135,4,3.8231775180674177,-0.4108442194808901,3.8230698311923486,-0.4108442194808902,430.98314052680206,0.000107686875069124,1.1102230246251565e-16
AP0136,4,2.7226648473253996,-0.2823688585333364,2.7132346474081923,-0.28236885853333626,414.16801488995617,0.009430199917207283,-1.1102230246251565e-16
AP0137,3,2.8324896146565863,-0.263855801567343,,,232.90184475211635,,
AP0138,4,3.281159413592252,-0.3173624543682061,3.2809905554072674,-0.31736245436820604,708.7917518462051,0.0001688581849847992,-5.551115123125783e-17
AP0139,3,3.6358355465455174,-0.34117200189782837,,,73.39540200433245,,
AP0140,4,2.5394644624056233,-0.2564741305519707,2.539392674285323,-0.2564741305519708,101.94817374945299,7.17881203002868e-05,1.1102230246251565e-16
AP0141,4,2.7212063807767146,-0.28575714467430496,2.7211862096913597,-0.2857571446743051,588.3816157510696,2.0171085354903084e-05,1.1102230246251565e-16
AP0142,3,3.1265034715385203,-0.3103559128010959,,,234.96315641187635,,
AP0143,3,3.288300703503113,-0.30691546613281545,,,309.7267030734078,,
AP0144,3,3.1628946029085157,-0.3584378872847425,,,90.45771273076528,,
AP0145,4,2.8137916489495054,-0.4212856394440997,2.810920371258941,-0.4212856394440998,484.71269893448823,0.002871277690564611,1.1102230246251565e-16
AP0146,4,3.2735769627965174,-0.3035211502047973,3.273552318024784,-0.3035211502047974,608.1965751096769,2.4644771733584037e-05,1.1102230246251565e-16
AP0147,3,3.663895609077627,-0.44254515944835227,,,199.93482307247666,,
AP0148,4,2.8259459752858294,-0.212584690261864,2.8251278216376017,-0.21258469026186383,780.76352838981,0.0008181536482276819,-1.6653345369377348e-16
AP0149,4,3.1576441925056384,-0.32033744135595,3.157131684342673,-0.32033744135595005,1270.1864026691878,0.0005125081629655526,5.551115123125783e-17
AP0150,3,2.859087320059366,-0.31208749644240774,,,359.9627789440766,,
AP0151,4,2.135077176240474,-0.27969431883037404,2.1350258441016208,-0.279694318830374,458.21738373878395,5.1332138853332765e-05,-5.551115123125783e-17
AP0152,3,2.927303145010363,-0.220663217551125,,,967.3553875648291,,
AP0153,3,3.2398660258355587,-0.37135257477080674,,,248.60082209591016,,
AP0154,3,2.7279188636340326,-0.39620094661256194,,,21.745970785000168,,
AP0155,4,2.766145005060983,-0.18347381184315623,2.7585778437114823,-0.18347381184315617,2012.5902522069566,0.007567161349500751,-5.551115123125783e-17
AP0156,3,2.9614657601857415,-0.32392337244454006,,,258.83655175962525,,
AP0157,4,2.6086203319775736,-0.23006259509003296,2.60748548053054,-0.23006259509003293,162.74654617475986,0.0011348514470337356,-2.7755575615628914e-17
AP0158,4,2.677694409350371,-0.25366401478141276,2.6774447603774885,-0.2536640147814127,790.3018614110696,0.00024964897288271004,-5.551115123125783e-17
AP0159,3,2.287819837777056,-0.2197671636180702,,,154.37722044253874,,
AP0160,3,2.812126104422928,-0.263858449540378,,,61.110999619144366,,
AP0161,4,2.7553910843814733,-0.24363216651464423,2.7549548917010624,-0.24363216651464425,459.5529461299738,0.0004361926804108407,2.7755575615628914e-17
AP0162,4,2.5196135257230132,-0.25950538374414145,2.5196134043571505,-0.25950538374414145,411.4638691905842,1.2136586269306804e-07,0.0
AP0163,3,3.478800586385502,-0.36458616758970175,,,133.42944259474817,,
AP0164,2,1.6741108978514463,-0.17411588927401284,2.1694749430433604,-0.1635753322530411,498.37249604442025,-0.4953640451919141,-0.01054055702097173
AP0165,4,2.7742197157808017,-0.3021818099879637,2.774103631446819,-0.30218180998796357,253.2430818186432,0.00011608433398269113,-1.1102230246251565e-16
AP0166,4,2.638842229197716,-0.2972171403045444,2.638757467070089,-0.2972171403045443,96.0660559775394,8.476212762698054e-05,-5.551115123125783e-17
AP0167,4,2.384317211838747,-0.2339998152383702,2.3840034619056603,-0.23399981523837024,718.9791827394381,0.00031374993308652677,2.7755575615628914e-17
AP0168,4,3.1608256245768254,-0.543522181398836,3.122225967477932,-0.5435221813988359,641.5780882830859,0.03859965709889357,-1.1102230246251565e-16
AP0169,4,2.316845670064078,-0.18911488234536747,2.314760168858165,-0.18911488234536733,475.77273800818864,0.0020855012059128875,-1.3877787807814457e-16
AP0170,4,2.877555736241503,-0.4391076736788515,2.877493277908665,-0.43910767367885173,289.9617645233981,6.24583328381334e-05,2.220446049250313e-16
AP0171,4,3.094214126830086,-0.182622551255555,3.094179816094435,-0.1826225512555549,179.12935177722093,3.4310735650855406e-05,-8.326672684688674e-17
AP0172,3,2.9345640229704606,-0.36612253851253745,,,75.59974279688959,,
AP0173,4,3.424939500376889,-0.3411145117144322,3.424920415019395,-0.3411145117144322,1209.8332323369184,1.9085357493953126e-05,0.0
AP0174,3,3.180473156338268,-0.33171312395791963,,,473.14013769674585,,
AP0175,4,3.12994821386681,-0.3712871526875932,3.127155586899054,-0.37128715268759327,82.654480876596,0.0027926269677562843,5.551115123125783e-17
AP0176,4,3.0417142769321637,-0.2954221374260595,3.0417112867344054,-0.2954221374260594,1636.1213476982962,2.990197758290236e-06,-1.1102230246251565e-16
AP0177,4,3.108826561863242,-0.3319494191974831,3.1026398199088328,-0.3319494191974832,1283.3324870426393,0.006186741954409047,1.1102230246251565e-16
AP0178,4,3.5797747702682803,-0.41775428971944595,3.5797339059906848,-0.4177542897194461,94.25243046771936,4.086427759553146e-05,1.6653345369377348e-16
AP0179,4,2.669714370983376,-0.26460820758382153,2.6696712909658067,-0.26460820758382153,583.055690627804,4.3080017569252504e-05,0.0
AP0180,3,2.99764069151111,-0.4425840766014256,,,88.02713578154282,,
AP0181,4,3.237147692811809,-0.3975686431380767,3.2286033909837033,-0.3975686431380766,128.1391773978169,0.008544301828105727,-1.1102230246251565e-16
AP0182,4,2.7876514453344434,-0.23848834418004997,2.7873566423645775,-0.23848834418004994,83.87316379760713,0.00029480296986594823,-2.7755575615628914e-17
AP0183,4,2.6025486517693186,-0.4116761922237736,2.5589352008277575,-0.4116761922237735,513.5609391043164,0.043613450941561105,-1.1102230246251565e-16
AP0184,4,2.9459476865872825,-0.3499281139272502,2.945899866372592,-0.34992811392725015,398.2691987917343,4.782021469029729e-05,-5.551115123125783e-17
AP0185,4,2.628091447072052,-0.3974776894431999,2.6278198512290984,-0.3974776894431999,30.274539774805216,0.0002715958429533316,0.0
AP0186,4,3.1404965533418454,-0.36515137808368314,3.14046138619672,-0.3651513780836831,763.9653555618346,3.516714512530328e-05,-5.551115123125783e-17
AP0187,4,2.7687859249472595,-0.38240891572283997,2.7686311768410836,-0.38240891572284,1236.0363006629573,0.00015474810617588375,5.551115123125783e-17
AP0188,4,2.448756674651921,-0.40328723016152607,2.446423847362608,-0.4032872301615262,111.82380396501631,0.0023328272893130553,1.1102230246251565e-16
AP0189,4,2.8213838465005328,-0.26125418091962493,2.815005050213966,-0.261254180919625,1030.4976344961078,0.006378796286566679,5.551115123125783e-17
AP0190,3,2.9798593599682217,-0.36559896755326493,,,111.15876534135005,,
AP0191,4,3.6241090006704235,-0.42562406782845075,3.622573713134898,-0.4256240678284509,461.72684234346735,0.0015352875355256757,1.6653345369377348e-16
AP0192,4,2.341709359894883,-0.23256039948192753,2.334547131440367,-0.23256039948192767,1120.354890562963,0.007162228454515862,1.3877787807814457e-16
AP0193,3,2.225939174640235,-0.38730999132057886,,,457.50656494827746,,
AP0194,4,1.517207474771912,-0.3337627526016563,1.50779624781233,-0.3337627526016561,72.28717604934629,0.009411226959582075,-1.6653345369377348e-16
AP0195,4,3.112548512016959,-0.4541034952037255,3.1125476476459366,-0.45410349520372545,278.48578043317326,8.643710223132928e-07,-5.551115123125783e-17
AP0196,3,2.110622309309038,-0.302059380301196,,,134.52559401169836,,
AP0197,4,2.727953642231229,-0.29988199449982866,2.727937460589454,-0.2998819944998288,357.6300679851039,1.61816417749705e-05,1.1102230246251565e-16
AP0198,3,2.7736290381471447,-0.30102807757545513,,,641.6359764488377,,
AP0199,4,1.9933809349511509,-0.2681941841310823,1.9932667084926854,-0.2681941841310823,569.0839125714318,0.00011422645846548285,0.0
AP0200,4,3.0741732947224554,-0.4698823142021634,3.0741254910895592,-0.4698823142021635,810.2428556855955,4.7803632896137316e-05,5.551115123125783e-17
AP0201,3,3.5984150581135856,-0.44198151067162017,,,239.28230575710654,,
AP0202,3,2.5525943728078535,-0.34030513933520035,,,578.7766808595597,,
AP0203,4,2.504117105795002,-0.18837915613472847,2.5041082047872636,-0.18837915613472858,1644.7408875359513,8.901007738426614e-06,1.1102230246251565e-16
AP0204,3,2.9217059709306685,-0.7715046631499783,,,342.0868657522166,,
AP0205,4,2.8580869772140325,-0.5364638249160052,2.856830564500077,-0.5364638249160052,604.8554290653528,0.0012564127139556014,0.0
AP0206,4,1.9822293649643492,-0.2752858708196525,1.9819996511394689,-0.27528587081965245,834.7024088219272,0.00022971382488035097,-5.551115123125783e-17
AP0207,4,3.073157851064614,-0.374895034601462,3.069419064500307,-0.3748950346014622,573.936010699059,0.0037387865643068174,1.6653345369377348e-16
AP0208,3,2.773285070784167,-0.2875835249510566,,,263.7702274305791,,
AP0209,4,2.9578019850483637,-0.2637860167185769,2.9577615723031165,-0.2637860167185768,1103.5124516484084,4.0412745247131454e-05,-5.551115123125783e-17
AP0210,4,2.7864833225393153,-0.42291268808301147,2.7841272953810585,-0.42291268808301147,387.7080006768568,0.0023560271582567793,0.0
AP0211,3,3.549639440576263,-0.4038417868837021,,,327.88807258503033,,
AP0212,4,2.5146137676967717,-0.24725123951123476,2.5143111508382625,-0.24725123951123468,1363.1279423421715,0.00030261685850918596,-8.326672684688674e-17
AP0213,4,2.1821702565783796,-0.29120731693125984,2.1819754061940912,-0.29120731693125984,275.95275765645164,0.00019485038428834756,0.0
AP0214,3,2.938976768849113,-0.3298029096004569,,,214.22650716592747,,
AP0215,3,3.5455419922089306,-0.34994790996971137,,,259.4453318316659,,
AP0216,4,2.6317616958505834,-0.32218047339728667,2.6288179249330557,-0.3221804733972868,61.54301197207218,0.0029437709175277327,1.1102230246251565e-16
AP0217,4,3.3548927021924175,-0.5660253440210486,3.352060915137538,-0.5660253440210485,173.23733666147368,0.00283178705487952,-1.1102230246251565e-16
AP0218,1,1.2430875111508102,-0.11115626756304446,,,60.570575370268095,,
AP0219,1,0.0023625184633675415,-0.12361183415504422,,,95.12447361941598,,
AP0220,4,2.482069207405144,-0.09649876583406897,2.4820651090221117,-0.09649876583406881,811.1930925008542,4.09838303205845e-06,-1.5265566588595902e-16
AP0221,3,2.6047825693895654,-0.43121947275843125,,,48.40749436448485,,
AP0222,4,2.36073757980852,-0.24956480250477842,2.3597863239577013,-0.24956480250477833,534.894102369059,0.0009512558508188995,-8.326672684688674e-17
AP0223,4,2.8968578718984532,-0.4542936496734819,2.8968517326979293,-0.4542936496734819,645.6286566301848,6.139200523946897e-06,0.0
AP0224,4,2.94121465976002,-0.4740911973854334,2.9333827143231543,-0.47409119738543354,215.46766739150763,0.007831945436865606,1.1102230246251565e-16
AP0225,4,3.748026287702216,-0.5912729655007734,3.7477346826972133,-0.5912729655007734,846.0032129581019,0.00029160500500280406,0.0
AP0226,4,3.3362345565508837,-0.43709007282458867,3.335823555297549,-0.4370900728245887,703.2865667269526,0.00041100125333493054,5.551115123125783e-17
AP0227,3,2.666572148342268,-0.30439358024461133,,,395.4213255898803,,
AP0228,3,2.925217459536678,-0.3424551858070661,,,375.07423890834735,,
AP0229,4,3.196774266587118,-0.42519944273828414,3.19674153034886,-0.42519944273828414,593.4526876031514,3.273623825794658e-05,0.0
AP0230,3,3.1448244867258985,-0.3067637018739078,,,637.0968001379691,,
AP0231,4,2.8640970762463134,-0.263378105914192,2.853079223806968,-0.263378105914192,571.8916082856797,0.011017852439345166,0.0
