palanca,theta_unidad,ci_lo,ci_hi,sd_palanca,theta_1sd,ci_lo_1sd,ci_hi_1sd,significativo,signo_teorico,concuerda,en_cota
Cx_sn_v6,0.0004659578893339839,4.0057482463408716e-14,0.000832130966011382,332.09341449961255,0.15474154648195532,1.3302826127531752e-11,0.2763452138135809,False,1,True,False
tasa_gn_nm3_min,0.011165105798557177,0.0012488362667122995,0.02104205213015119,4.93663229207273,0.05511802182956584,0.0061650454417634904,0.10387687403718214,True,1,True,False
exceso_o2_combustion_pct,-0.00044871207139144135,-0.002273736560708908,-1.1043630967775722e-23,10.966604528323423,-0.004920847834034764,-0.024935169662884834,-1.2111113338034203e-22,False,-1,True,False
tasa_aire_nm3_min,0.00055015403223449,-0.0016429289847372747,0.002037452534108904,9.244160871469004,0.00508571237806297,-0.015187499835310612,0.0188345389932849,False,0,,False
