target,n_estado,n_palancas,n_dev,n_lockbox,r2_oof,mae_oof,r2_lockbox,mae_lockbox,sd_target_dev,forma,clave
m6_ln_sn_dep,38,4,1058,242,0.7652489876932658,0.24430348256799345,0.7996825168326529,0.23509090711135402,0.6777934373118659,ref,sn_dep
m6_ln_feo_ret,38,5,1058,242,0.3293346891031186,0.04704865425124657,0.48614296954594594,0.04182412600413477,0.07539954807908536,ref,feo_ret
