Batch,fase,orden_escalon_fase,m6_avance_prev,ley_sn_escoria_pct_prev,real_sn_dep,real_feo_ret,real_d_lnirf,temperatura_real,pred_T_historico,pred_T_recomendado,support_historico,support_recomendado,J_historico,J_recomendado,uplift_J_kgSn,pred_sn_dep_hist,pred_sn_dep_rec,pred_dT_hist,pred_dT_rec,J_sn_hist,J_sn_rec,J_feo_hist,J_feo_rec,J_costo_hist,J_costo_rec,J_temperatura_hist,J_temperatura_rec,J_incertidumbre_hist,J_incertidumbre_rec,J_soporte_hist,J_soporte_rec,hist__duracion_plan_min,rec__duracion_plan_min,hist__tasa_feed_conc_kg_min,rec__tasa_feed_conc_kg_min,hist__tasa_feed_reciclo_kg_min,rec__tasa_feed_reciclo_kg_min,hist__tasa_feed_Fe_kg_min,rec__tasa_feed_Fe_kg_min,hist__tasa_feed_dross_Fe_kg_min,rec__tasa_feed_dross_Fe_kg_min,hist__tasa_feed_pellets_kg_min,rec__tasa_feed_pellets_kg_min,hist__tasa_feed_CaO_kg_min,rec__tasa_feed_CaO_kg_min,hist__tasa_feed_Carbon_kg_min,rec__tasa_feed_Carbon_kg_min,hist__tasa_gn_nm3_min,rec__tasa_gn_nm3_min,hist__tasa_o2_nm3_min,rec__tasa_o2_nm3_min,hist__tasa_aire_nm3_min,rec__tasa_aire_nm3_min,hist_derivada__exceso_o2_combustion_pct,rec_derivada__exceso_o2_combustion_pct,hist_derivada__relacion_C_Sn_carga,rec_derivada__relacion_C_Sn_carga,hist_derivada__m6_dosis_C_sn,rec_derivada__m6_dosis_C_sn,hist_derivada__m6_exceso_C_pos,rec_derivada__m6_exceso_C_pos,pred_feo_ret_hist,pred_feo_ret_rec,fold,es_lockbox
AP0005,Fusión,1,0.678070123292378,21.6502,0.7837106843822434,,0.4136072050069348,1258.1090970113253,1261.037264252194,1261.037264252194,0.30641205108375996,0.30641205108375996,-438.63072384886385,-438.63072384886385,0.0,0.7207602986781982,0.7207602986781982,3.8119236572869033,3.8119236572869033,-0.0,-0.0,-214.2459987820944,-214.2459987820944,-99.34628982487432,-99.34628982487432,-94.27100544778432,-94.27100544778432,-30.767429794110793,-30.767429794110793,-0.0,-0.0,35.0,35.0,289.56549207899303,289.56549207899303,4.9987696894892935,4.9987696894892935,54.38705206977,54.38705206977,7.590149847180055e-21,7.590149847180055e-21,0.00033260675408888096,0.00033260675408888096,46.39459963198061,46.39459963198061,34.51754348189743,34.51754348189743,25.531316082666788,25.531316082666788,34.66487669929625,34.66487669929625,122.38737002418155,122.38737002418155,18.21996212204081,18.21996212204081,0.22700948315658262,0.22700948315658262,0.18286895308340242,0.18286895308340242,0.0,0.0,,,3,False
AP0005,Fusión,2,0.6759900807583333,20.6548,0.5777020960509502,,0.09972726508857654,1264.4014744246679,1251.4892148974798,1251.4892148974798,0.2799087922055783,0.2799087922055783,-389.8904872173235,-389.8904872173235,0.0,0.5446947831579546,0.5446947831579546,-6.619882113845515,-6.619882113845515,-0.0,-0.0,-161.910524293702,-161.910524293702,-122.03762639115494,-122.03762639115494,-75.17490673835573,-75.17490673835573,-30.767429794110793,-30.767429794110793,-0.0,-0.0,40.0,40.0,289.6813555957825,289.6813555957825,5.001399776799891,5.001399776799891,54.41070844448675,54.41070844448675,7.590149847180055e-21,7.590149847180055e-21,0.006677797856334465,0.006677797856334465,46.400282845846036,46.400282845846036,38.57951054766895,38.57951054766895,25.70231424119737,25.70231424119737,35.08957051595051,35.08957051595051,122.97846452501085,122.97846452501085,18.501095844054607,18.501095844054607,0.25362023668650513,0.25362023668650513,0.16954618964914864,0.16954618964914864,0.0,0.0,,,3,False
AP0005,Fusión,3,0.6682526877335919,20.8182,0.4362014057673992,,-0.08189800145994663,1252.8913989130644,1248.9884253605726,1248.2251560843622,0.3123942548401525,0.3226738202979171,-420.9502205280112,-404.453158134187,16.497062393824194,0.5567554305571268,0.5401061216380468,-15.413049064095262,-16.176318340305624,0.0,0.0,-165.49555173310594,-160.54654465690942,-154.51391133625307,-144.4923945710462,-70.17332766454138,-68.64678911212059,-30.767429794110793,-30.767429794110793,-0.0,-0.0,45.0,45.0,286.62085350147186,286.62085350147186,4.952606610284335,4.952606610284335,53.82176721545222,53.82176721545222,7.590149847180055e-21,7.590149847180055e-21,0.006561709762267445,0.006561709762267445,45.901908940854284,45.901908940854284,45.97237473639889,41.61954452910989,25.91922071668837,25.628983507171665,35.744711581836185,36.10953699081593,123.21817810812115,123.17080841695073,18.870334988247897,20.90882718979712,0.3054645845939116,0.27654209627997606,0.17413314653261205,0.15764559232938516,0.0,0.0,,,3,False
AP0005,Fusión,4,0.6535522781810541,21.6596,0.596132074483956,,-0.03097884168494791,1243.9066645626826,1241.016209941196,1241.016209941196,0.16751650021059097,0.16751650021059097,-379.4743881290671,-379.4743881290671,0.0,0.5282332886370114,0.5282332886370114,-11.87518897186841,-11.87518897186841,0.0,0.0,-157.0173450473516,-157.0173450473516,-137.46071646181667,-137.46071646181667,-54.22889682578807,-54.22889682578807,-30.767429794110793,-30.767429794110793,-0.0,-0.0,50.0,50.0,213.05469100251602,213.05469100251602,4.1137941487689655,4.1137941487689655,40.3653534568992,40.3653534568992,7.590149847180055e-21,7.590149847180055e-21,0.0014395180086548007,0.0014395180086548007,34.09704505463481,34.09704505463481,32.128655636772436,32.128655636772436,26.0468738538954,26.0468738538954,36.137533178084944,36.137533178084944,123.49118231879339,123.49118231879339,19.151883280128594,19.151883280128594,0.2866517054250053,0.2866517054250053,0.12092440247297875,0.12092440247297875,0.0,0.0,,,3,False
AP0005,Fusión,5,0.7364739871794796,17.8486,0.4658300650455735,,0.004363003933606668,1239.6264231935913,1230.6913000953484,1230.6913000953484,0.20781428391636317,0.20781428391636317,-434.21670132791,-434.21670132791,0.0,0.5620059340397573,0.5620059340397573,-13.215364467334107,-13.215364467334107,0.0,0.0,-167.05626389331783,-167.05626389331783,-202.81393050638835,-202.81393050638835,-33.57907713409304,-33.57907713409304,-30.767429794110793,-30.767429794110793,-0.0,-0.0,55.0,55.0,289.51173502604166,289.51173502604166,4.997791926066081,4.997791926066081,54.36287151518327,54.36287151518327,7.590149847180055e-21,7.590149847180055e-21,0.00034851021919166667,0.00034851021919166667,46.37223474411738,46.37223474411738,50.60420277913412,50.60420277913412,26.353455465297507,26.353455465297507,36.671220629142994,36.671220629142994,123.37662595190183,123.37662595190183,18.732649996219187,18.732649996219187,0.33288564733044324,0.33288564733044324,0.17750286411153596,0.17750286411153596,0.0,0.0,,,3,False
AP0005,Fusión,6,0.7276563938724978,18.3332,0.7644347252137994,,-0.03418439354896208,1229.9961626630097,1224.4096107510106,1224.4096107510106,0.26533049019556976,0.26533049019556976,-531.489859256532,-531.489859256532,0.0,0.7824586697421896,0.7824586697421896,-15.216812442580661,-15.216812442580661,0.0,0.0,-232.58583958086584,-232.58583958086584,-247.1208914361379,-247.1208914361379,-21.015698445417456,-21.015698445417456,-30.767429794110793,-30.767429794110793,-0.0,-0.0,67.0,67.0,288.05323215060764,288.05323215060764,4.61476432671401,4.61476432671401,53.45535338956217,53.45535338956217,7.590149847180055e-21,7.590149847180055e-21,0.0015300615054521978,0.0015300615054521978,44.436005668142364,44.436005668142364,50.43796413361081,50.43796413361081,26.520027514027465,26.520027514027465,37.08724818708427,37.08724818708427,122.77139734066473,122.77139734066473,18.531629719030086,18.531629719030086,0.3342980930353284,0.3342980930353284,0.16939311086913447,0.16939311086913447,0.0,0.0,,,3,False
AP0005,Reducción,0,0.7860024837518499,15.2977,1.4270485475542916,-0.20083256827180418,-0.14184064118993867,1222.769520265375,1225.9064692704362,1225.9064692704362,0.002730853697108002,0.002730853697108002,-660.4754525415124,-660.4754525415124,0.0,1.3143506112217485,1.3143506112217485,-4.089693392573593,-4.089693392573593,2372.4357120205364,2372.4357120205364,-2040.770925393788,-2040.770925393788,-36.75313114102643,-36.75313114102643,-94.54131007113256,-94.54131007113256,-860.8457979561017,-860.8457979561017,-0.0,-0.0,30.0,30.0,,,,,,,7.590149847180055e-21,7.590149847180055e-21,2.6987195381098677e-05,2.6987195381098677e-05,,,15.050070617019488,15.050070617019488,11.192540230598622,11.192540230598622,13.682463359861455,13.682463359861455,25.458645749771804,25.458645749771804,-14.993475228742602,-14.993475228742602,,,0.04336157195731023,0.04336157195731023,0.0,0.0,-0.14384292009473187,-0.14384292009473187,3,False
AP0005,Reducción,1,0.9483836654457195,4.5169,0.03272516462688685,0.05901069077619848,0.09855703858210996,1222.2840040143824,1218.2320582239686,1218.9341627531417,0.04210188423000498,0.327085871894977,-366.0864584157639,-244.07923044224378,122.00722797352012,0.40118299930300605,0.5402703945844266,-4.537462041406354,-3.83535751223333,724.1453433169085,975.2015689847545,-102.12878004327926,-212.6220300779142,-48.06473575509416,-65.21627435643896,-79.19248797819728,-80.59669703654345,-860.8457979561017,-860.8457979561017,-0.0,-0.0,25.0,25.0,,,,,,,7.590149847180055e-21,7.590149847180055e-21,8.93081471569668e-20,8.93081471569668e-20,,,24.628783397185497,33.24199104817151,17.290835565760517,24.682877961031867,17.242519337167604,20.60650830180265,73.90679738356008,120.07243793807231,-5.259214735137692,-7.1791378194654865,,,0.24483072400352376,0.33045321826869245,106.81201765216332,322.1422089268137,-0.007198506096074052,-0.014986578504383364,3,False
AP0005,Reducción,2,0.9500397790709982,4.3718,0.37662999104210904,-0.022532860630847213,-0.012019064379126032,1217.8252944929257,1223.3087650692823,1223.3087650692823,0.2191661932771039,0.2191661932771039,-87.19357442033004,-87.19357442033004,0.0,0.584510648654316,0.584510648654316,1.0247610549000052,1.0247610549000052,1055.0563335872566,1055.0563335872566,-116.87442729875437,-116.87442729875437,-75.18378108390573,-75.18378108390573,-89.34590166882481,-89.34590166882481,-860.8457979561017,-860.8457979561017,-0.0,-0.0,20.0,20.0,,,,,,,7.590149847180055e-21,7.590149847180055e-21,8.93081471569668e-20,8.93081471569668e-20,,,56.33337881905692,56.33337881905692,24.442741139729815,24.442741139729815,20.9237879050546,20.9237879050546,118.91245008680555,118.91245008680555,-6.116498634671789,-6.116498634671789,,,0.4628484979984062,0.4628484979984062,634.0852844331733,634.0852844331733,-0.00823784712819167,-0.00823784712819167,3,False
AP0005,Reducción,3,0.9657161940348424,3.0893,0.6266964910544396,-0.148317489520107,-0.13637367123767463,1215.042651278873,1221.3894601135976,1219.9036021600277,0.26590062247545243,0.32445457634684965,-1009.9215591501463,-984.9756165692004,24.94594258094594,0.6054530846667276,0.5911710817302338,3.5641656206718775,2.0783076671020315,1092.85795415056,1067.0785818001152,-1126.3955380710454,-1083.9301558767415,-30.030885516104046,-24.742668686156787,-85.50729175745528,-82.53557585031558,-860.8457979561017,-860.8457979561017,-0.0,-0.0,15.0,15.0,,,,,,,7.590149847180055e-21,7.590149847180055e-21,8.93081471569668e-20,8.93081471569668e-20,,,28.74533235806945,21.979196675995457,16.792186759174733,16.123144657616585,6.102681372822195,6.685707221551548,119.62390685150588,119.54400416698961,-7.029077691210288,-1.415174360537143,,,0.25812807458479914,0.1973693554217216,93.15779693720191,0.0,-0.07939353768799488,-0.07640038225748577,3,False
