rep,Batch,policy,J_batch
3,AP0339,horizonte,-2058.717735739039
3,AP0340,historica,-2135.2072178290473
3,AP0340,miope,-2026.3700639768313
3,AP0340,horizonte,-2374.2189883636247
3,AP0341,historica,-2742.047856365416
3,AP0341,miope,-2615.9413498586346
3,AP0341,horizonte,-2615.9413498586346
3,AP0342,historica,-2127.1170660412326
3,AP0342,miope,-2032.085872511013
3,AP0342,horizonte,-2032.085872511013
3,AP0343,historica,-2044.580101325415
3,AP0343,miope,-1855.1948127143
3,AP0343,horizonte,-1855.1948127143
3,AP0344,historica,-1324.2534576224994
3,AP0344,miope,-1048.2062679297792
3,AP0344,horizonte,-1048.2062679297792
3,AP0345,historica,-1631.98181979449
3,AP0345,miope,-1550.1269362034495
3,AP0345,horizonte,-1602.8780506175885
3,AP0346,historica,-1445.762617330142
3,AP0346,miope,-1133.9888634619624
3,AP0346,horizonte,-1133.9888634619624
3,AP0347,historica,-2003.3827468948823
3,AP0347,miope,-1482.6811959680435
3,AP0347,horizonte,-1445.649548704949
3,AP0348,historica,-1906.6041176280016
3,AP0348,miope,-1747.5774781623422
3,AP0348,horizonte,-1747.5774781623422
3,AP0349,historica,-1626.0716457409617
3,AP0349,miope,-1811.795020974027
3,AP0349,horizonte,-1626.0716457409617
3,AP0350,historica,-2167.080802412829
3,AP0350,miope,-1868.391516361462
3,AP0350,horizonte,-1868.391516361462
3,AP0351,historica,-1392.904724982876
3,AP0351,miope,-1242.3409289261822
3,AP0351,horizonte,-1242.3409289261822
3,AP0352,historica,-1276.1025789258215
3,AP0352,miope,-863.7914245497225
3,AP0352,horizonte,-780.9554597620686
3,AP0353,historica,-2351.363366248905
3,AP0353,miope,-2012.0593360173148
3,AP0353,horizonte,-2012.0593360173148
3,AP0354,historica,-1482.1639201886642
3,AP0354,miope,-1245.0026931665648
3,AP0354,horizonte,-1245.0026931665648
3,AP0355,historica,-2288.4923935280267
3,AP0355,miope,-1641.7758708175922
3,AP0355,horizonte,-1641.7758708175922
3,AP0356,historica,-2349.71998715495
3,AP0356,miope,-2193.1461818767275
3,AP0356,horizonte,-2193.1461818767275
3,AP0357,historica,-2653.9438534682185
3,AP0357,miope,-2178.0281429707393
3,AP0357,horizonte,-2178.0281429707393
3,AP0358,historica,-1658.3645430858612
3,AP0358,miope,-1047.292094014733
3,AP0358,horizonte,-1399.7273900478747
3,AP0359,historica,-2049.3193256622526
3,AP0359,miope,-1827.0630045618782
3,AP0359,horizonte,-1827.0630045618782
3,AP0360,historica,-2414.5573086846302
3,AP0360,miope,-1976.880401251869
3,AP0360,horizonte,-1976.880401251869
3,AP0361,historica,-2588.0183948579647
3,AP0361,miope,-2094.1084767148495
3,AP0361,horizonte,-2094.1084767148495
3,AP0362,historica,-1748.8158563260808
3,AP0362,miope,-1676.1901823697806
3,AP0362,horizonte,-1673.3920553775847
4,AP0300,historica,-1774.3306038629826
4,AP0300,miope,-1499.0194871411054
4,AP0300,horizonte,-1722.8003055302067
4,AP0301,historica,-2174.473358425912
4,AP0301,miope,-1957.5811874310411
4,AP0301,horizonte,-1957.5811874310411
4,AP0302,historica,-1546.7899709299863
4,AP0302,miope,-1039.459656978974
4,AP0302,horizonte,-1039.459656978974
4,AP0303,historica,-1910.3748486982633
4,AP0303,miope,-1715.8822748157672
4,AP0303,horizonte,-1715.8822748157672
4,AP0304,historica,-2445.060205473364
4,AP0304,miope,-2392.252008704524
4,AP0304,horizonte,-2165.999583426821
4,AP0305,historica,-1295.3302837597284
4,AP0305,miope,-1418.2191416049673
4,AP0305,horizonte,-1249.648351007943
4,AP0306,historica,-1748.4437227808603
4,AP0306,miope,-1420.8615057379388
4,AP0306,horizonte,-1420.8615057379388
4,AP0307,historica,-1913.9444017055748
4,AP0307,miope,-1821.0529496213921
4,AP0307,horizonte,-1821.0529496213921
4,AP0308,historica,-2314.6670517605244
4,AP0308,miope,-1798.478368366697
4,AP0308,horizonte,-1798.478368366697
4,AP0309,historica,-1995.7579839699633
4,AP0309,miope,-1734.2816747360234
4,AP0309,horizonte,-1734.2816747360234
4,AP0310,historica,-2414.423535590684
4,AP0310,miope,-2385.211450419989
4,AP0310,horizonte,-2385.211450419989
4,AP0311,historica,-1423.6478909082848
4,AP0311,miope,-1218.6023820366245
4,AP0311,horizonte,-1179.353727837527
4,AP0312,historica,-2739.2713563208963
4,AP0312,miope,-2475.1005454100186
4,AP0312,horizonte,-2475.1005454100186
4,AP0313,historica,-1804.10895793286
4,AP0313,miope,-1427.7135885246983
4,AP0313,horizonte,-1427.7135885246983
4,AP0314,historica,-1454.9991041078376
4,AP0314,miope,-1398.4059453772866
4,AP0314,horizonte,-1398.4059453772866
4,AP0315,historica,-2379.813991861992
4,AP0315,miope,-2276.7339019325427
4,AP0315,horizonte,-2276.7339019325427
4,AP0316,historica,-1709.8497786579155
4,AP0316,miope,-1691.5200881101355
4,AP0316,horizonte,-1691.5200881101355
4,AP0317,historica,-2134.1642350551124
4,AP0317,miope,-2003.7990932430966
4,AP0317,horizonte,-2003.7990932430966
4,AP0318,historica,-2179.7117511663155
4,AP0318,miope,-2116.2967756002663
4,AP0318,horizonte,-2116.2967756002663
4,AP0319,historica,-2347.23680279186
4,AP0319,miope,-2271.3334870053386
4,AP0319,horizonte,-2271.3334870053386
4,AP0320,historica,-2088.921238947129
4,AP0320,miope,-2111.3491086900167
4,AP0320,horizonte,-2011.620353677487
4,AP0321,historica,-1865.9806138352753
4,AP0321,miope,-1865.4890098979402
4,AP0321,horizonte,-1865.9806138352753
4,AP0322,historica,-2087.696274793623
4,AP0322,miope,-1875.5196170183685
4,AP0322,horizonte,-1875.5196170183685
4,AP0323,historica,-2015.8985515060804
4,AP0323,miope,-1965.486372377489
4,AP0323,horizonte,-2067.020539848955
4,AP0324,historica,-2283.7940886086876
4,AP0324,miope,-2238.504742849579
4,AP0324,horizonte,-2238.504742849579
4,AP0325,historica,-1411.230575020855
4,AP0325,miope,-1361.5455436019085
4,AP0325,horizonte,-1361.5455436019085
4,AP0326,historica,-1496.8909073057976
4,AP0326,miope,-1019.5990495312351
4,AP0326,horizonte,-1019.5990495312351
4,AP0327,historica,-1833.6373812118995
4,AP0327,miope,-1659.0344276171545
4,AP0327,horizonte,-1659.0344276171545
4,AP0328,historica,-2199.9809273484734
4,AP0328,miope,-1962.7176814628378
4,AP0328,horizonte,-1962.7176814628378
4,AP0329,historica,-1426.7132609463547
4,AP0329,miope,-1476.5092919562821
4,AP0329,horizonte,-1476.5092919562821
4,AP0330,historica,-1907.5649676279759
4,AP0330,miope,-1884.6396936139136
4,AP0330,horizonte,-1884.6396936139136
4,AP0331,historica,-1717.522116331474
4,AP0331,miope,-1616.4615968322307
4,AP0331,horizonte,-1616.4615968322307
4,AP0332,historica,-1997.1578052837635
4,AP0332,miope,-1780.169844751532
4,AP0332,horizonte,-1780.169844751532
4,AP0333,historica,-2106.3320706224035
4,AP0333,miope,-1955.2000250271985
4,AP0333,horizonte,-1955.2000250271985
4,AP0334,historica,-1819.230771921922
4,AP0334,miope,-1769.6376445169617
4,AP0334,horizonte,-1769.6376445169617
4,AP0335,historica,-2201.0356783061284
4,AP0335,miope,-2059.6144670506633
4,AP0335,horizonte,-2059.6144670506633
4,AP0336,historica,-1814.4150563653973
4,AP0336,miope,-1789.0828863444196
4,AP0336,horizonte,-1789.0828863444196
4,AP0337,historica,-2094.8412033727377
4,AP0337,miope,-1987.5544693936952
4,AP0337,horizonte,-1987.5544693936952
4,AP0338,historica,-1497.7615738732607
4,AP0338,miope,-1143.499864104599
4,AP0338,horizonte,-1143.499864104599
4,AP0339,historica,-2127.5919569545504
4,AP0339,miope,-2106.632169150769
4,AP0339,horizonte,-2106.632169150769
4,AP0340,historica,-2196.4100786785
4,AP0340,miope,-1975.0934486146632
4,AP0340,horizonte,-2279.1292534250697
4,AP0341,historica,-2757.822004082648
4,AP0341,miope,-2670.7940715736718
4,AP0341,horizonte,-2670.7940715736718
4,AP0342,historica,-2165.310717616968
4,AP0342,miope,-2037.2034957734434
4,AP0342,horizonte,-2037.2034957734434
4,AP0343,historica,-2061.6925733393005
4,AP0343,miope,-1849.7238517972723
4,AP0343,horizonte,-1849.7238517972723
4,AP0344,historica,-1346.210639974854
4,AP0344,miope,-1048.3356992114245
4,AP0344,horizonte,-1048.3356992114245
4,AP0345,historica,-1698.117558188972
4,AP0345,miope,-1630.5664466252213
4,AP0345,horizonte,-1726.3935044147952
4,AP0346,historica,-1546.2382343959798
4,AP0346,miope,-1205.6129283605658
4,AP0346,horizonte,-1205.6129283605658
4,AP0347,historica,-1815.6571131018434
4,AP0347,miope,-1387.7450903720865
4,AP0347,horizonte,-1478.880114104308
4,AP0348,historica,-1932.187674344384
4,AP0348,miope,-1759.778308270067
4,AP0348,horizonte,-1759.778308270067
4,AP0349,historica,-1631.4390573584337
4,AP0349,miope,-1780.7630924376133
4,AP0349,horizonte,-1631.4390573584337
4,AP0350,historica,-2256.326555629272
4,AP0350,miope,-1956.5119972481339
4,AP0350,horizonte,-1956.5119972481339
4,AP0351,historica,-1503.3085346428938
4,AP0351,miope,-1267.7201388356718
4,AP0351,horizonte,-1267.7201388356718
4,AP0352,historica,-1216.2082734033756
4,AP0352,miope,-806.4346970666473
4,AP0352,horizonte,-843.5356441074711
4,AP0353,historica,-2427.048086297389
4,AP0353,miope,-2054.2772142983913
4,AP0353,horizonte,-2054.2772142983913
4,AP0354,historica,-1568.4876324893085
4,AP0354,miope,-1265.2006305507036
4,AP0354,horizonte,-1265.2006305507036
4,AP0355,historica,-2293.155219618925
4,AP0355,miope,-1588.8822605349164
4,AP0355,horizonte,-1588.8822605349164
4,AP0356,historica,-2383.2408731559617
4,AP0356,miope,-2170.8632644048766
4,AP0356,horizonte,-2170.8632644048766
4,AP0357,historica,-2647.3563109094694
4,AP0357,miope,-2243.460739828377
4,AP0357,horizonte,-2243.460739828377
4,AP0358,historica,-1609.422843265948
4,AP0358,miope,-1003.9599827233249
4,AP0358,horizonte,-1545.8688767621688
4,AP0359,historica,-2031.147814777285
4,AP0359,miope,-1767.4437082288978
4,AP0359,horizonte,-1767.4437082288978
4,AP0360,historica,-2554.1386746877515
4,AP0360,miope,-1972.5117008382558
4,AP0360,horizonte,-1972.5117008382558
4,AP0361,historica,-2595.936137743635
4,AP0361,miope,-2060.2721745225235
4,AP0361,horizonte,-2060.2721745225235
4,AP0362,historica,-1777.0210252091476
4,AP0362,miope,-1785.4190456771366
4,AP0362,horizonte,-1690.2586822244184
5,AP0300,historica,-1487.7147954418997
5,AP0300,miope,-1438.3816669687437
5,AP0300,horizonte,-1629.2784988116973
5,AP0301,historica,-2247.443190669128
5,AP0301,miope,-1879.2561071360415
5,AP0301,horizonte,-1879.2561071360415
5,AP0302,historica,-1367.8040611806798
5,AP0302,miope,-1056.1065247384763
5,AP0302,horizonte,-1056.1065247384763
5,AP0303,historica,-1910.4030420665053
5,AP0303,miope,-1593.771994340995
5,AP0303,horizonte,-1593.771994340995
5,AP0304,historica,-2482.564125374396
5,AP0304,miope,-2403.2776187904815
5,AP0304,horizonte,-2252.0149930031284
5,AP0305,historica,-1411.7789041520994
5,AP0305,miope,-1357.5567155149852
5,AP0305,horizonte,-1263.9417600534393
5,AP0306,historica,-1648.637056575158
5,AP0306,miope,-1373.192279260613
5,AP0306,horizonte,-1373.192279260613
5,AP0307,historica,-1852.678602628847
5,AP0307,miope,-1707.7267819582576
5,AP0307,horizonte,-1707.7267819582576
5,AP0308,historica,-2239.0055566814585
5,AP0308,miope,-1671.858724521484
5,AP0308,horizonte,-1671.858724521484
5,AP0309,historica,-1952.9496691725983
5,AP0309,miope,-1625.7372670601976
5,AP0309,horizonte,-1625.7372670601976
5,AP0310,historica,-2385.417624683383
5,AP0310,miope,-2350.498542775331
5,AP0310,horizonte,-2350.498542775331
5,AP0311,historica,-1470.1615702017457
5,AP0311,miope,-1141.2790631501252
5,AP0311,horizonte,-1127.5358231372616
5,AP0312,historica,-2695.7582062795846
5,AP0312,miope,-2487.7610260335923
5,AP0312,horizonte,-2487.7610260335923
5,AP0313,historica,-1718.0029222270027
5,AP0313,miope,-1391.086848284446
5,AP0313,horizonte,-1391.086848284446
5,AP0314,historica,-1423.0371687553961
5,AP0314,miope,-1325.154724393843
5,AP0314,horizonte,-1325.154724393843
5,AP0315,historica,-2392.1624929077025
5,AP0315,miope,-2208.599903643857
5,AP0315,horizonte,-2208.599903643857
5,AP0316,historica,-1667.4584497318392
5,AP0316,miope,-1635.2631807962748
5,AP0316,horizonte,-1635.2631807962748
5,AP0317,historica,-2082.6791278682995
5,AP0317,miope,-1962.8869693197796
5,AP0317,horizonte,-1962.8869693197796
5,AP0318,historica,-2192.551620869739
5,AP0318,miope,-2080.4526191745726
5,AP0318,horizonte,-2080.4526191745726
5,AP0319,historica,-2338.1273798572524
5,AP0319,miope,-2258.322124136528
5,AP0319,horizonte,-2258.322124136528
5,AP0320,historica,-2086.3005466418645
5,AP0320,miope,-2146.744903884326
5,AP0320,horizonte,-1969.0568079942477
5,AP0321,historica,-1797.5232363730565
5,AP0321,miope,-1793.955697846237
5,AP0321,horizonte,-1797.5232363730565
5,AP0322,historica,-2064.2310657745306
5,AP0322,miope,-1705.3871460407574
5,AP0322,horizonte,-1705.3871460407574
5,AP0323,historica,-2085.426898746895
5,AP0323,miope,-2007.7716744357522
5,AP0323,horizonte,-2025.2043857399008
5,AP0324,historica,-2443.471619982641
5,AP0324,miope,-2177.0152815214515
5,AP0324,horizonte,-2177.0152815214515
5,AP0325,historica,-1345.7601180861166
5,AP0325,miope,-1355.1331611508715
5,AP0325,horizonte,-1355.1331611508715
5,AP0326,historica,-1543.6052154320064
5,AP0326,miope,-981.7142620995246
5,AP0326,horizonte,-981.7142620995246
5,AP0327,historica,-1758.5738558467206
5,AP0327,miope,-1597.1859256915177
5,AP0327,horizonte,-1597.1859256915177
5,AP0328,historica,-2168.7417958877168
5,AP0328,miope,-1959.4166812234162
5,AP0328,horizonte,-1959.4166812234162
5,AP0329,historica,-1420.604680697545
5,AP0329,miope,-1437.933506024398
5,AP0329,horizonte,-1437.933506024398
5,AP0330,historica,-1903.527164430561
5,AP0330,miope,-1871.698648878261
5,AP0330,horizonte,-1871.698648878261
5,AP0331,historica,-1739.5372893512654
5,AP0331,miope,-1608.41344615992
5,AP0331,horizonte,-1608.41344615992
5,AP0332,historica,-2015.7276411486487
5,AP0332,miope,-1737.553436492169
5,AP0332,horizonte,-1737.553436492169
5,AP0333,historica,-2100.585326371238
5,AP0333,miope,-1919.6377595160147
5,AP0333,horizonte,-1919.6377595160147
5,AP0334,historica,-1907.4712063222137
5,AP0334,miope,-1737.3312208082425
5,AP0334,horizonte,-1737.3312208082425
5,AP0335,historica,-2181.4633638252394
5,AP0335,miope,-1967.5865350209885
5,AP0335,horizonte,-1967.5865350209885
5,AP0336,historica,-1806.4831977905096
5,AP0336,miope,-1788.59734828387
5,AP0336,horizonte,-1788.59734828387
5,AP0337,historica,-2067.039056041407
5,AP0337,miope,-1952.1609554921415
5,AP0337,horizonte,-1952.1609554921415
5,AP0338,historica,-1495.0539705416527
5,AP0338,miope,-1068.7999932834668
5,AP0338,horizonte,-1068.7999932834668
5,AP0339,historica,-2146.2334296835265
5,AP0339,miope,-2081.8388111178147
5,AP0339,horizonte,-2081.8388111178147
5,AP0340,historica,-2184.901827524217
5,AP0340,miope,-1978.9136620623108
5,AP0340,horizonte,-2355.188646894697
5,AP0341,historica,-2755.6341800157625
5,AP0341,miope,-2530.104491843617
5,AP0341,horizonte,-2530.104491843617
5,AP0342,historica,-2143.830228432807
5,AP0342,miope,-2014.72152415546
5,AP0342,horizonte,-2014.72152415546
5,AP0343,historica,-2048.76495970978
5,AP0343,miope,-1795.38874844409
5,AP0343,horizonte,-1795.38874844409
5,AP0344,historica,-1366.243331668381
5,AP0344,miope,-1024.2727118236978
5,AP0344,horizonte,-1024.2727118236978
5,AP0345,historica,-1671.3905369584274
5,AP0345,miope,-1583.6819492149066
5,AP0345,horizonte,-1637.9825597455783
5,AP0346,historica,-1506.1013267226563
5,AP0346,miope,-1097.9444826968033
5,AP0346,horizonte,-1097.9444826968033
5,AP0347,historica,-1860.051460539258
5,AP0347,miope,-1346.2548177331341
5,AP0347,horizonte,-1339.638885995908
5,AP0348,historica,-1760.2798721949944
5,AP0348,miope,-1708.7905969676158
5,AP0348,horizonte,-1708.7905969676158
5,AP0349,historica,-1642.930219855189
5,AP0349,miope,-1791.6097083762888
5,AP0349,horizonte,-1642.930219855189
5,AP0350,historica,-2269.3759076566303
5,AP0350,miope,-1873.546041280853
5,AP0350,horizonte,-1873.546041280853
5,AP0351,historica,-1442.0564530273268
5,AP0351,miope,-1233.7175317278086
5,AP0351,horizonte,-1233.7175317278086
5,AP0352,historica,-1255.4916380471236
5,AP0352,miope,-810.4624925586129
5,AP0352,horizonte,-727.4531207792476
5,AP0353,historica,-2404.6065999603534
5,AP0353,miope,-2076.586272667343
5,AP0353,horizonte,-2076.586272667343
5,AP0354,historica,-1563.7426336367491
5,AP0354,miope,-1222.1878022777873
5,AP0354,horizonte,-1222.1878022777873
5,AP0355,historica,-2307.691468885686
5,AP0355,miope,-1559.981582122416
5,AP0355,horizonte,-1559.981582122416
5,AP0356,historica,-2367.8352749058067
5,AP0356,miope,-2133.657091844156
5,AP0356,horizonte,-2133.657091844156
5,AP0357,historica,-2752.2130311671363
5,AP0357,miope,-2124.4548126197446
5,AP0357,horizonte,-2124.4548126197446
5,AP0358,historica,-1564.1882501426544
5,AP0358,miope,-1003.511280754157
5,AP0358,horizonte,-1412.422284118942
5,AP0359,historica,-2048.0567741833474
5,AP0359,miope,-1716.093421669084
5,AP0359,horizonte,-1716.093421669084
5,AP0360,historica,-2511.999237706259
5,AP0360,miope,-1934.3139551249783
5,AP0360,horizonte,-1934.3139551249783
5,AP0361,historica,-2528.728991228768
5,AP0361,miope,-1984.6123866898117
5,AP0361,horizonte,-1984.6123866898117
5,AP0362,historica,-1735.8154068233755
5,AP0362,miope,-1713.5213026840865
5,AP0362,horizonte,-1625.1525069089812
6,AP0300,historica,-1502.1230418063858
6,AP0300,miope,-1679.1482948747357
6,AP0300,horizonte,-1819.490358647637
6,AP0301,historica,-2270.36952794976
6,AP0301,miope,-2016.8132367608105
6,AP0301,horizonte,-2016.8132367608105
6,AP0302,historica,-1494.5358561213789
6,AP0302,miope,-1092.2835114984252
6,AP0302,horizonte,-1092.2835114984252
6,AP0303,historica,-1933.7216582576684
6,AP0303,miope,-1784.414316366551
6,AP0303,horizonte,-1784.414316366551
6,AP0304,historica,-2394.5228612250894
6,AP0304,miope,-2447.8380367609343
6,AP0304,horizonte,-2184.9064542546657
6,AP0305,historica,-1500.743318184795
6,AP0305,miope,-1551.9547472754764
6,AP0305,horizonte,-1506.7957711206873
6,AP0306,historica,-1713.165283691781
6,AP0306,miope,-1456.1422002199783
6,AP0306,horizonte,-1456.1422002199783
6,AP0307,historica,-1870.9857137637223
6,AP0307,miope,-1880.5673764706744
6,AP0307,horizonte,-1880.5673764706744
6,AP0308,historica,-2315.234896578938
6,AP0308,miope,-1895.791783469555
6,AP0308,horizonte,-1895.791783469555
6,AP0309,historica,-2119.9116742565916
6,AP0309,miope,-1757.5835498109625
6,AP0309,horizonte,-1757.5835498109625
6,AP0310,historica,-2400.156680791441
6,AP0310,miope,-2391.546841141194
6,AP0310,horizonte,-2391.546841141194
6,AP0311,historica,-1436.7012572365297
6,AP0311,miope,-1294.4612245188846
6,AP0311,horizonte,-1249.3590250478146
6,AP0312,historica,-2778.5018542050566
6,AP0312,miope,-2555.890961694397
6,AP0312,horizonte,-2555.890961694397
6,AP0313,historica,-1757.73572737833
6,AP0313,miope,-1442.7714792837432
6,AP0313,horizonte,-1442.7714792837432
6,AP0314,historica,-1419.7039053261403
6,AP0314,miope,-1390.4994534060636
6,AP0314,horizonte,-1390.4994534060636
6,AP0315,historica,-2409.3445606460164
6,AP0315,miope,-2311.3372655247076
6,AP0315,horizonte,-2311.3372655247076
6,AP0316,historica,-1696.8257836174869
6,AP0316,miope,-1715.472896103919
6,AP0316,horizonte,-1715.472896103919
6,AP0317,historica,-2159.9628006871985
6,AP0317,miope,-2053.947790405803
6,AP0317,horizonte,-2053.947790405803
6,AP0318,historica,-2189.410200615611
6,AP0318,miope,-2179.504712907882
6,AP0318,horizonte,-2179.504712907882
6,AP0319,historica,-2342.412775116244
6,AP0319,miope,-2284.7908422607898
6,AP0319,horizonte,-2284.7908422607898
6,AP0320,historica,-2112.771381038744
6,AP0320,miope,-2141.6192261394854
6,AP0320,horizonte,-2057.5364848897575
6,AP0321,historica,-1792.2776440085754
6,AP0321,miope,-1827.8183116462194
6,AP0321,horizonte,-1792.2776440085754
6,AP0322,historica,-2006.6851197219094
6,AP0322,miope,-1899.9608938936535
6,AP0322,horizonte,-1899.9608938936535
6,AP0323,historica,-2037.9556743904095
6,AP0323,miope,-2015.9725483657464
6,AP0323,horizonte,-2140.4397770890623
6,AP0324,historica,-2249.633056139225
6,AP0324,miope,-2273.7710796585834
6,AP0324,horizonte,-2273.7710796585834
6,AP0325,historica,-1346.917468322044
6,AP0325,miope,-1408.9386297298795
6,AP0325,horizonte,-1408.9386297298795
6,AP0326,historica,-1472.6488370127176
6,AP0326,miope,-1128.3477963461287
6,AP0326,horizonte,-1128.3477963461287
6,AP0327,historica,-1869.211424142171
6,AP0327,miope,-1681.2608328442304
6,AP0327,horizonte,-1681.2608328442304
6,AP0328,historica,-2241.0796172838054
6,AP0328,miope,-1998.948685332808
6,AP0328,horizonte,-1998.948685332808
6,AP0329,historica,-1441.4685919879516
6,AP0329,miope,-1506.4269363308238
6,AP0329,horizonte,-1506.4269363308238
6,AP0330,historica,-1890.5201768741144
6,AP0330,miope,-1882.506855563218
6,AP0330,horizonte,-1882.506855563218
6,AP0331,historica,-1699.5057350989146
6,AP0331,miope,-1627.1328223225394
6,AP0331,horizonte,-1627.1328223225394
6,AP0332,historica,-2011.643331405775
6,AP0332,miope,-1830.0777976292386
6,AP0332,horizonte,-1830.0777976292386
6,AP0333,historica,-2060.0052382006215
6,AP0333,miope,-1982.2613525143393
6,AP0333,horizonte,-1982.2613525143393
6,AP0334,historica,-1908.9334913335588
6,AP0334,miope,-1794.8337531681527
6,AP0334,horizonte,-1794.8337531681527
6,AP0335,historica,-2187.637142955075
6,AP0335,miope,-2086.6946914770206
6,AP0335,horizonte,-2086.6946914770206
6,AP0336,historica,-1820.8187358436537
6,AP0336,miope,-1836.86621215031
6,AP0336,horizonte,-1836.86621215031
6,AP0337,historica,-2064.311652103519
6,AP0337,miope,-1999.008584397929
6,AP0337,horizonte,-1999.008584397929
6,AP0338,historica,-1543.3803215719176
6,AP0338,miope,-1182.7984273689221
6,AP0338,horizonte,-1182.7984273689221
6,AP0339,historica,-2163.034229162254
6,AP0339,miope,-2140.8858789512947
6,AP0339,horizonte,-2140.8858789512947
6,AP0340,historica,-2152.5531701240216
6,AP0340,miope,-2027.016290082528
6,AP0340,horizonte,-2370.987937054165
6,AP0341,historica,-2722.697236666082
6,AP0341,miope,-2716.6729993987487
6,AP0341,horizonte,-2716.6729993987487
6,AP0342,historica,-2118.7886048892337
6,AP0342,miope,-2013.4267789735266
6,AP0342,horizonte,-2013.4267789735266
6,AP0343,historica,-2107.200600880131
6,AP0343,miope,-1911.6563370288545
6,AP0343,horizonte,-1911.6563370288545
6,AP0344,historica,-1355.4902576059376
6,AP0344,miope,-1145.3358911263804
6,AP0344,horizonte,-1145.3358911263804
6,AP0345,historica,-1673.7892601106582
6,AP0345,miope,-1645.1739027223862
6,AP0345,horizonte,-1743.725136624189
6,AP0346,historica,-1555.5908697485181
6,AP0346,miope,-1254.8922052013136
6,AP0346,horizonte,-1254.8922052013136
6,AP0347,historica,-1821.2226422059343
6,AP0347,miope,-1481.3367726242977
6,AP0347,horizonte,-1561.8441745604378
6,AP0348,historica,-1929.7403832728828
6,AP0348,miope,-1802.2291673777327
6,AP0348,horizonte,-1802.2291673777327
6,AP0349,historica,-1682.1629482395692
6,AP0349,miope,-1802.4892799682345
6,AP0349,horizonte,-1682.1629482395692
6,AP0350,historica,-2282.0601313311017
6,AP0350,miope,-1992.6240805231319
6,AP0350,horizonte,-1992.6240805231319
6,AP0351,historica,-1431.350283643892
6,AP0351,miope,-1272.3065417401067
6,AP0351,horizonte,-1272.3065417401067
6,AP0352,historica,-1229.2299912238095
6,AP0352,miope,-839.4818531168605
6,AP0352,horizonte,-906.5873328992714
6,AP0353,historica,-2451.1088837696707
6,AP0353,miope,-2078.7090132988146
6,AP0353,horizonte,-2078.7090132988146
6,AP0354,historica,-1552.1010346314474
6,AP0354,miope,-1298.0913533433586
6,AP0354,horizonte,-1298.0913533433586
6,AP0355,historica,-2273.540197431003
6,AP0355,miope,-1665.127220734133
6,AP0355,horizonte,-1665.127220734133
6,AP0356,historica,-2397.664643213711
6,AP0356,miope,-2218.902938250719
6,AP0356,horizonte,-2218.902938250719
6,AP0357,historica,-2756.125271526528
6,AP0357,miope,-2256.7970148934905
6,AP0357,horizonte,-2256.7970148934905
6,AP0358,historica,-1580.835020945297
6,AP0358,miope,-1074.036178834455
6,AP0358,horizonte,-1512.0966725796875
6,AP0359,historica,-2064.5078674720885
6,AP0359,miope,-1842.5090043060663
6,AP0359,horizonte,-1842.5090043060663
6,AP0360,historica,-2484.642732141493
6,AP0360,miope,-2014.175837310602
6,AP0360,horizonte,-2014.175837310602
6,AP0361,historica,-2574.72928306586
6,AP0361,miope,-2133.0285757626057
6,AP0361,horizonte,-2133.0285757626057
6,AP0362,historica,-1758.539747035868
6,AP0362,miope,-1794.0485145702974
6,AP0362,horizonte,-1714.719173401464
7,AP0300,historica,-1334.5011195807176
7,AP0300,miope,-1434.6028840169006
7,AP0300,horizonte,-1610.9937081108874
7,AP0301,historica,-2189.9264922923385
7,AP0301,miope,-1850.0996166616337
7,AP0301,horizonte,-1850.0996166616337
7,AP0302,historica,-1562.7657547335393
7,AP0302,miope,-1021.4479490006306
7,AP0302,horizonte,-1021.4479490006306
7,AP0303,historica,-1885.1394517347212
7,AP0303,miope,-1751.2223283472981
7,AP0303,horizonte,-1751.2223283472981
7,AP0304,historica,-2432.545302987823
7,AP0304,miope,-2367.8706237840697
7,AP0304,horizonte,-2239.818169467496
7,AP0305,historica,-1562.073124157708
7,AP0305,miope,-1390.9065743357635
7,AP0305,horizonte,-1126.5767521923458
7,AP0306,historica,-1722.731190182044
7,AP0306,miope,-1373.1843492101866
7,AP0306,horizonte,-1373.1843492101866
7,AP0307,historica,-1890.2293234994418
7,AP0307,miope,-1792.0536963519112
7,AP0307,horizonte,-1792.0536963519112
7,AP0308,historica,-2196.2747850476385
7,AP0308,miope,-1582.5050348531367
7,AP0308,horizonte,-1582.5050348531367
7,AP0309,historica,-1942.8125945386291
7,AP0309,miope,-1664.6504986880752
7,AP0309,horizonte,-1664.6504986880752
7,AP0310,historica,-2428.9330816902984
7,AP0310,miope,-2371.3342758546073
7,AP0310,horizonte,-2371.3342758546073
7,AP0311,historica,-1459.5473976099831
7,AP0311,miope,-1160.1285189260254
7,AP0311,horizonte,-1144.1521872489425
7,AP0312,historica,-2901.597303369638
7,AP0312,miope,-2421.6468363044455
7,AP0312,horizonte,-2421.6468363044455
7,AP0313,historica,-1816.795766402544
7,AP0313,miope,-1415.0955464893211
7,AP0313,horizonte,-1415.0955464893211
7,AP0314,historica,-1539.8626902960452
7,AP0314,miope,-1403.6670395771112
7,AP0314,horizonte,-1403.6670395771112
7,AP0315,historica,-2364.450876735323
7,AP0315,miope,-2229.0077864731425
7,AP0315,horizonte,-2229.0077864731425
7,AP0316,historica,-1663.1325166502352
7,AP0316,miope,-1637.1474570134706
