,der_ln_sn_dep,der_ln_sn_dep,der_ln_sn_dep,der_ln_feo_ret,der_ln_feo_ret,der_ln_feo_ret
,mean,std,count,mean,std,count
tramo_avance,,,,,,
<0.84,0.05115068327811809,0.054598860977147286,318,-0.0012245366058684134,0.00014482390419219036,318
0.84-0.96,0.03292449983001322,0.027803589373265263,232,-0.0013656462544800998,0.00019832728588487167,232
>0.96,0.015902808099884844,0.009360276101584497,775,-0.001180931508063229,0.0004309176177244605,775
