item,coef_pp_sd,p,ci_lo,ci_hi,significativo_p05,kg_sn_por_batch
batch: cal_por_carga_F -> KPI (DEV),-0.519098531339091,0.1447788080621041,-1.23664414608369,0.1715488874197141,False,-266.03799731128413
escalon_F: cal -> m6_ln_sn_dep,0.0052373988396855,,-0.0433334501331401,0.0517891938189703,False,
escalon_F: cal -> d_temperatura_horno_celsius,-1.9928373380090957e-18,,-0.6175614921241577,-4.934861367527589e-33,False,
escalon_F: cal -> d_basicidad_B2,0.0029866340821738,,3.1879082911837466e-15,0.0134126010353485,False,
escalon_F: cal -> v5_d_lnirf,-0.0061639157735345,,-0.0143918975961091,-0.000387189597148,True,
