fase,clave,target,palanca,theta_unidad,ci_lo,ci_hi,sd_palanca,theta_1sd,ci_lo_1sd,ci_hi_1sd,significativo,signo_teorico,concuerda,en_cota
Fusión,sn_dep,m6_ln_sn_dep,relacion_C_Sn_carga,0.341219139348652,7.9270895889138e-26,0.8232199523482746,0.05185803068517412,0.017694952598711098,4.110832551460161e-27,0.0426905655495244,False,1,True,False
Fusión,sn_dep,m6_ln_sn_dep,tasa_gn_nm3_min,0.014459749925247784,0.00046749518151475224,0.025848757560560768,1.4676036329299846,0.02122118152155272,0.000686097626768313,0.03793573050260539,True,1,True,False
Fusión,sn_dep,m6_ln_sn_dep,exceso_o2_combustion_pct,-2.2882130556462187e-19,-0.0048621306168829806,-1.8462659862099527e-21,2.800405753872552,-6.4079250071179645e-19,-0.013615938555599,-5.170293890961533e-21,False,-1,,True
Fusión,sn_dep,m6_ln_sn_dep,tasa_aire_nm3_min,0.001463163730448373,-0.00258638399669537,0.006097685998427947,5.536633940041196,0.00810100196983775,-0.014319861418082983,0.03376065525461016,False,0,,False
Fusión,dT,d_temperatura_horno_celsius,tasa_gn_nm3_min,9.395680234888871e-14,2.2153738573502722e-26,0.4090440022202548,1.4713185225896197,1.3824038361921185e-13,3.259520590780269e-26,0.6018340170208504,False,1,,True
Fusión,dT,d_temperatura_horno_celsius,tasa_o2_nm3_min,-0.3910185971495167,-0.7396942173387177,-0.0592272951764663,3.344147895418646,-1.3076240187271075,-2.4736468601666153,-0.19806483451571869,True,0,,False
Fusión,dT,d_temperatura_horno_celsius,tasa_aire_nm3_min,-0.09033415885308184,-0.3650591879702575,-5e-324,5.51682058110957,-0.49835734673790316,-2.0139660415174636,-3e-323,False,-1,True,False
Fusión,dT,d_temperatura_horno_celsius,tasa_feed_Carbon_kg_min,0.10542067150629561,-0.05034722026123062,0.2428461750436051,8.566106775131164,0.9030447284289557,-0.4312796645887486,2.080246265355714,False,0,,False
Reducción,sn_dep,m6_ln_sn_dep,Cx_sn_v6,0.0005385266366220042,0.00012304345514744852,0.0008643539266551454,329.83099338858494,0.17762277552324918,0.04058354504124674,0.2850907142679907,True,1,True,False
Reducción,sn_dep,m6_ln_sn_dep,tasa_gn_nm3_min,0.009605836146436487,0.0021382513438513878,0.01744149019861574,4.926183847561063,0.04732011486689363,0.010533419232106444,0.08591998729381545,True,1,True,False
Reducción,sn_dep,m6_ln_sn_dep,exceso_o2_combustion_pct,-0.0006879705453697537,-0.002222118092842299,-1.6396203818132875e-19,11.210335231916272,-0.007712380443279202,-0.024910688745668617,-1.8380694133209507e-18,False,-1,True,False
Reducción,sn_dep,m6_ln_sn_dep,tasa_aire_nm3_min,0.0006866537423514188,-0.0010693774187842116,0.002280370746312766,9.73829806488448,0.006686838810386508,-0.010413916047977447,0.022206930026036787,False,0,,False
Reducción,feo_ret,m6_ln_feo_ret,tasa_feed_Carbon_kg_min,-3.042977381642814e-06,-0.000458934131341398,-1.6861387391578856e-52,21.97081867901219,-6.685670429640955e-05,-0.010083158585311822,-3.704584850569614e-51,False,-1,True,False
Reducción,feo_ret,m6_ln_feo_ret,Cx_av_v6,-1.6834817983745394e-15,-0.0005843394043578098,-1.1201875020509162e-69,16.541070931971895,-2.7846591839596864e-14,-0.00966559953582874,-1.8529100928532618e-68,False,-1,,True
Reducción,feo_ret,m6_ln_feo_ret,tasa_gn_nm3_min,-0.0016429073691930874,-0.003071925404301542,-1.8492632804485477e-10,4.926183847561063,-0.008093263745158027,-0.015132869307582744,-9.10981090203342e-10,False,-1,True,False
Reducción,feo_ret,m6_ln_feo_ret,exceso_o2_combustion_pct,0.0002766162394246874,2.1374374609320393e-16,0.0006002820886238947,11.210335231916272,0.00310096077454276,2.39613904743041e-15,0.006729363447188733,False,1,True,False
Reducción,feo_ret,m6_ln_feo_ret,tasa_aire_nm3_min,8.684673740880691e-05,2.4256712070648615e-28,0.0004857780825362714,9.73829806488448,0.000845739414849715,2.362190922180574e-27,0.004730651761126265,False,1,True,False
Reducción,dT,d_temperatura_horno_celsius,tasa_gn_nm3_min,0.571478139561187,0.1082090807958994,1.0204398621295723,4.999451783261157,2.8570774039239444,0.5409860819501099,5.101639888434459,True,1,True,False
Reducción,dT,d_temperatura_horno_celsius,tasa_o2_nm3_min,-0.47406273766310797,-0.7813942704478338,-0.16953333233573806,8.783388147350285,-4.16387703109057,-6.863289173458927,-1.4890770618185185,True,0,,False
Reducción,dT,d_temperatura_horno_celsius,tasa_aire_nm3_min,-0.05617557616763891,-0.14772341615740095,-9.751307718400303e-20,10.136961655688944,-0.5694496615975893,-1.4974666052349541,-9.884863243424753e-19,False,-1,True,False
Reducción,dT,d_temperatura_horno_celsius,tasa_feed_Carbon_kg_min,0.04474628101196276,-0.06809136215766426,0.18891600377489728,22.00904900625131,0.9848230916397809,-1.4986261266304386,4.157861585146872,False,0,,False
