Batch,policy,orden_escalon_fase,pred_sn_dep,pred_feo_ret,pred_dT,support_score,J,J_sn,J_feo,J_costo,J_temperatura,J_incertidumbre,J_soporte,accion__tasa_feed_Carbon_kg_min,accion__tasa_gn_nm3_min,accion__tasa_o2_nm3_min,accion__tasa_aire_nm3_min,m6_sn_inv_kg_pred,m6_feo_inv_kg_pred,temperatura_pred,real_ln_sn_dep,real_ln_feo_ret,fold,es_lockbox
AP0001,historica,0,1.8861370410429603,-0.1486599788671352,3.675767167906655,0.2607871736615101,575.6378067715173,2796.504660615358,-1342.312587335102,-124.9709119919817,-103.91260493151276,-649.670749585244,-0.0,63.27719600282865,25.67613748055917,23.1553141841182,118.90712917751736,1960.5535278006791,10041.299849716248,1221.907522115577,1.6976485621949498,-0.1756055047955765,0,False
AP0001,historica,1,0.7232788558535683,-0.0537846711241323,-2.1432093620880304,0.3554207479935128,-233.06465007777524,1072.3784366169912,-485.644096049056,-70.5020548531296,-99.62618620733656,-649.6707495852443,-0.0,37.86293647961739,24.165946777343752,20.195696682400172,119.80885416666668,951.179952022676,9515.498609667327,1219.7643127534889,1.0382604275382346,-0.0404210819767459,0,False
AP0001,historica,2,0.6278913096158143,-0.0729530855290807,-0.1859107769498114,0.3336248226903577,-509.886535284835,930.9508988432572,-658.7236574151574,-33.18866247425382,-99.25436465343682,-649.6707495852442,-0.0,18.906451900421622,19.694319746229382,12.328093630472818,116.94646470811632,507.66001363733,8846.030402757344,1219.578401976539,0.2044844413764346,-0.0550257577292415,0,False
AP0001,historica,3,0.4756532837880318,-0.0748551300434832,2.6098461571707805,0.3841638807012495,-736.7559632167217,705.2332868743728,-675.8980059709043,-11.946437567167813,-104.47405696777832,-649.6707495852442,-0.0,4.354313337802887,17.021396597403065,6.807160633228444,118.99402542679398,315.4999978729878,8208.036097726921,1222.1882481337095,,,0,False
AP0001,miope,0,1.8861370410429603,-0.1486599788671352,3.675767167906655,0.2607871736615101,575.6378067715173,2796.504660615358,-1342.312587335102,-124.9709119919817,-103.91260493151276,-649.670749585244,-0.0,63.27719600282865,25.67613748055917,23.1553141841182,118.90712917751736,1960.5535278006791,10041.299849716248,1221.907522115577,1.6976485621949498,-0.1756055047955765,0,False
AP0001,miope,1,0.7232788558535683,-0.0537846711241323,-2.1432093620880304,0.3554207479935128,-233.06465007777524,1072.3784366169912,-485.644096049056,-70.5020548531296,-99.62618620733656,-649.6707495852443,-0.0,37.86293647961739,24.165946777343752,20.195696682400172,119.80885416666668,951.179952022676,9515.498609667327,1219.7643127534889,1.0382604275382346,-0.0404210819767459,0,False
AP0001,miope,2,0.6131882334091429,-0.0693572529033524,-1.162294155321021,0.355655689380969,-492.35927474854975,909.1511991169832,-626.2553937153541,-28.28273266824008,-97.3015978966946,-649.6707495852442,-0.0,14.463332631060595,18.773737305180035,12.775788270357303,121.8491375472206,515.1793205158402,8877.896505738388,1218.602018598168,0.2044844413764346,-0.0550257577292415,0,False
AP0001,miope,3,0.4840094975420499,-0.0766874976977158,3.9850773362361274,0.3871337984625428,-741.7094213385489,717.6227316494395,-692.4432132664095,-11.946437567167813,-105.27175256916688,-649.6707495852442,-0.0,4.354313337802887,17.021396597403065,6.807160633228444,118.99402542679398,317.5088010186061,8222.523452086596,1222.587095934404,,,0,False
AP0001,horizonte,0,1.8861370410429603,-0.1486599788671352,3.675767167906655,0.2607871736615101,575.6378067715173,2796.504660615358,-1342.312587335102,-124.9709119919817,-103.91260493151276,-649.670749585244,-0.0,63.27719600282865,25.67613748055917,23.1553141841182,118.90712917751736,1960.5535278006791,10041.299849716248,1221.907522115577,1.6976485621949498,-0.1756055047955765,0,False
AP0001,horizonte,1,0.7232788558535683,-0.0537846711241323,-2.1432093620880304,0.3554207479935128,-233.06465007777524,1072.3784366169912,-485.644096049056,-70.5020548531296,-99.62618620733656,-649.6707495852443,-0.0,37.86293647961739,24.165946777343752,20.195696682400172,119.80885416666668,951.179952022676,9515.498609667327,1219.7643127534889,1.0382604275382346,-0.0404210819767459,0,False
AP0001,horizonte,2,0.6131882334091429,-0.0693572529033524,-1.162294155321021,0.355655689380969,-492.35927474854975,909.1511991169832,-626.2553937153541,-28.28273266824008,-97.3015978966946,-649.6707495852442,-0.0,14.463332631060595,18.773737305180035,12.775788270357303,121.8491375472206,515.1793205158402,8877.896505738388,1218.602018598168,0.2044844413764346,-0.0550257577292415,0,False
AP0001,horizonte,3,0.4840094975420499,-0.0766874976977158,3.9850773362361274,0.3871337984625428,-741.7094213385489,717.6227316494395,-692.4432132664095,-11.946437567167813,-105.27175256916688,-649.6707495852442,-0.0,4.354313337802887,17.021396597403065,6.807160633228444,118.99402542679398,317.5088010186061,8222.523452086596,1222.587095934404,,,0,False
AP0002,historica,0,1.6885923458531569,-0.1471956482984391,-14.610324909811563,0.0677239021320612,240.34553736440955,2503.612548983506,-1329.0905394822828,-99.23517913651264,-185.27054341505664,-649.6707495852442,-0.0,48.93401318538786,21.85699074184345,20.542892302572437,99.57244811900576,1927.9010334904267,9831.82505116295,1262.586491357349,1.4610091423303684,-0.171533248388493,0,False
AP0002,historica,1,0.6808607235371283,-0.0600958855116618,-2.099645859864193,0.2112019925636541,-439.137795818925,1009.4866625113676,-542.6306675413246,-75.25178950839575,-181.0712516953281,-649.6707495852442,-0.0,40.05152709960939,25.714768371582032,23.60521742078993,121.1510972764757,975.8671097880552,9258.37634687497,1260.4868454974846,0.5874427881074327,0.017238978708318,0,False
AP0002,historica,2,0.4799452127640379,-0.0611731314433858,5.625981637437284,0.2188002220052083,-717.9963423150684,711.5967690197602,-552.3575677119558,-35.24157906742612,-192.32321497020257,-649.6707495852442,-0.0,19.54537619938926,21.27144466824001,14.666680335464264,120.01602043999564,603.8834443451632,8708.987699590332,1266.112827134922,0.6738464712957157,-0.1324181377690486,0,False
AP0002,historica,3,0.3964443981592181,-0.0620998674221743,6.178996939159854,0.2371376051626721,-841.4535846295065,587.7932424857418,-560.7254511123418,-14.1694175691401,-204.68120884852212,-649.6707495852442,-0.0,5.740853294284865,18.66490333193824,9.763807327028305,118.83897564600385,406.2370305017033,8184.611083292682,1272.2918240740817,0.2451419324291216,-0.0842137137729514,0,False
AP0002,miope,0,1.6885923458531569,-0.1471956482984391,-14.610324909811563,0.0677239021320612,240.34553736440955,2503.612548983506,-1329.0905394822828,-99.23517913651264,-185.27054341505664,-649.6707495852442,-0.0,48.93401318538786,21.85699074184345,20.542892302572437,99.57244811900576,1927.9010334904267,9831.82505116295,1262.586491357349,1.4610091423303684,-0.171533248388493,0,False
AP0002,miope,1,0.6808607235371283,-0.0600958855116618,-2.099645859864193,0.2112019925636541,-439.137795818925,1009.4866625113676,-542.6306675413246,-75.25178950839575,-181.0712516953281,-649.6707495852442,-0.0,40.05152709960939,25.714768371582032,23.60521742078993,121.1510972764757,975.8671097880552,9258.37634687497,1260.4868454974846,0.5874427881074327,0.017238978708318,0,False
AP0002,miope,2,0.4799452127640379,-0.0611731314433858,5.625981637437284,0.2188002220052083,-717.9963423150684,711.5967690197602,-552.3575677119558,-35.24157906742612,-192.32321497020257,-649.6707495852442,-0.0,19.54537619938926,21.27144466824001,14.666680335464264,120.01602043999564,603.8834443451632,8708.987699590332,1266.112827134922,0.6738464712957157,-0.1324181377690486,0,False
AP0002,miope,3,0.3964443981592181,-0.0620998674221743,6.178996939159854,0.2371376051626721,-841.4535846295065,587.7932424857418,-560.7254511123418,-14.1694175691401,-204.68120884852212,-649.6707495852442,-0.0,5.740853294284865,18.66490333193824,9.763807327028305,118.83897564600385,406.2370305017033,8184.611083292682,1272.2918240740817,0.2451419324291216,-0.0842137137729514,0,False
AP0002,horizonte,0,1.6885923458531569,-0.1471956482984391,-14.610324909811563,0.0677239021320612,240.34553736440955,2503.612548983506,-1329.0905394822828,-99.23517913651264,-185.27054341505664,-649.6707495852442,-0.0,48.93401318538786,21.85699074184345,20.542892302572437,99.57244811900576,1927.9010334904267,9831.82505116295,1262.586491357349,1.4610091423303684,-0.171533248388493,0,False
AP0002,horizonte,1,0.6808607235371283,-0.0600958855116618,-2.099645859864193,0.2112019925636541,-439.137795818925,1009.4866625113676,-542.6306675413246,-75.25178950839575,-181.0712516953281,-649.6707495852442,-0.0,40.05152709960939,25.714768371582032,23.60521742078993,121.1510972764757,975.8671097880552,9258.37634687497,1260.4868454974846,0.5874427881074327,0.017238978708318,0,False
AP0002,horizonte,2,0.4799452127640379,-0.0611731314433858,5.625981637437284,0.2188002220052083,-717.9963423150684,711.5967690197602,-552.3575677119558,-35.24157906742612,-192.32321497020257,-649.6707495852442,-0.0,19.54537619938926,21.27144466824001,14.666680335464264,120.01602043999564,603.8834443451632,8708.987699590332,1266.112827134922,0.6738464712957157,-0.1324181377690486,0,False
AP0002,horizonte,3,0.3964443981592181,-0.0620998674221743,6.178996939159854,0.2371376051626721,-841.4535846295065,587.7932424857418,-560.7254511123418,-14.1694175691401,-204.68120884852212,-649.6707495852442,-0.0,5.740853294284865,18.66490333193824,9.763807327028305,118.83897564600385,406.2370305017033,8184.611083292682,1272.2918240740817,0.2451419324291216,-0.0842137137729514,0,False
