Batch,fold,es_lockbox,J_batch__historica,J_batch__horizonte,J_batch__miope,tardio__historica,tardio__horizonte,tardio__miope,temprano__historica,temprano__horizonte,temprano__miope,temprano__uplift_horizonte_vs_miope,temprano__uplift_miope_vs_hist,temprano__uplift_horizonte_vs_hist,temprano__pct_mejora_horizonte_vs_miope,tardio__uplift_horizonte_vs_miope,tardio__uplift_miope_vs_hist,tardio__uplift_horizonte_vs_hist,tardio__pct_mejora_horizonte_vs_miope,J_batch__uplift_horizonte_vs_miope,J_batch__uplift_miope_vs_hist,J_batch__uplift_horizonte_vs_hist,J_batch__pct_mejora_horizonte_vs_miope
AP0080,2,False,-2255.9085226327466,-2255.9085226327466,-2297.3338257833257,-1750.5486927498073,-1750.5486927498073,-1886.4721505103832,-505.35982988293927,-505.35982988293927,-410.8616752729424,-94.49815460999685,94.49815460999685,0.0,-22.999992527222236,135.92345776057596,-135.92345776057596,0.0,7.205166412014192,41.42530315057911,-41.42530315057911,0.0,1.8031904064466668
AP0081,4,False,-1455.6375359468495,-1416.8918010820641,-1416.8918010820641,-1396.8064125678538,-1356.2077488455934,-1356.2077488455934,-58.831123378995756,-60.68405223647068,-60.68405223647068,0.0,-1.8529288574749216,-1.8529288574749216,0.0,0.0,40.598663722260426,40.598663722260426,0.0,0.0,38.74573486478539,38.74573486478539,0.0
AP0082,1,False,-1402.2287019810856,-1402.2287019810856,-1503.0663142938047,-1637.1926291373788,-1637.1926291373788,-1660.436029143324,234.96392715629304,234.96392715629304,157.36971484951937,77.59421230677367,-77.59421230677367,0.0,49.30695361618408,23.243400005945205,-23.243400005945205,0.0,1.3998371269947252,100.8376123127191,-100.8376123127191,0.0,6.708793308304317
AP0083,1,False,-2018.0581697308014,-2018.0581697308014,-2037.25825980992,-1568.5093856089704,-1568.5093856089704,-1623.6972194275631,-449.548784121831,-449.548784121831,-413.56104038235674,-35.98774373947424,35.98774373947424,0.0,-8.7019182721375,55.18783381859271,-55.18783381859271,0.0,3.3988993242255634,19.20009007911858,-19.20009007911858,0.0,0.9424475265551254
AP0084,4,False,-1231.2969156382394,-904.6873052496509,-904.6873052496509,-1662.5111129115226,-1472.8917221004594,-1472.8917221004594,431.2141972732833,568.2044168508085,568.2044168508085,0.0,136.99021957752518,136.99021957752518,0.0,0.0,189.6193908110631,189.6193908110631,0.0,0.0,326.6096103885885,326.6096103885885,0.0
AP0085,4,False,-1655.048088359767,-1587.1078471295755,-1587.1078471295755,-1627.9174196179906,-1640.2117671540846,-1640.2117671540846,-27.130668741776503,53.103920024508966,53.103920024508966,0.0,80.23458876628547,80.23458876628547,0.0,0.0,-12.294347536093937,-12.294347536093937,0.0,0.0,67.94024123019153,67.94024123019153,0.0
AP0086,2,False,-2280.361370308479,-1921.044536184447,-2132.6303876749907,-2094.5642535172547,-1833.415379970796,-2018.2023915804928,-185.79711679122425,-87.62915621365084,-114.42799609449776,26.798839880846913,71.3691206967265,98.16796057757341,23.419828010197524,184.78701160969672,76.3618619367619,261.1488735464586,9.156019851160046,211.58585149054375,147.7309826334881,359.31683412403186,9.921355932718196
AP0087,0,False,-1908.2938467707936,-1735.928705015992,-1735.928705015992,-1880.662496288131,-1758.2896056486584,-1758.2896056486584,-27.631350482662583,22.36090063266647,22.36090063266647,0.0,49.992251115329054,49.992251115329054,0.0,0.0,122.37289063947264,122.37289063947264,0.0,0.0,172.3651417548017,172.3651417548017,0.0
AP0088,2,False,-1878.6395104327107,-1786.7104400176163,-1786.7104400176163,-1960.1085282433232,-1839.8210930336393,-1839.8210930336393,81.46901781061251,53.110653016022866,53.110653016022866,0.0,-28.358364794589647,-28.358364794589647,0.0,0.0,120.28743520968396,120.28743520968396,0.0,0.0,91.92907041509443,91.92907041509443,0.0
AP0089,0,False,-2085.8811832278443,-2019.9762071739685,-2137.7329383275032,-1922.763689959122,-1693.5117793047993,-1802.8520754576348,-163.117493268722,-326.46442786916907,-334.88086286986845,8.41643500069938,-171.76336960114645,-163.34693460044707,2.513262456556058,109.34029615283544,119.91161450148729,229.25191065432273,6.064851223308522,117.7567311535347,-51.85175509965893,65.90497605387577,5.5084865392804385
AP0090,3,False,-1948.4637511072744,-1475.6685816655604,-1475.6685816655604,-2110.5563776312183,-1754.3325552454487,-1754.3325552454487,162.09262652394415,278.66397357988825,278.66397357988825,0.0,116.5713470559441,116.5713470559441,0.0,0.0,356.2238223857696,356.2238223857696,0.0,0.0,472.79516944171405,472.79516944171405,0.0
AP0091,3,False,-2073.153738626324,-1932.6702902896116,-1932.6702902896116,-1827.549900193613,-1752.0636666868281,-1752.0636666868281,-245.60383843271097,-180.60662360278354,-180.60662360278354,0.0,64.99721482992743,64.99721482992743,0.0,0.0,75.48623350678486,75.48623350678486,0.0,0.0,140.4834483367124,140.4834483367124,0.0
AP0092,2,False,-2846.654089265686,-2751.9914520877733,-2751.9914520877733,-2102.840447417024,-2034.245730857564,-2034.245730857564,-743.8136418486621,-717.7457212302094,-717.7457212302094,0.0,26.067920618452717,26.067920618452717,0.0,0.0,68.59471655945981,68.59471655945981,0.0,0.0,94.66263717791253,94.66263717791253,0.0
AP0093,3,False,-1781.1026918055786,-1624.1937828277269,-1624.1937828277269,-1878.7316921016254,-1783.7477864049656,-1783.7477864049656,97.62900029604668,159.55400357723863,159.55400357723863,0.0,61.92500328119195,61.92500328119195,0.0,0.0,94.9839056966598,94.9839056966598,0.0,0.0,156.90890897785175,156.90890897785175,0.0
AP0094,4,False,-2688.90142469442,-2409.549488213017,-2409.549488213017,-2098.857216814761,-1889.9544443423406,-1889.9544443423406,-590.0442078796588,-519.595043870676,-519.595043870676,0.0,70.44916400898273,70.44916400898273,0.0,0.0,208.90277247242057,208.90277247242057,0.0,0.0,279.35193648140284,279.35193648140284,0.0
AP0095,2,False,-2120.8659885354023,-2043.03876442805,-2043.03876442805,-1648.7866195498482,-1534.9567621314973,-1534.9567621314973,-472.0793689855542,-508.08200229655245,-508.08200229655245,0.0,-36.00263331099825,-36.00263331099825,0.0,0.0,113.82985741835091,113.82985741835091,0.0,0.0,77.82722410735232,77.82722410735232,0.0
AP0096,3,False,-1680.515865698719,-1680.515865698719,-1862.3439479533472,-1755.1835727842517,-1755.1835727842517,-1969.9613028547692,74.6677070855327,74.6677070855327,107.617354901422,-32.94964781588931,32.94964781588931,0.0,-30.617410961337356,214.77773007051746,-214.77773007051746,0.0,10.902637009126643,181.82808225462827,-181.82808225462827,0.0,9.763399637024685
AP0097,0,False,-1860.9407172474998,-1860.9407172474998,-1931.22486816651,-1060.008905237313,-1060.008905237313,-1147.9375706757808,-800.9318120101868,-800.9318120101868,-783.2872974907293,-17.644514519457516,17.644514519457516,0.0,-2.2526236000484037,87.92866543846776,-87.92866543846776,0.0,7.659707956653508,70.28415091901024,-70.28415091901024,0.0,3.639356145291225
AP0098,4,False,-2141.844005699921,-2083.8549521775954,-2083.8549521775954,-1769.969420532898,-1706.3589014788429,-1706.3589014788429,-371.87458516702316,-377.4960506987524,-377.4960506987524,0.0,-5.621465531729257,-5.621465531729257,0.0,0.0,63.6105190540552,63.6105190540552,0.0,0.0,57.989053522325776,57.989053522325776,0.0
AP0099,3,False,-2425.2959935901886,-2164.3359332500468,-2164.3359332500468,-2049.9082832068134,-1870.0936177099247,-1870.0936177099247,-375.38771038337524,-294.2423155401224,-294.2423155401224,0.0,81.14539484325286,81.14539484325286,0.0,0.0,179.81466549688867,179.81466549688867,0.0,0.0,260.9600603401418,260.9600603401418,0.0
AP0100,1,False,-1420.5798893229685,-1105.1902781048057,-1105.1902781048057,-1587.184624582152,-1308.728680508531,-1308.728680508531,166.60473525918354,203.53840240372506,203.53840240372506,0.0,36.933667144541516,36.933667144541516,0.0,0.0,278.45594407362114,278.45594407362114,0.0,0.0,315.3896112181628,315.3896112181628,0.0
AP0101,1,False,-1768.8395282316023,-1745.4927875680464,-1768.8395282316023,-1691.7462315648195,-1639.4046143639835,-1691.7462315648195,-77.09329666678286,-106.08817320406274,-77.09329666678286,-28.99487653727988,0.0,-28.99487653727988,-37.61011370755518,52.341617200836026,0.0,52.341617200836026,3.093940227218443,23.34674066355592,0.0,23.34674066355592,1.3198902608704606
AP0103,0,False,-2323.1817848369437,-2057.994794941156,-2063.8778998991156,-2501.5691820172888,-2188.632577717851,-2272.1007715387445,178.38739718034515,130.6377827766944,208.22287163962903,-77.58508886293464,29.835474459283887,-47.74961440365075,-37.260598824710776,83.4681938208937,229.46841047854423,312.93660429943793,3.6736131982546785,5.883104957959404,259.3038849378281,265.1869898957875,0.28505101771025193
AP0104,2,False,-2166.967442823489,-2067.5264565431003,-2067.5264565431003,-1860.3373605558322,-1790.6669982107214,-1790.6669982107214,-306.6300822676566,-276.8594583323789,-276.8594583323789,0.0,29.770623935277683,29.770623935277683,0.0,0.0,69.67036234511079,69.67036234511079,0.0,0.0,99.44098628038864,99.44098628038864,0.0
AP0105,3,False,-2279.277022322619,-2169.327439599383,-2169.327439599383,-2004.3071273401001,-1894.3575446168643,-1894.3575446168643,-274.9698949825188,-274.9698949825188,-274.9698949825188,0.0,0.0,0.0,0.0,0.0,109.94958272323584,109.94958272323584,0.0,0.0,109.94958272323584,109.94958272323584,0.0
AP0106,1,False,-1631.8624315573752,-1369.951608511834,-1369.951608511834,-1500.8598586074675,-1246.1120668648464,-1246.1120668648464,-131.00257294990774,-123.83954164698764,-123.83954164698764,0.0,7.163031302920103,7.163031302920103,0.0,0.0,254.74779174262108,254.74779174262108,0.0,0.0,261.9108230455413,261.9108230455413,0.0
AP0107,4,False,-2720.726204078291,-2720.726204078291,-2763.6733556085524,-2290.209392124637,-2290.209392124637,-2333.156543654898,-430.51681195365404,-430.51681195365404,-430.51681195365404,0.0,0.0,0.0,0.0,42.94715153026118,-42.94715153026118,0.0,1.8407316751658813,42.94715153026118,-42.94715153026118,0.0,1.5539879719542453
AP0108,1,False,-1747.2202278399866,-1673.0381673040847,-1673.0381673040847,-1711.885027254896,-1636.4012407496884,-1636.4012407496884,-35.33520058509066,-36.6369265543961,-36.6369265543961,0.0,-1.301725969305437,-1.301725969305437,0.0,0.0,75.48378650520749,75.48378650520749,0.0,0.0,74.18206053590188,74.18206053590188,0.0
AP0109,1,False,-710.1993211711493,-486.8801395006036,-486.8801395006036,-1011.1885706158824,-814.7209791223696,-814.7209791223696,300.9892494447331,327.840839621766,327.840839621766,0.0,26.851590177032904,26.851590177032904,0.0,0.0,196.46759149351283,196.46759149351283,0.0,0.0,223.31918167054573,223.31918167054573,0.0
AP0110,1,False,-2054.4691363813777,-1911.3708463617118,-1911.3708463617118,-1685.3877910681795,-1562.843306637395,-1562.843306637395,-369.0813453131983,-348.52753972431685,-348.52753972431685,0.0,20.55380558888146,20.55380558888146,0.0,0.0,122.54448443078445,122.54448443078445,0.0,0.0,143.0982900196659,143.0982900196659,0.0
AP0111,2,False,-2562.840098758699,-2337.8942956817154,-2337.8942956817154,-2174.4385820761713,-2061.46990680351,-2061.46990680351,-388.4015166825276,-276.4243888782055,-276.4243888782055,0.0,111.9771278043221,111.9771278043221,0.0,0.0,112.96867527266113,112.96867527266113,0.0,0.0,224.94580307698334,224.94580307698334,0.0
AP0112,4,False,-1961.4773561076515,-1847.7462662104458,-1847.7462662104458,-1826.8237774877584,-1759.831440280356,-1759.831440280356,-134.65357861989298,-87.91482593008993,-87.91482593008993,0.0,46.73875268980305,46.73875268980305,0.0,0.0,66.99233720740244,66.99233720740244,0.0,0.0,113.73108989720572,113.73108989720572,0.0
AP0113,2,False,-1917.973672568894,-1697.9726456612639,-1756.4487878988903,-1967.3985458364446,-1794.389723655525,-1878.626764582002,49.42487326755048,96.41707799426104,122.17797668311164,-25.760898688850602,72.75310341556116,46.992204726710554,-21.08473178899145,84.237040926477,88.77178125444266,173.00882218091965,4.483968956186988,58.47614223762639,161.52488467000376,220.00102690763015,3.3292255738111827
AP0114,3,False,-1883.3796636575864,-1826.3350787423187,-1970.476465365332,-1872.848281366111,-1577.728023923987,-1910.830217091871,-10.531382291475552,-248.60705481833168,-59.64624827346108,-188.9608065448706,-49.11486598198553,-238.07567252685612,-316.8025014390495,333.102193167884,-37.98193572575997,295.12025744212406,17.432328115202125,144.1413866230132,-87.0968017077455,57.044584915267706,7.315052433081914
AP0115,3,False,-1827.8307340919807,-1798.9296739174556,-1798.9296739174556,-1928.3575135314964,-1899.4564533569715,-1899.4564533569715,100.52677943951574,100.52677943951574,100.52677943951574,0.0,0.0,0.0,0.0,0.0,28.9010601745249,28.9010601745249,0.0,0.0,28.901060174525128,28.901060174525128,0.0
AP0116,1,False,-3187.8405108411002,-2345.3784113675147,-2345.3784113675147,-2542.0089989043395,-1759.1738123379682,-1759.1738123379682,-645.8315119367606,-586.2045990295463,-586.2045990295463,0.0,59.62691290721432,59.62691290721432,0.0,0.0,782.8351865663712,782.8351865663712,0.0,0.0,842.4620994735856,842.4620994735856,0.0
AP0117,3,False,-1207.5667665531228,-1035.674145118832,-1073.4934179150778,-823.4003039013787,-582.4594112613265,-695.1937672589661,-384.16646265174415,-453.2147338575056,-378.29965065611157,-74.91508320139405,5.866811995632588,-69.04827120576147,-19.80310663027671,112.73435599763957,128.20653664241263,240.9408926400522,16.216249527399025,37.81927279624574,134.073348638045,171.89262143429073,3.5230092858601543
AP0118,1,False,-2105.122815072157,-1554.3962537336533,-1581.537937775061,-1935.912734709895,-1156.6508103664694,-1354.3583312419566,-169.21008036226237,-397.74544336718407,-227.17960653310422,-170.56583683407985,-57.969526170841846,-228.5353630049217,-75.07973071923834,197.70752087548726,581.5544034679383,779.2619243434256,14.597873865049287,27.141684041407643,523.5848772970962,550.7265613385039,1.7161576332206803
AP0119,0,False,-1180.0062112663954,-1141.393571543654,-1141.393571543654,-1560.8884920578157,-1565.114321191947,-1565.114321191947,380.88228079142016,423.720749648293,423.720749648293,0.0,42.83846885687285,42.83846885687285,0.0,0.0,-4.225829134131345,-4.225829134131345,0.0,0.0,38.612639722741505,38.612639722741505,0.0
AP0120,3,False,-1960.277891835637,-1875.692795292684,-1875.692795292684,-1840.1028474341397,-1791.0484502054592,-1791.0484502054592,-120.17504440149736,-84.6443450872249,-84.6443450872249,0.0,35.530699314272454,35.530699314272454,0.0,0.0,49.0543972286805,49.0543972286805,0.0,0.0,84.58509654295312,84.58509654295312,0.0
AP0121,4,False,-2922.972424966085,-2882.99455271273,-2882.99455271273,-2527.942737606664,-2518.246141222944,-2518.246141222944,-395.0296873594202,-364.7484114897861,-364.7484114897861,0.0,30.2812758696341,30.2812758696341,0.0,0.0,9.696596383720134,9.696596383720134,0.0,0.0,39.97787225335469,39.97787225335469,0.0
AP0122,4,False,-2675.704684724742,-2574.584754873137,-2574.584754873137,-2402.646208345225,-2333.1336434303253,-2333.1336434303253,-273.05847637951706,-241.45111144281208,-241.45111144281208,0.0,31.607364936704982,31.607364936704982,0.0,0.0,69.51256491489994,69.51256491489994,0.0,0.0,101.11992985160487,101.11992985160487,0.0
AP0123,2,False,-2708.1352262818154,-2617.282426553476,-2617.282426553476,-2180.9441036252906,-2140.676900826535,-2140.676900826535,-527.1911226565251,-476.605525726941,-476.605525726941,0.0,50.585596929584085,50.585596929584085,0.0,0.0,40.267202798755534,40.267202798755534,0.0,0.0,90.8527997283395,90.8527997283395,0.0
AP0124,3,False,-1634.6140225139482,-1421.8434113865937,-1421.8434113865937,-1616.0551187416258,-1426.4234730688195,-1426.4234730688195,-18.558903772322424,4.5800616822257325,4.5800616822257325,0.0,23.138965454548156,23.138965454548156,0.0,0.0,189.63164567280637,189.63164567280637,0.0,0.0,212.7706111273544,212.7706111273544,0.0
AP0125,2,False,-2827.360635300224,-2821.354301977639,-2821.354301977639,-2259.342068022757,-2253.3357347001715,-2253.3357347001715,-568.0185672774675,-568.0185672774675,-568.0185672774675,0.0,0.0,0.0,0.0,0.0,6.006333322585306,6.006333322585306,0.0,0.0,6.006333322585306,6.006333322585306,0.0
AP0126,1,False,-2199.755973085577,-2089.58469249432,-2089.58469249432,-1999.977038508227,-1889.8663893109251,-1889.8663893109251,-199.77893457734967,-199.71830318339437,-199.71830318339437,0.0,0.0606313939553047,0.0606313939553047,0.0,0.0,110.11064919730188,110.11064919730188,0.0,0.0,110.17128059125707,110.17128059125707,0.0
AP0127,0,False,-2733.129438198889,-2418.3897016153855,-2418.3897016153855,-2352.060830944901,-2089.5014542267654,-2089.5014542267654,-381.0686072539882,-328.88824738862,-328.88824738862,0.0,52.18035986536819,52.18035986536819,0.0,0.0,262.5593767181358,262.5593767181358,0.0,0.0,314.7397365835036,314.7397365835036,0.0
AP0128,2,False,-1947.6290992807849,-1868.6413874284344,-1877.7312731030215,-1819.83784575058,-1729.571587890572,-1774.9620591729872,-127.79125353020493,-139.06979953786248,-102.76921393003443,-36.300585607828054,25.0220396001705,-11.278546007657553,-35.32243190313939,45.39047128241532,44.87578657759286,90.26625786000818,2.55726431152924,9.089885674587094,69.89782617776336,78.98771185235046,0.48408874074753605
AP0129,2,False,-1793.4430445927915,-1793.4430445927915,-1799.2357772205878,-1893.9857060868767,-1893.9857060868767,-1910.887605952197,100.54266149408522,100.54266149408522,111.65182873160904,-11.10916723752382,11.10916723752382,0.0,-9.949830077775317,16.901899865320274,-16.901899865320274,0.0,0.8845051803503662,5.79273262779634,-5.79273262779634,0.0,0.32195517125303064
AP0130,1,False,-2230.449621089407,-2207.401429079877,-2207.401429079877,-1382.5259773527712,-1369.578860468075,-1369.578860468075,-847.9236437366359,-837.8225686118019,-837.8225686118019,0.0,10.101075124833983,10.101075124833983,0.0,0.0,12.947116884696243,12.947116884696243,0.0,0.0,23.04819200953034,23.04819200953034,0.0
AP0131,3,False,-1867.1740419860748,-1812.4478873328924,-1812.4478873328924,-1582.812094365801,-1544.1294078033832,-1544.1294078033832,-284.3619476202739,-268.3184795295092,-268.3184795295092,0.0,16.04346809076469,16.04346809076469,0.0,0.0,38.68268656241776,38.68268656241776,0.0,0.0,54.72615465318245,54.72615465318245,0.0
AP0132,2,False,-2191.3414144960116,-1952.2420914090758,-1952.2420914090758,-2140.6740308006692,-1968.3623520528167,-1968.3623520528167,-50.667383695342096,16.12026064374072,16.12026064374072,0.0,66.78764433908282,66.78764433908282,0.0,0.0,172.3116787478525,172.3116787478525,0.0,0.0,239.09932308693578,239.09932308693578,0.0
AP0133,4,False,-2148.5439430792467,-2057.4588571495874,-2057.4588571495874,-2065.28088166625,-2028.2626514608091,-2028.2626514608091,-83.26306141299688,-29.196205688778377,-29.196205688778377,0.0,54.0668557242185,54.0668557242185,0.0,0.0,37.01823020544089,37.01823020544089,0.0,0.0,91.08508592965927,91.08508592965927,0.0
AP0134,0,False,-2808.104250558995,-2748.173037950778,-2748.173037950778,-2472.17607040008,-2446.2784346715953,-2446.2784346715953,-335.92818015891476,-301.894603279183,-301.894603279183,0.0,34.033576879731754,34.033576879731754,0.0,0.0,25.8976357284846,25.8976357284846,0.0,0.0,59.93121260821681,59.93121260821681,0.0
AP0135,3,False,-1459.7741586842371,-774.9383282799951,-774.9383282799951,-1489.4523448657428,-979.393696348154,-979.393696348154,29.678186181505623,204.45536806815883,204.45536806815883,0.0,174.7771818866532,174.7771818866532,0.0,0.0,510.05864851758884,510.05864851758884,0.0,0.0,684.8358304042421,684.8358304042421,0.0
AP0136,1,False,-2629.1573049090453,-2629.1573049090453,-2630.3179746744368,-2075.3278737296278,-2075.3278737296278,-2085.2961821311496,-553.8294311794176,-553.8294311794176,-545.0217925432872,-8.807638636130378,8.807638636130378,0.0,-1.616015865169437,9.968308401521881,-9.968308401521881,0.0,0.47802842046804017,1.1606697653915035,-1.1606697653915035,0.0,0.04412659520889916
AP0137,4,False,-1878.872174201064,-1836.3082298069007,-1892.2725952801657,-1985.5091635093104,-1599.7967446281614,-2013.1625710822816,106.63698930824637,-236.51148517873935,120.88997580211594,-357.4014609808553,14.252986493869571,-343.1484744869857,-295.64193276528033,413.3658264541202,-27.65340757297122,385.712418881149,20.53315675504009,55.964365473264934,-13.400421079101761,42.56394439416317,2.9575213218674223
AP0138,4,False,-1808.6844232058945,-1808.6844232058945,-1964.1212798090767,-1761.934754118081,-1761.934754118081,-1942.387164862931,-46.74966908781357,-46.74966908781357,-21.734114946145667,-25.015554141667906,25.015554141667906,0.0,-115.09810362029107,180.4524107448501,-180.4524107448501,0.0,9.290239042409661,155.43685660318215,-155.43685660318215,0.0,7.913811545196
AP0139,4,False,-1905.8041370051315,-1882.0089981759847,-1882.0089981759847,-1933.1983163980972,-1934.3642020875673,-1934.3642020875673,27.39417939296561,52.35520391158252,52.35520391158252,0.0,24.96102451861691,24.96102451861691,0.0,0.0,-1.1658856894700875,-1.1658856894700875,0.0,0.0,23.79513882914671,23.79513882914671,0.0
AP0140,1,False,-2062.675422286592,-2062.675422286592,-2188.7285992379393,-1835.7821900475437,-1835.7821900475437,-2017.3815252787413,-226.89323223904807,-226.89323223904807,-171.3470739591982,-55.54615827984986,55.54615827984986,0.0,-32.41733692696539,181.59933523119753,-181.59933523119753,0.0,9.001734820888974,126.05317695134727,-126.05317695134727,0.0,5.759196320422543
AP0141,1,False,-2178.5910772421007,-2124.241221398037,-2124.241221398037,-2153.095148683642,-2246.623303610604,-2246.623303610604,-25.495928558458672,122.3820822125669,122.3820822125669,0.0,147.87801077102557,147.87801077102557,0.0,0.0,-93.52815492696209,-93.52815492696209,0.0,0.0,54.34985584406377,54.34985584406377,0.0
AP0142,1,False,-2102.6694371348863,-1666.3996054361987,-1666.3996054361987,-1979.1938710293837,-1842.3267926471212,-1842.3267926471212,-123.47556610550271,175.9271872109224,175.9271872109224,0.0,299.4027533164251,299.4027533164251,0.0,0.0,136.86707838226243,136.86707838226243,0.0,0.0,436.26983169868754,436.26983169868754,0.0
AP0143,0,False,-2420.3889706352957,-2420.3889706352957,-2447.3999472251753,-2258.402700140875,-2258.402700140875,-2311.4414959253595,-161.9862704944207,-161.9862704944207,-135.95845129981592,-26.027819194604774,26.027819194604774,0.0,-19.143950924542498,53.03879578448459,-53.03879578448459,0.0,2.2946198672119587,27.010976589879647,-27.010976589879647,0.0,1.1036600952984525
AP0144,3,False,-1571.6930920347208,-1491.4687023708943,-1491.4687023708943,-1529.800316474938,-1518.588847724196,-1518.588847724196,-41.89277555978265,27.120145353301837,27.120145353301837,0.0,69.01292091308449,69.01292091308449,0.0,0.0,11.211468750741915,11.211468750741915,0.0,0.0,80.22438966382651,80.22438966382651,0.0
AP0145,2,False,-1441.0420362838674,-1417.7230918772493,-1417.7230918772493,-1902.2459451956115,-1878.9270007889934,-1878.9270007889934,461.20390891174395,461.20390891174395,461.20390891174395,0.0,0.0,0.0,0.0,0.0,23.31894440661813,23.31894440661813,0.0,0.0,23.31894440661813,23.31894440661813,0.0
AP0146,0,False,-2760.675720689508,-2760.675720689508,-2811.5023415511696,-2268.7890473474317,-2268.7890473474317,-2257.7058168432336,-491.88667334207616,-491.88667334207616,-553.7965247079361,61.909851365859936,-61.909851365859936,0.0,11.179169352590332,-11.083230504198127,11.083230504198127,0.0,-0.49090676125797944,50.82662086166147,-50.82662086166147,0.0,1.8078100135466815
AP0147,1,False,-1205.038440644912,-1183.1598758685946,-1183.1598758685946,-1539.0362122599681,-1544.6051032928203,-1544.6051032928203,333.9977716150562,361.4452274242258,361.4452274242258,0.0,27.447455809169583,27.447455809169583,0.0,0.0,-5.568891032852207,-5.568891032852207,0.0,0.0,21.87856477631749,21.87856477631749,0.0
AP0148,0,False,-3007.3254903508514,-2780.701211527625,-2780.701211527625,-2505.8179369471727,-2299.4833531868867,-2299.4833531868867,-501.50755340367857,-481.2178583407384,-481.2178583407384,0.0,20.289695062940154,20.289695062940154,0.0,0.0,206.33458376028602,206.33458376028602,0.0,0.0,226.62427882322618,226.62427882322618,0.0
AP0149,0,False,-2264.237553415735,-2264.237553415735,-2412.6038417790196,-2180.5912984494857,-2180.5912984494857,-2214.652593349972,-83.64625496624933,-83.64625496624933,-197.95124842904772,114.3049934627984,-114.3049934627984,0.0,57.744012412111196,34.061294900486246,-34.061294900486246,0.0,1.5379972011304839,148.36628836328464,-148.36628836328464,0.0,6.149633263200039
AP0150,0,False,-2366.5388673655325,-2366.5388673655325,-2419.327576034393,-2037.6143971023375,-2037.6143971023375,-2113.1079759044155,-328.92447026319496,-328.92447026319496,-306.2196001299775,-22.70487013321747,22.70487013321747,0.0,-7.41457115206871,75.49357880207799,-75.49357880207799,0.0,3.57263233412228,52.788708668860636,-52.788708668860636,0.0,2.181957879196686
AP0151,4,False,-2524.489307414993,-2513.381904228938,-2563.2533076664804,-2079.24694932569,-2108.573137457517,-2148.0182649285675,-445.24235808930325,-404.8087667714206,-415.2350427379131,10.426275966492483,30.00731535139016,40.433591317882644,2.5109335420597705,39.445127471050455,-68.77131560287762,-29.326188131827166,1.8363497236073179,49.87140343754254,-38.76400025148723,11.107403186055308,1.9456291459131745
AP0152,0,False,-2386.7622077527926,-2386.7622077527926,-2467.797227344679,-2170.4569279374005,-2170.4569279374005,-2253.233377498377,-216.30527981539217,-216.30527981539217,-214.56384984630154,-1.7414299690906319,1.7414299690906319,0.0,-0.8116138717393773,82.77644956097674,-82.77644956097674,0.0,3.6736740360591593,81.03501959188634,-81.03501959188634,0.0,3.2836984616875946
AP0153,1,False,-1985.298503247931,-1614.2519787051383,-1614.2519787051383,-1998.5243221989683,-1702.9009190220088,-1702.9009190220088,13.22581895103724,88.6489403168705,88.6489403168705,0.0,75.42312136583325,75.42312136583325,0.0,0.0,295.6234031769595,295.6234031769595,0.0,0.0,371.04652454279267,371.04652454279267,0.0
AP0154,1,False,-1763.5130038648247,-1641.447148124243,-1641.447148124243,-1545.6480715243538,-1459.5453758979577,-1459.5453758979577,-217.86493234047094,-181.90177222628552,-181.90177222628552,0.0,35.96316011418543,35.96316011418543,0.0,0.0,86.1026956263961,86.1026956263961,0.0,0.0,122.06585574058158,122.06585574058158,0.0
AP0155,3,False,-1593.5368058735648,-1530.8997498354079,-1530.8997498354079,-1682.9788214230748,-1630.0292028677989,-1630.0292028677989,89.44201554950996,99.1294530323911,99.1294530323911,0.0,9.687437482881137,9.687437482881137,0.0,0.0,52.94961855527595,52.94961855527595,0.0,0.0,62.63705603815697,62.63705603815697,0.0
AP0156,4,False,-2379.9501938593785,-2163.939060933467,-2163.939060933467,-2070.1362897817758,-1894.6276419437713,-1894.6276419437713,-309.81390407760273,-269.31141898969554,-269.31141898969554,0.0,40.50248508790719,40.50248508790719,0.0,0.0,175.50864783800444,175.50864783800444,0.0,0.0,216.01113292591162,216.01113292591162,0.0
AP0157,0,False,-3134.2045212819457,-3073.4248612999795,-3073.4248612999795,-2718.983483468094,-2669.480371534404,-2669.480371534404,-415.22103781385204,-403.9444897655752,-403.9444897655752,0.0,11.276548048276823,11.276548048276823,0.0,0.0,49.50311193368998,49.50311193368998,0.0,0.0,60.77965998196623,60.77965998196623,0.0
AP0158,3,False,-1499.8281895177424,-1187.91402286037,-1187.91402286037,-1739.1667159574963,-1443.9825949838464,-1443.9825949838464,239.33852643975388,256.0685721234762,256.0685721234762,0.0,16.730045683722324,16.730045683722324,0.0,0.0,295.1841209736499,295.1841209736499,0.0,0.0,311.91416665737233,311.91416665737233,0.0
AP0159,0,False,-2641.5586553110256,-2530.0586734562075,-2530.0586734562075,-2391.785545175112,-2296.839783621785,-2296.839783621785,-249.77311013591373,-233.21888983442238,-233.21888983442238,0.0,16.55422030149134,16.55422030149134,0.0,0.0,94.94576155332697,94.94576155332697,0.0,0.0,111.49998185481809,111.49998185481809,0.0
