target,muestra,coef_lin,coef_sq,p_sq,ci_lo_sq,ci_hi_sq,vertice_cal_por_carga,n
kpi_v6,dev,0.7940332902248499,0.3516770511001217,0.08656280782888241,-0.0505102174347446,0.753864319634988,0.07129904657840636,298
kpi_v6,total,-0.01847973835158963,0.1407217788715874,0.44058833937921005,-0.2169151315824727,0.49835868932564753,0.09522300731119986,361
R_sum_m6_ln_feo_ret,dev,0.02095157942598661,0.0064499697638314615,0.07608587299234498,-0.0006766859986002067,0.013576625526263129,0.06132387664958919,297
R_sum_m6_ln_feo_ret,total,0.024157009026448822,0.006930838489723711,0.045922400416255386,0.00012549111916056004,0.013736185860286862,0.05894645393299483,360
R_sum_m6_ln_sn_dep,dev,-0.05858406098236783,-0.0015852855925782355,0.9376687071894383,-0.04131789349458495,0.03814732230942848,-0.27663202206953974,297
R_sum_m6_ln_sn_dep,total,-0.13483335513858413,-0.0255476828650398,0.20420564104487604,-0.06498542554794245,0.013890059817862857,0.04097636547694853,360
