Batch,orden_escalon_fase,sn_inv_sim,sn_inv_real,feo_inv_sim,feo_inv_real,T_sim,T_real,masa_sim,masa_real
AP0021,3,901.8782891405737,926.2712131686927,8427.951635566655,9512.908576359274,1115.3749281649518,1116.143340942203,50509.56856111095,51640.252727250525
AP0022,0,1629.1340270842343,1482.853140877044,9992.573958408957,9396.52947982707,1125.69884123848,1129.1044486319067,55007.04790574382,54287.13677016453
AP0022,1,1092.3497082577678,993.4469592096249,9485.1551242831,9377.270747102693,1125.5970016964354,1139.544115251893,53390.83828260998,53219.42246797155
AP0022,2,813.7715213576503,815.8989711416408,8991.847544941216,9161.680378818204,1129.2477423916944,1149.1011091043163,52120.79138384444,52358.2731914035
AP0022,3,611.2446705998893,440.3299437464622,8709.87119073542,8423.067182817496,1131.2952705786565,1157.252285038252,51162.83384047402,50723.41248087343
AP0023,0,1356.1913371528494,1429.2560311009024,10180.580019458843,10285.65506765226,1165.112869481309,1164.9971751144742,54234.657195509826,54441.62690362634
AP0023,1,966.949135135841,799.7879653187063,9906.389790173638,9414.299950152403,1170.2720510613285,1173.0430373027011,53045.09183584117,52352.42294421066
AP0023,2,754.787025010362,362.55823838311886,9528.008120457996,8862.249993836427,1171.2182012894107,1179.6614191487915,51980.3590972015,50828.29642269996
AP0023,3,590.9414479660484,377.21470757816564,9507.35582339083,8965.377180499116,1174.9700991609725,1186.9667273840078,51338.858006278795,50537.87614927193
AP0024,0,2108.5121875910254,2128.065873353968,10536.686272681814,10482.73607303151,1163.4906661278203,1161.2875557544803,56180.075680913396,56171.72689333425
AP0024,1,1338.953015927727,3185.554271836611,9711.854777638458,10726.905785092584,1160.8566942665766,1167.0599093268813,53951.15727577095,57332.294365614005
AP0024,2,1045.5804214532793,1454.4258420513534,9110.406649869685,10162.543620991091,1160.5467119649768,1173.4719899935653,52553.980029974904,54148.393226036984
AP0024,3,811.0673708813704,991.7901462482492,8629.943403719342,9899.254533057363,1163.6141958698242,1188.6960296588618,51356.72473270535,52878.55332950786
AP0025,0,1911.4674704448898,1797.4683996975446,10009.672565795421,10397.433034082218,1142.8941995483947,1145.5471646076771,55306.319360539186,56547.28032521296
AP0025,1,1188.3996577060025,1098.4714678282917,9422.882810570047,10367.946949217278,1139.744690598709,1151.0576282105462,53374.99450617226,55194.02410955139
AP0025,2,928.5654889797181,815.0141629049339,8703.197623293157,9907.555620477333,1138.7433489292066,1160.7137304061944,51903.114581199654,53942.29683664928
AP0025,3,783.4497882256262,786.6032020657098,8425.661545340172,9750.921458523108,1133.871563426716,1164.378596222523,51023.22839758497,53321.800573868604
AP0026,0,1997.6256496011624,1918.1605127961411,10659.955410302166,10807.572114022314,1165.531367333216,1163.6459230987766,55436.83343314015,55497.51216029109
AP0026,1,1298.974724904403,1149.8189967954486,10041.23072233968,10196.115742898975,1161.3714832619269,1161.4850705410886,53510.86989503175,53494.882143642346
AP0026,2,1029.7636064871642,670.2947645587384,9564.836583002207,9263.551887179348,1160.9808915240474,1163.204202089322,52276.57388352086,51537.34926639539
AP0026,3,830.4671776945034,,9283.570002972136,,1164.7635328409883,1165.7403086870238,51330.30711133965,
AP0027,0,2755.611726985497,2515.614569589156,10628.592678969004,10235.715634592732,1125.432997357143,1125.8253635482301,56505.269432091285,55824.39184229092
AP0027,1,1367.2181880013159,1523.7727001849134,9561.488969734462,9687.044997032188,1126.1852749977852,1128.1899000976525,53262.0983879593,53603.00771044829
AP0027,2,1050.5647580741602,1369.688928793036,9151.957924072829,9282.583597966659,1129.6878769353873,1134.2694041640536,52032.99828120941,52585.28539920283
AP0027,3,873.810273700112,934.9269038981137,8797.472725168527,8568.075145311313,1132.4704286686658,1140.3095520938236,51040.709516651084,50905.308934885856
AP0028,0,1421.3122143738879,1441.0649457224608,10010.454349506543,9798.021862518599,1151.7096852527593,1153.5656738462465,55118.03199245849,54937.47648669364
AP0028,1,988.8359919840808,719.1289450031816,9481.6547784059,8937.028391574813,1149.7649008276287,1157.5713420049317,53609.96914989616,52729.795058159674
AP0028,2,786.1433446902421,453.9233326573458,9126.624640362517,8709.257316012694,1151.166619898908,1161.8246562538523,52572.94603668518,51740.947527339085
AP0028,3,592.6215681356535,,8722.7809346609,,1153.3565411946547,1168.5996674031785,51501.046695189405,
AP0029,0,2969.9805987143786,4757.763115637658,10581.196359024949,11330.342240284559,1118.204511241077,1116.3877991157192,57502.98676320181,60698.14140178682
AP0029,1,1301.4372601019975,1168.0960565522987,9144.612512951739,9515.869179066873,1117.1475013155912,1120.857868343016,53518.94434802176,53968.585129934334
AP0029,2,1037.1401339684692,753.3988683928959,8703.614825036557,8632.349323099554,1121.7637349265199,1122.1463614532274,52317.31268329367,52131.11461340271
AP0029,3,835.2378550345696,,8222.592724752809,,1126.042454498162,1120.3752409914114,51161.104505317366,
AP0030,0,2456.212452659225,5257.166844420239,10554.816681967015,11663.165575767727,1145.3861101894872,1134.9216244255538,56608.526200171946,61286.62677104498
AP0030,1,1290.6077023085636,1662.228946190212,9353.335884761578,9420.164698569646,1142.6154441675378,1126.4323936224948,53500.04688984851,54054.4680234858
AP0030,2,951.8571361296285,1129.6758082209649,8814.613591733529,9071.482514358935,1142.7017020348865,1119.5761787051806,52108.29523878503,52606.67822580631
AP0030,3,725.8871124351156,877.0313611948054,8342.363783086017,8376.111455395481,1145.7422938516345,1116.3506271441545,50930.4068022601,51171.67636354544
AP0031,0,2353.6914480356436,2426.8010394783996,9964.733831514719,10095.913024726948,1087.923124821958,1088.2207777580568,54814.657098657866,55050.72339628428
AP0031,1,1241.406539521002,1235.8782960933306,9037.216871511606,8881.691121792255,1086.9234050883015,1085.920508696485,52058.49124823137,51908.03041258897
AP0031,2,946.4353122822614,698.7833304638386,8611.668186240218,8187.458216740092,1089.9848841916494,1088.9081873384698,50846.126493191914,50124.33329487402
AP0031,3,765.6924441943717,387.38834584018883,8181.194548016895,7472.688532797314,1093.4034767851704,1094.6228203124415,49777.903975405585,48605.815036410146
AP0032,0,3217.587054106495,4013.387345078371,10700.033854815969,10748.600786176637,1100.6056246586882,1098.003381856883,56077.28664414895,57490.14962152085
AP0032,1,1179.3592787089517,1212.5588644658192,9383.05014023237,9541.37438412334,1100.9119499916299,1102.845360835329,51761.78443326815,52312.820417870455
AP0032,2,990.2849758090879,346.2772577183246,9106.48042081427,7779.310970940358,1105.286300595387,1108.5074787414326,50838.395354011256,49040.82392271982
AP0032,3,876.4142468145649,,8924.079093662245,,1113.0648203303733,1114.5138630271813,50108.697955745454,
AP0033,0,2204.899313403107,1744.90349873025,11076.057575584806,10874.041568170664,1129.374507941721,1128.0013176372654,54145.963292674416,53411.59811228534
AP0033,1,1113.550436203204,935.1444490401838,9810.575057732935,9164.382887852526,1129.4936259885435,1123.5569888441478,51207.58872514189,50401.23148863769
AP0033,2,907.6883789487248,1021.7002783550939,9276.669618440585,9685.882715375403,1132.8609895679738,1125.0221675007863,50014.56503470513,50634.3680421793
AP0033,3,787.9086988471078,1178.6887739063664,8975.722740559728,8738.168365742207,1136.3667808687483,1129.3922051677532,49167.66755928458,49491.46682509096
AP0034,0,2164.3664360087764,1962.9012827174288,10413.580479008026,10044.900768431824,1132.8983192433368,1135.2642309081753,54418.381326931194,53841.5471025435
AP0034,1,1159.5255705590937,1064.0792501761262,9325.684284410665,10072.403431097055,1132.0427229789595,1153.2285632979801,51644.33575929304,52317.18620267103
AP0034,2,987.6897865307855,646.5652354583183,9082.13171524324,9486.785877340639,1138.986476456321,1171.8766446879804,50776.19652875515,50794.66065349347
AP0034,3,847.7065582609737,531.9124492491579,8885.85005520215,9166.558963625577,1148.6031309753773,1197.2168748906217,49999.811127481276,49926.07933632044
AP0035,0,2536.4039686605156,2171.2978623370154,10920.184275738353,10923.053601599842,1123.143100971719,1118.9552320347912,56972.471554197575,56603.1768075343
AP0035,1,1174.2194552636563,1308.1805092857267,9901.13258446864,10653.765859147134,1125.9061925268659,1127.7643322735755,53797.987862526046,54811.266991483084
AP0035,2,977.8981074135451,985.0149918789085,9486.347824090695,10150.830612633694,1133.1182315063243,1161.9997877175979,52712.01266705732,53475.29814760632
AP0035,3,848.943092330766,740.9415062618485,9309.51576136797,9808.072927777917,1143.2249684977064,1184.7649489301002,51953.71452378407,52404.09549910521
AP0036,0,2015.4160378294387,2014.0505756346142,10547.815607632318,10367.004484435405,1117.7520861688245,1117.1392816229159,55627.74734483332,55521.725034724026
AP0036,1,1376.2753538074742,997.5777578861472,9941.79083842544,9087.417636252192,1125.694363882148,1124.4657912224204,53787.996416222966,52531.74080495773
AP0036,2,1001.2856559911927,505.86267521767866,9250.050821740479,8363.445162884846,1138.762831532767,1131.9442178120405,52201.29139433856,50763.94131637518
AP0036,3,750.359719264044,,8866.921590275371,,1151.037208785535,1134.6641967597416,51084.87213947557,
AP0037,0,1306.1589396599236,1695.3027217597776,8020.405396910361,8321.975362458148,1116.384772457871,1115.5260458023329,41572.059546289674,43488.256977651225
AP0037,1,924.8328942255158,818.1798519941561,7757.839202829099,7349.718609736239,1125.0384272673666,1137.0523704922234,40508.05458973158,41081.535046904806
AP0037,2,766.8849146608266,529.9406875362121,7552.83122304295,7487.0891050737355,1133.1939856313018,1150.8667535418526,39788.33421520209,40527.73688713766
AP0037,3,601.4580933560405,353.02932308951245,7343.67200037955,7007.976655361334,1140.2996105232503,1166.39084815478,39058.09394129981,39501.99430340298
AP0038,0,5469.949505270973,6770.564355019076,11744.748540881761,12122.543185251165,1097.299612446874,1095.8572359666093,60711.24234193369,62768.28986908827
AP0038,1,1507.6085547586551,1347.6296527340673,9787.873622511594,10045.593604011152,1097.8819144504268,1095.0362597401884,53305.91518507542,53388.386527773844
AP0038,2,1137.2648965123462,1203.2449091482067,9151.439657959256,9476.55488061094,1103.1985894892732,1106.88356720569,51785.36327814737,52221.90482827163
AP0038,3,999.2603383781998,770.6098778270575,8857.113904270636,9203.84798259441,1111.3085487029211,1116.7704364763647,50905.983570461176,50989.868181503174
AP0039,0,2213.232893506191,2020.4308870022185,10267.641014409986,9933.777085362508,1101.2074054358472,1089.9484628637986,58065.7821181211,57488.43041690762
AP0039,1,1344.4840074157526,750.6020143216047,9773.824840525163,8645.082690689085,1112.467767032415,1096.3602116008426,56021.42275734767,54140.364564455034
AP0039,2,1017.6642620199957,623.3191770186386,9037.630515828798,7883.826445504348,1115.942998772871,1103.7200823399116,54427.17099520058,52774.46253650314
AP0039,3,794.8255213797956,,8399.311676843523,,1122.7473806910666,1114.4813032641957,53067.16605074486,
AP0040,0,4351.073038331499,8295.884601497404,11230.419565135686,12257.205048428888,1094.6468075709504,1093.0842773199352,59610.89203032294,65658.49038375773
AP0040,1,1478.5509710855908,1845.3405898073045,9905.32088065899,9532.453644678239,1097.3543520176922,1087.2330561842114,54212.591344903274,54321.05589494876
AP0040,2,1150.3321413147953,1317.336669266394,9555.88903754806,10175.784326733568,1106.4478412946087,1087.7034550699095,53024.303737428665,53872.19029429493
AP0040,3,1082.7313046036031,1637.794367312855,9414.979702916242,9874.239267467705,1113.9539276726605,1088.1513026762793,52379.584258515126,53559.448226327055
AP0041,0,3099.593770413415,2392.1728297698673,11046.142849777949,10383.213202310139,1060.9614229793037,1065.3119308106568,58248.82876395596,56725.541954657645
AP0041,1,1141.5780011521483,1199.8331569048112,9611.97877184073,10042.151946752954,1068.2898778843376,1071.7847129982326,53898.3746764027,54441.36108284456
AP0041,2,1043.574307144716,1061.121370421379,9391.573558838052,9787.264756715134,1078.8105277717605,1076.1582180350613,53127.31856806016,53583.86963699333
AP0041,3,962.787062206759,812.0089921731978,9168.35890251918,9376.539616451539,1088.6395371973972,1084.1492083587,52379.637557266076,52435.03759351659
AP0042,0,2924.931869728776,3938.460791370007,11270.772598890966,11728.562152530285,1086.0069754630754,1084.6117823802679,57235.90415844776,58984.60097003201
AP0042,1,1342.3938167027818,1088.365161563036,9852.618412380958,9278.795492718715,1088.724100086341,1085.9649277849219,53388.64893162252,52496.872543075246
AP0042,2,1100.5151341998978,908.091034267302,9458.047537847033,9565.197737103543,1094.2070750173878,1091.0508901186315,52270.770084916876,52138.20027945696
AP0042,3,1000.2886862936106,928.5051096356317,9255.890659056688,9419.728082644271,1104.7622782837825,1098.231671675744,51529.27768325458,51606.553447956416
AP0043,0,2748.074773383461,2220.015574983852,9793.427610589697,10054.525951291856,1092.4111190565948,1090.9334044511393,50560.13359886105,50216.37166603751
AP0043,1,1139.0799681193882,992.0541681949268,8313.1127901189,8381.098875034824,1091.526582683595,1089.1586648538905,46666.17798763233,46612.515537984626
AP0043,2,1002.3933631790613,834.1663518941067,8118.303408483686,7979.542813656979,1097.7604112419083,1094.9803829450082,45930.6060602391,45642.72006424309
AP0043,3,945.5617503884788,857.1577869788584,7854.498837590459,8403.956600597976,1105.4804323728963,1104.3620511462354,45231.07400597514,45732.15531018825
AP0044,0,3021.169007135451,2987.739426796545,11118.182202336318,11358.230352512339,1075.0722557539234,1072.8804662229443,58051.41479548857,58316.69874488211
AP0044,1,1419.9923358680144,1259.4088475434492,9704.759806654158,10067.176120451322,1076.6710101202193,1071.5583169267913,54176.372681985304,54402.1100450734
AP0044,2,1147.149018345492,1400.4249512247254,9218.934105355323,9135.037583129064,1085.3035071282234,1080.019056413782,52919.59273277567,53223.81237552164
AP0044,3,1056.280542654581,729.700880204837,8890.950478542996,8473.581897189308,1095.6544517012094,1078.9741915893492,52055.90811748464,51289.86295106747
AP0045,0,2596.205920467057,2673.27627629804,10159.543052997853,10141.415259860722,1111.0853100092795,1114.1988820483277,57450.18823124667,57533.11689009018
AP0045,1,1543.5365868470135,2179.6597412095953,9580.544370618758,10057.373798738372,1120.2687765374633,1117.701452385761,55097.02787768071,56390.44165290133
AP0045,2,1061.9443493036208,2251.143921371711,9108.264021226061,10452.412395136129,1128.939050653479,1123.2949756100213,53579.93814463365,56449.35734024702
AP0045,3,957.0111651415881,1614.4845881272777,8561.957539929263,9638.72070550665,1136.47783643973,1144.0121260339438,52471.32655056563,54398.213825508865
AP0046,0,2563.903954500085,3206.7831105085643,10442.977662504238,10937.556117416767,1081.0358129015747,1077.807434607863,57965.42626104272,59304.701246621495
AP0046,1,1417.3290828395054,1093.467804438156,9592.134428487594,9439.791561195174,1081.2145668441442,1083.1279117962072,55218.52849676734,54687.06198740465
AP0046,2,1116.719525429682,806.4640347827419,9197.393694633822,8201.578144608111,1089.9986461885312,1092.992692496703,54006.05857489192,52648.12865796722
AP0046,3,1001.3751632862391,1045.097216793479,8753.025485904434,8021.117742433762,1095.5812474833258,1085.6922893417727,52983.50641823761,52338.602603840096
AP0047,0,2727.345941034489,2591.3304019945504,10641.583877965566,10490.597674311737,1063.7820017502245,1060.4183215773614,58402.6520539507,58181.153640507204
AP0047,1,1305.4996872509614,1149.2387498143532,9520.484716120776,9193.028039598923,1068.5380101503183,1056.4694334759672,55035.75330913025,54611.23122098238
AP0047,2,1048.8727307562772,1015.6457691936266,8982.697633069947,8471.180850917932,1077.4128468140643,1065.300317638459,53735.772385008175,53283.97089311299
AP0047,3,828.1323478141211,633.742871082022,8376.108412766627,7174.526076627129,1086.6985697211392,1069.8219301472645,52416.88823660957,51071.228228062064
AP0048,0,3163.560559696572,3376.3483289238293,10292.710084586459,10302.57574758886,1079.1370606353732,1081.9225009097654,58144.072205138975,58437.58466039824
AP0048,1,1406.0610942648827,1629.5872551262348,8885.869869570844,8446.214585112626,1078.7423835023437,1081.0650559019252,54069.85295242348,53927.700546900356
AP0048,2,1038.9323385785,1199.3138166671197,8422.069473235513,8937.391176034005,1086.661239897328,1083.583938624171,52708.283323054915,53509.740626739826
AP0048,3,928.5549361833552,972.4760434579069,8030.529897505051,8738.276965438063,1091.9285961340704,1092.1985466215801,51749.08151258078,52594.70218809664
AP0049,0,2365.459599568603,2291.2380911795317,9454.41715094505,9326.67687897544,1072.398791352892,1068.3172078285922,55912.098139020556,55695.036125805964
AP0049,1,1269.497399660729,1603.7113637596374,8729.112614009737,8493.369091487488,1073.4403421058576,1062.03339930162,53363.05297304048,53557.01855996651
AP0049,2,964.7179195781918,1050.597508362426,8065.228201465495,8570.222152305389,1078.3518612055573,1066.9666898464664,51884.155128350816,52503.62360631814
AP0049,3,874.3070403059472,525.1285204777761,7946.143793225368,7606.986597408737,1087.2457803378788,1070.548641197495,51226.46935200949,50449.468774884816
AP0050,0,2360.927267776942,3379.195901077856,9822.513283679638,10106.290609067826,1095.1890172584706,1088.8723283456184,54914.71179415916,56498.844692824874
