Batch,orden_escalon_fase,sn_inv_sim,sn_inv_real,feo_inv_sim,feo_inv_real,T_sim,T_real,masa_sim,masa_real
AP0050,1,1244.389482031946,1040.7375177270922,9076.895711511024,8917.724486376454,1098.861878418275,1091.1310666915035,52332.72675633963,51922.646065011584
AP0050,2,1009.916135172555,630.0510145383737,8643.124989470973,7568.810083883472,1102.56343063295,1095.2255397691692,51186.59388819357,49637.675454059216
AP0050,3,858.3371288469274,,8184.884117131988,,1109.0694745603485,1098.5441489543002,50125.35674639635,
AP0051,0,2749.7800828991035,1932.0646399130076,11066.88793733671,10183.662105847545,1087.196946443214,1091.6057701551688,59759.93830039082,57846.246703982266
AP0051,1,1359.5764036892588,2297.6208513509832,9677.723821297963,8852.758494108948,1087.3064208732874,1090.3921213537324,56156.140100912315,56530.38213145811
AP0051,2,1027.9032428246608,1212.5836220199517,8955.880999846415,9609.743072457411,1092.7169467754761,1096.938530152249,54567.9235274127,55465.35641844075
AP0051,3,920.1529418591529,1740.7735664452457,8458.457034095603,10246.83665722287,1102.5180874103653,1108.3077720987171,53492.8410621246,56332.0680358956
AP0052,0,2292.548491001104,2477.014410891084,10522.282353812836,10747.750660158408,1080.5486776008622,1085.088377060872,55589.90558651158,56055.000359616286
AP0052,1,1254.149456645834,1174.6153792320517,9887.901582064322,10147.45508798716,1085.845279071357,1114.0277606010648,53217.75376033243,53381.9023464848
AP0052,2,1129.9036650659907,520.0966152812665,9246.393951185028,9151.981763999569,1093.7884854498234,1137.6124490597724,52003.21174188687,51140.27682215011
AP0052,3,1039.3840132209139,,8884.97774024969,,1100.2109587189373,1143.9789412728774,51115.710920262616,
AP0053,0,1772.0795889860517,1724.5525886070482,10581.666292668273,10596.670904028602,1087.3649181986705,1081.4077516319435,58682.1186415679,59539.18828265314
AP0053,1,1224.4675582197904,1329.6217234732378,10043.6855934652,10141.99160869659,1096.474005785626,1094.1619454317558,56992.68723766573,58117.91780195987
AP0053,2,1071.7219031390096,693.0270915297311,9222.33473580417,9029.299709008046,1102.5504792129293,1118.142318221789,55525.73348671266,55736.455809050276
AP0053,3,890.2268094152157,363.0848052028109,8724.871375844337,7995.905337429912,1109.2491105508511,1135.0785795929535,54350.66228231997,53830.215745413036
AP0054,0,2053.1620535924067,1489.7281569717413,11093.859796350776,10172.47471421223,1073.79903337438,1071.6309518787443,60001.757707211786,58372.64045185304
AP0054,1,1202.7425955661208,1171.96076064012,10019.665089001204,9800.956829630226,1079.2547916222322,1071.6197003502991,57387.19526212034,57152.09015118111
AP0054,2,999.1992488009591,793.9484953723737,9219.198555374282,8487.186522616168,1089.5602244831402,1081.152391059396,55872.19602292498,54902.73807982669
AP0054,3,889.6232405777653,607.3030254807737,8607.21610601601,8082.110372597904,1098.5528740562584,1093.1643088341878,54669.51694652905,53810.29819960781
AP0055,0,1303.2272540884358,1286.7553299827866,9380.018229193129,8923.174603878835,1060.8100529169653,1059.370862519369,56844.04471737306,56424.263537942854
AP0055,1,1132.9745420408515,1232.4288065076894,9083.786997427413,9211.898788722703,1072.3089588833398,1071.4074674311178,55875.85459333656,56188.055371008
AP0055,2,1021.5734919057289,726.0275350241751,8451.926441840349,8384.807928981772,1084.3231627395437,1083.7633080833486,54651.28653144925,54266.20338023583
AP0055,3,850.4418104499314,434.0033059260759,8559.166206714219,8058.283869971256,1093.1917240547946,1092.7482158793982,54094.477179924106,53121.5796727143
AP0056,0,1519.233826134979,2022.0907985226181,9852.040614913094,9662.133315835592,1074.4253421305016,1068.4486817599352,57743.76846586494,58261.756951699026
AP0056,1,1084.2915012235276,1230.8988794233726,9334.600486407679,9872.56327194678,1080.2799492729257,1076.0392157674323,56216.90594148524,57009.81332144749
AP0056,2,920.839739525369,535.6099887774925,8849.973163273062,8525.948033283641,1093.665364547201,1086.3396361808652,55071.97651297768,54327.0097147269
AP0056,3,655.6159618294552,,8430.459839037752,,1103.0489669112699,1094.2021605996615,53867.460277640384,
AP0057,0,1676.8681212124225,1856.836460109802,9920.821706352617,9683.849833855526,1122.7981214579895,1119.663873210226,57523.067565002115,57537.07424732902
AP0057,1,1203.4339871769228,1434.392607160481,9247.692502904742,10422.113918176721,1131.6813400941412,1146.0934414075573,55796.417915262544,57286.33759976361
AP0057,2,997.6979628156092,652.1990062027152,8803.469374314216,9452.816898667996,1138.4745504552886,1167.4559287014126,54643.03438973066,54875.81036623603
AP0057,3,829.9504256048468,,8238.404683920302,,1146.765314087565,1168.7174720953278,53421.49539308545,
AP0058,0,5258.644331526304,4456.745801420171,11957.360561729842,11565.318740524628,1073.1932471755379,1073.6852697313277,63542.234779975,62163.44186989386
AP0058,1,1666.0080174849081,1533.756384967471,10364.513947391797,11154.06707334744,1074.2040207200769,1068.2553490820167,57301.757215704136,58202.655774418294
AP0058,2,1114.7169571667275,1279.4774929072064,9489.710556197593,11242.671237299952,1083.925227960382,1076.5889246214276,55281.11844267094,57520.117465707895
AP0058,3,903.8625273213935,889.3686447433895,8947.685822216667,10261.562828450848,1095.1951275646645,1095.0200207669066,54029.8498212258,55599.44015650097
AP0059,0,1691.936652279083,1207.5606382277697,10502.076780822319,9596.050417571663,1059.582848787758,1062.7095708096936,58926.36899579003,57439.977083564176
AP0059,1,1204.9442418478043,1269.5766055978604,9892.409147373657,10112.144389302559,1070.0165008335237,1077.5005158673737,57240.73798496471,57577.170321898426
AP0059,2,979.1948652313945,639.3164142195423,9123.250670781632,9037.900867391356,1082.2213842377075,1100.480440426765,55729.38838963672,55246.83842201367
AP0059,3,752.227188561311,258.32608508126253,8721.703359269408,8232.281886233643,1091.9444704174757,1119.134447950121,54588.32171736725,53505.81712536507
AP0061,0,2859.554222684354,3143.917428800012,11053.263994896355,11268.71991081083,1039.5003208484952,1028.8733447018956,60131.82414797514,60747.332163697734
AP0061,1,1480.1598280066278,1559.1851711725114,10129.522093765,10473.268786117726,1045.8513826260016,1026.483299160155,57004.63524888143,57487.83906690183
AP0061,2,1061.073004801921,1024.4076780818564,9342.195277177601,9829.194296002323,1056.2288018813201,1023.1389279510562,55237.53345454254,55716.723489712625
AP0061,3,916.5212490338677,763.9510352779797,9009.565596775776,9079.238065009438,1069.8063028789684,1039.20256282938,54278.12362874181,54192.454797331324
AP0062,0,2000.525127489093,1829.3425866433192,10796.830638229343,10452.715937313076,1053.3191677722584,1059.3732855955218,61833.75097600303,61276.29753611976
AP0062,1,1347.3948599647188,1310.059736482074,10113.812765650606,9372.065880315069,1069.8196562204305,1081.169176217547,59839.01772019164,59054.26147142418
AP0062,2,1017.79312629952,757.0084709749574,9395.09583335601,9095.58010537215,1079.438832967308,1099.2521347317559,58224.09687729633,57597.84455413204
AP0062,3,906.6726988315116,562.0530267766865,9060.675165466939,8791.314171017804,1085.196751467618,1112.696927921652,57275.60213008245,56573.02735547926
AP0063,0,2049.5079559609335,2171.059079231744,11101.230143842997,10944.472101284851,1121.9147099086867,1123.6642391013072,60897.70469072755,60991.65859174469
AP0063,1,1253.9461975088702,1192.3582332639144,10253.151479229085,11084.66253264932,1127.6928109685143,1129.9565521220757,58570.016112176556,59418.858487263395
AP0063,2,1027.9954923866069,1151.9059148771241,9467.919964706625,10174.426848501616,1141.2842082365582,1142.4464049891985,57034.15306375551,57992.54467487913
AP0063,3,763.1549210909479,721.4988986079067,8998.499479248003,9911.169222359922,1155.855917828636,1158.2870631458668,55768.19449488763,56721.611525778826
AP0064,0,2120.2539273580655,2055.9788159116392,10960.961832065886,11388.931706797832,1102.855623492745,1107.404340211537,60771.84979412853,61569.15568866646
AP0064,1,1269.6631146875595,1048.2829386904364,10287.404834577466,9771.245818678472,1107.1837318087105,1110.3410911574472,58549.68750077294,58199.14161061717
AP0064,2,888.5347996080927,594.3860927439858,9379.336431494157,8994.299589051434,1117.4147792014624,1121.403024984856,56693.57325251432,56377.32075727837
AP0064,3,609.0071529742916,,8864.703337877654,,1126.109027704487,1125.2291254618751,55364.501570969296,
AP0065,0,1096.808500958587,603.2137071783822,9768.723298546342,9199.957188370023,1165.4896608993602,1197.6134009833106,57759.21444417545,56576.03706418891
AP0065,1,772.2144429175509,534.0294585902803,9312.501069747248,9221.671729304411,1167.0560686300637,1209.099703361576,56427.24106117123,56048.43184196897
AP0065,2,554.7963810456188,480.04255282025235,8716.537175596419,8562.973754078312,1168.1029824162076,1212.7556091985937,55096.206326018306,54862.006036600265
AP0065,3,425.928801787734,,8679.906418699717,,1170.8083517282787,1214.0310998758948,54441.49284596497,
AP0066,0,1917.7390022941363,1600.0127717813525,10409.911026754282,10635.580629599339,1212.7767469679682,1214.093710961493,57541.94075346578,57385.15069870715
AP0066,1,1150.3774747457678,1091.97359216473,9849.851826505688,10428.183448904792,1211.6552272240003,1217.3779013883857,55562.920682725235,56087.81099002157
AP0066,2,892.1738741219118,559.8366935395438,9170.736601690738,9793.731743982531,1209.620802266825,1208.4304372969946,54115.67884809977,54337.250658987075
AP0066,3,688.398608932194,,8661.91014390059,,1208.935348355415,1205.622290152391,52913.18054944021,
AP0067,0,1623.5927810614426,1713.177480929268,10200.4185647936,10468.697901427766,1192.374597743271,1191.1363693161031,58999.641836089926,59386.351945690105
AP0067,1,730.0641170358904,673.14514258674,9056.200712786953,9061.599003242874,1188.6637593094529,1204.8578097843133,56255.98117878035,56193.76764226897
AP0067,2,352.80272455481764,,8132.304099532434,,1189.8959910703759,1206.9563537935999,54392.70368314123,
AP0067,3,196.15386152756875,,7846.016521062997,,1195.3549151741784,1198.9154635920338,53451.69834215577,
AP0068,0,2169.8732658452022,2380.970153236771,11038.188814185416,11212.689401048268,1164.1450702337086,1153.069486228125,61067.989531231,61517.41817994963
AP0068,1,1302.6202941920797,2355.143026129249,10365.91109165812,11052.072453457951,1164.2533407790295,1166.9664401370371,58824.544090312884,60854.836467513735
AP0068,2,993.1317487522675,766.9696097541873,9630.063890644398,9352.380102472544,1173.8031396807673,1176.3850705137088,57231.031307574616,56674.027174624054
AP0068,3,752.9426186692871,342.49766780869743,9237.598114682109,8381.765990259562,1180.0851836571317,1178.2939459302295,56072.53801825293,54703.34895523038
AP0069,0,1822.2684809361465,2029.7407322155454,10132.696307453454,10169.913490534727,1123.6319470111184,1130.8436876858648,59715.74531005511,60021.31271891491
AP0069,1,1074.1026049003465,1042.558951336609,9449.29525736063,9752.219225341489,1129.2452885591886,1147.9148932828325,57613.53488098723,57881.354171475075
AP0069,2,749.6889911989128,610.4761159774853,8986.201437372754,9337.447328722577,1138.2058881202888,1173.4819002996849,56272.98433626586,56452.38727367166
AP0069,3,515.3412110664142,,8445.539162152554,,1145.232938356965,1180.3558655977629,54975.27483705999,
AP0070,0,2767.501386656133,3294.5960392776196,10448.790020544857,10781.200786957634,1100.1178278715859,1096.4149047977112,61083.245564706565,62118.82344924524
AP0070,1,1430.1612981952771,1307.0384926287788,9748.75261921671,9608.052230869956,1104.4595587911242,1102.2116322751388,58216.520589982756,57954.08560407834
AP0070,2,969.7935715835994,732.1010505223949,9178.984041738857,8844.75435390938,1116.2692461102395,1127.6091425219704,56598.09168606969,55996.7148938653
AP0070,3,709.5148674239998,,8678.842265740781,,1124.951053054643,1133.0344147517603,55337.83779815882,
AP0071,0,2431.234264764403,1886.5596095117212,10899.015832810157,10288.10111761448,1089.8552468036557,1089.6200867148748,62539.84717408959,61257.90205252854
AP0071,1,1304.9223208247975,1333.906224010342,10197.223639354595,9949.958215362916,1092.9867694751617,1092.06744958208,59947.72530482659,59765.50132220718
AP0071,2,1014.1698930238567,962.5691617724176,9368.703677516804,9047.91538289566,1104.0982419692834,1095.9352889626612,58277.66350457825,57919.80033530403
AP0071,3,681.9513302772255,959.1263821501474,8999.995493561077,9530.466319624873,1113.0855953078208,1108.0095466388461,57015.15922752816,57925.25559549145
AP0072,0,2324.989198879487,2788.9008977593016,11186.20166427808,11745.575545816371,1149.796529833707,1151.199346549038,62042.35689086351,63203.12055838511
AP0072,1,1576.5583858208822,2563.655479831131,10561.674971678316,11555.966392950342,1151.4851373000956,1151.5307738631655,60131.989732251415,62392.74452605638
AP0072,2,1061.9620466346903,1587.081580972434,9755.02946885523,11175.940683258643,1161.84697463263,1164.0443574771289,58198.71677505384,60299.452164606155
AP0072,3,842.7565574217142,864.9128003073324,9069.635463193095,10216.2128892681,1175.215351544964,1176.8742010118322,56766.78850338187,57954.489433619165
AP0073,0,1724.7262218543922,2008.4271842664032,10866.466203781629,10989.176734044468,1118.4200099749955,1113.8846060732656,60855.33134264724,61416.03523534961
AP0073,1,1173.4039232350651,1373.5124235410347,10434.166128418794,10578.467179715117,1123.1524686622665,1111.2362206102991,59247.63821368819,59723.12477350356
AP0073,2,873.9515623825067,962.6558377229841,9685.16603550647,9730.864002499307,1135.5038088945646,1117.95812078976,57647.82385649737,57883.22035493861
AP0073,3,570.3493384503575,481.01459719502833,9304.690604019856,8728.23603496084,1145.3275254587509,1124.7230247303305,56415.71338089733,55802.15744721907
AP0074,0,1765.0348036723146,1730.7974706552136,11028.347314060853,10759.689468339931,1085.8191135749016,1078.8532191179668,60490.40259368792,60182.81131663874
AP0074,1,1141.674200935123,1415.3746541510534,10319.66336796695,10151.678187986821,1089.7076940717054,1091.1924723116467,58520.89672928299,58704.87989013079
AP0074,2,916.3622614047061,894.2853628961489,9646.890741530437,9363.400805982455,1101.3199886958735,1102.377245038459,57097.90876944923,56790.84034394798
AP0074,3,634.6233431993452,284.13795756921974,9363.319647345907,9044.568362962755,1109.1277695024855,1107.2502051620775,55996.08226674146,55236.77246680011
AP0075,0,1840.2429876587194,1966.2346304054458,11749.820514067198,11763.788826085247,1127.793359062196,1131.4577022803996,62349.50233669462,62529.32518382718
AP0075,1,1065.4046336246013,1165.300157231569,10844.476296868532,10718.20913249574,1129.303745441592,1151.8045199007797,59980.2225053328,59986.62396950318
AP0075,2,870.4590618080355,527.19828946991,10048.652697692785,10078.587127886174,1143.1299262223783,1161.5600330269556,58461.55621721171,58061.48562443944
AP0075,3,585.8582370674799,,9214.600596818682,,1158.199330154874,1164.9612651342154,56795.46454580805,
AP0076,0,2078.056143348236,1845.5093755143378,11749.860685978167,11665.338228123781,1170.1369179688884,1172.2029905280287,62007.35696385371,61646.43670088311
AP0076,1,1316.47473073132,1403.1194832962365,10954.635420556138,11606.551668643637,1166.8900977024266,1169.089749696127,59771.80325845548,60552.368517876595
AP0076,2,1003.996223315686,810.4602338926096,10121.091708446731,10190.372796843252,1168.133471759402,1162.76410210815,58072.80030801754,57914.83735119406
AP0076,3,762.0267892444492,,9389.995720291347,,1174.412771333152,1163.5949198869307,56570.06390685479,
AP0077,0,1721.0634412411275,1643.8789495478475,11315.76217760729,10822.185105051756,1139.6089491522573,1134.7137400914419,61427.27955423871,60855.10493273044
AP0077,1,1151.7888351798997,1432.3510017417157,10342.86809893937,10789.350176741737,1136.4671816773414,1147.8205307333542,59254.923298461195,60076.79732160539
AP0077,2,943.8586555212188,854.1114814846086,9492.12936915844,10287.830808155866,1138.188227963418,1147.4635978683998,57668.07055494886,58368.856795230546
AP0077,3,783.2490843405149,622.6664039472702,8895.04143682989,9358.605785312786,1142.6466379818764,1145.6561238032104,56399.64297005189,56678.17257848809
AP0078,0,2010.5697314478093,3504.230273760917,12289.47143565735,13021.468563735165,1162.468874470393,1157.2639479173051,63207.34368365505,65877.65822121175
AP0078,1,1210.8283091088888,912.2723796782186,11322.921801577217,11697.50265556305,1155.0369750359675,1144.1405288924525,60744.355354731204,60781.689631435715
AP0078,2,981.3973591353708,661.505129056966,10313.345774687854,11381.366401408452,1154.1864947011481,1136.6985497361952,58967.04610233431,59670.316530485834
AP0078,3,830.0378546828262,,9569.945189340897,,1159.9392012338676,1133.7712054755418,57559.76984081252,
AP0079,0,2474.148524010714,2322.8942999938886,11985.447146371705,11324.641642549615,1166.6804539921432,1169.614959382052,63435.4007154431,62598.20793343453
AP0079,1,1352.085589518381,1855.3458085403108,11244.036091605301,11885.771689509667,1153.1269734186953,1150.8092596849676,60788.77719625434,62084.921983011336
AP0079,2,988.3069638130539,1080.0587184888875,10164.311066395549,11387.99897296551,1150.5606975262783,1139.1673582131093,58771.34576700062,60126.85623163656
AP0079,3,778.3304370316603,858.766545501683,9377.459652393482,10760.594279756737,1151.551346146065,1100.5879325577894,57246.75220254889,58747.198351462794
AP0080,0,2182.6410022149767,1719.5103197214053,11444.496331216766,10988.144201124082,1117.3977990991436,1104.9695874193776,62233.16136673435,61201.24999008419
AP0080,1,1386.1250978700757,1824.809199077072,10521.184840769805,11092.075189028717,1119.6502630831997,1107.8881602542067,59878.2386693061,61020.20394840568
AP0080,2,981.8681560583626,961.8104275915094,9589.169274634813,9791.66842355941,1127.5388750706884,1109.9183245309932,57959.53890946763,58150.56998739477
AP0080,3,753.1630281618854,554.8719372953235,9019.198359257416,9251.832730981945,1135.8702950292484,1124.5561589493582,56630.33158906633,56625.36353661837
AP0081,0,3425.0858779452055,5848.60118535849,11406.355709951491,11857.015023450946,1132.9148871221869,1135.4753409961825,63648.54789031825,67242.30478234138
AP0081,1,1335.6735018074285,1543.0449599946387,9997.43439841548,10577.219822264124,1131.284340700274,1147.93795438543,59110.895663136136,60024.3108878764
AP0081,2,1017.5431970848338,1038.2717133460937,9400.842025292583,9937.204320791634,1135.524189459387,1166.8402369998191,57638.60198098219,58270.945860707914
AP0081,3,794.802402631232,627.049626915405,9062.597304185943,9361.662127428497,1143.9940077284036,1166.8683667571272,56550.45371675884,56705.51880226127
AP0082,0,2301.9243255274696,2750.9869538351454,11598.28992346852,11612.134018752167,1122.3330506698244,1121.3007266016539,63518.590671764,64805.34638009765
AP0082,1,1373.3145099396795,1453.5605776639875,11166.97198009688,11009.077630240034,1120.3127855138755,1126.838105100639,61422.35753749759,62062.27648964552
AP0082,2,931.4461855129782,1390.201386866426,10236.388846427808,10447.820306175658,1126.2477812763543,1141.3685029891187,59448.1190714002,60930.98645101797
AP0082,3,775.7869131631506,654.088167839908,9814.000473014888,9296.351333487832,1132.8823930247597,1158.1831308194744,58360.222326322524,58369.45991789291
AP0083,0,4732.228922578822,7691.804553943642,12215.416090679297,13049.779777958887,1107.1174758588752,1098.378184048659,67514.89811838075,72212.66808689438
AP0083,1,1640.9774068317222,1388.881980640902,10547.289545542619,11102.540339770188,1107.3585058688604,1097.5228142694236,61431.818391267414,61772.01479456066
AP0083,2,1236.362449140062,515.7925801920933,9604.728956088673,8620.438177765765,1117.7106844032696,1126.1905076882404,59490.05781071465,57694.91948457419
AP0083,3,1104.0652346467807,294.6020644904053,9156.333013320682,9210.19605392313,1131.1549204799014,1132.6827902658467,58418.51058006933,57573.200017667645
AP0084,0,2254.5105147496497,1678.355899546342,10532.971643260358,10386.565878287232,1149.4953429393474,1167.8837704398743,59976.834015093016,59322.63182335437
AP0084,1,1339.3895755403582,740.6777788309857,10133.486593981668,9152.23779479687,1153.0948505193114,1171.6255561045377,57952.05123515924,56432.59267283701
AP0084,2,961.3476831502464,481.2013987194254,9548.704277901754,8391.701074245553,1155.3091093325374,1162.5970699617474,56428.43736564169,54881.54638679578
AP0084,3,782.2867044099784,,9232.61368860869,,1160.4048082528177,1165.0027051671345,55430.700286120285,
AP0085,0,2647.90353667113,2737.8032637705523,11741.093051239843,11704.386602075301,1144.5137976989395,1139.9479000380259,61773.23375801286,61949.65976762801
AP0085,1,1336.2803576916795,1519.6217434083208,10754.686279547734,11175.600432710151,1140.5284609820408,1114.3909328439727,58657.26487110166,59408.95826296262
AP0085,2,967.4007522526999,1044.6069076205456,10029.726919448758,10386.54719008678,1139.452668117727,1100.079586640858,57004.35711886707,57557.270792911215
AP0085,3,803.5789222273172,763.382098369744,9445.728797608288,9722.679141394454,1141.365708658586,1095.4502934514132,55779.225238292114,56098.037799069956
AP0086,0,4729.0716538165925,6785.19261148157,12584.031917123886,13027.95594294692,1052.1053003981403,1041.3672683831492,64364.68246130456,67423.11510276214
AP0086,1,1559.1110383437376,867.5322701965459,10936.245414995446,10086.298643769145,1057.4172784005866,1029.4486483344547,58236.9398810728,56513.07863960302
AP0086,2,1131.0387101727601,681.0837540148088,10073.4218314974,9076.517487213881,1073.5606528716116,1053.959240752718,56379.69637855018,54815.59388449166
AP0086,3,987.157587293089,,9392.029602847719,,1082.9516584255955,1067.9297864602222,55069.236720083514,
AP0087,0,1757.2593283637832,1702.3391446351598,11660.166976290175,11758.661675915859,1085.3025897539433,1081.6000105612252,60172.84929614613,60210.77157129274
AP0087,1,1080.4940758588239,949.6505945225805,10987.257857442717,10965.88831942499,1096.8281910344476,1110.3360233254502,58180.31659477157,58004.55622542025
AP0087,2,815.5676209485781,582.3477313220527,10373.253261622465,10285.40989857589,1094.1979546280045,1124.4576217011236,56774.041209629446,56401.717319327145
AP0087,3,669.1876405029776,,9761.113766607346,,1095.6857548212631,1126.256300967466,55524.66989411116,
AP0088,0,2082.965392282367,2052.711469549617,11441.952144503499,11161.259602929886,1117.4199333736817,1113.7205192655547,60080.71066617338,59763.92318250844
AP0088,1,1214.465376312673,921.0028482789355,10494.19159345308,9965.047014715485,1119.0628149047354,1125.0757753883886,57572.699848184784,56673.61074881149
AP0088,2,960.9657564133154,1777.0928691087374,9975.222884732751,10658.786818919672,1123.8807428943721,1115.5220893462147,56278.83633663986,58004.79384759401
AP0088,3,775.3225592046975,1860.7976712031505,9448.009038539605,10615.12769364023,1127.0150360699013,1119.467665126023,55067.34711093335,57618.75433358571
AP0089,0,1733.7667595515509,1560.3298537315989,12721.830395927213,12747.101387527471,1100.843450062276,1094.3726354620296,61605.50036966754,61469.02985075633
AP0089,1,1071.4856167532344,1073.798259385199,11648.82562250574,12239.353305990862,1103.710020387729,1096.6360058725295,59227.20436057186,59881.67852917683
AP0089,2,809.2267851507988,835.7170209285106,10803.569955977473,11301.705796210968,1111.4748403982276,1076.877649020305,57589.18035127531,58181.3576252096
AP0089,3,660.5749666678245,674.3519027651463,10248.54938022027,10973.20224220151,1112.1527069021515,1073.7177546973483,56390.13456296702,57192.0874196545
AP0090,0,2411.6078743509956,1489.5102648689156,11923.615577820383,11151.623544543138,1114.6174479193555,1111.4204489356189,60653.43116587146,58716.10946345457
AP0090,1,1198.725420139349,1173.8085276789702,10875.077987408089,11587.69844010083,1108.5523004924567,1095.4396041226562,57610.65566229621,58296.92215937275
AP0090,2,998.2119655722008,868.6962479634594,10222.263879900614,11433.71592151095,1099.984765090159,1085.056158584524,56253.39277869071,57305.643377759705
AP0090,3,851.9232684317208,905.3484641947616,9543.977709428153,11214.024040679036,1101.3604707050304,1077.4962527197472,54943.97607909751,56687.024243614156
AP0091,0,2964.5948973528325,3776.785149307367,11564.682608846479,11820.874617927613,1043.3705922339834,1033.6149815472068,60779.694920479924,62076.31612411641
AP0091,1,1335.4908003765495,1272.7081838684044,10396.164332724678,10730.86506378761,1056.2882175075174,1050.4568900473503,57090.830159104,57355.033072032646
AP0091,2,1124.0822109921935,1071.0784344427548,9886.707923400365,9694.026419876076,1055.8472238605868,1062.577163760606,55865.22764909221,55614.43659809724
AP0091,3,976.4707139213535,859.6182917177281,9274.730290995916,8493.941215992323,1059.845140530555,1060.8802758818208,54622.553618253645,53702.64832371638
AP0092,0,1515.5753257689018,849.1845245386393,10903.432650760156,10572.822253225417,1067.5916938698215,1062.736471720465,58806.123683414895,57638.262712186195
AP0092,1,1036.1092823394592,1015.3920583518986,10266.428954010926,9960.771031001319,1061.1479158629136,1101.4461493236079,57103.00966203882,56779.7382067829
AP0092,2,803.0619037757149,344.2020031960645,9531.722549978309,9104.07038806099,1064.9972058706678,1103.6800553472972,55619.501682555936,54617.89958680808
AP0092,3,651.1583831732555,,8949.220824288514,,1065.3064114297194,1104.3990225994278,54395.719467636736,
AP0093,0,2019.2614638315931,1586.5610028489616,12146.402043270195,12015.93915879686,1095.799613264295,1103.5165875510302,60662.021853556194,60035.60763041441
AP0093,1,1281.270147099722,1197.4709422995675,11216.901480235727,12151.151657706658,1100.4234313874213,1118.6736394444329,58339.898704289466,59227.96232562902
AP0093,2,1064.602190880894,1147.5272607290844,10416.200659722323,11433.703237730506,1105.2441392518804,1129.8996890601454,56811.61490671404,57993.99912715846
AP0093,3,856.6673331300519,691.2739160674237,9672.116783340494,10820.054380346059,1107.092765742028,1126.220565348257,55355.35069169513,56352.32054026443
AP0094,0,4959.124048501201,6477.575589747697,12617.736440740286,13164.438476773337,1054.108563602206,1048.4194445950634,63153.05206784214,65805.61375270683
AP0094,1,1522.7066562659536,1382.4446330367332,11033.959377806576,11724.90087700737,1064.079342512401,1060.6948147611183,56766.64083393382,57455.826151728244
AP0094,2,1144.9219106092162,849.769840731341,10131.072490582035,9841.22088597513,1068.568044662801,1066.9729825113434,54948.467035261056,54458.461979706546
AP0094,3,958.6122963772501,740.5080667666521,9600.807105274025,10291.939870423963,1071.1261332000643,1059.8144277848278,53750.1921398851,54337.25174395745
AP0095,0,2461.7316157814594,2134.770299355933,13237.161464537645,13448.664455409978,1056.9548026428884,1067.7499090330343,60981.45417420073,60812.7364219443
AP0095,1,1087.6407560417952,1214.6306614101438,11953.594007211257,12149.722457132324,1069.8694417164193,1065.4783683350686,57511.09183031294,57902.97284693444
AP0095,2,828.8680961978642,897.4186697532739,11212.06200263777,11773.226719369623,1068.774416637765,1058.1119203535243,56001.46605865423,56683.847255765155
AP0095,3,690.0185480632219,333.18192116103285,10596.319962142015,10101.886352737307,1069.2080103648948,1059.7244131335842,54774.25412131911,53860.6403428763
AP0096,0,2013.5517686928201,2080.448278322385,11937.221605456014,11872.344550015554,1127.8904301687421,1120.8892206621254,60174.322107687476,60205.12438715084
AP0096,1,1286.2704363440744,1802.6711092684611,11166.349352815721,11331.478896096733,1128.5385319603702,1122.0545580064309,58025.588081968264,58856.96451836427
AP0096,2,1061.918917414754,1488.5254944792084,10444.22030232736,11601.019184159575,1126.4765446365727,1114.950623077218,56568.621749140344,58277.562230021475
AP0096,3,1025.040611657971,470.89381419607525,9841.092847702177,9966.192965819619,1125.106356480025,1109.8563059949481,55625.04158391661,55197.96204384893
AP0097,0,4389.372667476787,3735.7862635851397,10194.240443034996,10192.584318532416,1070.3108348554579,1062.6644413478991,56094.412757657905,55432.03050101107
AP0097,1,1418.309089680387,1170.70784990761,8983.651047326653,8796.889782488888,1074.3762948529227,1063.457646061974,50710.60044804249,50376.86001581867
AP0097,2,1101.6107028842957,1012.48491961024,8874.03957625699,8267.610369759142,1083.0664113091977,1093.832368904179,49801.64648510382,49247.77078701494
AP0097,3,987.7435649578291,970.9316639713944,8775.322226044704,7557.292771694106,1086.1899679774726,1087.7274348630558,49165.04693006049,48089.73075638407
AP0098,0,2321.4507196744134,1313.9156554885055,9725.011094784084,8770.610943447238,1147.8563659527238,1141.0324349638386,53117.67016643268,50976.35908781786
AP0098,1,1195.7729825089737,1080.2792448658204,8872.666466560418,9016.589791512253,1139.0847922240448,1131.631716581018,50434.304006695726,50527.56056435081
AP0098,2,986.2609248906062,784.3174882048869,8403.741083934892,7890.1958020796465,1120.2365793566842,1121.562444133469,49300.949809330195,48630.79663968793
AP0098,3,842.2658362553198,551.5071207600296,7868.26150337594,7265.635417198013,1108.3959574648277,1120.2374608624484,48188.18397273501,47774.35211018967
AP0099,0,2151.6652934525255,2419.2508650324894,11168.678750017933,11337.55754340391,1111.7920129602558,1113.1898083687647,54825.79441060017,55398.462675348965
AP0099,1,1035.4630273443775,959.8357348329532,10053.134401408099,9728.794600845187,1096.7991985267613,1091.372065753301,51885.96618269701,51529.27121022994
AP0099,2,821.0455510843764,470.1150848124799,9165.619179864416,8815.250839378608,1084.4667898173614,1026.9754332683135,50323.07087743548,49590.19881988185
AP0099,3,753.8156164751674,,8858.117414997329,,1083.063730695414,1009.2624291047825,49531.06464591895,
