target,fase,clave,r2_max_ruido,r2_oof_plm_techo,r2_relativa_oof,autocorr_lag1_res_oof,r2_oof_plm,r2_lockbox_plm,sd_r2_oof_plm_5seeds,mejor_algoritmo,mejor_config,r2_oof_mejor,r2_lockbox_mejor,mejor_algoritmo_bruto_optimista,r2_oof_mejor_bruto_optimista,delta_r2_mejor_vs_plm,delta_ci_lo,delta_ci_hi,supera_umbral_0_01,curva_asintota_a,curva_n_max,curva_r2_n_max,curva_gap_asintota,veredicto
R_sn_dep,Reducción,sn_dep,0.9977730540681844,0.7652489876932658,0.7669569593738209,-0.0498476624453623,0.7652489876932658,0.7996825168326529,0.0,Stacking_promedio(HGB+XGB+Ridge),media simple,0.7705809907106392,0.8065776822539168,HGB_grid_mejor(OPTIMISTA:seleccion=OOF),0.770783997421281,0.005332003017373466,-0.0031055498914666344,0.01403470495011454,False,0.7779339843981725,290.0,0.7652489876932658,0.0126849967049067,"techo de ruido R2_max=1.00, PLM v6 alcanza 0.77 (R2 relativa 77%); ningun algoritmo supera al PLM en >=0.01 OOF con IC solido (mejor delta +0.005); no hay modelo mejor con estos datos y este estado; curva de aprendizaje: gap a la asintota estimada +0.013 R2 (saturada si <=0.02)"
R_feo_ret,Reducción,feo_ret,0.5713266018384001,0.3293346891031186,0.5764385695386735,-0.114406015511957,0.3293346891031186,0.48614296954594594,0.0,XGBoost_cfg1,"{'max_depth': 3, 'n_estimators': 300, 'learning_rate': 0.05}",0.3258187764963456,0.410517361571007,HGB_grid_mejor(OPTIMISTA:seleccion=OOF),0.3315367452137787,-0.003515912606772975,-0.03019603416513638,0.02133504068623567,False,0.3245902970796164,290.0,0.3293346891031186,-0.0047443920235021,"techo de ruido R2_max=0.57, PLM v6 alcanza 0.33 (R2 relativa 58%); ningun algoritmo supera al PLM en >=0.01 OOF con IC solido (mejor delta -0.004); no hay modelo mejor con estos datos y este estado; curva de aprendizaje: gap a la asintota estimada -0.005 R2 (saturada si <=0.02)"
F_sn_dep,Fusión,sn_dep,0.9776427519965748,0.1608926534197535,0.1645720311342494,-0.0385522156176536,0.1608926534197535,-0.46641944815397024,0.0,Stacking_promedio(HGB+XGB+Ridge),media simple,0.1914375301596358,-0.7652245557886066,HGB_grid_mejor(OPTIMISTA:seleccion=OOF),0.1918353389580656,0.030544876739882265,0.0073502705581144495,0.05483276204242105,True,,,,,"techo de ruido R2_max=0.98, PLM v6 alcanza 0.16 (R2 relativa 16%); Stacking_promedio(HGB+XGB+Ridge) supera al PLM en +0.031 OOF (IC>0): queda margen algoritmico"
