subset,kpi,variable,n,coef_por_sd,ci_lo,ci_hi,p_hc3,p_perm,spearman,p_spearman,r2_adj
DEV,recuperacion_refinada_pct,dist_total,298,0.024517393889429417,-0.5397965158929153,0.5888313036717742,0.9321394924079871,,-0.020037650658752546,0.730482081250326,-0.0036689255859374548
DEV,recuperacion_refinada_pct,dist_F,297,0.14840439199542566,-0.3584104839500115,0.6552192679408628,0.5660271861779796,,0.003344056484271303,0.9542364700742012,-0.0005793266997142776
DEV,recuperacion_refinada_pct,dist_R,298,-0.24987410233950905,-0.8563929916219524,0.35664478694293433,0.41939723900068815,,-0.05432374591872236,0.3500345527713858,-0.0005973350362933338
DEV,rendimiento_proxy_batch,dist_total,298,0.004172287726274745,-0.5731450882057147,0.5814896636582643,0.9886985738542512,,-0.023604555171957285,0.6848735212319897,-0.003347074561593333
DEV,rendimiento_proxy_batch,dist_F,297,0.12212667932809772,-0.3998789111478448,0.6441322698040403,0.6465597852665872,,-0.007297788905884582,0.9003342394861282,0.0004326468179365328
DEV,rendimiento_proxy_batch,dist_R,298,-0.239521751741196,-0.8817625718921047,0.40271906840971267,0.4648020096569949,,-0.05115950680870976,0.37885130710140624,-0.0006489497161019653
DEV,recuperacion_refinada_pct_next,dist_total,298,-0.32646188566363626,-0.8167795730361181,0.16385580170884562,0.19190051751758663,,-0.03535185091554766,0.5432585656930428,0.002889855836620381
DEV,recuperacion_refinada_pct_next,dist_F,297,0.07361937430546911,-0.5242081622519073,0.6714469108628456,0.8092765421888238,,-0.013756414538132426,0.8133665545065434,-0.0021597850315262512
DEV,recuperacion_refinada_pct_next,dist_R,298,-0.12695746746048475,-0.5811602568206278,0.32724532189965827,0.583799339644036,,-0.02899577579981238,0.6180993426995762,-0.0015287633429184044
DEV,recuperacion_refinada_pct_media2,dist_total,298,-0.1509722458871032,-0.5369974884315523,0.2350529966573459,0.4433606457217498,,-0.025432899819458107,0.6619188207787641,0.01570716209571643
DEV,recuperacion_refinada_pct_media2,dist_F,297,0.11101188315044871,-0.2995391197611952,0.5215628860620927,0.5961334440081025,,-0.010881639043948916,0.8518601819821624,0.015892055285663398
DEV,recuperacion_refinada_pct_media2,dist_R,298,-0.18841578489999722,-0.5969485832114148,0.22011701341142031,0.36602849627111067,,-0.03352583437089663,0.5642938967724273,0.016862828668233965
DEV,f_dross,dist_total,298,-0.0008263308726415403,-0.004731177912473473,0.003078516167190392,0.6783167809715971,,-0.022653199251705117,0.6969349112673243,0.07484677500593928
DEV,f_dross,dist_F,297,-0.0032175251450727574,-0.007006181356278188,0.0005711310661326735,0.09601175313475754,,-0.05105520659364145,0.38063272379436824,0.08351804695906728
DEV,f_dross,dist_R,298,0.002245251902613309,-0.0034859589949788796,0.007976462800205497,0.4425864055291351,,0.018423825296683433,0.7514448697997895,0.07811033418736801
DEV,f_polvo,dist_total,298,0.0007846079953787453,-0.002916205351967962,0.004485421342725453,0.6777530796854823,,0.03807396225457233,0.5126392587064135,0.04899101393485994
DEV,f_polvo,dist_F,297,0.001996258351791789,-0.001953026523342308,0.005945543226925886,0.3218273978071825,,0.0798128097944193,0.1701075835557331,0.05358402500176951
DEV,f_polvo,dist_R,298,0.00014996561479864432,-0.003669132265622875,0.003969063495220164,0.9386534014229477,,0.0008459283547905573,0.9883978768922124,0.04845272111611243
LOCKBOX,recuperacion_refinada_pct,dist_total,63,-0.284777794040153,-1.5318930150035082,0.9623374269232021,0.6544734787650808,,-0.05217933947772657,0.6846368030674369,0.05267821780769255
LOCKBOX,recuperacion_refinada_pct,dist_F,62,-0.10274420038144383,-1.3384015161072766,1.132913115344389,0.8705421448307044,,0.05094306363476115,0.6941582837260091,0.045852961591124175
LOCKBOX,recuperacion_refinada_pct,dist_R,63,-0.4097212663695884,-1.5911608627099025,0.7717183299707258,0.49668669965053214,,-0.16234639016897082,0.20364565547333538,0.05611769311532344
LOCKBOX,rendimiento_proxy_batch,dist_total,63,-0.21938664792779483,-1.4854456241804532,1.0466723283248636,0.7341361832468363,,-0.04910714285714286,0.7023120186648278,0.04382332501030395
LOCKBOX,rendimiento_proxy_batch,dist_F,62,-0.12950098520243136,-1.3733996843692122,1.1143977139643495,0.8383145913985628,,0.04439575936138602,0.7318787747253561,0.03901428100421489
LOCKBOX,rendimiento_proxy_batch,dist_R,63,-0.5083251208747088,-1.5927181421323924,0.5760679003829747,0.3582201553179972,,-0.1620103686635945,0.20459562742442527,0.054287598878620114
LOCKBOX,recuperacion_refinada_pct_next,dist_total,62,0.19492007453481242,-0.9840888738936105,1.3739290229632353,0.7459140013095725,,-0.025307849210546195,0.8451972377965956,-0.05109308740963181
