n_escalones,uplift_fisico_fusion_kg,uplift_fisico_reduccion_kg,uplift_fisico_total_kg,uplift_J_total_kg,pct_escalones_con_mejora,support_medio_historico,support_medio_recomendado,R_sdi_pred_hist,R_sdi_pred_rec,R_d_sn_dep_pred,R_d_feo_ret_pred,F_d_sn_dep_pred,Batch,es_lockbox,fold,dist_Fusión_tasa_feed_Carbon_kg_min,dir_Fusión_tasa_feed_Carbon_kg_min,dist_Fusión_tasa_gn_nm3_min,dir_Fusión_tasa_gn_nm3_min,dist_Fusión_tasa_o2_nm3_min,dir_Fusión_tasa_o2_nm3_min,dist_Fusión_tasa_aire_nm3_min,dir_Fusión_tasa_aire_nm3_min,dist_F,dist_Reducción_tasa_feed_Carbon_kg_min,dir_Reducción_tasa_feed_Carbon_kg_min,dist_Reducción_tasa_gn_nm3_min,dir_Reducción_tasa_gn_nm3_min,dist_Reducción_tasa_o2_nm3_min,dir_Reducción_tasa_o2_nm3_min,dist_Reducción_tasa_aire_nm3_min,dir_Reducción_tasa_aire_nm3_min,dist_R,dist_total,rendimiento_proxy_batch,recuperacion_refinada_pct,recuperacion_real_pct,f_metal,f_dross,f_polvo,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,sn_cargado_batch_kg,temperatura_media_fusion,frac_carga_secundaria_media_fusion,feed_dross_Fe_total_t,fecha_inicio_batch,idx_cronologico,recuperacion_refinada_pct_next,recuperacion_refinada_pct_media2,rendimiento_proxy_batch_next,rendimiento_proxy_batch_media2,recuperacion_real_pct_next,recuperacion_real_pct_media2,J_R_temprano_hist_pp,J_R_tardio_hist_pp,J_F_inicial_hist_pp,J_F_final_hist_pp,J_R_hist_pp,J_F_hist_pp,J_batch_hist_pp,J_batch_hist_kg,J_R_temprano_rec_pp,J_R_tardio_rec_pp,J_F_inicial_rec_pp,J_F_final_rec_pp,J_R_rec_pp,J_F_rec_pp,J_batch_rec_pp,J_batch_rec_kg,uplift_batch_pp,uplift_batch_kg
10,61.85092663284718,52.49844387935495,114.34937051220213,110.94773876572685,60.0,0.23590902917364726,0.2540624769409403,0.539686074456272,0.5668560832534394,-0.008049864245761484,0.004480899878235203,-0.04442745974942275,AP0001,False,0,0.4759782915203745,-0.4759782915203745,0.7710745484597022,0.7710745484597022,0.7823980094238777,0.7823980094238777,0.03811370176206448,-0.007364184015074211,0.5168911377915048,0.07324506809455,-0.005957177691685987,0.06606923444256496,-0.03315599559339037,0.05076701845511268,0.0395245700629345,0.17539646497113337,0.17539646497113337,0.09136944649084025,0.3041302921411725,79.91765201995008,78.4385053607697,67.62373749669,0.7991765201995008,0.08263694984335675,0.11818652995714247,41.43282990669513,299.99971591319826,49907.386443483614,1199.8433943567873,7.04913158954446e-05,0.008429022004681047,2026-04-21 18:36:00,1,72.14314023686171,75.2908227988157,73.05531072136027,76.48648137065518,67.26438959007012,67.44406354338005,2.7046352138012217,-0.8038608595662315,-1.0546137208648019,-0.9821404568772472,1.90077435423499,-2.0367541777420493,-0.13597982350705928,-69.68965954736788,2.725118490949054,-0.7286513657304405,-1.0527346414592604,-0.9582516096281235,1.9964671252186132,-2.010986251087384,-0.01451912586877091,-7.441052007745092,0.12146069763828837,62.24860753962279
10,0.0,15.199821750048057,15.199821750048057,9.501269886208547,10.0,0.17597065122772865,0.1756857236345367,0.5181956123342558,0.5271358424550809,-0.010174841174773908,0.0024319429129260953,0.0,AP0002,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04327988574206829,0.04327988574206829,0.030629075216836565,-0.030629075216836565,0.029853505834498095,0.029853505834498095,0.05329617548390101,0.05329617548390101,0.03926466056932599,0.019632330284662994,73.05531072136027,72.14314023686171,67.26438959007012,0.7305531072136027,0.12935509971758247,0.14009179306881472,41.43282990669513,299.99971591319826,49489.247137855884,1309.4844819802286,3.2638419299333144e-05,0.0025644468226412665,2026-04-22 03:22:00,2,78.14326293566891,75.14320158626532,79.15175258246624,76.10353165191326,74.59717483983012,70.93078221495011,2.490427518010217,-0.6653425713689679,-1.1303275623909066,-1.105973261861536,1.8250849466412489,-2.2363008242524423,-0.4112158776111934,-210.7481372757366,2.490427518010217,-0.6338550808834217,-1.1303275623909066,-1.105973261861536,1.856572437126795,-2.2363008242524423,-0.37972838712564716,-194.61079840189416,0.03148749048554622,16.137338873842438
10,0.0,265.1776010760571,265.1776010760571,265.17760107605693,40.0,0.2714605849132924,0.27848784084782396,-0.30855533700526494,-0.17551093983844024,-0.0072880823319697585,0.017854005025291907,0.0,AP0003,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29017237446227767,-0.21509917201052886,0.12726032212574115,-0.007618748742608997,0.2602629244410837,0.2602629244410837,0.11788955468027289,0.06215613432783572,0.19889629392734384,0.09944814696367194,79.15175258246624,78.14326293566891,74.59717483983012,0.7915175258246625,0.07712140760278896,0.13136106657254842,41.432829906695126,299.99971591319826,50071.225995084955,1267.0349252921192,3.2441315410357124e-05,0.034214071363375904,2026-04-22 12:29:00,3,71.85093529025706,74.99709911296299,72.52505027310832,75.83840142778729,71.4049721091537,73.0010734744919,0.5815169626749883,-1.6682488596075316,-0.994358638905928,-1.0425004744328468,-1.0867318969325432,-2.0368591133387746,-3.123591010271318,-1600.8403927640504,0.8369179438564983,-1.455067473967485,-0.994358638905928,-1.0425004744328468,-0.6181495301109865,-2.0368591133387746,-2.655008643449761,-1360.6919297680026,0.46858236682155674,240.14846299604784
10,0.0,43.56330025707099,43.56330025707099,38.92842521080854,30.0,0.2955400804438977,0.2961833231395395,0.6413735072317608,0.656408144787194,-0.00691160963493509,0.0027921434084437827,0.0,AP0004,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13207515761382327,-0.13207515761382327,0.11979191461797703,-0.04007890698719399,0.07003034545228716,0.05838383884184521,0.03719397472153768,0.03267631578567588,0.08977284810140627,0.04488642405070314,72.52505027310832,71.85093529025706,71.4049721091537,0.7252505027310832,0.12284919932885231,0.1519002979400646,41.43282990669514,299.99971591319826,50407.47014784682,1216.3569351554343,2.62387222673284e-05,0.0022026860074982227,2026-04-22 21:08:00,4,70.15845553393244,71.00469541209475,71.60074551166002,72.06289789238417,66.48723551500777,68.94610381208074,3.6252072436710474,-1.3662897512007857,-1.0215584463659138,-1.0708549944478218,2.2589174924702617,-2.092413440813736,0.16650405165652593,85.33332647396954,3.634301343382628,-1.3224318574421308,-1.0215584463659138,-1.0708549944478218,2.3118694859404973,-2.092413440813736,0.21945604512676153,112.47122312746528,0.0529519934702356,27.137896653495748
10,16.497062393824194,146.95317055446606,163.45023294829025,163.45023294829025,30.0,0.20692759261316834,0.24230934331258175,1.029529049330839,1.1166463942302567,0.12480539234492677,-0.004794916977800202,-0.016649308919080008,AP0005,False,3,0.08334204077891226,-0.08334204077891226,0.030066483875024516,-0.030066483875024516,0.01646745736279945,0.01646745736279945,0.0011588710176631929,-0.0011588710176631929,0.03275871325859985,0.17490630994103093,0.021006393789482852,0.40054952948070194,0.33406108140965224,0.11208298841109082,0.11208298841109082,1.0307557113056425,1.0271938481445537,0.4295736347846165,0.2311661740216082,71.60074551166002,70.15845553393244,66.48723551500777,0.7160074551166002,0.12240181182456374,0.16159073305883612,41.43282990669513,299.99971591319826,48723.45759162705,1249.450937337607,0.014676235221650857,3.483878779855645e-21,2026-04-23 05:45:00,5,72.57614671931469,71.36730112662357,73.67015516465584,72.63545033815794,66.61048864864914,66.54886208182845,1.8608416583422032,1.765159653401013,-1.056882097188102,-1.0861647776029957,3.626001311743216,-2.143046874791098,1.4829544369521184,760.0141489379606,2.135110879089933,1.7977177213890305,-1.0472254980150357,-1.0861647776029957,3.9328286004789637,-2.1333902756180314,1.7994383248609322,922.2121414912277,0.3164838879088139,162.1979925532671
9,15.931045771260756,38.99677425303652,54.927820024297276,54.927820024297375,44.44444444444444,0.276338672984544,0.2819471124684126,1.1233522662794635,1.138356504031293,-0.009996587368849619,0.0031807665547937958,-0.01897296211911642,AP0006,False,4,0.08081747317416153,-0.08081747317416153,0.1382201976576635,-0.1382201976576635,0.10257554370604653,-0.10257554370604653,0.0030621797283537674,0.0025160784160816667,0.08116884856655633,0.13663314628880444,-0.13663314628880444,0.2050730407511494,-0.0987890305767725,0.19729136061021557,-0.07083137778716075,0.05328830691930277,0.05328830691930277,0.14807146364236803,0.11462015610446219,73.67015516465584,72.57614671931469,66.61048864864914,0.7367015516465584,0.08747735129382754,0.175821097059614,41.43282990669514,299.99971591319826,49795.58125591482,1230.02669141176,1.1348174603105027e-05,0.0010495267869860942,2026-04-23 14:40:00,6,71.86118676988926,72.21866674460198,74.14683229482415,73.90849372974,70.55223508172128,68.58136186518522,4.035428653002113,-0.07898197116584345,-0.9330870850500075,-1.0138005906753729,3.95644668183627,-1.9468876757253806,2.009559006110889,1029.8989906318307,4.044288609940129,-0.034997002741915584,-0.92208276702092,-1.0138005906753729,4.009291607198214,-1.9358833576962928,2.073408249501921,1062.6217278697345,0.06384924339103204,32.72273723790392
8,0.0,113.77614547789884,113.77614547789884,113.77614547789892,12.5,0.18533752143155652,0.1971232259833507,1.374864606341333,1.4206593037597508,-0.03908328098164304,0.010798724987285098,0.0,AP0007,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5628439923088231,-0.5628439923088231,0.007021381498040316,-0.007021381498040316,0.029788543631886565,-0.029788543631886565,0.08034697137338027,0.08034697137338027,0.17000022220303257,0.08500011110151628,74.14683229482415,71.86118676988926,70.55223508172128,0.7414683229482415,0.08838031171581676,0.1701513653359418,41.43282990669513,299.99971591319826,49049.84223379435,1210.4768121249883,8.27745483211954e-05,0.007755194640619015,2026-04-23 22:38:00,7,58.92715260043539,65.39416968516232,59.56529046993668,66.85606138238042,56.917572411043004,63.734903746382145,4.842273143534175,0.0,-1.000260547190227,-1.0121341395922223,4.842273143534175,-2.0123946867824496,2.8298784567517257,1450.3127090852595,5.003562067841842,0.0,-1.000260547190227,-1.0121341395922223,5.003562067841842,-2.0123946867824496,2.9911673810593924,1532.9732827929386,0.16128892430766673,82.66057370767919
4,0.0,74.43739104185018,74.43739104185018,74.4373910418501,100.0,0.32713282632700513,0.34103107427341456,0.3932062847497795,0.4383941376752399,0.04625289017821277,-0.00013550092274201148,,AP0008,False,0,,,,,,,,,,0.1935913902569372,0.02017691616454944,0.1529571891769412,0.1529571891769412,0.18614489661706865,0.18614489661706865,0.15742272809134888,0.14443768249435202,0.17252905103557398,0.17252905103557398,59.56529046993668,58.92715260043539,56.917572411043004,0.5956529046993667,0.21681947670288612,0.18752761859774708,41.80029722790323,299.99971591319826,45648.046639036,1195.196995634653,,0.0017468299636686964,2026-04-24 07:23:00,8,76.67768621035799,67.80241940539669,77.74576970038642,68.65553008516154,65.78759067589957,61.35258154347129,2.7286334728345274,-1.3437609379458044,0.0,0.0,1.384872534888723,0.0,1.384872534888723,709.7471741304705,2.8199324540581596,-1.2759083011659649,0.0,0.0,1.5440241528921947,0.0,1.5440241528921947,791.3123783572498,0.15915161800347177,81.56520422677929
10,14.237257640425867,250.43473090432815,264.671988544754,196.37175757917817,40.0,0.27159757733242,0.27245608086973794,0.9489396232599255,1.0771556485646379,-0.08569881000983295,0.027215627902613896,0.01867904150162325,AP0009,False,2,0.16773699612982026,-0.16773699612982026,0.2177986409813171,0.2177986409813171,0.26898654057187926,0.26898654057187926,0.006039583170437288,-0.006039583170437288,0.16514044021336347,0.16020485715850585,-0.16020485715850585,0.3770039157863415,-0.3770039157863415,0.18893854248529196,-0.00987881375653292,0.1453631185177309,-0.10524662126439202,0.21787760848696755,0.19150902435016554,77.74576970038642,76.67768621035799,65.78759067589957,0.7774576970038642,0.07465371759361254,0.1478885854025233,42.415478561836736,299.99971591319826,49688.51977121447,1245.9461460727223,0.5889689319920993,26.167411716411905,2026-04-24 15:46:00,9,68.16148386572002,72.419585038039,68.50557650116588,73.12567310077614,68.30094269633042,67.044266686115,4.1432767787692475,-0.80111142564779,-1.1995885922556726,-1.0937378560354925,3.3421653531214575,-2.2933264482911646,1.0488389048302929,537.5299387255251,4.172917371791849,-0.3791751775471952,-1.210422436326614,-1.0937378560354925,3.793742194244653,-2.304160292362106,1.4895819018825471,763.4107247148054,0.4407429970522543,225.88078598928033
10,0.0,0.0,0.0,0.0,0.0,0.12802764088230792,0.12802764088230792,1.1851784672584122,1.1851784672584122,0.0,0.0,0.0,AP0010,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.50557650116588,68.16148386572002,68.30094269633042,0.6850557650116589,0.12254939092734289,0.19239484406099827,42.415478561836736,299.99971591319826,47940.42176779384,1227.4300561958028,0.599878308490001,25.135725653255392,2026-04-24 23:48:00,10,64.46025013766302,66.31086700169152,65.4900480917299,66.99781229644789,62.541515006437095,65.42122885138376,4.261149110748375,-0.08695054906424826,-1.1580908080447265,-1.1287892672514095,4.174198561684127,-2.286880075296136,1.8873184863879913,967.2507242738455,4.261149110748375,-0.08695054906424826,-1.1580908080447265,-1.1287892672514095,4.174198561684127,-2.286880075296136,1.8873184863879913,967.2507242738455,0.0,0.0
