forma,clave,n_estado,n_palancas,n_dev,n_lockbox,r2_oof,mae_oof,r2_lockbox,mae_lockbox
hibrido_b_plm_offset,sn_dep,39,4,1062,238,0.7669115601690858,0.2438754836675853,0.8020379569102305,0.24119692796511435
hibrido_b_plm_offset,feo_ret,39,5,1062,238,0.32119381226571364,0.04730551093161221,0.47267216856149474,0.041994275295368685
