kpi,modelo,n_dev,n_features,r2_oof_mean,r2_oof_sd,rho_oof_mean,rho_oof_sd,r2_lockbox,rho_lockbox,p_lockbox,n_lockbox
recuperacion_refinada_pct,HGB,299,40,0.078999045814522,0.023210897973750193,0.3356427465152297,0.020440173068850907,-0.09270344446163659,0.17905145929339478,0.1602909804635074,63
recuperacion_refinada_pct,Ridge,299,40,0.14999831286502843,0.015402676809655968,0.402726313662993,0.010977520527764503,0.0802101587678058,0.24951996927803383,0.04859139475531776,63
sn_perdido_escoria_frac,HGB,299,40,0.5378928150459511,0.028923716008202354,0.7674355233328095,0.01154597815176211,0.3144805895577598,0.8428859447004609,4.583753099736108e-18,63
sn_perdido_escoria_frac,Ridge,299,40,0.1251914772956274,0.15464393064083193,0.765077327108258,0.01471314639490037,0.4161951112654938,0.8237327188940092,1.1377676671341223e-16,63
