target,estado,n_dev,n_lock,r2_oof,r2_lockbox,theta_carbon
feo_extraido_est_kg,v4,1045,242,0.3671148635258227,0.37832840370409837,"tasa_feed_Carbon_kg_min:+413.66[-305.98,+1330.52];Cx_av_v4:-301.96[-1054.63,+274.95]"
feo_extraido_est_kg,v4+avance_feo,1041,242,0.3825223344879265,0.36073863603811185,"tasa_feed_Carbon_kg_min:+482.93[-381.75,+1398.21];Cx_av_v4:-397.52[-1206.25,+381.27]"
feo_extraido_est_kg,v4+avance_feo+bandera,1041,242,0.3825223344879265,0.36073863603811185,"tasa_feed_Carbon_kg_min:+482.93[-381.75,+1398.21];Cx_av_v4:-397.52[-1206.25,+381.27]"
sn_extraido_est_kg,v4,1049,238,0.9756791643977614,0.983669052383787,"Cx_sn_v4:+460.90[-68.82,+872.76]"
sn_extraido_est_kg,v4+avance_feo,1045,238,0.9756333183757824,0.9837485197143319,"Cx_sn_v4:+356.13[-188.28,+821.67]"
sn_extraido_est_kg,v4+avance_feo+bandera,1045,238,0.9756320669387464,0.9837488792626151,"Cx_sn_v4:+355.19[-186.85,+805.80]"
st_R22_sdi,v4,1015,242,0.13140568949613185,0.14309591413031608,"tasa_feed_Carbon_kg_min:+0.27[-0.95,+1.05];Cx_av_v4:-0.13[-0.91,+1.00]"
st_R22_sdi,v4+avance_feo,1011,242,0.154429397556737,0.043711382233921015,"tasa_feed_Carbon_kg_min:-0.15[-1.42,+0.81];Cx_av_v4:+0.35[-0.48,+1.67]"
st_R22_sdi,v4+avance_feo+bandera,1011,242,0.15445240287616357,0.04154889498188463,"tasa_feed_Carbon_kg_min:-0.05[-1.35,+0.85];Cx_av_v4:+0.28[-0.56,+1.58]"
