parametro,rango_masa_escoria_kg,rango_sn_escoria_kg,rango_recuperacion_refinada_pp
HUMEDAD_CARGA,7872.946712738194,86.69617938069996,0.1513885868378395
LEY_SN_POLVO,6279.847349388474,72.52918534217895,0.13807390187810142
CENIZA_CARBON,1690.583888289606,17.980387050073546,0.03163542382119999
FE_MET_DROSS,1656.5968960760147,13.854639345829355,0.025286775690844365
LEY_SN_METAL,1639.8714271760618,17.19531905849999,0.031059478455645717
LEY_SN_DROSS,1270.8876815132608,13.670555988889419,0.0209625173327197
