tramo_avance,b6_reductor_neto_kg_ceq,pred_feo_extraido_kg,pred_sn_extraido_kg,pred_sdi,J_sn_menos_06feo
<0.84,-1164.8046709442547,1174.489541789684,9864.999208855486,0.6698088492677381,9160.305483781676
<0.84,-1123.661501207206,1183.2519287329362,9863.687413455224,0.6646629267980398,9153.736256215461
<0.84,-1082.5183314701571,1192.0143156761885,9862.375618054963,0.6595170043283415,9147.16702864925
<0.84,-1041.3751617331081,1200.7767026194408,9861.0638226547,0.6543710818586431,9140.597801083035
<0.84,-1000.2319919960595,1209.539089562693,9859.752027254439,0.6492251593889448,9134.028573516824
<0.84,-959.0888222590106,1218.3014765059456,9858.440231854176,0.6440792369192464,9127.459345950609
<0.84,-917.9456525219618,1227.063863449198,9857.128436453913,0.6389333144495482,9120.890118384395
<0.84,-876.8024827849131,1235.8262503924502,9855.816641053652,0.6337873919798498,9114.320890818182
<0.84,-835.6593130478643,1244.5886373357025,9854.50484565339,0.6286414695101514,9107.751663251967
<0.84,-794.5161433108154,1253.351024278955,9853.193050253127,0.6234955470404531,9101.182435685754
<0.84,-753.3729735737667,1262.1134112222073,9851.881254852866,0.6183496245707548,9094.613208119541
<0.84,-712.2298038367178,1270.8757981654596,9850.569459452603,0.6132037021010565,9088.043980553328
<0.84,-671.086634099669,1279.638185108712,9849.257664052342,0.6080577796313581,9081.474752987115
<0.84,-629.9434643626203,1288.4005720519642,9847.94586865208,0.6029118571616597,9074.905525420902
<0.84,-588.8002946255715,1297.1629589952165,9846.634073251817,0.5977659346919614,9068.336297854687
<0.84,-547.6571248885226,1305.925345938469,9845.322277851556,0.5926200122222631,9061.767070288473
<0.84,-506.51395515147385,1314.6877328817213,9844.010482451293,0.5874740897525648,9055.19784272226
<0.84,-465.3707854144251,1323.4501198249736,9842.69868705103,0.5823281672828664,9048.628615156045
<0.84,-424.2276156773762,1332.2125067682261,9841.386891650769,0.577182244813168,9042.059387589834
<0.84,-383.08444594032744,1340.9748937114784,9840.075096250506,0.5720363223434698,9035.490160023619
<0.84,-341.9412762032787,1349.7372806547307,9838.763300850245,0.5668903998737714,9028.920932457408
<0.84,-300.7981064662298,1358.499667597983,9837.451505449983,0.5617444774040731,9022.351704891193
<0.84,-259.65493672918103,1367.2620545412353,9836.13971004972,0.5565985549343747,9015.782477324978
<0.84,-218.51176699213227,1376.0244414844876,9834.827914649459,0.5514526324646764,9009.213249758766
<0.84,-177.3685972550834,1384.7868284277401,9833.516119249196,0.5463067099949781,9002.644022192551
<0.84,-136.22542751803462,1393.5492153709924,9832.204323848933,0.5411607875252797,8996.074794626338
<0.84,-95.08225778098586,1402.3116023142447,9830.892528448672,0.5360148650555814,8989.505567060125
<0.84,-53.93908804393709,1411.073989257497,9829.58073304841,0.530868942585883,8982.936339493912
<0.84,-12.795918306888325,1419.8363762007496,9828.268937648148,0.5257230201161848,8976.367111927699
<0.84,28.347251430160668,1428.5987631440019,9826.957142247886,0.5205770976464864,8969.797884361484
<0.84,69.49042116720943,1437.3611500872541,9825.645346847623,0.515431175176788,8963.22865679527
<0.84,110.6335909042582,1446.1235370305064,9824.333551447362,0.5102852527070897,8956.659429229057
<0.84,151.77676064130696,1454.8859239737587,9823.0217560471,0.5051393302373913,8950.090201662844
<0.84,192.91993037835573,1463.6483109170113,9821.709960646836,0.4999934077676931,8943.52097409663
<0.84,234.0631001154045,1472.4106978602636,9820.398165246575,0.4948474852979947,8936.951746530418
<0.84,275.20626985245326,1481.1730848035158,9819.086369846313,0.4897015628282964,8930.382518964203
<0.84,316.34943958950225,1489.9354717467684,9817.77457444605,0.48455564035859805,8923.81329139799
<0.84,357.492609326551,1498.6978586900207,9816.462779045789,0.4794097178888997,8917.244063831777
<0.84,398.6357790635998,1507.460245633273,9815.150983645526,0.4742637954192014,8910.674836265562
<0.84,439.77894880064855,1516.2226325765253,9813.839188245265,0.469117872949503,8904.10560869935
<0.84,480.92211853769726,1524.9850195197776,9812.527392845002,0.4639719504798047,8897.536381133135
0.84-0.96,-1164.8046709442547,579.9019500734809,2471.170304173504,0.2674046262144769,2123.229134129416
0.84-0.96,-1123.661501207206,588.6643370167332,2469.858508773242,0.2622587037447786,2116.659906563202
0.84-0.96,-1082.5183314701571,597.4267239599856,2468.54671337298,0.25711278127508025,2110.0906789969886
0.84-0.96,-1041.3751617331081,606.1891109032379,2467.234917972718,0.2519668588053819,2103.5214514307754
0.84-0.96,-1000.2319919960595,614.9514978464902,2465.9231225724557,0.24682093633568356,2096.9522238645613
0.84-0.96,-959.0888222590106,623.7138847897426,2464.611327172194,0.2416750138659852,2090.382996298348
0.84-0.96,-917.9456525219618,632.476271732995,2463.2995317719315,0.2365290913962869,2083.8137687321346
0.84-0.96,-876.8024827849131,641.2386586762473,2461.9877363716696,0.23138316892658853,2077.2445411659214
0.84-0.96,-835.6593130478643,650.0010456194996,2460.6759409714073,0.22623724645689022,2070.6753135997074
0.84-0.96,-794.5161433108154,658.7634325627519,2459.3641455711454,0.22109132398719186,2064.106086033494
0.84-0.96,-753.3729735737667,667.5258195060043,2458.052350170883,0.21594540151749356,2057.5368584672806
0.84-0.96,-712.2298038367178,676.2882064492567,2456.740554770621,0.2107994790477952,2050.9676309010674
0.84-0.96,-671.086634099669,685.050593392509,2455.428759370359,0.20565355657809684,2044.3984033348536
0.84-0.96,-629.9434643626203,693.8129803357613,2454.116963970097,0.20050763410839853,2037.8291757686402
0.84-0.96,-588.8002946255715,702.5753672790137,2452.8051685698347,0.19536171163870017,2031.2599482024266
0.84-0.96,-547.6571248885226,711.337754222266,2451.493373169573,0.19021578916900186,2024.6907206362132
0.84-0.96,-506.51395515147385,720.1001411655184,2450.1815777693105,0.1850698666993035,2018.1214930699994
0.84-0.96,-465.3707854144251,728.8625281087707,2448.8697823690486,0.17992394422960517,2011.5522655037862
0.84-0.96,-424.2276156773762,737.6249150520231,2447.5579869687863,0.17477802175990684,2004.9830379375724
0.84-0.96,-383.08444594032744,746.3873019952754,2446.2461915685244,0.1696320992902085,1998.4138103713592
0.84-0.96,-341.9412762032787,755.1496889385277,2444.934396168262,0.16448617682051017,1991.8445828051454
0.84-0.96,-300.7981064662298,763.9120758817801,2443.622600768,0.1593402543508118,1985.2753552389322
0.84-0.96,-259.65493672918103,772.6744628250324,2442.310805367738,0.1541943318811135,1978.7061276727186
0.84-0.96,-218.51176699213227,781.4368497682848,2440.999009967476,0.14904840941141517,1972.1369001065052
0.84-0.96,-177.3685972550834,790.1992367115371,2439.6872145672137,0.1439024869417168,1965.5676725402914
0.84-0.96,-136.22542751803462,798.9616236547895,2438.375419166952,0.13875656447201848,1958.9984449740782
0.84-0.96,-95.08225778098586,807.7240105980418,2437.0636237666895,0.13361064200232015,1952.4292174078644
0.84-0.96,-53.93908804393709,816.4863975412941,2435.7518283664276,0.1284647195326218,1945.8599898416512
0.84-0.96,-12.795918306888325,825.2487844845465,2434.4400329661653,0.12331879706292348,1939.2907622754374
0.84-0.96,28.347251430160668,834.0111714277988,2433.1282375659034,0.11817287459322512,1932.7215347092242
0.84-0.96,69.49042116720943,842.7735583710512,2431.816442165641,0.11302695212352679,1926.1523071430104
0.84-0.96,110.6335909042582,851.5359453143035,2430.504646765379,0.10788102965382848,1919.5830795767972
0.84-0.96,151.77676064130696,860.2983322575559,2429.192851365117,0.10273510718413012,1913.0138520105834
0.84-0.96,192.91993037835573,869.0607192008082,2427.8810559648546,0.09758918471443181,1906.4446244443698
0.84-0.96,234.0631001154045,877.8231061440605,2426.5692605645927,0.09244326224473348,1899.8753968781564
0.84-0.96,275.20626985245326,886.5854930873129,2425.2574651643304,0.08729733977503515,1893.3061693119425
0.84-0.96,316.34943958950225,895.3478800305653,2423.9456697640685,0.08215141730533679,1886.7369417457294
0.84-0.96,357.492609326551,904.1102669738176,2422.633874363806,0.07700549483563845,1880.1677141795158
0.84-0.96,398.6357790635998,912.8726539170699,2421.3220789635443,0.07185957236594012,1873.5984866133024
0.84-0.96,439.77894880064855,921.6350408603223,2420.010283563282,0.06671364989624179,1867.0292590470885
0.84-0.96,480.92211853769726,930.3974278035746,2418.69848816302,0.061567727426543456,1860.4600314808754
>0.96,-1164.8046709442547,280.5293207978316,316.5192192951588,-0.08616708785254401,148.20162681645985
>0.96,-1123.661501207206,289.2917077410839,315.2074238948967,-0.09131301032224234,141.63239925024638
>0.96,-1082.5183314701571,298.0540946843363,313.8956284946346,-0.09645893279194065,135.06317168403282
>0.96,-1041.3751617331081,306.8164816275886,312.5838330943725,-0.10160485526163901,128.49394411781935
>0.96,-1000.2319919960595,315.57886857084094,311.27203769411034,-0.10675077773133732,121.92471655160577
>0.96,-959.0888222590106,324.3412555140933,309.96024229384824,-0.11189670020103568,115.35548898539227
>0.96,-917.9456525219618,333.1036424573456,308.64844689358614,-0.11704262267073401,108.7862614191788
>0.96,-876.8024827849131,341.866029400598,307.33665149332404,-0.12218854514043234,102.21703385296524
>0.96,-835.6593130478643,350.6284163438503,306.02485609306194,-0.12733446761013067,95.64780628675177
>0.96,-794.5161433108154,359.3908032871027,304.71306069279984,-0.132480390079829,89.07857872053822
>0.96,-753.3729735737667,368.153190230355,303.40126529253774,-0.1376263125495273,82.50935115432475
>0.96,-712.2298038367178,376.91557717360735,302.08946989227564,-0.14277223501922567,75.94012358811125
>0.96,-671.086634099669,385.6779641168597,300.77767449201355,-0.14791815748892398,69.37089602189775
>0.96,-629.9434643626203,394.44035106011205,299.4658790917514,-0.15306407995862234,62.801668455684165
>0.96,-588.8002946255715,403.2027380033644,298.1540836914893,-0.15821000242832065,56.232440889470666
>0.96,-547.6571248885226,411.96512494661675,296.8422882912272,-0.163355924898019,49.66321332325714
>0.96,-506.51395515147385,420.7275118898691,295.5304928909651,-0.16850184736771734,43.09398575704364
>0.96,-465.3707854144251,429.4898988331214,294.218697490703,-0.17364776983741567,36.52475819083014
>0.96,-424.2276156773762,438.2522857763738,292.9069020904409,-0.17879369230711403,29.955530624616642
>0.96,-383.08444594032744,447.0146727196261,291.5951066901788,-0.18393961477681237,23.386303058403143
>0.96,-341.9412762032787,455.77705966287846,290.2833112899167,-0.1890855372465107,16.817075492189645
>0.96,-300.7981064662298,464.5394466061308,288.9715158896546,-0.19423145971620903,10.247847925976146
>0.96,-259.65493672918103,473.30183354938316,287.65972048939244,-0.19937738218590736,3.678620359762533
>0.96,-218.51176699213227,482.0642204926355,286.34792508913034,-0.2045233046556057,-2.890607206450966
>0.96,-177.3685972550834,490.82660743588787,285.03612968886824,-0.20966922712530403,-9.459834772664465
>0.96,-136.22542751803462,499.58899437914016,283.72433428860614,-0.21481514959500236,-16.029062338877964
>0.96,-95.08225778098586,508.3513813223925,282.41253888834405,-0.2199610720647007,-22.598289905091463
>0.96,-53.93908804393709,517.1137682656448,281.10074348808195,-0.22510699453439903,-29.167517471304905
>0.96,-12.795918306888325,525.8761552088971,279.78894808781985,-0.23025291700409736,-35.7367450375184
>0.96,28.347251430160668,534.6385421521495,278.47715268755775,-0.23539883947379572,-42.30597260373196
>0.96,69.49042116720943,543.4009290954018,277.16535728729565,-0.24054476194349406,-48.8752001699454
>0.96,110.6335909042582,552.1633160386541,275.8535618870335,-0.2456906844131924,-55.44442773615896
>0.96,151.77676064130696,560.9257029819065,274.5417664867714,-0.2508366068828907,-62.01365530237251
>0.96,192.91993037835573,569.6880899251588,273.2299710865093,-0.2559825293525891,-68.58288286858595
>0.96,234.0631001154045,578.4504768684111,271.9181756862472,-0.2611284518222874,-75.15211043479945
>0.96,275.20626985245326,587.2128638116635,270.6063802859851,-0.26627437429198575,-81.72133800101301
>0.96,316.34943958950225,595.9752507549159,269.294584885723,-0.2714202967616841,-88.29056556722657
>0.96,357.492609326551,604.7376376981682,267.9827894854609,-0.2765662192313824,-94.85979313344001
>0.96,398.6357790635998,613.5000246414205,266.6709940851988,-0.2817121417010808,-101.4290206996535
>0.96,439.77894880064855,622.2624115846729,265.3591986849367,-0.2868580641707791,-107.99824826586706
>0.96,480.92211853769726,631.0247985279252,264.0474032846746,-0.29200398664047744,-114.5674758320805
