Batch,fase_proceso,c_consumido_kg,oferta_kg,utilizacion
AP0187,Reducción,3444.5139398886304,2510.925555309344,1.371810459535615
AP0188,Fusión,3713.1680259080813,7721.383541006444,0.4808941307200093
AP0188,Reducción,2950.397954132886,2403.4437289333546,1.227571055071994
AP0189,Fusión,8390.545544102548,7667.895385706886,1.094243612105441
AP0189,Reducción,1830.1473385537686,2350.7246979099905,0.7785460118664415
AP0190,Fusión,8087.487510893014,8281.247624585192,0.9766025455974837
AP0190,Reducción,2656.577920023518,2416.531519906424,1.0993350999727036
AP0191,Fusión,8587.343881002229,7662.175657004339,1.1207448465570158
AP0191,Reducción,3017.1180840086477,2310.4161772510406,1.3058764536519343
AP0192,Fusión,8514.374654897263,8349.140004259445,1.0197906192198862
AP0192,Reducción,2006.1362730554085,2136.7945116847845,0.9388531569531425
AP0193,Fusión,8858.034083268913,8085.344065009749,1.0955667454651767
AP0193,Reducción,1952.4660017368235,2306.803617449851,0.8463945465350257
AP0194,Fusión,4657.13496464834,7723.216294574171,0.6030046015829105
AP0194,Reducción,1751.602228144979,2183.5410961408043,0.8021842278310058
