parametro,valor,r2_oof_dT_b_Fusión,r2_lockbox_dT_b_Fusión,rho_reaccion_sn_Fusión,r2_oof_dT_b_Reducción,r2_lockbox_dT_b_Reducción,rho_reaccion_sn_Reducción
base,PCI=35.8/PERD=100%/CP=1.2/HCARGA=1.7,0.46633415552999324,0.051898119698724265,-0.26992719175820074,0.47370649078242244,0.5013224587772742,0.2477296545041087
PCI_GN_MJ_NM3,33.0,0.4730137468376201,0.04796040191085649,-0.5065459524716033,0.4739877542278773,0.5027113500709164,0.13004844008011457
PCI_GN_MJ_NM3,38.0,0.46306820350424094,0.06166024894482569,-0.04653761557297674,0.474111937702576,0.5066284058947175,0.32067858977356817
PERDIDAS_MJ_MIN_factor,0.5,0.46335225136689107,0.05546587909651679,-0.08325693718224265,0.47386699672360444,0.4998684006971488,0.3182385197732575
PERDIDAS_MJ_MIN_factor,1.5,0.47077408917611074,0.05285788308615946,-0.43140498273799943,0.4741057305503811,0.5044854481879533,0.1597058676915141
CP_ESCORIA_KJ_KG_K,1.0,0.4663334686050733,0.0518981197035463,-0.27217884071802295,0.4737062820108422,0.5013225241994896,0.24816894089009822
CP_ESCORIA_KJ_KG_K,1.4,0.4663338604243451,0.05189811954830048,-0.26709339984310837,0.4737044582148542,0.5013259433505008,0.24706179547858867
H_CARGA_MJ_KG,1.3,0.46582126631417264,0.06811710517022196,0.23052576403347094,0.4744532153292459,0.5038185301020734,0.31098201034399797
H_CARGA_MJ_KG,2.2,0.47255286995077783,0.047380039621728764,-0.6556319563170735,0.47497031703374737,0.5059984308053531,0.16978997739462925
