Batch,fecha_inicio,escalon_idx,fase_proceso,b6_masa_escoria_multioxido_kg,m_est_cao_kg,m_est_sio2_kg,m_est_al2o3_kg,m_est_mgo_kg
AP0180,2026-06-19 21:05:00,11,Reducción,,,,,
AP0181,2026-06-19 22:41:00,1,Fusión,55187.90218779598,55424.79967595946,54456.854395757866,57912.66231616801,54261.267997275405
AP0181,2026-06-19 23:08:00,2,Fusión,98084.8880841642,104826.2496712817,93507.8132266404,99683.43931719671,102367.34537874238
AP0181,2026-06-19 23:40:00,3,Fusión,142251.7629736052,154123.9548067412,134125.3287733701,144820.45969042782,151209.00869460966
AP0181,2026-06-20 00:17:00,4,Fusión,196594.71241726473,221809.41088996798,183664.1533243094,187114.00929998525,209011.01221037126
AP0181,2026-06-20 00:59:00,5,Fusión,235260.89462378554,258414.56621719303,222099.00278664267,231501.60822929902,247236.15200681647
AP0181,2026-06-20 01:46:00,6,Fusión,313179.1017307932,331248.69769939856,301389.1367279891,306937.89573145495,348580.42140077107
AP0181,2026-06-20 02:38:00,7,Fusión,349724.25152124127,374599.6233879911,337914.4839613908,336736.2426417625,361550.6193509446
AP0181,2026-06-20 03:43:00,8,Reducción,319285.1794082846,311384.55712495325,319561.4339246413,332114.9418916121,329956.3449325649
AP0181,2026-06-20 04:13:00,9,Reducción,308493.71126439923,301694.37033541175,308046.793893135,322349.31800166005,317467.5441477818
AP0181,2026-06-20 04:38:00,10,Reducción,304911.3938273251,300924.05821657734,304803.48439198884,311404.75903662853,312994.1095390581
AP0181,2026-06-20 04:58:00,11,Reducción,292829.4310292134,289470.5408687846,289524.67803301406,314690.3840356092,289817.1028052313
AP0182,2026-06-20 06:49:00,1,Fusión,52719.883926220115,50620.691217879554,52530.19357845602,56652.53180029294,57023.48701163613
AP0182,2026-06-20 07:16:00,2,Fusión,99403.91518251323,101806.84798225055,96543.57679373148,102962.25287126194,106282.85147964991
AP0182,2026-06-20 07:48:00,3,Fusión,144798.83865951296,143930.5802660175,143168.68429426503,149164.05442883124,156212.68054017492
AP0182,2026-06-20 08:25:00,4,Fusión,233092.4829381536,234635.94267065733,232402.67538214434,228375.62718140052,244212.76511219982
AP0182,2026-06-20 09:07:00,5,Fusión,352618.04670705047,340385.83355390147,349660.9791960155,331867.7732557627,519565.33306819695
AP0182,2026-06-20 09:54:00,6,Fusión,465471.22203945555,492661.5559035199,440661.61942864815,423464.7247041682,687878.601440488
AP0182,2026-06-20 10:46:00,7,Fusión,527632.1908473739,566511.7967919162,507526.0126362312,499065.579784726,587388.3312140348
AP0182,2026-06-20 12:23:00,8,Reducción,423559.572189289,396298.7480259587,430287.7290227544,450596.1041469817,444080.9474002299
AP0182,2026-06-20 12:53:00,9,Reducción,413090.35522108193,377871.0601720439,424832.441554595,436662.08686054865,437266.291017794
AP0182,2026-06-20 13:18:00,10,Reducción,405533.58519521705,348144.5997703888,425697.51294726896,445091.19352614006,430288.85704725236
AP0182,2026-06-20 13:38:00,11,Reducción,410760.64906689967,365830.24315673194,424939.1496332147,448065.11722654843,430413.26815847843
AP0183,2026-06-20 15:50:00,1,Fusión,57899.53585652289,53528.577539201,59917.49299886927,59624.13192883794,58005.73466839431
AP0183,2026-06-20 16:17:00,2,Fusión,104067.51245331245,108794.79510312533,101348.74111284762,104333.54223141554,103991.59473574893
AP0183,2026-06-20 16:49:00,3,Fusión,148143.60911688014,152509.1793672922,145455.93386190155,148169.53334002744,150649.8417094909
AP0183,2026-06-20 17:26:00,4,Fusión,187464.11989661714,202620.1858431308,179891.64178764686,180212.95787717888,197019.4701067935
AP0183,2026-06-20 18:08:00,5,Fusión,257178.78055295994,266003.91779507353,251589.8587801865,247871.31347172824,289974.8788239877
AP0183,2026-06-20 18:55:00,6,Fusión,312867.9116724698,358038.74908150494,292975.4030232707,284417.50204958225,330606.96736512135
AP0183,2026-06-20 19:47:00,7,Fusión,375312.9199426227,410984.95362692815,358116.6135298469,352353.1545690531,407209.90670647245
AP0183,2026-06-20 20:50:00,8,Reducción,326112.4755706953,330171.354715788,324504.0677372729,317112.2194678672,343616.3904597475
AP0183,2026-06-20 21:20:00,9,Reducción,309327.3147150432,297216.7975245907,313969.50595902366,317580.1066930524,310513.72228333907
AP0183,2026-06-20 21:45:00,10,Reducción,316214.5675737084,302667.73234497,319019.5600808575,331244.1278614364,327966.92576353444
AP0183,2026-06-20 22:05:00,11,Reducción,310181.82395409985,300426.74484625435,311816.5205893551,320557.73633794463,324165.7935868412
AP0184,2026-06-21 01:28:00,1,Fusión,57493.937216247294,50645.192764246116,59921.83872976536,62305.614995224445,59956.13494945086
AP0184,2026-06-21 01:55:00,2,Fusión,100604.95470865078,92180.42360975199,102804.77598676295,106867.78804986624,111419.0561499236
AP0184,2026-06-21 02:27:00,3,Fusión,143550.25538479918,142296.52383951418,142233.6749472991,147722.21383720546,154425.9755917025
AP0184,2026-06-21 03:04:00,4,Fusión,181437.11074269013,196598.08075228918,172628.35810889342,180908.16262949942,186025.37776152245
AP0184,2026-06-21 03:46:00,5,Fusión,231694.11057659303,250729.69322203778,219991.78072192633,233547.5528701352,237599.15550124206
AP0184,2026-06-21 04:33:00,6,Fusión,284466.79176652676,298304.53656783706,273676.1095487654,292125.2770844646,296603.7855169685
AP0184,2026-06-21 05:25:00,7,Fusión,352606.57792428066,347372.2997287606,347928.6559444668,375758.9262976302,372985.64871824026
AP0184,2026-06-21 06:33:00,8,Reducción,321671.7315725042,304930.50842940836,324007.04653882195,343262.02546922426,340383.3935446547
AP0184,2026-06-21 07:03:00,9,Reducción,318474.8420442021,302660.2556337629,319420.7595519157,339764.66182538384,347667.42429823556
AP0184,2026-06-21 07:28:00,10,Reducción,311371.9221803238,296763.2294725399,312671.0154680503,331178.316555321,333224.1195875756
AP0184,2026-06-21 07:48:00,11,Reducción,301063.84974918095,292202.1443516526,301149.79965832736,315462.7690817353,315497.5113472333
AP0185,2026-06-21 09:29:00,1,Fusión,53981.54485789359,51532.39810045936,54188.15493370403,58329.718246878605,54914.78516900525
AP0185,2026-06-21 09:56:00,2,Fusión,100705.86328855713,104858.68270133337,97314.69436630998,103534.92932497698,104571.87988250775
AP0185,2026-06-21 10:28:00,3,Fusión,142767.99375909168,144007.24494591882,139854.7693090264,147468.83942132792,154333.92978038013
AP0185,2026-06-21 11:05:00,4,Fusión,184524.6199190756,203826.24843361037,171819.4152054386,186134.58092351243,200586.2690646528
AP0185,2026-06-21 11:47:00,5,Fusión,230227.89219581074,243313.8159175519,219651.15037475177,234820.08053481588,253204.14378279078
AP0185,2026-06-21 12:34:00,6,Fusión,287976.9491412995,272615.1537920747,290002.65942280705,303167.0633822419,319285.51627680956
AP0185,2026-06-21 13:26:00,7,Fusión,363890.21251188585,388402.7430426469,347411.4750026026,363275.7913259346,395490.7056476416
AP0185,2026-06-21 14:46:00,8,Reducción,303842.7703913147,294977.62400182383,305168.5193699244,315013.1311695627,313490.6111792809
AP0185,2026-06-21 15:16:00,9,Reducción,304266.5358357889,303672.8243015121,300235.0138516835,316918.0301093395,317628.8819885483
AP0185,2026-06-21 15:41:00,10,Reducción,302922.55226237694,305983.39826273423,294737.42396781046,327107.55267140316,307557.57800803223
AP0185,2026-06-21 16:01:00,11,Reducción,292366.70737459476,299969.8728498423,284422.16424476466,308528.4512617213,288225.8915770581
AP0186,2026-06-21 17:19:00,1,Fusión,57425.66017639577,57519.11050830056,56810.30440094293,58876.897663578435,59647.666753737234
AP0186,2026-06-21 17:46:00,2,Fusión,102974.02511110652,101745.75914889845,101895.70974525802,107599.17600459892,109784.32784685571
AP0186,2026-06-21 18:18:00,3,Fusión,147551.8439443821,163728.82239526798,138380.75646735285,146402.02302049485,151540.64760413452
AP0186,2026-06-21 18:55:00,4,Fusión,182779.95011283178,194788.91269375553,174261.52678475613,185925.60527477725,193635.15106638303
AP0186,2026-06-21 19:37:00,5,Fusión,229318.9540314568,245010.41150662728,217329.0759907841,236859.19732784881,243523.09166247063
AP0186,2026-06-21 20:24:00,6,Fusión,304991.09108428226,331452.6485087977,287901.2770692318,304050.72280695155,332105.31367420685
AP0186,2026-06-21 21:16:00,7,Fusión,341194.1236970486,316567.7736295948,344334.332305118,368893.9638211575,383273.60451756057
AP0186,2026-06-21 22:26:00,8,Reducción,319746.6662542418,304264.8532860812,320730.68760639185,342978.2294077109,341042.3068550523
AP0186,2026-06-21 22:56:00,9,Reducción,311793.00668530713,302500.7969155232,310775.4180074996,328068.2292947242,335966.9069181592
AP0186,2026-06-21 23:21:00,10,Reducción,307574.73818148964,309895.5383062652,302185.3454883217,314066.7848608785,334918.41543853865
AP0186,2026-06-21 23:41:00,11,Reducción,295344.0737649659,299748.11650232936,285594.48018874263,319211.5768833541,309849.00439673505
AP0187,2026-06-22 01:16:00,1,Fusión,52964.6371249184,51576.61841898057,52706.087243850074,56611.63460234151,54381.98194494697
AP0187,2026-06-22 01:43:00,2,Fusión,94690.30755818535,91970.38732486058,94295.5745497638,99655.02442415369,102284.85114901442
AP0187,2026-06-22 02:15:00,3,Fusión,139029.88702897629,133986.71607155926,139184.51602607232,145730.93822504167,150217.57444491683
AP0187,2026-06-22 02:52:00,4,Fusión,188029.20730734436,190690.45073819134,185026.0217468782,187896.85483476266,205132.81007134586
AP0187,2026-06-22 03:34:00,5,Fusión,245627.55849212586,265984.61049722653,233520.13348734626,243631.56800221215,258467.3459853351
AP0187,2026-06-22 04:21:00,6,Fusión,308451.5159126503,352533.81265094865,285529.0821577967,294734.7019557643,325733.13067689777
AP0187,2026-06-22 05:13:00,7,Fusión,366390.77038811124,384978.4910043722,353338.37803692074,366414.39506636304,395178.4741101178
AP0187,2026-06-22 06:33:00,8,Reducción,330779.7256207532,322956.74992164347,326258.3148496408,356126.1612000019,359504.4556990778
AP0187,2026-06-22 07:03:00,9,Reducción,311374.8494561016,306387.5491907099,308079.0107912667,336371.553246166,309730.61741834146
AP0187,2026-06-22 07:28:00,10,Reducción,324991.4914719427,314321.9901899572,324823.22716748284,341048.69530875096,348942.1338761053
AP0187,2026-06-22 07:48:00,11,Reducción,319589.1467010549,311300.9148968488,318634.6316059644,333967.0405183404,342057.7248192219
AP0188,2026-06-22 09:27:00,1,Fusión,52716.34718461081,54608.861223490676,51183.83645079927,55160.25193686258,51127.40717215151
AP0188,2026-06-22 09:54:00,2,Fusión,96146.2839377352,107457.26569691456,89776.2318436888,96358.00494406628,95642.89063690427
AP0188,2026-06-22 10:26:00,3,Fusión,142314.3371307078,141398.7636680507,139912.51041027953,150644.86039842715,151583.29242229718
AP0188,2026-06-22 11:03:00,4,Fusión,184387.51889720367,201304.006490054,173065.09268882452,189294.46667660886,190833.7965921984
AP0188,2026-06-22 11:45:00,5,Fusión,234557.14409118687,258627.07083694983,219714.25977976198,239248.4029396422,236009.7641447359
AP0188,2026-06-22 12:32:00,6,Fusión,,,,,
AP0188,2026-06-22 13:24:00,7,Fusión,372328.14013139583,376908.6053650733,363041.614192932,385058.56888326525,411521.55187087174
AP0188,2026-06-22 14:45:00,8,Reducción,309649.5518313076,307687.5142822769,306158.8485323212,326131.67626169894,314914.19975039945
AP0188,2026-06-22 15:15:00,9,Reducción,309687.65148519934,317961.5684591803,302128.90813720226,319449.92701463855,314844.2755715653
AP0188,2026-06-22 15:40:00,10,Reducción,318754.91548445896,324896.8540162019,311527.02131993196,327934.94159581314,335177.6622909354
AP0188,2026-06-22 16:00:00,11,Reducción,301485.193926897,313016.2142677351,289995.6937638155,323330.5585557517,296395.8613063005
AP0189,2026-06-22 17:30:00,1,Fusión,56873.7976725684,56112.838110241035,55938.43161378114,61292.95189115245,59747.32276090603
AP0189,2026-06-22 17:57:00,2,Fusión,106285.99148492196,106382.78143147241,103299.36241424958,109354.5451014274,130342.06172504844
AP0189,2026-06-22 18:29:00,3,Fusión,146314.24037404722,157729.71467037886,138211.5425450972,149773.84169485793,155387.49823027797
AP0189,2026-06-22 19:06:00,4,Fusión,191324.578157861,209755.25010254653,179362.42222546216,193347.1826442498,203427.3764013727
AP0189,2026-06-22 19:48:00,5,Fusión,247507.61033838385,264516.5855023831,237519.16402298282,240169.01758471527,272569.23227247875
AP0189,2026-06-22 20:35:00,6,Fusión,284034.742519826,306095.3792505178,269770.1970657072,286663.11860535794,297349.6677611763
AP0189,2026-06-22 21:27:00,7,Fusión,362036.7946773615,316449.39747717464,375132.9744312362,395323.3598619847,408982.23773374554
AP0189,2026-06-22 22:35:00,8,Reducción,314989.5063596788,277817.22342827317,329189.3131277718,337232.9377614563,327753.33447499294
AP0189,2026-06-22 23:05:00,9,Reducción,316359.76116364234,297176.63694381353,320624.39604907704,338111.02234814217,328449.28552024293
AP0189,2026-06-22 23:30:00,10,Reducción,314019.73718517146,304385.965929308,314462.57549541834,330099.354970886,324644.7769045907
AP0189,2026-06-22 23:50:00,11,Reducción,309176.1830997363,300717.958773019,308758.7191391818,324515.978921148,324068.02964395867
AP0190,2026-06-23 01:25:00,1,Fusión,55534.919450838956,51848.56360427494,56396.56388046031,59601.30178747706,57705.31000540974
AP0190,2026-06-23 01:52:00,2,Fusión,105534.73350097207,103112.51433991987,104713.66209879288,108698.26398729059,121009.03415309898
AP0190,2026-06-23 02:24:00,3,Fusión,151137.69512747324,161982.0202885269,145251.20877395387,146554.78794109248,161496.36453882745
AP0190,2026-06-23 03:01:00,4,Fusión,193907.99024896254,208968.44422087714,186239.06494047798,186549.74378958458,205430.00762815244
AP0190,2026-06-23 03:43:00,5,Fusión,238230.59383975822,230089.1195674802,240730.28152479633,236620.23511984135,265813.71909639635
AP0190,2026-06-23 04:30:00,6,Fusión,299678.2562137973,296372.9749761929,300474.0270119495,289680.7242663996,339265.2882676812
AP0190,2026-06-23 05:22:00,7,Fusión,365806.9579319888,364189.3305812382,367379.99149093643,351420.6844208759,398400.8490834089
AP0190,2026-06-23 06:31:00,8,Reducción,324273.0993415976,293082.5689013896,334804.02897635504,343855.5985291906,347807.7542411666
AP0190,2026-06-23 07:01:00,9,Reducción,314008.5778275257,308755.27691152185,314906.67492683505,319535.25675429153,321510.9659858729
AP0190,2026-06-23 07:26:00,10,Reducción,307032.0434782889,300072.8445980877,307999.0388790745,316585.2566787675,313245.9398028217
AP0190,2026-06-23 07:46:00,11,Reducción,,,,,
AP0191,2026-06-23 09:32:00,1,Fusión,53280.9657534067,54710.735938838916,51894.2499058832,54848.0145492027,55399.942634171945
AP0191,2026-06-23 09:59:00,2,Fusión,90438.2730273143,84660.2956800683,92092.11541360748,94571.33976757704,96693.86398805869
AP0191,2026-06-23 10:31:00,3,Fusión,140305.2201500109,138095.79977525922,139846.84889891156,142919.76730574566,151944.4804051607
AP0191,2026-06-23 11:08:00,4,Fusión,165373.19083321307,163217.5106735784,166117.38637952655,167552.24894851426,164524.41321827637
AP0191,2026-06-23 11:50:00,5,Fusión,216191.11846235534,215752.97362927147,216415.42156375165,212123.64569773656,227735.80244422343
AP0191,2026-06-23 12:37:00,6,Fusión,260563.40684947386,262706.10817846,261530.05051791822,249343.80767484228,267596.5916012379
AP0191,2026-06-23 13:29:00,7,Fusión,374391.1230007954,369736.9193836641,373456.4671726355,380821.93041539995,396001.60643574025
AP0191,2026-06-23 15:01:00,8,Reducción,347392.06116286037,315699.9706005101,356794.93020022166,365877.7767856246,389642.09447696654
AP0191,2026-06-23 15:31:00,9,Reducción,329386.95835266117,307059.38199872355,338208.45598191326,343033.48744161247,333010.6449926609
AP0191,2026-06-23 15:56:00,10,Reducción,324681.54142225673,310582.1432980655,330253.57761572854,328980.6393545517,338949.3277368345
AP0191,2026-06-23 16:16:00,11,Reducción,310008.6654906665,294976.4226076335,313978.00280809525,329859.5977507879,304714.95703785436
AP0192,2026-06-23 17:24:00,1,Fusión,59257.99912757645,54273.798518513046,60657.467162213536,63039.391875531015,64355.73936060325
AP0192,2026-06-23 17:51:00,2,Fusión,98705.22374637709,94837.7191562826,99730.28714736269,101943.02390530384,102493.6447598309
AP0192,2026-06-23 18:23:00,3,Fusión,148005.78136475262,136708.85619303203,151631.00752529365,154698.16480344997,159741.31901894647
AP0192,2026-06-23 19:00:00,4,Fusión,176228.60606921974,170165.46341111328,178021.83731565723,178196.55676337765,188731.92634930747
AP0192,2026-06-23 19:42:00,5,Fusión,231590.9232358102,234402.61404046515,228751.48812994495,229514.8682223154,251333.9541427041
AP0192,2026-06-23 20:29:00,6,Fusión,278546.1506646286,285390.71530272695,275358.5335613195,274830.4440116927,281506.99686032487
AP0192,2026-06-23 21:21:00,7,Fusión,349544.340129848,342743.3481269918,350421.19037106255,351599.30326550093,376599.52875738865
AP0192,2026-06-23 22:25:00,8,Reducción,326992.6252775005,285519.1644976847,341941.3259699176,351788.61002459336,351227.34538256726
AP0192,2026-06-23 22:55:00,9,Reducción,320637.41290023347,298518.936815993,329175.65379426687,334020.0119829829,326834.65881872684
AP0192,2026-06-23 23:20:00,10,Reducción,319472.7020783738,292846.5909708737,327653.6665197802,340698.0955633867,336026.8652484752
AP0192,2026-06-23 23:40:00,11,Reducción,321495.8302097824,302852.4691669224,326279.2092404592,335825.45565058984,345063.66571789444
AP0193,2026-06-24 01:31:00,1,Fusión,53783.42152787193,49636.75380140393,54764.190214824426,58419.57194981644,55924.46934675671
AP0193,2026-06-24 01:58:00,2,Fusión,98949.73555880666,90954.16097543438,101177.35841492104,105756.95923171664,105261.75698997361
AP0193,2026-06-24 02:30:00,3,Fusión,143108.01488039058,137277.50606742612,144156.33228641242,149405.38777208008,150408.02130648275
AP0193,2026-06-24 03:07:00,4,Fusión,192743.82818744046,183797.71245768393,195256.62683878478,196581.99949969168,210075.47950500622
AP0193,2026-06-24 03:49:00,5,Fusión,252345.97957523647,269034.92737528094,242976.1190191735,248185.52506671296,263706.4356382232
AP0193,2026-06-24 04:36:00,6,Fusión,325377.0308490834,309381.0301574031,328233.77287130855,335580.89635996707,365266.38628379296
AP0193,2026-06-24 05:28:00,7,Fusión,333904.2236500407,326085.37062601704,334974.2014664133,346335.19358864543,336352.9405943689
AP0193,2026-06-24 06:31:00,8,Reducción,303926.75908443035,268907.37561287393,317431.01063029724,327785.64485218044,306475.9836949421
AP0193,2026-06-24 07:01:00,9,Reducción,290874.2439323707,266277.38084832823,298071.8046396298,320473.86255126056,282410.5786300624
AP0193,2026-06-24 07:26:00,10,Reducción,285950.41872189817,269908.78130380914,290067.5382452154,307068.3861352528,281803.85951099976
AP0193,2026-06-24 07:46:00,11,Reducción,,,,,
AP0194,2026-06-24 09:18:00,1,Fusión,53325.77280463153,50549.58971705907,54058.541316713294,56223.50662143822,54485.784143254685
AP0194,2026-06-24 09:45:00,2,Fusión,95150.38308776835,90174.52245991872,96520.39186802102,99809.0850200491,98086.35353046287
AP0194,2026-06-24 10:17:00,3,Fusión,145028.06998713143,140826.73423617682,146346.36690542276,146361.9748110924,152933.38371635764
AP0194,2026-06-24 10:54:00,4,Fusión,177456.94135661738,174029.75998359118,179527.5566976116,173547.5583730527,186729.38499244067
AP0194,2026-06-24 11:36:00,5,Fusión,238151.3329035204,267977.1759157164,226325.09158832487,217458.69326576393,240622.049906569
AP0194,2026-06-24 12:23:00,6,Fusión,300838.02247861406,332906.21457930567,288551.56199500087,274881.86417037906,309028.48919008934
AP0194,2026-06-24 13:15:00,7,Fusión,342464.30723721127,319896.3413542205,349391.1808514286,358985.0557446466,360657.86354950187
AP0194,2026-06-24 14:44:00,8,Reducción,303829.1243989565,284844.1739690275,312912.2924321251,314154.9884364114,292878.019668986
AP0194,2026-06-24 15:14:00,9,Reducción,302892.01251744333,272691.73686022323,315824.66005990456,316223.15175924567,310916.7092316031
AP0194,2026-06-24 15:39:00,10,Reducción,299844.74409842363,282114.1443043252,307232.3344147114,310150.1557243685,299950.5125584936
AP0194,2026-06-24 15:59:00,11,Reducción,309330.4129113533,294263.4862018632,316167.52654651005,313008.3262791618,317314.3495444562
AP0195,2026-06-24 17:20:00,1,Fusión,56173.55403144021,52803.1552396438,57334.79149637943,59027.69635730095,56407.734853452
AP0195,2026-06-24 17:47:00,2,Fusión,103971.86865200027,107477.46162768162,102130.76118884553,102763.54649640125,105875.11257681936
AP0195,2026-06-24 18:19:00,3,Fusión,149322.19591446928,160108.55021883387,144858.8812107043,141525.8146015593,153156.4818676621
AP0195,2026-06-24 18:56:00,4,Fusión,214020.5331013015,259106.4045043471,196196.59275435787,185077.46710298906,210675.02401584113
AP0195,2026-06-24 19:38:00,5,Fusión,283845.0847706515,324923.9169132918,260476.9837093428,251071.72705277606,377785.0559989004
AP0195,2026-06-24 20:25:00,6,Fusión,316276.10565368686,372466.29816002224,292371.99755783187,287407.72895971814,310878.5388151699
AP0195,2026-06-24 21:17:00,7,Fusión,343259.6692396186,367375.2880661379,333396.0149018447,331061.30406635837,336017.558585971
AP0195,2026-06-24 22:22:00,8,Reducción,321002.23326674197,292153.1407302856,332628.81486849464,339362.7887445748,321123.2786061395
AP0195,2026-06-24 22:52:00,9,Reducción,301276.9584604424,270550.45766171167,313151.9347943931,321827.28252485004,304289.1734519245
AP0195,2026-06-24 23:17:00,10,Reducción,297808.891277565,274827.1099338077,308106.7990706521,306485.34580774594,302922.5643912435
AP0195,2026-06-24 23:37:00,11,Reducción,288428.7788012325,272188.45312854607,291713.7546149099,313863.0893080281,282780.2204735643
AP0196,2026-06-25 01:20:00,1,Fusión,51755.99477233173,44675.38780770108,54526.23560438598,56475.84650316391,52118.635359469976
AP0196,2026-06-25 01:47:00,2,Fusión,91010.08418534159,84874.12337377373,93245.6621063306,95013.47784602505,93399.54663364205
AP0196,2026-06-25 02:19:00,3,Fusión,135597.12701480513,134920.7945229152,135312.60594940875,135705.70950218602,142683.93223968547
AP0196,2026-06-25 02:56:00,4,Fusión,190091.80348803708,203374.95316536014,183517.92931128855,183490.53101588655,198452.0323912807
AP0196,2026-06-25 03:38:00,5,Fusión,229877.3377506956,233298.1869513422,226245.57902535875,233601.6054193503,238504.71700413365
AP0196,2026-06-25 04:25:00,6,Fusión,272887.2331894136,262692.025430258,275030.07946074737,281027.2618772503,290186.68786977016
AP0196,2026-06-25 05:17:00,7,Fusión,321571.7273865578,314603.85978931416,322873.3428349011,332398.4735165062,320584.21119343693
AP0196,2026-06-25 06:26:00,8,Reducción,304057.33826959244,269214.1954867147,317355.86745145643,328509.0759830042,306144.0516601665
AP0196,2026-06-25 06:56:00,9,Reducción,300136.5060088671,272546.4088770998,310771.83777751273,318432.2338271836,303582.79393547046
AP0196,2026-06-25 07:21:00,10,Reducción,299156.61663303536,280266.1616416244,304297.3027523415,315499.21006803587,314707.13279539597
AP0196,2026-06-25 07:41:00,11,Reducción,,,,,
AP0197,2026-06-25 16:50:00,1,Fusión,58289.50884800683,55857.720369755305,61534.06632914104,50275.85534791891,59697.69676916505
AP0197,2026-06-25 17:17:00,2,Fusión,96598.03825048244,87768.06839235341,94815.5263256703,83611.70550004629,207664.18444624633
AP0197,2026-06-25 17:49:00,3,Fusión,107590.87920339374,106337.04021167582,106201.19113769244,97126.81686893445,159935.19122736505
AP0197,2026-06-25 18:26:00,4,Fusión,151588.66859191906,149252.06627414917,153830.4512255914,144588.8902349288,160727.56591770533
AP0197,2026-06-25 19:08:00,5,Fusión,228197.79475207222,283743.1418237979,204282.42058799212,200956.13654134932,222437.02796224083
AP0197,2026-06-25 19:55:00,6,Fusión,282254.40206866135,319236.3371196863,265318.4000372152,261316.35494463413,297456.3503603422
AP0197,2026-06-25 20:47:00,7,Fusión,384812.10440337704,422124.1218665539,364904.8214276036,373850.0220829866,403254.2569904208
AP0197,2026-06-25 22:43:00,8,Reducción,322194.7049972758,297845.1030198537,333905.7770210549,329659.2914739089,323521.73243463814
AP0197,2026-06-25 23:13:00,9,Reducción,324606.5419258632,322773.35336331464,324212.99446402665,331989.1472623568,319929.4829719366
AP0197,2026-06-25 23:38:00,10,Reducción,318089.1046966528,311972.8244521122,319732.2082542672,329707.6009848891,305785.54922866024
AP0197,2026-06-25 23:58:00,11,Reducción,314435.8064948118,309599.9192872066,315212.28136975557,326857.8030206342,301527.0570267951
AP0198,2026-06-26 01:35:00,1,Fusión,58494.00910033198,52532.124329584854,61425.4536832834,59356.6412138869,60787.982124833194
AP0198,2026-06-26 02:02:00,2,Fusión,101658.02488258117,99383.28474768982,102645.54439631275,101844.64351072902,104384.32660600168
AP0198,2026-06-26 02:34:00,3,Fusión,149722.89657616094,140605.97831709724,153962.18390730937,152553.03527350558,151738.94674548006
AP0198,2026-06-26 03:11:00,4,Fusión,198837.5893646239,200995.4562145558,197722.51210642743,198718.58093706833,198071.24783127525
AP0198,2026-06-26 03:53:00,5,Fusión,257532.40655960157,259619.34276625796,255945.50617487115,259609.41990005496,256351.80026374402
AP0198,2026-06-26 04:40:00,6,Fusión,307752.0638330011,301761.4370558331,308764.3480981527,314901.1466386384,314087.3148951795
AP0198,2026-06-26 05:32:00,7,Fusión,347113.47935451125,330612.99084633426,352043.85894962476,365027.21866921586,345699.1500440655
AP0198,2026-06-26 07:00:00,8,Reducción,348047.4498847108,329065.3806450033,354747.4772980655,357970.37111850426,364676.9635017373
AP0198,2026-06-26 07:30:00,9,Reducción,327407.478489742,320063.6291746468,330174.4620989411,334096.3503273494,323982.07483574183
AP0198,2026-06-26 07:55:00,10,Reducción,316948.6599278492,302643.424907961,319581.40529923333,343813.83594813454,302478.16350820096
AP0198,2026-06-26 08:15:00,11,Reducción,,,,,
AP0199,2026-06-26 09:40:00,1,Fusión,58986.789595227165,55055.666104071,60195.773663753804,63062.36411536956,58802.11476426158
AP0199,2026-06-26 10:07:00,2,Fusión,100427.5147973861,99845.34499999463,100385.07039492292,102026.46741743924,100096.14544719289
AP0199,2026-06-26 10:39:00,3,Fusión,165441.42949072053,155916.56699323107,162466.97490952708,166914.17737118987,253930.34911198635
AP0199,2026-06-26 11:16:00,4,Fusión,191419.17456328621,182975.21099744787,193971.62879154683,200061.94285915283,191825.65460280576
AP0199,2026-06-26 11:58:00,5,Fusión,246634.86410453363,248522.8577228325,243439.83595640634,253297.81362379863,251827.0236380653
AP0199,2026-06-26 12:45:00,6,Fusión,290783.3287734069,292315.78323381365,286306.54128667444,304066.09231789736,294051.0061804189
AP0199,2026-06-26 13:37:00,7,Fusión,362167.30644382257,326341.0357036838,373712.09537012933,390629.37258389895,378744.7712216238
AP0199,2026-06-26 14:56:00,8,Reducción,334577.8396396682,270501.5743280069,359446.75284920697,377868.04634931614,338482.66576032044
AP0199,2026-06-26 15:26:00,9,Reducción,329394.7610723988,308921.98222298804,335046.0107571982,350513.5537348182,335894.652765614
AP0199,2026-06-26 15:51:00,10,Reducción,317313.9431281499,305127.4319966477,318046.17741284514,346650.7327956424,303852.6187937237
AP0199,2026-06-26 16:11:00,11,Reducción,319910.94711413764,307624.63854031236,323670.918440321,334282.2686523957,315002.5789144588
AP0200,2026-06-26 17:36:00,1,Fusión,63000.91220743773,53809.8114395145,66569.86320040007,68167.1534455595,66439.61086814913
AP0200,2026-06-26 18:03:00,2,Fusión,106425.44665510862,92894.25340643048,111918.37156991326,113792.32309153349,109499.35974922641
AP0200,2026-06-26 18:35:00,3,Fusión,163228.33102698837,149459.55302867742,163281.17068101786,169917.8261295657,230114.15540894482
AP0200,2026-06-26 19:12:00,4,Fusión,198693.71069337183,195395.1908030488,197845.42113317648,208491.3628398852,201519.1991586354
AP0200,2026-06-26 19:54:00,5,Fusión,249982.28512505844,256473.20343013856,245081.12438695985,253227.45104692792,254857.03746976485
AP0200,2026-06-26 20:41:00,6,Fusión,296306.99852656777,283907.3235187048,298622.7793748281,310839.28223449795,307706.61426745664
AP0200,2026-06-26 21:33:00,7,Fusión,379845.3074846657,346887.7317700145,391649.2048799882,396199.2430016121,409248.14153946715
