orden_escalon_fase,n,media,sd,p5,p50,p95
1,348,0.03728545971221222,0.08539490611524146,0.007153260234167702,0.024092017052860633,0.0910385333769519
2,353,0.025756916845444126,0.08380728157362567,0.003168802673552726,0.016554270141771084,0.05299350722636519
3,256,0.022673827418174315,0.04409522496162638,0.0038615515096202834,0.013330637204570617,0.07176413625142028
