columna,n,n_replicas,sd_ruido,sd_target,r2_max
feo_extraido_est_kg,778,200,374.36895751953125,718.9829039836499,0.7288793902761004
b6_feo_extraido_multi_kg,778,200,281.35980224609375,2169.5181635948147,0.9831811026803156
sn_extraido_est_kg,778,200,55.89008712768555,757.0918655112407,0.9945503022860189
b6_sn_extraido_multi_kg,778,200,47.10426330566406,785.1835326611374,0.9964010313263615
