Batch,orden_inicio,sn_pct_inicio,avance_inicio,perdida_feo_total,hubo_perdida,rendimiento_proxy_batch,f_dross,f_metal,f_polvo,es_lockbox,st_R22_sdi
AP0056,2.0,2.1591,0.977971964619231,0.16097030257291534,1,65.00749152489105,0.14093911807104323,0.6500749152489105,0.20898596668004624,False,1.4229294095867107
AP0057,0.0,10.849,0.8861618018480633,0.13995082811354081,1,68.84337282400334,0.12945259268201362,0.6884337282400333,0.1821136790779531,False,2.1049460926279426
AP0058,0.0,16.4545,0.7747528942631262,0.17141595475915655,1,69.92345372358601,0.12586768004337887,0.69923453723586,0.17489778272076104,False,1.5663995870896108
AP0059,0.0,16.348,0.8082191553478175,0.40374882681958696,1,71.1117321217387,0.11648997039905427,0.711117321217387,0.17239270838355866,False,0.4639522616873937
AP0060,0.0,21.4865,0.7432267928170924,0.19757529125513812,1,73.81007591438333,0.09055627317433265,0.7381007591438333,0.17134296768183402,False,1.7843277318605288
AP0061,0.0,16.2861,0.7972161864967476,0.2816741562420582,1,74.12864176403744,0.08306091288343076,0.7412864176403744,0.17565266947619476,False,0.24953739573557807
AP0062,1.0,2.9854,0.9654601952250674,0.1178243074833687,1,60.59331542143988,0.19674957084116138,0.6059331542143989,0.1973172749444398,False,1.1752903881897376
AP0063,0.0,17.5627,0.7747104432801772,0.25759802691832895,1,71.88788060959965,0.10790623327083303,0.7188788060959964,0.1732149606331705,False,1.3224425847087287
AP0064,1.0,3.3393,0.9658811557549126,0.278174805018174,1,68.33958031216245,0.12266258365067882,0.6833958031216246,0.1939416132276967,False,0.5528541112969925
AP0065,0.0,9.2452,0.9054351334734895,0.17873984386477904,1,62.506838131807285,0.14696918338817613,0.6250683813180729,0.22796243529375104,False,0.620307591941036
AP0066,2.0,1.9469,0.9808083975571394,0.05245779167785773,1,74.42650379199918,0.10069528533730922,0.7442650379199918,0.15503967674269903,False,1.7829169788843289
AP0067,0.0,12.0132,0.8707267860104233,0.17482448479515217,1,67.45633364604086,0.11498548803897778,0.6745633364604087,0.2104511755006136,False,0.6497951802029702
AP0068,0.0,14.0639,0.8228376649712674,0.34690066222653804,1,64.37056071084467,0.12238145652503085,0.6437056071084468,0.23391293636652233,False,0.018515190934219355
AP0069,1.0,3.3817,0.9649516681252707,0.04993916960273093,1,61.28607897234433,0.21509826771275065,0.6128607897234433,0.17204094256380598,False,1.7610497581104865
AP0070,0.0,15.411,0.8295149123417239,0.19188246458462238,1,68.40189663779786,0.11674996117860777,0.6840189663779785,0.19923107244341362,False,1.3236574234433562
AP0071,0.0,19.8443,0.7355730409510779,0.3312916891678009,1,57.02027857631483,0.18883509993374653,0.5702027857631483,0.2409621143031052,False,0.7321764441303013
AP0072,1.0,4.4126,0.9478560320168223,0.1630194644413856,1,68.78991355814203,0.1292932428378936,0.6878991355814202,0.18280762158068606,False,1.0844176248032933
