target,variante,palanca,theta_unidad,ci_lo,ci_hi,sd_palanca,theta_1sd,ci_lo_1sd,ci_hi_1sd,significativo,signo_teorico,concuerda
st_R22_sdi,d,tasa_aire_nm3_min,0.0036070589053484228,-0.002433784345501959,0.010309571943243183,9.443953451940853,0.03406489640051923,-0.022984546070982836,0.09736311754142403,False,1,True
st_R22_sdi,e,b6_reductor_neto_kg_ceq,-7.583755114211953e-05,-0.0003823979782275106,0.00024291901034222322,516.3196219156539,-0.03915641573270822,-0.1974395795397387,0.1254238515760215,False,-1,True
st_R22_sdi,e,tasa_gn_nm3_min,-0.028818654293470147,-0.05496403464890747,-0.0003169790637682784,4.953750794405029,-0.14276043159996166,-0.27227813030573095,-0.0015702352889518717,True,-1,True
st_R22_sdi,e,exceso_o2_combustion_pct,-4.146271552765354e-05,-0.006451445529223794,0.005555379085859935,10.775541433926714,-0.0004467832091313473,-0.06951781860887225,0.05986221752085363,False,1,False
st_R22_sdi,e,tasa_aire_nm3_min,0.004941760161705302,-0.0003988647527287852,0.01105343702041382,9.443953451940853,0.046669752937800575,-0.003766860158390546,0.1043881447047479,False,1,True
b6_sdi_multi,a,tasa_feed_Carbon_kg_min,0.04254842203084663,-0.10556854220821364,0.1852587012573245,11.325354892157062,0.48187597960061224,-1.1956012059556818,2.0981205385993036,False,1,True
b6_sdi_multi,a,Cx_av_v4,-0.04267650219172345,-0.19672155552217563,0.10358490880977267,10.769795278045958,-0.4596171917879412,-2.118650879752583,1.1155882617763109,False,-1,True
b6_sdi_multi,a,tasa_gn_nm3_min,-0.005156601649736522,-0.032409855399227826,0.03654055378070582,4.1692442482993695,-0.021499131768935035,-0.13512460321144487,0.15234649367988154,False,-1,True
b6_sdi_multi,a,exceso_o2_combustion_pct,0.0008707917247196863,-0.004308537235416966,0.0073924574062365815,12.233396276229804,0.010652740242557539,-0.052708043371747365,0.09043486090564204,False,1,True
b6_sdi_multi,a,tasa_aire_nm3_min,-0.0018673739552971108,-0.009596300376379265,0.005022484873818058,10.271058181644655,-0.01917990654174453,-0.09856415949432994,0.05158623435541548,False,1,False
b6_sdi_multi,b,b6_reductor_neto_kg_ceq,0.0001488910164944341,-0.0002846135629304594,0.0007748016949022256,247.9132987804411,0.03691206305790823,-0.07055948726374485,0.19208364408388762,False,-1,False
b6_sdi_multi,b,tasa_gn_nm3_min,-0.006849529880892739,-0.0341733574153046,0.03447631996563198,4.1692442482993695,-0.02855736305946672,-0.1424770738488373,0.14374019871923985,False,-1,True
b6_sdi_multi,b,exceso_o2_combustion_pct,0.0014731329458533898,-0.004199294204603626,0.008470356475785068,12.233396276229804,0.018021419094194302,-0.0513716300853914,0.10362122736920805,False,1,True
b6_sdi_multi,b,tasa_aire_nm3_min,-0.0015410310927879403,-0.009275061898441973,0.005151205967466978,10.271058181644655,-0.01582802001374838,-0.09526470039725303,0.05290833619748847,False,1,False
b6_sdi_multi,c,tasa_feed_Carbon_kg_min,0.04281288853925473,-0.10680339345173268,0.1841608764916474,11.325354892157062,0.4848711566654236,-1.2095863345275562,2.0856872835186113,False,1,True
b6_sdi_multi,c,Cx_av_v4,-0.04452467543836481,-0.1982070909735926,0.10828387251634933,10.769795278045958,-0.4795216392926302,-2.134649792442623,1.1661951389151095,False,-1,True
b6_sdi_multi,c,tasa_gn_nm3_min,-0.006196055031175402,-0.03464286232259361,0.03715536518339507,4.1692442482993695,-0.025832866800874415,-0.14443455448310033,0.15490979258433255,False,-1,True
b6_sdi_multi,c,exceso_o2_combustion_pct,0.0010215313111807053,-0.003898207051959667,0.0065335808710791496,12.233396276229804,0.01249679733825019,-0.04768831163341615,0.07992788389870595,False,1,True
b6_sdi_multi,c,tasa_aire_nm3_min,-0.001526807061005264,-0.010516826011043005,0.005740287652755625,10.271058181644655,-0.015681924155730945,-0.10801893184565657,0.058958828460829456,False,1,False
b6_sdi_multi,c,b6_capacidad_sobre_reduccion_feo_kg,2.3612406561276944e-05,-0.00017010967629527176,0.00011894631094719488,955.8735824786406,0.02257047565066995,-0.1626033456946433,0.11369763636771352,False,-1,False
b6_sdi_multi,d,tasa_feed_Carbon_kg_min,-0.03190054441409968,-0.333400260664573,0.15477697988521374,11.325354892157062,-0.36128498674269743,-3.7758762731639615,1.7529042263363006,False,1,False
