target,moderador,ln,n,b_gn,p_gn,b_gn_x_m,p_gn_x_m,r2
m8_ln_feo_ret_dross50,ley_sn_escoria_pct_prev,True,1084,-0.005832955391353529,0.00026965456784789656,-0.0012461763101672342,0.546699844779954,0.00872226520231889
m8_ln_feo_ret_dross50,m6_sn_inv_kg_prev,True,1084,-0.005870012229713234,0.00025384059695952144,-0.0015604302386140311,0.45589458080595646,0.008883196536644933
m6_ln_sn_dep,ley_sn_escoria_pct_prev,True,1084,0.04362485188518519,1.6061997273665653e-07,0.015875380719454917,0.15162638430667094,0.017899820402572764
m6_ln_sn_dep,m6_sn_inv_kg_prev,True,1084,0.043554013706786854,1.7244044377715132e-07,0.01563320329767495,0.16138138519917344,0.017805340977541495
