spec,regimen,y,x,n,beta,se,p,es_fusion,q_bh
A_exo2,lockbox,sn_perdido_escoria_frac,x_F_carbon,63,0.23030882148150233,0.4251009488594983,0.5879739128528947,True,0.9264895305167958
A_exo2,lockbox,sn_perdido_escoria_frac,x_F_gn,63,-0.22294249588459422,0.7745994956099154,0.7734872260009981,True,0.9264895305167958
A_exo2,lockbox,sn_perdido_escoria_frac,x_F_exo2,63,0.4458712418651528,0.9599168702707238,0.6422971292653379,True,0.9264895305167958
A_exo2,lockbox,sn_perdido_escoria_frac,x_Rt_carbon,63,0.061940848971514445,0.6060600069463684,0.9185959419798073,False,
A_exo2,lockbox,sn_perdido_escoria_frac,x_Rt_gn,63,0.4175917144449179,0.41202420554148494,0.3108153916833478,False,
A_exo2,lockbox,sn_perdido_escoria_frac,x_Rl_carbon,63,-0.10709584090379488,0.2747974807280656,0.6967388511505079,False,
A_exo2,lockbox,sn_perdido_escoria_frac,x_Rl_gn,63,-0.08103930455908434,0.15000963857421504,0.5890402761218678,False,
A_exo2,total,recuperacion_refinada_pct,x_F_carbon,360,0.03660343488953677,0.46642079143306653,0.9374484026777803,True,0.9421954838615201
A_exo2,total,recuperacion_refinada_pct,x_F_gn,360,-0.05243979444783797,0.44124618436580904,0.9053983509683681,True,0.9421954838615201
A_exo2,total,recuperacion_refinada_pct,x_F_exo2,360,-1.4173499347274872,0.4302505016998805,0.0009868695448758294,True,0.00740152158656872
A_exo2,total,recuperacion_refinada_pct,x_Rt_carbon,360,0.6210872335632578,0.4988387066757583,0.21310740198762268,False,
A_exo2,total,recuperacion_refinada_pct,x_Rt_gn,360,-0.491348071886631,0.3504515070279695,0.16090241539520833,False,
A_exo2,total,recuperacion_refinada_pct,x_Rl_carbon,360,0.4962393410253343,0.35027964056450606,0.15657218162869238,False,
A_exo2,total,recuperacion_refinada_pct,x_Rl_gn,360,-0.2145974328312934,0.3094248701362645,0.48797294558335347,False,
A_exo2,total,f_metal,x_F_carbon,360,0.10928449915983185,0.474057054780615,0.8176797474995207,True,0.9421954838615201
A_exo2,total,f_metal,x_F_gn,360,-0.08534885089384825,0.4421125644776324,0.8469215455780108,True,0.9421954838615201
A_exo2,total,f_metal,x_F_exo2,360,-1.3858426629091958,0.3914797617306141,0.0004001103544527886,True,0.006001655316791829
A_exo2,total,f_metal,x_Rt_carbon,360,0.5107110551376719,0.4981989935390199,0.30530912383892117,False,
A_exo2,total,f_metal,x_Rt_gn,360,-0.4497861704170514,0.3532504026069744,0.2029192054522745,False,
A_exo2,total,f_metal,x_Rl_carbon,360,0.468251199015842,0.3509171654368907,0.1820846235640119,False,
A_exo2,total,f_metal,x_Rl_gn,360,-0.28821201448990996,0.30083580515160985,0.3380437960186907,False,
A_exo2,total,f_dross,x_F_carbon,360,-0.9369164913224683,0.3942275090488991,0.01747357795684187,True,0.052420733870525614
A_exo2,total,f_dross,x_F_gn,360,0.02533460671425658,0.34939124559834,0.9421954838615201,True,0.9421954838615201
A_exo2,total,f_dross,x_F_exo2,360,1.1541819619511284,0.467514150083041,0.013558071646673057,True,0.050842768675023964
A_exo2,total,f_dross,x_Rt_carbon,360,-0.7870116589313682,0.42036915098726557,0.061180079230121594,False,
A_exo2,total,f_dross,x_Rt_gn,360,0.7010832354565727,0.26319926272371585,0.007728701304557868,False,
A_exo2,total,f_dross,x_Rl_carbon,360,-0.16791504999372842,0.28749886785511625,0.5591835460669063,False,
A_exo2,total,f_dross,x_Rl_gn,360,0.2523600961035912,0.2551825770070334,0.3226928082740602,False,
A_exo2,total,f_polvo,x_F_carbon,360,0.8276319921626407,0.3001422762548207,0.005825134785127549,True,0.029125673925637745
A_exo2,total,f_polvo,x_F_gn,360,0.06001424417958112,0.2380806727140447,0.8009829029776382,True,0.9421954838615201
A_exo2,total,f_polvo,x_F_exo2,360,0.23166070095804359,0.3568121874316715,0.5161760949795569,True,0.9421954838615201
A_exo2,total,f_polvo,x_Rt_carbon,360,0.2763006037936905,0.26570714755638153,0.29840080514583145,False,
A_exo2,total,f_polvo,x_Rt_gn,360,-0.25129706503952626,0.22736945464294833,0.26905703958400073,False,
A_exo2,total,f_polvo,x_Rl_carbon,360,-0.30033614902211525,0.21523199862531298,0.16289326553969286,False,
A_exo2,total,f_polvo,x_Rl_gn,360,0.03585191838632107,0.18992639302188064,0.8502750946537853,False,
A_exo2,total,sn_perdido_escoria_frac,x_F_carbon,360,0.10986322804759506,0.09014061708136172,0.22292076875258326,True,0.5573019218814581
A_exo2,total,sn_perdido_escoria_frac,x_F_gn,360,-0.05182667679482625,0.07455403018370824,0.486957582035638,True,0.9421954838615201
A_exo2,total,sn_perdido_escoria_frac,x_F_exo2,360,0.08828267446454272,0.21401395067236653,0.6799664070425007,True,0.9421954838615201
A_exo2,total,sn_perdido_escoria_frac,x_Rt_carbon,360,-0.1664164192834104,0.09117853401271386,0.06797522332405945,False,
A_exo2,total,sn_perdido_escoria_frac,x_Rt_gn,360,0.06964979580230496,0.07357961377866774,0.3438472621712392,False,
A_exo2,total,sn_perdido_escoria_frac,x_Rl_carbon,360,-0.04603140878236383,0.069588973761795,0.5083073517671853,False,
A_exo2,total,sn_perdido_escoria_frac,x_Rl_gn,360,-0.10537116372599017,0.07510932002986259,0.16064547500273363,False,
B_o2_aire,DEV,recuperacion_refinada_pct,x_F_carbon,297,-0.5051698940892989,0.5430278003342737,0.3522242314497138,True,0.6867543209048995
B_o2_aire,DEV,recuperacion_refinada_pct,x_F_gn,297,1.2346001022494588,0.8840926498434981,0.16257599051702754,True,0.4645028300486501
B_o2_aire,DEV,recuperacion_refinada_pct,x_F_o2,297,-1.6912550433543023,0.7397950161351584,0.022247645520724717,True,0.14932601725018022
B_o2_aire,DEV,recuperacion_refinada_pct,x_F_aire,297,0.005969323265772419,0.48462555127898976,0.990172390977503,True,0.990172390977503
B_o2_aire,DEV,recuperacion_refinada_pct,x_Rt_carbon,297,0.3537191999688527,0.5446523469363516,0.5160538031924669,False,
B_o2_aire,DEV,recuperacion_refinada_pct,x_Rt_gn,297,-0.34173613269688635,0.3949519400231365,0.3868960763688478,False,
B_o2_aire,DEV,recuperacion_refinada_pct,x_Rl_carbon,297,0.5427308303150785,0.39468649806329276,0.16910246532734707,False,
B_o2_aire,DEV,recuperacion_refinada_pct,x_Rl_gn,297,-0.6258617875741398,0.36230400307737665,0.08408700756368111,False,
B_o2_aire,DEV,f_metal,x_F_carbon,297,-0.4694168956837939,0.5535953913871584,0.39647015957469267,True,0.6867543209048995
B_o2_aire,DEV,f_metal,x_F_gn,297,1.2407668326001022,0.8828037475523923,0.15987730611556694,True,0.4645028300486501
B_o2_aire,DEV,f_metal,x_F_o2,297,-1.6465639141528012,0.7581306602221769,0.029865203450036043,True,0.14932601725018022
B_o2_aire,DEV,f_metal,x_F_aire,297,-0.07416577981091958,0.5125577613970528,0.8849497852960405,True,0.990172390977503
B_o2_aire,DEV,f_metal,x_Rt_carbon,297,0.20212882896707554,0.5413395240270072,0.7088608622901809,False,
B_o2_aire,DEV,f_metal,x_Rt_gn,297,-0.33991926899568475,0.4061056901143054,0.4025803790591316,False,
B_o2_aire,DEV,f_metal,x_Rl_carbon,297,0.47589519800935265,0.39892180758095414,0.2328875538910482,False,
B_o2_aire,DEV,f_metal,x_Rl_gn,297,-0.687469436162071,0.34542980741208046,0.046570491551758145,False,
B_o2_aire,DEV,f_dross,x_F_carbon,297,-0.5539161891177413,0.46207271962409036,0.2306196844726236,True,0.576549211181559
B_o2_aire,DEV,f_dross,x_F_gn,297,-1.2702868270332321,0.7045047036444607,0.0713737602282432,True,0.2854950409129728
B_o2_aire,DEV,f_dross,x_F_o2,297,1.504073001140241,0.6748406859847516,0.025828390734930103,True,0.14932601725018022
B_o2_aire,DEV,f_dross,x_F_aire,297,0.11722040859917063,0.44251687466221035,0.7910905224133258,True,0.990172390977503
B_o2_aire,DEV,f_dross,x_Rt_carbon,297,-0.3392284436358652,0.42327645921923024,0.4228800312760529,False,
B_o2_aire,DEV,f_dross,x_Rt_gn,297,0.44532658869874747,0.27958633713223224,0.11120388454203815,False,
B_o2_aire,DEV,f_dross,x_Rl_carbon,297,-0.19291847791195232,0.3085458241138242,0.5318065621251982,False,
B_o2_aire,DEV,f_dross,x_Rl_gn,297,0.4787782302433461,0.2778685903849255,0.08488159486215019,False,
B_o2_aire,DEV,f_polvo,x_F_carbon,297,1.023333084801526,0.38214509074246,0.007409300471603278,True,0.14818600943206556
B_o2_aire,DEV,f_polvo,x_F_gn,297,0.02951999443315216,0.5597121721477462,0.9579379654679345,True,0.990172390977503
B_o2_aire,DEV,f_polvo,x_F_o2,297,0.14249091301254188,0.5424253430643731,0.7927878202448153,True,0.990172390977503
B_o2_aire,DEV,f_polvo,x_F_aire,297,-0.04305462878824696,0.3350796041968012,0.8977606200202498,True,0.990172390977503
B_o2_aire,DEV,f_polvo,x_Rt_carbon,297,0.1370996146687848,0.2900803438623483,0.6364797785418573,False,
B_o2_aire,DEV,f_polvo,x_Rt_gn,297,-0.1054073197030681,0.28394666085882336,0.7104719985335497,False,
B_o2_aire,DEV,f_polvo,x_Rl_carbon,297,-0.282976720097415,0.2531826586485494,0.2637044871671278,False,
B_o2_aire,DEV,f_polvo,x_Rl_gn,297,0.20869120591872797,0.2197436620198435,0.3422632061093178,False,
B_o2_aire,DEV,sn_perdido_escoria_frac,x_F_carbon,297,0.06767531239339025,0.0950967117798277,0.4766832468436685,True,0.7333588412979515
B_o2_aire,DEV,sn_perdido_escoria_frac,x_F_gn,297,-0.021106958096954658,0.11590357367184355,0.8554980376337793,True,0.990172390977503
B_o2_aire,DEV,sn_perdido_escoria_frac,x_F_o2,297,0.09723648081687207,0.11853960483269975,0.4120525925429397,True,0.6867543209048995
B_o2_aire,DEV,sn_perdido_escoria_frac,x_F_aire,297,-0.11184210961195451,0.11252809201081267,0.32026965505099436,True,0.6867543209048995
B_o2_aire,DEV,sn_perdido_escoria_frac,x_Rt_carbon,297,-0.22085681920001315,0.11616055802192489,0.057261883606657786,False,
B_o2_aire,DEV,sn_perdido_escoria_frac,x_Rt_gn,297,0.00717303265355643,0.05579574048506287,0.8977067797149717,False,
B_o2_aire,DEV,sn_perdido_escoria_frac,x_Rl_carbon,297,-0.1046771451276786,0.07336886472217816,0.15365936684990286,False,
B_o2_aire,DEV,sn_perdido_escoria_frac,x_Rl_gn,297,-0.07798944331049794,0.08560008487032311,0.3622475734507751,False,
B_o2_aire,lockbox,recuperacion_refinada_pct,x_F_carbon,63,0.8406576116569289,1.157403429381224,0.4676360800482293,True,0.8203365919604705
B_o2_aire,lockbox,recuperacion_refinada_pct,x_F_gn,63,3.022448263167874,1.717234321952924,0.07839636805214499,True,0.7839636805214498
B_o2_aire,lockbox,recuperacion_refinada_pct,x_F_o2,63,-2.0083787655040495,2.331149484710089,0.38894064422408925,True,0.8203365919604705
B_o2_aire,lockbox,recuperacion_refinada_pct,x_F_aire,63,0.6387088466444093,2.2823247071074615,0.7795924959526563,True,0.8708150982335668
B_o2_aire,lockbox,recuperacion_refinada_pct,x_Rt_carbon,63,1.8377517247867976,1.3627100432124475,0.1774652541654389,False,
B_o2_aire,lockbox,recuperacion_refinada_pct,x_Rt_gn,63,-0.4011302601385949,0.8919971883073942,0.6529274791201303,False,
B_o2_aire,lockbox,recuperacion_refinada_pct,x_Rl_carbon,63,0.7560012002125882,0.8948696652723355,0.39821296267318484,False,
B_o2_aire,lockbox,recuperacion_refinada_pct,x_Rl_gn,63,1.7805194489133929,0.6375734244030521,0.005227821666064615,False,
B_o2_aire,lockbox,f_metal,x_F_carbon,63,0.9534395717955038,1.1168437675949563,0.39327617302942675,True,0.8203365919604705
B_o2_aire,lockbox,f_metal,x_F_gn,63,2.4090980116084704,1.2451072581979514,0.053008485213648635,True,0.7839636805214498
B_o2_aire,lockbox,f_metal,x_F_o2,63,-1.730909577500264,2.0853233618497624,0.40651406073686347,True,0.8203365919604705
B_o2_aire,lockbox,f_metal,x_F_aire,63,0.3828291833587634,2.1631929951541857,0.859528715522069,True,0.8708150982335668
B_o2_aire,lockbox,f_metal,x_Rt_carbon,63,1.7838312394045288,1.3697242045022509,0.19280402054128154,False,
B_o2_aire,lockbox,f_metal,x_Rt_gn,63,-0.18073266980956237,0.8130716371656582,0.8240929464726252,False,
B_o2_aire,lockbox,f_metal,x_Rl_carbon,63,0.6762555916967496,0.8414300731538983,0.42157146111735155,False,
B_o2_aire,lockbox,f_metal,x_Rl_gn,63,1.7308727521463156,0.6482345274140402,0.007582108589489164,False,
B_o2_aire,lockbox,f_dross,x_F_carbon,63,-0.22973515419897805,0.887195445322624,0.7956773903204485,True,0.8708150982335668
B_o2_aire,lockbox,f_dross,x_F_gn,63,-1.1252799639731543,1.3392944486671763,0.40079426257498674,True,0.8203365919604705
B_o2_aire,lockbox,f_dross,x_F_o2,63,1.280389731867491,1.6342085759923914,0.43333811097744324,True,0.8203365919604705
B_o2_aire,lockbox,f_dross,x_F_aire,63,0.2666238991144856,1.6395191796906377,0.8708150982335668,True,0.8708150982335668
B_o2_aire,lockbox,f_dross,x_Rt_carbon,63,-2.202212127917634,1.4092010725537676,0.11811422211856278,False,
B_o2_aire,lockbox,f_dross,x_Rt_gn,63,1.401689080283962,1.0195890897428035,0.16920623295915727,False,
B_o2_aire,lockbox,f_dross,x_Rl_carbon,63,-0.07712250754332403,0.9404298993180072,0.9346405781168794,False,
B_o2_aire,lockbox,f_dross,x_Rl_gn,63,-0.7797075431590539,0.636594355364883,0.22064657314584746,False,
B_o2_aire,lockbox,f_polvo,x_F_carbon,63,-0.7237044175965106,0.8246045338043488,0.3801401058705395,True,0.8203365919604705
B_o2_aire,lockbox,f_polvo,x_F_gn,63,-1.2838180476353092,1.011824685677199,0.20450715650488616,True,0.8203365919604705
B_o2_aire,lockbox,f_polvo,x_F_o2,63,0.45051984563275926,1.0969626055423989,0.681294329606773,True,0.8516179120084663
B_o2_aire,lockbox,f_polvo,x_F_aire,63,-0.649453082473247,1.1604824219531829,0.5757246039826087,True,0.8203365919604705
B_o2_aire,lockbox,f_polvo,x_Rt_carbon,63,0.4183808885131013,1.0895050786508418,0.7009710063395231,False,
B_o2_aire,lockbox,f_polvo,x_Rt_gn,63,-1.2209564104743993,0.6667002250348673,0.06704944825819982,False,
B_o2_aire,lockbox,f_polvo,x_Rl_carbon,63,-0.5991330841534338,0.5549017278391515,0.2802712273760801,False,
B_o2_aire,lockbox,f_polvo,x_Rl_gn,63,-0.9511652089872629,0.5810887541167077,0.1016581893903259,False,
B_o2_aire,lockbox,sn_perdido_escoria_frac,x_F_carbon,63,0.16595048841593663,0.3301904798403031,0.6152524439703528,True,0.8203365919604705
B_o2_aire,lockbox,sn_perdido_escoria_frac,x_F_gn,63,-1.008412341961484,1.2427644260845148,0.41712062279989215,True,0.8203365919604705
B_o2_aire,lockbox,sn_perdido_escoria_frac,x_F_o2,63,0.4831266421233541,0.8217849644540836,0.556600019670422,True,0.8203365919604705
B_o2_aire,lockbox,sn_perdido_escoria_frac,x_F_aire,63,-0.40170015885521076,0.6608043652134368,0.5432566248747352,True,0.8203365919604705
B_o2_aire,lockbox,sn_perdido_escoria_frac,x_Rt_carbon,63,-0.11195589644056572,0.3631335454085149,0.757850243506798,False,
B_o2_aire,lockbox,sn_perdido_escoria_frac,x_Rt_gn,63,0.3312553153984903,0.32423485680509223,0.3069454536387406,False,
B_o2_aire,lockbox,sn_perdido_escoria_frac,x_Rl_carbon,63,-0.1320766531900156,0.2259496199460898,0.5588568761764208,False,
B_o2_aire,lockbox,sn_perdido_escoria_frac,x_Rl_gn,63,-0.11216397775008993,0.15383603437130275,0.4659320452490552,False,
B_o2_aire,total,recuperacion_refinada_pct,x_F_carbon,360,0.03467880207308305,0.4611932956697128,0.9400606455616424,True,0.9400606455616424
B_o2_aire,total,recuperacion_refinada_pct,x_F_gn,360,1.6680365554967214,0.7196845201115731,0.020463836860222406,True,0.0682127895340747
B_o2_aire,total,recuperacion_refinada_pct,x_F_o2,360,-1.7955885330002586,0.5913411042140695,0.002393672559284067,True,0.03193089888614198
B_o2_aire,total,recuperacion_refinada_pct,x_F_aire,360,-0.3458023745351011,0.39686972083623273,0.38357690951144796,True,0.5479670135877829
B_o2_aire,total,recuperacion_refinada_pct,x_Rt_carbon,360,0.5666957998411775,0.4998819693512533,0.2569375247893556,False,
B_o2_aire,total,recuperacion_refinada_pct,x_Rt_gn,360,-0.3314266454407184,0.3452217664180081,0.33703517006275874,False,
B_o2_aire,total,recuperacion_refinada_pct,x_Rl_carbon,360,0.5056790699229787,0.35036152781800456,0.14893414997601062,False,
B_o2_aire,total,recuperacion_refinada_pct,x_Rl_gn,360,-0.20423790803617758,0.3014837027225051,0.49812516768512594,False,
B_o2_aire,total,f_metal,x_F_carbon,360,0.11301486766425728,0.4705086523221245,0.8101773730253409,True,0.8528182873950957
B_o2_aire,total,f_metal,x_F_gn,360,1.5500821004711876,0.7033626877531575,0.02753727133670662,True,0.07867791810487607
B_o2_aire,total,f_metal,x_F_o2,360,-1.700020214251003,0.5765690998395094,0.003193089888614198,True,0.03193089888614198
B_o2_aire,total,f_metal,x_F_aire,360,-0.38783360844649195,0.4044011360168804,0.33754265193031685,True,0.5479670135877829
B_o2_aire,total,f_metal,x_Rt_carbon,360,0.4607990835451119,0.4996417161894993,0.35639347994214343,False,
B_o2_aire,total,f_metal,x_Rt_gn,360,-0.29650838223926734,0.3512671469083129,0.39860750934031486,False,
B_o2_aire,total,f_metal,x_Rl_carbon,360,0.48168104394455824,0.351960283329999,0.17113482980022077,False,
B_o2_aire,total,f_metal,x_Rl_gn,360,-0.28212583072996944,0.29311958625028456,0.33580153678823077,False,
B_o2_aire,total,f_dross,x_F_carbon,360,-0.9255032352210533,0.395053007881509,0.01914313966644676,True,0.0682127895340747
B_o2_aire,total,f_dross,x_F_gn,360,-1.2532200954283539,0.599890803223437,0.03670048993552829,True,0.09175122483882071
B_o2_aire,total,f_dross,x_F_o2,360,1.3277729798532907,0.5414497999224207,0.014196401708924972,True,0.0682127895340747
B_o2_aire,total,f_dross,x_F_aire,360,0.23798971174124148,0.3734024069965093,0.5238939458548648,True,0.654867432318581
B_o2_aire,total,f_dross,x_Rt_carbon,360,-0.7512769900068453,0.4219305803074674,0.07498270240174923,False,
B_o2_aire,total,f_dross,x_Rt_gn,360,0.5772338585675421,0.25701474317865025,0.024709305428554842,False,
B_o2_aire,total,f_dross,x_Rl_carbon,360,-0.17752239106903367,0.2864342944321647,0.5354115018509249,False,
B_o2_aire,total,f_dross,x_Rl_gn,360,0.24883053149821918,0.2479236896639566,0.31554361040523926,False,
B_o2_aire,total,f_polvo,x_F_carbon,360,0.8124883675567985,0.3014004643267722,0.007023870257502269,True,0.0468258017166818
B_o2_aire,total,f_polvo,x_F_gn,360,-0.2968620050428452,0.45974140685373416,0.5184638281775055,True,0.654867432318581
B_o2_aire,total,f_polvo,x_F_o2,360,0.37224723439773044,0.4099778565423152,0.36389453589404464,True,0.5479670135877829
B_o2_aire,total,f_polvo,x_F_aire,360,0.14984389670523734,0.25663485081573023,0.559301207161812,True,0.658001420190367
B_o2_aire,total,f_polvo,x_Rt_carbon,360,0.2904779064617308,0.2631378651978473,0.2696364907407762,False,
B_o2_aire,total,f_polvo,x_Rt_gn,360,-0.2807254763282726,0.23004507112907263,0.22234873839435965,False,
B_o2_aire,total,f_polvo,x_Rl_carbon,360,-0.3041586528755271,0.21401681708475984,0.15526140529449747,False,
B_o2_aire,total,f_polvo,x_Rl_gn,360,0.033295299231746955,0.1904352179925801,0.86120698385126,False,
B_o2_aire,total,sn_perdido_escoria_frac,x_F_carbon,360,0.11868627498294311,0.09713866579091057,0.221774495137666,True,0.49283221141703554
