y,exposicion,coef,ci_lo,ci_hi,p,n,spec,conjunto,q_bh
recuperacion_refinada_pct,x_F_carbon,-0.5940690513652424,-1.6657948878769404,0.4776567851464558,0.2772892716776515,297,spec9,dev,0.4991206890197727
recuperacion_refinada_pct,x_F_gn,-0.18770211626923625,-1.3361205902008844,0.9607163576624118,0.748707294637442,297,spec9,dev,0.748707294637442
recuperacion_refinada_pct,x_F_exo2,-0.9324393471208804,-2.0158395026750138,0.1509608084332531,0.09162971554904174,297,spec9,dev,0.24411424424195988
recuperacion_refinada_pct,x_Rt_carbon,0.5089165251949245,-0.6501795307170642,1.6680125811069133,0.38948690879315495,297,spec9,dev,0.5842303631897324
recuperacion_refinada_pct,x_Rt_gn,-0.28935876099365043,-1.3829590304837982,0.8042415084964974,0.6040450344169742,297,spec9,dev,0.7420594583054437
recuperacion_refinada_pct,x_Rt_exo2,0.36519339166954135,-1.2598709450204773,1.99025772835956,0.6596084073826166,297,spec9,dev,0.7420594583054437
recuperacion_refinada_pct,x_Rl_carbon,0.7017377339065446,-0.0869008624978248,1.490376330310914,0.08116020136233042,297,spec9,dev,0.24411424424195988
recuperacion_refinada_pct,x_Rl_gn,-1.0992653333368674,-1.8447966420135595,-0.35373402466017523,0.003853487160750072,297,spec9,dev,0.034681384446750646
recuperacion_refinada_pct,x_Rl_exo2,-0.778534769731152,-1.7292551573925308,0.1721856179302268,0.10849521966309328,297,spec9,dev,0.24411424424195988
f_metal,x_F_carbon,-0.5509602807992208,-1.6459005482733562,0.5439799866749145,0.3240205444297417,297,spec9,dev,
f_metal,x_F_gn,-0.18304886450349128,-1.3279342483820766,0.961836519375094,0.7540019298454235,297,spec9,dev,
f_metal,x_F_exo2,-1.0449530806116776,-2.154130772709517,0.06422461148616176,0.06482306669471843,297,spec9,dev,
f_metal,x_Rt_carbon,0.32418294825320254,-0.8502126617555166,1.4985785582619218,0.5884847650891545,297,spec9,dev,
f_metal,x_Rt_gn,-0.30567991804104794,-1.4057782093137121,0.7944183732316163,0.5860235891825819,297,spec9,dev,
f_metal,x_Rt_exo2,0.33221204226531753,-1.254537809641295,1.9189618941719302,0.6815488322175002,297,spec9,dev,
f_metal,x_Rl_carbon,0.5967323460518966,-0.20795436772873988,1.4014190598325331,0.14609816208441626,297,spec9,dev,
f_metal,x_Rl_gn,-1.0600312832687866,-1.8231106531716916,-0.29695191336588145,0.006475418212143018,297,spec9,dev,
f_metal,x_Rl_exo2,-0.6193783767805381,-1.4889779806045342,0.25022122704345806,0.16271509618820557,297,spec9,dev,
f_dross,x_F_carbon,-0.49194694148558815,-1.3980521164064708,0.41415823343529445,0.28727751659388157,297,spec9,dev,
f_dross,x_F_gn,0.07102860817894956,-0.7921162651049141,0.9341734814628131,0.8718678482945155,297,spec9,dev,
f_dross,x_F_exo2,1.2231758564276545,-0.008497360826876132,2.454849073682185,0.051601654490025003,297,spec9,dev,
f_dross,x_Rt_carbon,-0.421004424927273,-1.3255775953928914,0.48356874553834545,0.3616623593376439,297,spec9,dev,
f_dross,x_Rt_gn,0.41497471527213997,-0.3570123355608738,1.1869617661051537,0.2920839246250506,297,spec9,dev,
f_dross,x_Rt_exo2,-0.3166927851469357,-1.4211157761692996,0.7877302058754283,0.5741032293933119,297,spec9,dev,
f_dross,x_Rl_carbon,-0.27871048464888115,-0.9024945880126822,0.3450736187149199,0.381180267549894,297,spec9,dev,
