n,pendiente,se,t,p_uni,spearman,sd_score,canal
261,0.5279083444763467,0.22144525741640236,2.3839225578160645,0.008564603293870378,0.15705617537678607,1.3786433076484104,compuesto: 100 - Sum(perdidas predichas dross+polvo+escoria)
