exposicion,t_obs,p_perm_bilateral,media_null,sd_null
x_R_gn,-3.1983070683737425,0.015968063872255488,-0.8032517121974497,0.959310058652261
x_R_carbon,1.4516819577507183,0.19760479041916168,0.648753698153327,0.9041866672115285
