W,t_obs,spearman_obs
60.0,2.2481541747215164,0.13042573320719017
80.0,2.397623008406001,0.16132894893400687
100.0,2.3247133433749663,0.15362814775818198
120.0,2.142413885327917,0.1558794280031549
150.0,1.4832852653483302,0.13299140276695495
,1.4152493148656649,0.110466991988445
