palanca,icc_between_within,autocorr1_nivel,corr_idx_nivel,corr_espesor_nivel,autocorr1_residual,corr_idx_residual,media,sd
exo2,0.12952131737500924,0.06769770813234788,0.025380101064070536,-0.02838497342634349,0.07119067741858427,-0.01938200860517003,19.066297677648645,1.4892141014090652
o2,0.6621605636660176,0.7570583462724612,0.6768916068596164,-0.653638834061108,0.17615129806727758,0.1782728734523958,47.19375148598165,3.1581214930201504
aire,0.2774722110438155,0.1609632564244137,-0.39222952979434794,0.3854645878663839,-0.00496146682578325,-0.00400253254454275,120.09889285216472,3.762226875442779
gn,0.5714600458431773,0.6018438138464005,0.582784079075746,-0.5584349058501482,0.0433136998405829,0.1622676737037439,30.42046993060931,1.2928565829835743
carbon,0.13538072051207728,0.45122071406440123,0.18424367223350202,-0.17592549644604427,0.5835093980500933,0.307541196025363,46.64032643549833,3.5194291562573947
