kpi,sd_DEV,acf1_DEV,corr_kpi_real_DEV,r2_ridge_DEV,r2_hgb_DEV,t_x_R_gn_DEV,beta_x_R_gn_DEV,t_x_R_carbon_DEV,beta_x_R_carbon_DEV,t_x_F_carbon_DEV,beta_x_F_carbon_DEV,t_x_F_exo2_DEV,beta_x_F_exo2_DEV,sd_total,acf1_total,corr_kpi_real_total,r2_ridge_total,r2_hgb_total,t_x_R_gn_total,beta_x_R_gn_total,t_x_R_carbon_total,beta_x_R_carbon_total,t_x_F_carbon_total,beta_x_F_carbon_total,t_x_F_exo2_total,beta_x_F_exo2_total
kpi_a_refinado,4.533194260000889,0.11651524146113403,0.5694193220082713,-0.18377115229568353,-0.13803489619060816,-2.823005140387782,-1.1614263073388105,1.3435724782199914,0.9484140186680384,-1.0734990673585962,-0.5757570031837376,-1.8692600171609033,-1.001626472432202,4.497700999883155,0.12087079026525564,0.5883019326616772,-0.18197851896782757,-0.10079220932168109,-1.829736654117184,-0.6942963275286544,1.6475005099018303,1.0564667721356458,0.005895319763378401,0.0027048541358990256,-3.19358857643016,-1.3506644025627204
kpi_b_sinpolvo,4.394369815083736,0.15435396997209716,0.6182792071767355,-0.1854943865617149,-0.05933065538651561,-2.9570195968993938,-1.1846980566568965,1.2851027006251028,0.8727237904322015,0.5962517676887028,0.326647998388803,-1.89983945509444,-1.300195355573433,4.47504066705091,0.160819322697633,0.6221604941707485,-0.29862614154857514,-0.1049921237188336,-2.290928151168282,-0.8724722266886924,1.6207967696825136,1.0331948614573887,1.778390236574839,0.836964044324978,-2.4876968603074205,-1.4239517474623136
kpi_c3_polvosuav,3.9669519739021184,0.2570885085827756,0.6614387974514735,-0.24024154592262592,-0.17354015079910878,-3.0217558395711346,-1.0914856864699338,1.5280919967496722,0.9975327599388157,-0.8346630781193187,-0.438820863786306,-1.936390305864525,-1.0524432019000278,3.973411458117892,0.2533101751674668,0.6760987984196507,-0.2236425281183949,-0.14632714028022153,-2.485628836866239,-0.8328733783090602,1.7550361204700955,1.0252394999684886,0.04437158103562735,0.01917129240057208,-2.5786808010445017,-1.1293174149939613
kpi_c5_polvosuav,3.85335373497429,0.24515193414204667,0.6670167796759525,-0.2975334671784604,-0.1875609203920896,-3.151026426422401,-1.0616929889150848,1.69863481896273,1.0536909728843975,-0.7170768562619622,-0.35228110131496404,-2.009365437571648,-1.1183069979521563,3.8785628220009176,0.234696476980019,0.6799280532779837,-0.2547713848497519,-0.19392887619994714,-2.5813508097057967,-0.8153307256180972,1.9170724805253372,1.0766665048904795,0.18905477490948955,0.07793527075110998,-2.5788476978976145,-1.1420595789570387
kpi_d3_todosuav,2.8947796190740456,0.7742004934865466,0.43125237660051763,-0.4987449572920011,-0.3360088604894902,-1.578205357703221,-0.4728365279050833,1.9930598318238775,1.092014793722046,-1.3144808340770378,-0.4911535168803129,-1.7383440772830407,-0.7012003366503996,2.8790904117228604,0.774550728006981,0.44975325497597385,-0.44202639184789483,-0.46364338507668656,-1.4265297394263212,-0.39179947954774824,2.415545377199778,1.1300851543361172,0.21339473083811075,0.06310687975215112,-1.7352114468188171,-0.6668939699174367
kpi_e_legado,3.3843050627818134,0.5699857738177059,0.464986510067759,-0.2172257525846033,-0.1270532872493515,-0.9732290638870594,-0.3740605140386812,1.2846103652438514,0.8004688564438923,-1.808525970628124,-0.6882763251374902,-1.362345874684872,-0.6754336341885901,3.3488107342838354,0.5704392818461931,0.4922290150820193,-0.23225952114700643,-0.3092810089711884,-0.5603049710061525,-0.19251393635583725,1.8311155216770845,0.9824909950848255,-0.5157230751454325,-0.16129351729418961,-1.7483562377211002,-0.6979500040830988
kpi_f_real,5.314548420489516,0.15323938163355244,1.0,0.06892182468295238,-0.07260407085132559,-2.1743509396879537,-1.0093438889712723,1.586355560946007,1.6243612914961543,-1.1854903206543344,-0.7855149148179741,-0.6744476148004771,-0.3908345851040883,5.18679339710984,0.14188375567859196,1.0,0.06602492089752632,-0.15420708071882694,-1.5810482509969288,-0.6654916797171258,1.828604260806057,1.5525215329525888,-0.9381577361773238,-0.47941356052526757,-0.6417258536682215,-0.3077942249316286
kpi_g_controlable,3.643486709211719,0.1461278833900204,0.588579280624432,-0.18562312273758352,-0.031072506602740635,-2.862165118184671,-0.9296737945258751,1.237531559630333,0.678974378344709,0.9733664370207985,0.44112465159725556,-1.83747126309853,-1.0997678094071,3.7183436398548904,0.1493943243761659,0.5921571406540553,-0.3066707832618676,-0.12014159129437219,-2.3091168268641034,-0.7147918922689757,1.5624110385665357,0.8116221986924729,2.11822324993096,0.8190182255746575,-2.2913170147881274,-1.143740682534547
kpi_h_medido_cargado,6.979460428110159,0.036693152937659713,0.5703142884250978,0.012603749432757994,-0.366651804060123,0.8883270007667772,0.5041969679206302,0.9859447324037028,1.167674134206849,-0.5710121042901841,-0.38922231223700543,1.2277139128886,0.9231822001009988,6.67647835763277,0.01322871631754547,0.5577267996279838,0.020775364653503048,-0.23659334629271478,0.4951234026563629,0.24945141106527555,0.8701469048274321,0.8082874657868361,-1.6306588492796839,-0.8479025346678146,2.262573204266461,1.4248899282983447
