exposicion,coef_actual,p_actual,coef_siguiente,p_siguiente,ci_lo_siguiente,ci_hi_siguiente,n
x_R_gn,-1.0380522401684753,0.005431176475255318,-0.6934001592437586,0.07515492935807416,-1.4571123472412006,0.07031202875368325,298
x_R_carbon,0.6638297956614403,0.38588149152800943,1.122604804288232,0.13119922926053293,-0.33511351526843525,2.580323123844899,298
x_F_carbon,-0.6834441742243319,0.22701767529113248,0.2655800779338382,0.7084507750770661,-1.126436799630377,1.6575969554980534,298
x_F_exo2,-0.9304172018802503,0.08064867708074767,-0.5870336752590195,0.28495294668355453,-1.663073046631963,0.48900569611392397,298
