placebo,n,pendiente,t,p_uni_perm
lead1,260,0.027882163323085785,0.05484416336583206,0.35528942115768464
lead3,258,-0.7928376082093143,-1.0778814223037514,0.8143712574850299
lag1,260,-0.4935099224152328,-0.6628611094819675,0.5888223552894212
kpi_prev,260,0.2125653825869147,0.6840871369539223,0.18962075848303392
