quitando,t_P5,t_P50,t_P95,pend_P5,pend_P50,pend_P95,pct_t_gt_1.645
5,1.6654218016643034,1.935487892974227,2.1851189948210394,0.5189621313348344,0.6015074103419946,0.6807926400982187,95.33333333333334
10,1.0310322556337088,1.8114547870669049,2.217612428091807,0.33588353093583784,0.5691151330814348,0.6948075298302987,67.66666666666666
20,1.091188921293474,1.7161896302269972,2.1769665448253503,0.3859300525884309,0.5334288535201571,0.6667634399464604,59.333333333333336
