Batch,orden_escalon_fase,residuo_ln_masa,R,z_residuo,flag_qc
AP0039,0,-0.11421664502575624,True,-0.466366597572343,False
AP0039,1,-0.1375301878748587,True,-0.5395924838153907,False
AP0039,2,-0.11235525993964934,True,-0.1214834117734484,False
AP0040,0,-0.06123771620051066,True,0.6386574680657575,False
AP0040,1,-0.10120151949900347,True,0.09186113885821132,False
AP0040,2,-0.11449530410040154,True,-0.15849079429365798,False
AP0040,3,-0.0955862875945126,True,0.21442067658677777,False
AP0041,0,-0.14033530580590892,True,-1.0111444812383013,False
AP0041,1,-0.18437716110991076,True,-1.3538720124376804,False
AP0041,2,-0.1911268760724969,True,-1.483666203804605,False
AP0041,3,-0.19559457515459222,True,-1.5202370508560543,False
AP0042,0,-0.051832192414345,True,0.834836031205977,False
AP0042,1,-0.12703767723234805,True,-0.35721492492423834,False
AP0042,2,-0.08554102832474086,True,0.34221006921043284,False
AP0042,3,-0.0856639659844678,True,0.3865247319101656,False
AP0043,0,-0.1095260243620313,True,-0.3685305553735152,False
AP0043,1,-0.12887402357197786,True,-0.38913372625892545,False
AP0043,2,-0.11152182387331777,True,-0.10707095810612303,False
AP0043,3,-0.12406016260676545,True,-0.27946266573696155,False
AP0044,0,-0.09787302347991123,True,-0.12547455750463038,False
AP0044,1,-0.13937553033452055,True,-0.5716676529124592,False
AP0044,2,-0.1476460897112677,True,-0.7317611157414036,False
AP0044,3,-0.14179380439362355,True,-0.5870551614368452,False
AP0045,0,-0.1588537384151767,True,-1.3973983022364158,False
AP0045,1,-0.17875682715262542,True,-1.2561811144051498,False
AP0045,2,-0.14969973739153275,True,-0.7672744601195856,False
AP0045,3,-0.17218262419631358,True,-1.114153488832324,False
AP0046,0,-0.11241095132048606,True,-0.4287037938173537,False
AP0046,1,-0.15654258409148625,True,-0.8700600457553819,False
AP0046,2,-0.12781269292155706,True,-0.38878590283087516,False
AP0046,3,-0.12021295933219278,True,-0.21273238715608186,False
AP0047,0,-0.14693069698023287,True,-1.1487098516889809,False
AP0047,1,-0.16150239016381285,True,-0.9562698533851787,False
AP0047,2,-0.14797785847973088,True,-0.7374983308643199,False
AP0047,3,-0.15797942796492848,True,-0.867797064797385,False
AP0048,0,-0.17753040229715822,True,-1.7869524799643162,False
AP0048,1,-0.2086920047457106,True,-1.7765050674046043,False
AP0048,2,-0.20157105663822428,True,-1.6642754605641281,False
AP0048,3,-0.20664141320817286,True,-1.7118460010837182,False
AP0049,0,-0.08527795898521084,True,0.1372308176987232,False
AP0049,1,-0.09863148501038133,True,0.136532679566682,False
AP0049,2,-0.11581158483637566,True,-0.18125299032378825,False
AP0049,3,-0.11127530928568063,True,-0.057707597745021794,False
AP0050,0,-0.11219201899743858,True,-0.42413734653202767,False
AP0050,1,-0.11013634856604604,True,-0.06344128301924926,False
AP0050,2,-0.11650627800697322,True,-0.19326618910256713,False
AP0051,0,-0.17950748658165772,True,-1.828190114673264,False
AP0051,1,-0.1642172006343099,True,-1.0034578452138834,False
AP0051,2,-0.22310884863825287,True,-2.036724460357484,True
AP0051,3,-0.22194778675247662,True,-1.977337189819476,False
AP0052,0,-0.1003266244544978,True,-0.17665128350704967,False
AP0052,1,-0.10902576261031527,True,-0.04413742310946225,False
AP0052,2,-0.11469391827158582,True,-0.16192539192568411,False
AP0053,0,-0.13445467838657343,True,-0.8884875124488447,False
AP0053,1,-0.13845597769622842,True,-0.5556842747527866,False
AP0053,2,-0.15483984960662056,True,-0.856161457140103,False
AP0053,3,-0.13615096468505072,True,-0.4891793179042104,False
AP0054,0,-0.135402657719629,True,-0.9082602787161534,False
AP0054,1,-0.18364206197371402,True,-1.3410947477228479,False
AP0054,2,-0.11998642891036759,True,-0.25344778632002835,False
AP0054,3,-0.1290808787721911,True,-0.3665476894498286,False
AP0055,0,-0.003991136150618857,True,1.8326953626270428,False
AP0055,1,-0.022570947902575966,True,1.4585932957808578,False
AP0055,2,-0.04783576457827898,True,0.9942401273192571,False
AP0055,3,-0.010611269731079176,True,1.6883242397074434,False
AP0056,0,-0.060632434396421075,True,0.6512823167526399,False
AP0056,1,-0.10475629904453143,True,0.030073065631681727,False
AP0056,2,-0.09596218772307274,True,0.16199891318335785,False
AP0057,0,-0.0609953913271255,True,0.6437118325599241,False
AP0057,1,-0.08044924572308965,True,0.4525707117756821,False
AP0057,2,-0.09511889416689279,True,0.17658183057484303,False
AP0058,0,-0.08105255130451106,True,0.22536353910022455,False
AP0058,1,-0.1461241832864122,True,-0.688970641025041,False
AP0058,2,-0.13393442471353367,True,-0.49464786318975745,False
AP0058,3,-0.1561523528685882,True,-0.8361061918526698,False
AP0059,0,-0.11531810531854525,True,-0.489340639476653,False
AP0059,1,-0.1116512438788444,True,-0.08977272251328668,False
AP0059,2,-0.11708106010246944,True,-0.2032057881369719,False
AP0059,3,-0.13837423006872562,True,-0.5277421667644209,False
AP0060,0,-0.15130816288742643,True,-1.2400141736377135,False
AP0060,1,-0.17940284646334348,True,-1.267410021279731,False
AP0060,2,-0.16223732915042177,True,-0.9840846842321334,False
AP0060,3,-0.1792626693167243,True,-1.2369578611338328,False
AP0061,0,-0.14684162333179707,True,-1.146851971068925,False
AP0061,1,-0.14556136870224456,True,-0.679187972847135,False
AP0061,2,-0.13604188944780837,True,-0.5310918557949112,False
AP0061,3,-0.14326292469233692,True,-0.6125372583798143,False
AP0062,0,-0.12263954680032008,True,-0.6420498242774417,False
AP0062,1,-0.1145483159292553,True,-0.1401287284767267,False
AP0062,2,-0.1351794993235469,True,-0.5161787050312475,False
AP0062,3,-0.15118814071992404,True,-0.7500012382089759,False
AP0063,0,-0.1265744439820189,True,-0.7241231348936568,False
AP0063,1,-0.1594537202920403,True,-0.9206605104054394,False
AP0063,2,-0.14120432139108097,True,-0.6203648236910909,False
AP0063,3,-0.17101411432227032,True,-1.0938855217262509,False
AP0064,0,-0.17462356486912434,True,-1.7263222372602705,False
AP0064,1,-0.12358270366892121,True,-0.2971616482586568,False
AP0064,2,-0.11977536963773439,True,-0.2497979778814824,False
AP0065,0,-0.043519341525223965,True,1.0082238382120439,False
AP0065,1,-0.03748944280197719,True,1.1992846541427433,False
AP0065,2,-0.013936041202105898,True,1.5804616891539314,False
AP0066,0,-0.046373328281253734,True,0.9486959444181154,False
AP0066,1,-0.055236419287858496,True,0.8908122246671566,False
AP0066,2,-0.0581113386535872,True,0.8165465509932344,False
AP0067,0,-0.07509094576728437,True,0.3497095335276857,False
AP0067,1,-0.0717059335372543,True,0.6045442467478955,False
AP0068,0,-0.02500875355294241,True,1.3943140373165455,False
AP0068,1,-0.027198574161968025,True,1.3781573344172229,False
AP0068,2,-0.016803245270384792,True,1.5308796666591233,False
AP0068,3,-0.04700148213844102,True,1.0571309186759799,False
AP0069,0,-0.0639046365266811,True,0.58303136903158,False
AP0069,1,-0.05205323816034202,True,0.9461412896854722,False
AP0069,2,-0.07943174234255679,True,0.44785680651354215,False
AP0070,0,-0.09881889319281179,True,-0.1452033217301399,False
AP0070,1,-0.12441944082178935,True,-0.3117055533899371,False
AP0070,2,-0.131144158886638,True,-0.44639631928110163,False
AP0071,0,-0.1221970987294334,True,-0.632821329534982,False
AP0071,1,-0.13904483523152145,True,-0.5659196134129441,False
AP0071,2,-0.1554892975892912,True,-0.8673922393652805,False
AP0071,3,-0.19162985139842093,True,-1.4514683630941816,False
AP0072,0,-0.13537935408227142,True,-0.907774216036744,False
AP0072,1,-0.13488689742129445,True,-0.4936476306924221,False
AP0072,2,-0.11466517019029965,True,-0.16142825674483563,False
AP0072,3,-0.1265103316106302,True,-0.3219611896072117,False
AP0073,0,-0.0684855607853212,True,0.4874833528502767,False
AP0073,1,-0.07024937424809252,True,0.6298617076100551,False
AP0073,2,-0.06873925503718681,True,0.6327599851765601,False
AP0073,3,-0.06592314272103472,True,0.7289320708962042,False
AP0074,0,-0.11474374464398807,True,-0.4773607376210424,False
AP0074,1,-0.10575981677445156,True,0.012630232345878971,False
AP0074,2,-0.11684625427199613,True,-0.19914533492499387,False
AP0074,3,-0.10210398774719742,True,0.10137025635817391,False
AP0075,0,-0.055083059749794216,True,0.7670300804341602,False
AP0075,1,-0.06791075459144835,True,0.6705108676333583,False
AP0075,2,-0.06395045199323057,True,0.715571858553669,False
AP0076,0,-0.1586832470139683,True,-1.3938422261605654,False
AP0076,1,-0.13809110603652286,True,-0.5493421889667539,False
AP0076,2,-0.14938414620757,True,-0.7618170009329444,False
AP0077,0,-0.09335326457439308,True,-0.031202316215000612,False
AP0077,1,-0.13309205975674487,True,-0.46245032024698596,False
AP0077,2,-0.12900910724759385,True,-0.40947527150294016,False
AP0077,3,-0.10816943446520533,True,-0.0038357648274647206,False
AP0078,0,-0.08540588311669595,True,0.13456260135306675,False
AP0078,1,-0.1201870085820218,True,-0.23813873164818516,False
AP0078,2,-0.11537451287986578,True,-0.17369478690908285,False
AP0079,0,-0.12580522861561505,True,-0.7080789922433087,False
AP0079,1,-0.12819570165069827,True,-0.37734334544729103,False
AP0079,2,-0.13086738925787422,True,-0.4416101939714083,False
AP0079,3,-0.1374801885171557,True,-0.5122348910783527,False
AP0080,0,-0.14364880092294996,True,-1.0802567099468574,False
AP0080,1,-0.14730211368150137,True,-0.7094450610489459,False
AP0080,2,-0.14647443657155712,True,-0.7114999376229889,False
AP0080,3,-0.15290489864308476,True,-0.7797786443641452,False
AP0081,0,-0.0982570809040677,True,-0.13348515163498317,False
AP0081,1,-0.14467595378174458,True,-0.6637979658880425,False
AP0081,2,-0.14544841579430745,True,-0.6937571526497969,False
AP0081,3,-0.14527669213973304,True,-0.6474663362504857,False
AP0082,0,-0.11882221971056062,True,-0.5624287674887968,False
AP0082,1,-0.14292941517223667,True,-0.6334401746058808,False
AP0082,2,-0.12355541978620188,True,-0.3151656765278235,False
AP0082,3,-0.12500093563827086,True,-0.2957805054748965,False
AP0083,0,-0.09240141476382036,True,-0.011348820289754287,False
AP0083,1,-0.1485002388992971,True,-0.7302705012045374,False
AP0083,2,-0.15708006996479007,True,-0.8949011678642033,False
AP0083,3,-0.13155904420048792,True,-0.4095318152153486,False
AP0084,0,-0.12230526415502219,True,-0.6350774226836347,False
AP0084,1,-0.13707641074701904,True,-0.5317050708142793,False
AP0084,2,-0.11739679389478574,True,-0.20866571342313942,False
AP0085,0,-0.1554207464524371,True,-1.325793631849767,False
AP0085,1,-0.1562535494658217,True,-0.8650361357247218,False
AP0085,2,-0.17967730752307887,True,-1.2856709611032848,False
AP0085,3,-0.17501987377138484,True,-1.1633659793184208,False
AP0086,0,-0.05991473017969362,True,0.6662520499858241,False
AP0086,1,-0.1418161379198697,True,-0.6140895354144243,False
AP0086,2,-0.14959969232991277,True,-0.7655443996224567,False
AP0087,0,-0.08425640944240875,True,0.15853809691460638,False
AP0087,1,-0.0918362675980795,True,0.2546450366577699,False
AP0087,2,-0.07550484560791837,True,0.515763895648117,False
AP0088,0,-0.17805365445879495,True,-1.7978663705209372,False
AP0088,1,-0.19643573979393203,True,-1.563470479288742,False
AP0088,2,-0.1811885736566854,True,-1.311805003064623,False
AP0088,3,-0.15806085472368991,True,-0.8692094233103862,False
AP0089,0,-0.10678703987892924,True,-0.3114013563438276,False
AP0089,1,-0.1237562906608396,True,-0.3001788834009371,False
AP0089,2,-0.10634081172418597,True,-0.017476686192883086,False
AP0089,3,-0.09446074412623418,True,0.23394338537877718,False
AP0090,0,-0.09875891958379412,True,-0.14395240400233364,False
AP0090,1,-0.1118398963324232,True,-0.09305182082776736,False
AP0090,2,-0.13083524535195146,True,-0.4410543354316671,False
AP0090,3,-0.09397382225960627,True,0.2423891132200781,False
AP0091,0,-0.15371196751781113,True,-1.2901522572979032,False
AP0091,1,-0.17324234300181018,True,-1.160330064810314,False
AP0091,2,-0.17929654741962686,True,-1.279086548007842,False
AP0091,3,-0.136372225966916,True,-0.4930171257672932,False
AP0092,0,-0.11940484301095111,True,-0.5745810095670889,False
AP0092,1,-0.12474091643365348,True,-0.3172933425599837,False
AP0092,2,-0.1357828142432247,True,-0.5266117168457413,False
AP0093,0,-0.12585922517170367,True,-0.7092052417780307,False
AP0093,1,-0.13653414207593606,True,-0.5222795253118925,False
AP0093,2,-0.11832480502184772,True,-0.22471363588756288,False
AP0093,3,-0.12420726406991989,True,-0.28201416117803396,False
AP0094,0,-0.12235250146870413,True,-0.6360626892711647,False
AP0094,1,-0.16694939269313025,True,-1.0509479584085857,False
AP0094,2,-0.14951019220219486,True,-0.7639966906906466,False
AP0094,3,-0.1646369887729886,True,-0.9832733876439718,False
AP0095,0,-0.14139666182111732,True,-1.0332820360175548,False
AP0095,1,-0.14334433735042573,True,-0.6406522229483748,False
AP0095,2,-0.15532799506907047,True,-0.864602865119291,False
AP0095,3,-0.1927957429224314,True,-1.4716909145529284,False
AP0096,0,-0.1254841441479595,True,-0.7013818756399827,False
AP0096,1,-0.10450948243273217,True,0.03436315526679344,False
AP0096,2,-0.11929515668586355,True,-0.2414937453207876,False
AP0096,3,-0.1176709066270849,True,-0.16864012764375608,False
AP0097,0,-0.11969370174072225,True,-0.5806059680750203,False
AP0097,1,-0.17394288209393594,True,-1.1725066175804477,False
AP0097,2,-0.15236812011784018,True,-0.8134183024167788,False
AP0097,3,-0.15915595921055647,True,-0.8882041637148672,False
AP0098,0,-0.15065903869000508,True,-1.2264748689434892,False
AP0098,1,-0.17202032104361642,True,-1.1390892589402868,False
AP0098,2,-0.1529478636615469,True,-0.8234436988450633,False
AP0098,3,-0.14992427712925505,True,-0.728079347558958,False
AP0099,0,-0.09361010149182647,True,-0.03655937006643596,False
AP0099,1,-0.1202290958942207,True,-0.23887028022799092,False
AP0099,2,-0.13232839792244455,True,-0.46687514294147564,False
AP0100,0,-0.10932543379698423,True,-0.36434667686498395,False
AP0100,1,-0.12589943092247857,True,-0.3374302813357155,False
AP0100,2,-0.10275068574759416,True,0.04460668935053329,False
AP0100,3,-0.1240401411383818,True,-0.2791153905691353,False
AP0101,0,-0.11203401185177775,True,-0.42084166460018,False
AP0101,1,-0.1006637526102665,True,0.10120843577902437,False
AP0101,2,-0.11667256957048622,True,-0.19614183793901274,False
AP0101,3,-0.1350368132833406,True,-0.46985420609928447,False
AP0102,0,-0.16559227266550636,True,-1.5379493227808816,False
AP0102,1,-0.18025047889545398,True,-1.2821433047685238,False
AP0102,2,-0.17734302861510542,True,-1.245304713508718,False
AP0102,3,-0.16079815880075365,True,-0.9166883451626064,False
AP0103,0,-0.1232435693053695,True,-0.6546484067529064,False
AP0103,1,-0.09761681839508363,True,0.15416929931301782,False
AP0104,0,-0.09264797818472736,True,-0.01649159157354191,False
AP0104,1,-0.13543868673170145,True,-0.5032386609885021,False
AP0104,2,-0.11045952329045505,True,-0.08870079325512097,False
AP0104,3,-0.09824417140118058,True,0.168319310426378,False
AP0105,0,-0.1245024439734177,True,-0.6809057667007457,False
AP0105,1,-0.1419300496246656,True,-0.6160695132631613,False
AP0105,2,-0.13011299362231554,True,-0.42856457165729506,False
AP0106,0,-0.0802373608978666,True,0.24236662008721097,False
AP0106,1,-0.12013476033779646,True,-0.2372305689059374,False
AP0106,2,-0.14626067844070612,True,-0.7078034583351841,False
AP0107,0,-0.06637248777117755,True,0.5315574137053255,False
AP0107,1,-0.05690657047184722,True,0.861782175873978,False
AP0107,2,-0.06397278314713084,True,0.7151856900952507,False
AP0108,0,-0.12804775546314495,True,-0.7548531756650627,False
AP0108,1,-0.1568403757473451,True,-0.875236167763174,False
AP0108,2,-0.10383315690271466,True,0.025887718574454932,False
AP0108,3,-0.14568117819821857,True,-0.6544822034762224,False
AP0109,0,-0.0905069519588757,True,0.028165511867194442,False
AP0109,1,-0.11181936418066307,True,-0.09269493734731395,False
AP0109,2,-0.1155229211365345,True,-0.17626118307249974,False
AP0109,3,-0.11631661565399298,True,-0.1451497614051713,False
AP0110,0,-0.07102379011052484,True,0.4345414653744047,False
AP0110,1,-0.08630230595597155,True,0.3508346379526056,False
AP0110,2,-0.08124501654937077,True,0.41650019555369705,False
AP0111,0,-0.14016203729185683,True,-1.0075304806895837,False
AP0111,1,-0.14212144705732221,True,-0.6193963239508267,False
AP0111,2,-0.13556716590852425,True,-0.5228825506170871,False
AP0111,3,-0.13582687548603545,True,-0.48355794544430425,False
AP0112,0,-0.107108433339409,True,-0.3181049178586391,False
AP0112,1,-0.08159082806049511,True,0.4327280823933738,False
AP0112,2,-0.07572948380627409,True,0.5118792693924238,False
AP0112,3,-0.07207704356872036,True,0.6221918004666963,False
AP0113,0,-0.05782288891290044,True,0.7098832632352672,False
AP0113,1,-0.06972028090755522,True,0.6390582436118207,False
AP0113,2,-0.07448919316235525,True,0.5333273830049992,False
AP0113,3,-0.06694695064541989,True,0.711173979334192,False
AP0114,0,-0.08969328139794541,True,0.04513689221153941,False
AP0114,1,-0.1082772608006568,True,-0.03112719729010046,False
AP0114,2,-0.11351512996149182,True,-0.14154082664331788,False
AP0114,3,-0.10833605405996316,True,-0.006725804989550646,False
AP0115,0,-0.14467713768464208,True,-1.1017055556379136,False
AP0115,1,-0.11722049204196772,True,-0.18657566314927782,False
AP0115,2,-0.10149932550283047,True,0.06624622749551984,False
AP0116,0,-0.04707845146013767,True,0.933988623995006,False
AP0116,1,-0.04612704228603093,True,1.0491485844971415,False
AP0116,2,-0.04185261710469668,True,1.097705575037803,False
AP0116,3,-0.056035965444589664,True,0.9004265428406345,False
AP0117,0,-0.03605100399229855,True,1.163996951923212,False
AP0117,1,-0.048397803973662334,True,1.009678910600802,False
AP0117,2,-0.047725470178408,True,0.9961474277015201,False
AP0117,3,-0.02221592790548854,True,1.487039821508814,False
AP0118,0,-0.060256675960021155,True,0.6591198122304759,False
AP0118,1,-0.08798052468817374,True,0.3216643615437933,False
AP0118,2,-0.03831528136979401,True,1.1588760588272298,False
AP0118,3,-0.06901172751195617,True,0.6753601359581551,False
AP0119,0,-0.07698800153587726,True,0.31014111784552867,False
AP0119,1,-0.08754702328810993,True,0.3291993481464486,False
AP0119,2,-0.09516986103874991,True,0.1757004700135674,False
AP0120,0,-0.12296376748477478,True,-0.6488123554732287,False
AP0120,1,-0.10356082102773811,True,0.05085249296220582,False
AP0120,2,-0.10904742990553196,True,-0.06428172704681495,False
AP0121,0,-0.051628176982552176,True,0.8390913449107191,False
AP0121,1,-0.05302100604804849,True,0.9293198490458924,False
AP0121,2,-0.020218886742608078,True,1.4718136189425988,False
AP0122,0,-0.0482377877959177,True,0.9098074149820531,False
AP0122,1,-0.050504525579276205,True,0.9730605304260481,False
AP0122,2,-0.05588189239826313,True,0.8550999471764359,False
AP0123,0,-0.03758352802635301,True,1.1320318673820542,False
AP0123,1,-0.04848486257995965,True,1.0081656849641614,False
AP0123,2,-0.051151151777261816,True,0.9369077579571975,False
AP0124,0,-0.11866954034728217,True,-0.5592442113928155,False
AP0124,1,-0.13117149158804686,True,-0.4290676012557778,False
AP0124,2,-0.0942840452175453,True,0.19101871696331746,False
AP0124,3,-0.10359427325442461,True,0.07552104591494253,False
AP0125,0,-0.1350365598994827,True,-0.9006242824699151,False
AP0125,1,-0.1607160630788087,True,-0.9426021603859427,False
AP0125,2,-0.15717539547439507,True,-0.8965496140330179,False
AP0126,0,-0.055949444369538526,True,0.7489592006307172,False
AP0126,1,-0.06973213767838793,True,0.6388521529063188,False
AP0126,2,-0.04465742546137008,True,1.049202549887701,False
AP0127,0,-0.09963814205841004,True,-0.16229105325485496,False
AP0127,1,-0.12456219544698577,True,-0.31418686991662825,False
AP0127,2,-0.09648689396990662,True,0.15292526641314377,False
AP0127,3,-0.10493979755614014,True,0.052182738816835245,False
AP0128,0,-0.09814248816015692,True,-0.13109499874633912,False
AP0128,1,-0.12040777839035499,True,-0.2419760838408573,False
AP0128,2,-0.10051163867079183,True,0.08332611073988279,False
AP0129,0,-0.06418146856241158,True,0.5772572609398363,False
AP0129,1,-0.052240755077038514,True,0.9428819289201522,False
AP0129,2,-0.08466015762660639,True,0.3574428010738952,False
AP0130,0,-0.04906360652050701,True,0.8925826506321386,False
AP0130,1,-0.06499872853671995,True,0.7211267994521056,False
AP0130,2,-0.08010275191375804,True,0.4362531637796285,False
AP0130,3,-0.09647203549344852,True,0.1990572554649791,False
AP0131,0,-0.058108236361105625,True,0.7039315423468505,False
AP0131,1,-0.07111411724922156,True,0.6148310135285873,False
AP0131,2,-0.12321106155948236,True,-0.30921075426317685,False
AP0131,3,-0.05852624170064935,True,0.8572323530746488,False
AP0132,0,-0.10292609817136267,True,-0.23087059444488425,False
AP0132,1,-0.0980121640364846,True,0.14729752424854053,False
AP0132,2,-0.10093720909723558,True,0.07596680112864695,False
AP0133,0,-0.06005464567276064,True,0.6633337201814472,False
AP0133,1,-0.09095457627756964,True,0.2699703211591376,False
AP0133,2,-0.10993834823774229,True,-0.07968821076292025,False
AP0133,3,-0.1265338858569507,True,-0.32236974130218404,False
AP0134,0,-0.07133030043475586,True,0.42814833338491065,False
AP0134,1,-0.12878829714103546,True,-0.38764365608026086,False
AP0134,2,-0.08486533091722848,True,0.35389477781893913,False
AP0135,0,-0.09889359762898486,True,-0.14676149215018508,False
AP0135,1,-0.14064328160446493,True,-0.5937033114665582,False
AP0135,2,-0.12580220809571507,True,-0.35401896560334634,False
AP0135,3,-0.11802905511012263,True,-0.17485226314602725,False
AP0136,0,-0.007873765273332722,True,1.7517122488933106,False
AP0136,1,-0.029700898669416276,True,1.3346627075570954,False
AP0136,2,-0.013044609445376665,True,1.5958770514240006,False
AP0136,3,-0.03842120869310861,True,1.2059569609834935,False
AP0137,0,-0.025890264464420554,True,1.3759276562985556,False
AP0137,1,-0.07366727114458982,True,0.5704528860455276,False
AP0137,2,-0.09823340641775502,True,0.12272315403658635,False
AP0138,0,-0.11828442059564459,True,-0.5512114594450394,False
AP0138,1,-0.17469528735207973,True,-1.1855846919281805,False
AP0138,2,-0.21048412461194843,True,-1.8184074742774814,False
AP0138,3,-0.12383574987946133,True,-0.27557019561221574,False
AP0139,0,-0.12166340043845025,True,-0.6216895556693451,False
AP0139,1,-0.13706013685184182,True,-0.5314222030262737,False
AP0139,2,-0.12700426855368008,True,-0.3748059717764775,False
AP0140,0,-0.06098648889565972,True,0.6438975177225071,False
AP0140,1,-0.08677258525344023,True,0.342660389367916,False
AP0140,2,-0.08357803497441552,True,0.3761557452541385,False
AP0140,3,-0.088063947433902,True,0.3448967181870079,False
AP0141,0,-0.24830501407232752,True,-3.263155396518721,True
AP0141,1,-0.13489241710481537,True,-0.49374357211585207,False
AP0141,2,-0.09004826741865024,True,0.26426722844226913,False
AP0141,3,-0.09088095216856473,True,0.2960353772877331,False
AP0142,0,-0.09441682739805835,True,-0.05338590017051637,False
AP0142,1,-0.10208266290151613,True,0.07654537809717664,False
AP0142,2,-0.11487067021104913,True,-0.16498193008263912,False
AP0143,0,-0.11883780912325292,True,-0.5627539283891047,False
AP0143,1,-0.10809662732757275,True,-0.027987482402261347,False
AP0143,2,-0.08155573787174042,True,0.4111269499707288,False
AP0144,0,-0.0886699591397413,True,0.06648114637622211,False
AP0144,1,-0.10667041826952328,True,-0.0031975598243727693,False
AP0144,2,-0.10604731605833173,True,-0.012401320659083209,False
AP0145,0,-0.06580738669212316,True,0.5433441807411964,False
AP0145,1,-0.048087540948300145,True,1.01507180607717,False
AP0145,2,-0.02820199424717984,True,1.3337632373010342,False
AP0145,3,-0.03543018000536158,True,1.2578367716750491,False
AP0146,0,-0.039471932067300486,True,1.0926439077315595,False
AP0146,1,-0.057339156560761495,True,0.8542630989252431,False
AP0146,2,-0.04309428251538172,True,1.07623368784124,False
AP0146,3,-0.05820763285873909,True,0.8627586679744939,False
AP0147,0,-0.13709108419635463,True,-0.9434771457086263,False
AP0147,1,-0.13381472855839505,True,-0.4750115247501072,False
AP0147,2,-0.14950890168752373,True,-0.763974374062346,False
AP0148,0,-0.07218480274057448,True,0.4103252925456463,False
AP0148,1,-0.05710039807764211,True,0.8584131246721266,False
AP0148,2,-0.06044612855525067,True,0.7761714668805717,False
AP0148,3,-0.09354918663665224,True,0.24975447745813883,False
AP0149,0,-0.15545293327047283,True,-1.3264649781626214,False
AP0149,1,-0.1415695930855847,True,-0.6098041697315966,False
AP0149,2,-0.14813065928602853,True,-0.7401406865650855,False
AP0149,3,-0.13450754358564687,True,-0.46067394920853205,False
AP0150,0,0.0024822155743340346,True,1.9677152582728792,False
AP0150,1,-0.025614842856438003,True,1.4056852597425338,False
AP0150,2,-0.007322035110567171,True,1.6948364566982317,False
AP0151,0,-0.0590780602092984,True,0.6837031474840973,False
AP0151,1,-0.07104209318404742,True,0.6160829134441955,False
AP0151,2,-0.01687004967927308,True,1.5297244305387172,False
AP0151,3,-0.02836669778462486,True,1.3803538581664583,False
AP0152,0,-0.0916338866195403,True,0.004660130613757599,False
AP0152,1,-0.09846069835629123,True,0.13950124010718254,False
AP0152,2,-0.10190440895936348,True,0.05924119521466425,False
AP0153,0,-0.11528340441779861,True,-0.4886168549216492,False
AP0153,1,-0.12863080511923464,True,-0.3849061787062095,False
AP0153,2,-0.1608854759792564,True,-0.9607073407483003,False
AP0154,0,-0.06651695138142166,True,0.5285442201684143,False
AP0154,1,-0.08737649288797833,True,0.33216345456028684,False
AP0154,2,-0.09714016718500851,True,0.14162833516057313,False
AP0155,0,-0.0329710234263878,True,1.2282385801043996,False
AP0155,1,-0.08689066790319089,True,0.34060791345031505,False
AP0155,2,-0.059760862538883686,True,0.788021643648363,False
AP0155,3,-0.07306295725231671,True,0.6050909898082334,False
AP0156,0,-0.1016667453058151,True,-0.20460326034776236,False
AP0156,1,-0.13823777381733748,True,-0.5518915227481828,False
AP0156,2,-0.10182951488810765,True,0.06053632434998359,False
AP0157,0,-0.07658688990017914,True,0.3185074253621628,False
AP0157,1,-0.06692079619060287,True,0.6877180168754569,False
AP0157,2,-0.11630532178993569,True,-0.1897910909106176,False
AP0157,3,-0.08363052628451761,True,0.42179502775128364,False
AP0158,0,-0.09608843607329831,True,-0.08825198477110521,False
AP0158,1,-0.10639117616009841,True,0.0016561397325464302,False
AP0158,2,-0.0927401932485985,True,0.2177162596669741,False
AP0158,3,-0.12708412568244754,True,-0.33191372799100216,False
AP0159,0,-0.0802959491362163,True,0.2411445981480111,False
AP0159,1,-0.07665686479414724,True,0.5184886984016531,False
AP0159,2,-0.07711263953066982,True,0.4879606167232476,False
AP0160,0,-0.14914839003822777,True,-1.1949660568185032,False
AP0160,1,-0.1476313074631772,True,-0.7151670050478343,False
AP0160,2,-0.16076052535164465,True,-0.9585465929670288,False
AP0161,0,-0.09217403468701768,True,-0.006606171420004695,False
AP0161,1,-0.0917939888542012,True,0.2553799126435295,False
AP0161,2,-0.04008476366513136,True,1.1282767331837482,False
AP0161,3,-0.033102698513914675,True,1.2982072634924706,False
AP0162,0,-0.04859996506747244,True,0.9022531927663631,False
AP0162,1,-0.09148136506161642,True,0.2608138422420288,False
AP0162,2,-0.07220035564900762,True,0.5729078210802998,False
AP0162,3,-0.08042148070461863,True,0.4774563719128255,False
AP0163,0,-0.09020685618657431,True,0.034424850395595695,False
AP0163,1,-0.145143990296269,True,-0.6719332311166574,False
AP0163,2,-0.11017671630327008,True,-0.08381026503795394,False
AP0164,0,-0.016419793514446113,True,1.5734608745930985,False
AP0164,2,0.0,True,1.821455037348419,False
AP0164,3,-0.019048435117737128,True,1.5419804266820765,False
AP0165,0,-0.057910087250791165,True,0.708064497473303,False
AP0165,1,-0.09698942235006669,True,0.16507450237133686,False
AP0165,2,-0.11740007275557929,True,-0.2087224141482191,False
AP0165,3,-0.10056986091771947,True,0.12797990066422815,False
AP0166,0,-0.059348043180502685,True,0.6780718958316281,False
AP0166,1,-0.08276069676741571,True,0.4123937881276236,False
AP0166,2,-0.0896446163669733,True,0.2712474904144534,False
