version,fase,n,spearman_aparente_trazador,p_spearman,pearson_aparente_trazador,p_pearson,sesgo_medio_MJ,sesgo_mediana_MJ,sesgo_sd_MJ,perdidas_actuales_MJ_min,extra_perdida_MJ_min_para_sesgo_cero,perdidas_ajustadas_MJ_min
masa_v3,Fusión,1779,-0.2568582225533574,3.3651624635984075e-28,-0.17736187851480217,4.8698240708846395e-14,-23883.320348751928,-22400.228781482478,11007.27164623945,117.0,-508.5632693417959,-391.5632693417959
masa_v3,Reducción,1184,0.31470960603175224,1.2436618094280384e-28,0.15129421140763652,1.6899224031874946e-07,-3482.553748886569,1090.9059070013823,12034.08382689962,158.0,-156.16359788977795,1.8364021102220534
masa_v6,Fusión,1781,-0.20323619474771779,4.656875354876368e-18,-0.06692314779090758,0.004721149537838478,-23318.7262510218,-21582.554634707,11074.182739638083,117.0,-496.6117981186902,-379.6117981186902
masa_v6,Reducción,1184,0.3169539754940029,4.869371300144299e-29,0.15693763347686857,5.6963932612257e-08,-5741.765376007088,402.90106149251835,14607.54246492959,158.0,-257.470466792622,-99.470466792622
