fase,clave,target,palanca,theta_unidad,ci_lo,ci_hi,sd_palanca,theta_1sd,ci_lo_1sd,ci_hi_1sd,significativo,signo_teorico,concuerda,en_cota
Fusión,sn_dep,m6_ln_sn_dep,relacion_C_Sn_carga,0.3330012031340874,8.510576090687833e-31,0.9048597119350408,0.040551945808747956,0.013503846743741381,3.4512042043079904e-32,0.03669382200290906,False,1,True,False
Fusión,sn_dep,m6_ln_sn_dep,tasa_gn_nm3_min,0.017474231979260905,0.003759533707761449,0.031266968118432194,1.4865072106282728,0.02597557183736249,0.00558857396518744,0.04647857356253378,True,1,True,False
Fusión,sn_dep,m6_ln_sn_dep,exceso_o2_combustion_pct,-1.8355019402326512e-18,-0.0026838375870248017,-1.2577888889201352e-21,2.9396312465005354,-5.39569885652026e-18,-0.007889492831350707,-3.69743551937082e-21,False,-1,,True
Fusión,sn_dep,m6_ln_sn_dep,tasa_aire_nm3_min,0.0033059744012574922,-0.00034071963968426906,0.007430761757607957,5.458350272465743,0.018045166273868603,-0.0018597671381050597,0.04055970046426741,False,0,,False
Fusión,dT,d_temperatura_horno_celsius,tasa_gn_nm3_min,3.551488650886487e-20,6.820074867982915e-25,0.8629952040448026,1.4912350039331133,5.296104192273118e-20,1.0170334372580628e-24,1.2869286564980091,False,1,,True
Fusión,dT,d_temperatura_horno_celsius,tasa_o2_nm3_min,-0.34657474988439796,-0.7351184956515038,-0.07151062111896603,3.333177422863195,-1.155195131649134,-2.450280372834748,-0.23835758780866156,True,0,,False
Fusión,dT,d_temperatura_horno_celsius,tasa_aire_nm3_min,-1.3847719171104808e-29,-0.19588933970667635,-5e-324,5.436636278274587,-7.528501241698689e-29,-1.0649790907765713,-2.5e-323,False,-1,,True
Fusión,dT,d_temperatura_horno_celsius,tasa_feed_Carbon_kg_min,0.02238078671724334,-0.15039099186663593,0.17602025194879745,7.185600688580564,0.1608193964463985,-1.0806496147132132,1.2648112436074033,False,0,,False
Reducción,sn_dep,m6_ln_sn_dep,Cx_sn_v6,0.0004962749658743578,7.747528309473782e-05,0.0008781698392872837,331.38803802338225,0.16445958726122442,0.02567438206007128,0.29101498009272186,True,1,True,False
Reducción,sn_dep,m6_ln_sn_dep,tasa_gn_nm3_min,0.01063948705246345,0.0009944316636797768,0.020019552264583858,4.932585002912824,0.05248017427366638,0.004905118710688517,0.09874814326531581,True,1,True,False
Reducción,sn_dep,m6_ln_sn_dep,exceso_o2_combustion_pct,-0.0005998062667709977,-0.0023498403373225702,-8.817372214384349e-23,10.772680105778525,-0.006461521037365214,-0.02531407825363075,-9.498673023914261e-22,False,-1,True,False
Reducción,sn_dep,m6_ln_sn_dep,tasa_aire_nm3_min,0.00086535759183007,-0.0011619313135896115,0.002589507701495245,9.258084076162415,0.008011553341108226,-0.01075725779193846,0.023973880016313065,False,0,,False
Reducción,feo_ret,m6_ln_feo_ret,tasa_feed_Carbon_kg_min,-2.868733127277839e-14,-0.0014009523010972635,-7.248046635748138e-32,22.034193880229758,-6.321022191707774e-13,-0.03086885461933112,-1.597048648250215e-30,False,-1,,True
Reducción,feo_ret,m6_ln_feo_ret,Cx_av_v6,-0.000882816532591172,-0.0016476799912613026,-2.3101801007935467e-26,16.5545314936532,-0.014614614091898275,-0.027276570306797466,-3.8243949234597697e-25,False,-1,True,False
Reducción,feo_ret,m6_ln_feo_ret,tasa_gn_nm3_min,-0.0024085340175820087,-0.004226548422491405,-0.0007412104532682353,4.932585002912824,-0.01188029877413039,-0.020847809362865958,-0.0036560835657931143,True,-1,True,False
Reducción,feo_ret,m6_ln_feo_ret,exceso_o2_combustion_pct,0.00022969833908777662,5.349424890419414e-18,0.0006218959963260009,10.772680105778525,0.002474466727821261,5.762764309437768e-17,0.006699486627484424,False,1,True,False
Reducción,feo_ret,m6_ln_feo_ret,tasa_aire_nm3_min,0.0002638868799713296,1.573509891098572e-17,0.0007219057230409947,9.258084076162415,0.002443086921370749,1.4567686866463744e-16,0.006683463878976348,False,1,True,False
Reducción,dT,d_temperatura_horno_celsius,tasa_gn_nm3_min,0.571478139561187,0.1082090807958994,1.0204398621295723,4.999451783261157,2.8570774039239444,0.5409860819501099,5.101639888434459,True,1,True,False
Reducción,dT,d_temperatura_horno_celsius,tasa_o2_nm3_min,-0.47406273766310797,-0.7813942704478338,-0.16953333233573806,8.783388147350285,-4.16387703109057,-6.863289173458927,-1.4890770618185185,True,0,,False
Reducción,dT,d_temperatura_horno_celsius,tasa_aire_nm3_min,-0.05617557616763891,-0.14772341615740095,-9.751307718400303e-20,10.136961655688944,-0.5694496615975893,-1.4974666052349541,-9.884863243424753e-19,False,-1,True,False
Reducción,dT,d_temperatura_horno_celsius,tasa_feed_Carbon_kg_min,0.04474628101196276,-0.06809136215766426,0.18891600377489728,22.00904900625131,0.9848230916397809,-1.4986261266304386,4.157861585146872,False,0,,False
