Batch,residuo_medio,residuo_abs_medio,frac_flag,polvo_sn_t,kpi_recuperacion_pct
AP0217,-0.10055202387106732,0.10873205736019198,0.5,7.0401535,76.75021429676049
AP0218,-0.21401737782934838,0.21401737782934838,1.0,10.367899248,63.18360377448334
AP0219,0.003820593646548076,0.003820593646548076,0.5,10.238480256,59.321399986192574
AP0220,0.15395589157100664,0.15395589157100664,1.0,7.289404892000001,77.40069151848783
AP0221,0.05805442359581351,0.05805442359581351,1.0,7.5913825400000015,67.5295878084326
AP0222,0.018005173547162023,0.019503286985880663,0.75,13.367304220000003,57.98409620648263
AP0223,-0.12981467041821038,0.12981467041821038,0.0,8.396656268000001,67.90518378251541
AP0224,-0.12315954366967174,0.12315954366967174,0.0,10.433807068,64.28045817732976
AP0225,-0.0900800589639914,0.0900800589639914,0.0,10.067119924,60.58829688060983
AP0226,-0.17207712039011547,0.17207712039011547,0.0,6.5308658,66.52672916909347
AP0227,-0.03175624603130759,0.03730691193572314,0.0,9.20911994,72.2549691965013
AP0228,-0.08065202740322874,0.08065202740322874,0.0,11.865804248000002,66.96503127723106
AP0229,-0.1393109555198615,0.1393109555198615,0.0,7.0749048960000005,73.47448383181303
AP0230,-0.15395611781262217,0.15395611781262217,0.0,8.970653464000002,63.368908736985794
AP0231,-0.04992228375418417,0.04992228375418417,0.0,14.156999736,65.73661664170938
AP0232,-0.10088212508136785,0.10088212508136785,0.0,9.322960720000001,72.53462699193129
AP0233,-0.07258854931292857,0.07258854931292857,0.0,7.747164660000001,66.05017757649037
AP0234,-0.11356135457584093,0.11356135457584093,0.0,10.384675784,70.84500030250688
AP0235,-0.0016159784831066837,0.0162270788397465,0.25,10.515293100000001,62.75130878245399
AP0236,-0.08729644996907797,0.08729644996907797,0.0,8.249262416,61.3405164214334
AP0237,-0.041974982808677286,0.041974982808677286,0.0,9.98203892,67.64450803899014
AP0238,-0.10525428404417703,0.10525428404417703,0.0,8.449382524,69.12886737483416
AP0239,-0.07613902156051378,0.07613902156051378,0.0,7.702826672000001,70.41423496955446
AP0240,-0.06324559549424924,0.06324559549424924,0.0,9.708821048,67.66283212379383
AP0241,-0.0787821331359293,0.0787821331359293,0.0,7.622538964,68.76778810285886
AP0242,-0.08440872759353102,0.08440872759353102,0.0,10.196538916000002,62.37548476218909
AP0243,-0.11175732787129355,0.11175732787129355,0.0,14.191751132000002,62.15995820832996
AP0244,-0.06006086793771859,0.06006086793771859,0.0,7.852617172,60.47851500222553
AP0245,-0.0667470168168407,0.0667470168168407,0.0,7.2199021000000005,65.79375420271414
AP0246,-0.10971252219270022,0.10971252219270022,0.0,11.1144551,69.69536107524598
AP0247,-0.12692385227660052,0.12692385227660052,0.0,8.970653464000002,68.33521124032349
AP0248,-0.09144612635796134,0.09144612635796134,0.0,6.140212176,72.01425958814754
AP0249,-0.045853935093899345,0.045853935093899345,0.0,9.234284744,68.2273669768435
AP0250,-0.11634830960481946,0.11634830960481946,0.0,9.501510996,68.32263707238101
AP0251,-0.008714328382267045,0.008714328382267045,0.0,8.607561292,64.43543560703735
