signature,masa_finF_med,masa_finR_med,frac_dM_pos_R,media_dlnM_R,sd_dlnM_R,autocorr_dlnM_R,frac_feo_ret_pos,sd_ln_ratio_bal,rho_ratio_calcarga,sn_finF_pct_feed,ratio_bal_dev,cierre_sn_dev,cierre_sn_IQR_dev,corr_invR_bal_dev,ratio_bal_lb,cierre_sn_lb,cierre_sn_IQR_lb,corr_invR_bal_lb,F_sd_ln_masa_carga,F_frac_ln_sn_dep_neg,R2_feo,n_feo,R2_feo_sinCaOprev,R2_sn,n_sn,aC,pG,gG,pCaO,cCaO
"('cierre', 'cierre', 0.02, 0.0, True)",78339.2411523115,54572.50927974888,0.0110062893081761,-0.04650191540876017,0.0273181426698758,0.4303597775432118,0.07387140902872777,0.1189437210527049,-0.03823913520352203,24.643170449968014,1.0799581107468845,0.9899125680257407,0.0831654386336953,0.9496069271655899,1.0770809337407248,0.9860032079378563,0.07079523376224084,0.992849685022083,0.07274848395460014,0.003551696921862668,0.3614891066834164,1086,0.34327392127720946,0.7036363668880787,996,-0.5648045138059945,1.0396932689942853,0.34137086695821106,0.37315422108735624,0.09336589323336346
"('cierre', 'G', 0.0, 0.0, False)",76212.01929844801,59208.21191250344,0.24290220820189273,-0.01921010004411535,0.03401016222257129,0.004910515454989662,0.16415868673050615,0.12056412438780363,0.15725067976717017,24.014198389057707,1.0120090881768342,0.9883817449278993,0.08328462455579067,0.9469380154782052,0.9366891898005337,0.9839446479758542,0.07160759221593538,0.9930475480614763,0.0644063625471832,0.001973164956590371,0.32271224302683643,1087,0.3147035979457531,0.717101372951088,1012,0.0,0.7032481880328203,0.30127827594660544,0.2559002986377795,0.0793932902045327
"('cierre', 'G', 0.0, 0.0, True)",78339.2411523115,59216.132317943804,0.20031545741324921,-0.023298962000245164,0.03476664577872229,0.09985038982154051,0.15321477428180574,0.1262080264885957,0.10291470898823096,24.643170449968014,1.0125549381194725,0.9888450097189899,0.08314397964828246,0.9462123406931506,0.9460933439590651,0.9833997167813637,0.0716712211981787,0.9928592695258599,0.07274848395460014,0.003551696921862668,0.3661123790971087,1087,0.3544270445401697,0.7070948831839123,1004,-0.5648045138059945,1.0396932689942853,0.34137086695821106,0.37315422108735624,0.09336589323336346
"('cierre', 'CaO', 0.0, 0.0, False)",76212.01929844801,58557.271739514676,0.292259083728278,-0.013015166369935358,0.039398424237838854,-0.10744048851127476,0.16552667578659372,0.14289892256782794,0.16013452503022602,24.014198389057707,1.0119308394400206,0.9885841366777612,0.0819414856467876,0.9203733227701271,0.942015340697334,0.9843808744580794,0.07114345594786475,0.9938404199299572,0.0644063625471832,0.001973164956590371,0.3225538865819445,1085,0.3091434943470228,0.7104520148863045,1000,0.0,0.7032481880328203,0.30127827594660544,0.2559002986377795,0.0793932902045327
"('cierre', 'CaO', 0.0, 0.0, True)",78339.2411523115,72718.52196799652,0.292259083728278,-0.013015104317310356,0.03939845691236815,-0.30876162992437167,0.16552667578659372,0.14615426380563215,0.12690245532412012,24.643170449968014,0.8142591835402133,0.9851348169244589,0.08230407356886427,0.9186210209559628,0.760870277558106,0.9805966778181355,0.07144964822782152,0.9939233405445598,0.07274848395460014,0.003551696921862668,0.024134521846346124,1085,0.005801461435356536,0.6930023091886296,1043,-0.5648045138059945,1.0396932689942853,0.34137086695821106,0.37315422108735624,0.09336589323336346
"('cierre', 'cierre+obs', 0.0, 0.15, False)",76212.01929844801,59001.22914887932,0.1069182389937107,-0.021927686295396098,0.026183836920083553,0.34481071941466307,0.12311901504787962,0.11473051416903998,0.0994074674910597,24.014198389057707,1.0045267368189457,0.9885906056749421,0.08325455864682296,0.9512635480928814,0.9616501323167906,0.9847609646287081,0.07129752827979907,0.9927808157839778,0.0644063625471832,0.001973164956590371,0.2938424978559171,1087,0.3002296246868814,0.7022192106778937,1011,0.0,0.7032481880328203,0.30127827594660544,0.2559002986377795,0.0793932902045327
"('cierre', 'cierre+obs', 0.0, 0.3, False)",76212.01929844801,59089.828060889195,0.13050314465408805,-0.021436728119190066,0.027404444359409637,0.32943021000299966,0.12995896032831739,0.11664221609964864,0.1313486172540977,24.014198389057707,1.0121503462787147,0.9885198200123178,0.08319429054273242,0.9502283628499264,0.9547091751443241,0.9846515531682479,0.0715344166767824,0.9927791076676223,0.0644063625471832,0.001973164956590371,0.3079629149681744,1087,0.32124634967297105,0.7118552210190183,1009,0.0,0.7032481880328203,0.30127827594660544,0.2559002986377795,0.0793932902045327
"('cierre', 'cierre+obs', 0.01, 0.15, False)",76212.01929844801,57552.94812612785,0.06289308176100629,-0.028040435516801434,0.026477792751117623,0.36539453413630324,0.1094391244870041,0.11459782109395576,0.09566173357208081,24.014198389057707,1.0320141033115957,0.98888374573565,0.08345470966119295,0.9507163580511672,0.9880009402493767,0.9850420915093682,0.07122294032961918,0.9927619606946536,0.0644063625471832,0.001973164956590371,0.30183466295397177,1087,0.31429087790838806,0.7103677593199774,1009,0.0,0.7032481880328203,0.30127827594660544,0.2559002986377795,0.0793932902045327
"('cierre', 'cierre+obs', 0.01, 0.3, False)",76212.01929844801,58083.816897043005,0.10062893081761007,-0.024904195848563668,0.027754363862735814,0.35511326540134736,0.11764705882352941,0.11655148337458936,0.13022221882126075,24.014198389057707,1.0296999025045896,0.9887172548893033,0.08331764986302304,0.9498999266793926,0.9717640714355478,0.9848383845280351,0.07148102377418064,0.9927714233679824,0.0644063625471832,0.001973164956590371,0.3322904889834746,1087,0.338154054082088,0.7164838910108848,1009,0.0,0.7032481880328203,0.30127827594660544,0.2559002986377795,0.0793932902045327
"('cierre', 'cierre+obs', 0.02, 0.15, False)",76212.01929844801,56066.74298455629,0.036163522012578615,-0.034153298242559256,0.026790693286855093,0.38541536480312694,0.09575923392612859,0.11454893686152304,0.09049575815082922,24.014198389057707,1.0597490776236573,0.9892849825774408,0.08364845228919038,0.9500587702981262,1.0150732433312213,0.985315707701262,0.07115032910750974,0.9927409048779814,0.0644063625471832,0.001973164956590371,0.3175949208830504,1087,0.325692303887125,0.7068816140550316,1008,0.0,0.7032481880328203,0.30127827594660544,0.2559002986377795,0.0793932902045327
"('cierre', 'cierre+obs', 0.02, 0.3, False)",76212.01929844801,57072.7838602308,0.08176100628930817,-0.02837181777216529,0.028133223932896197,0.38001588042876905,0.11354309165526676,0.11648399223402553,0.12893793075302384,24.014198389057707,1.0468311652801525,0.9889587267894335,0.08343849124979785,0.949536470472168,0.9891233831521132,0.9850219327584513,0.07142856558681254,0.9927632610218976,0.0644063625471832,0.001973164956590371,0.34016454392441653,1087,0.35352813911534164,0.7049695031369089,1007,0.0,0.7032481880328203,0.30127827594660544,0.2559002986377795,0.0793932902045327
"('cierre', 'cierre+obs', 0.0, 0.15, True)",78339.2411523115,58908.22085818315,0.08018867924528301,-0.026028312143136646,0.028078332864235653,0.44155775906596273,0.1094391244870041,0.12041695607425626,0.03566673298541497,24.643170449968014,1.0161308039218064,0.9888092301748137,0.08304122479969611,0.9509086075607076,0.9750169897196176,0.9844700998415636,0.07136504931251941,0.9929651944179296,0.07274848395460014,0.003551696921862668,0.3672473806228398,1087,0.36277162854301215,0.7115587630024992,1007,-0.5648045138059945,1.0396932689942853,0.34137086695821106,0.37315422108735624,0.09336589323336346
"('cierre', 'cierre+obs', 0.0, 0.3, True)",78339.2411523115,58935.683390804625,0.10534591194968554,-0.025538384247149284,0.029221699677422434,0.42390092411569913,0.11354309165526676,0.12244904113474013,0.07349137601199858,24.643170449968014,1.0169456760273312,0.9888012769297629,0.08300927141530345,0.9496588828312442,0.9622510271658289,0.9842054450039921,0.07159863498856645,0.9928827867311626,0.07274848395460014,0.003551696921862668,0.3823163351591863,1087,0.3846370908344856,0.7092066242424826,1006,-0.5648045138059945,1.0396932689942853,0.34137086695821106,0.37315422108735624,0.09336589323336346
"('cierre', 'cierre+obs', 0.01, 0.15, True)",78339.2411523115,57461.434103530104,0.04716981132075472,-0.03217833521120184,0.028472141663154715,0.4604886253953293,0.09849521203830369,0.12034556196251217,0.03286782673461787,24.643170449968014,1.0396208701319372,0.98918153875389,0.08324741731857654,0.9502725862732659,1.0020247979294261,0.9849907724341318,0.07128815532358712,0.9929478206267313,0.07274848395460014,0.003551696921862668,0.37605720251246477,1087,0.3791519440066591,0.7046574787356925,1003,-0.5648045138059945,1.0396932689942853,0.34137086695821106,0.37315422108735624,0.09336589323336346
"('cierre', 'cierre+obs', 0.01, 0.3, True)",78339.2411523115,57939.75425328536,0.08333333333333333,-0.029004848081534564,0.029679034578798048,0.44723568058371116,0.10807113543091655,0.1223947175903701,0.07250909332068176,24.643170449968014,1.0350194800906638,0.9890086141920347,0.0831275039616769,0.949283374869046,0.9795856793595207,0.984552202229921,0.0715438283332055,0.992876077266466,0.07274848395460014,0.003551696921862668,0.3869341769803034,1087,0.39257051081633354,0.7151905331473277,1004,-0.5648045138059945,1.0396932689942853,0.34137086695821106,0.37315422108735624,0.09336589323336346
"('cierre', 'cierre+obs', 0.02, 0.15, True)",78339.2411523115,55952.75385077963,0.025157232704402517,-0.03832974213154078,0.028884730225489534,0.478759812284066,0.08481532147742818,0.12035497515098162,0.02955775597761487,24.643170449968014,1.0655316305695306,0.989543871179954,0.08344701281090927,0.9495237338056565,1.0297855079858071,0.9854975144503325,0.07121330439716433,0.9929282131832151,0.07274848395460014,0.003551696921862668,0.3837956116969131,1087,0.37806295289119096,0.7053070270981907,999,-0.5648045138059945,1.0396932689942853,0.34137086695821106,0.37315422108735624,0.09336589323336346
"('cierre', 'cierre+obs', 0.02, 0.3, True)",78339.2411523115,56922.91816490104,0.059748427672955975,-0.032471820960397135,0.030163727362792627,0.4696669631389685,0.10259917920656635,0.12236270331385918,0.07083531014217719,24.643170449968014,1.052880398892086,0.9892495221544411,0.08324330188548545,0.9488724130593323,0.9972348183610952,0.9848928679479952,0.071489981770399,0.9928689059959442,0.07274848395460014,0.003551696921862668,0.407178052055438,1087,0.40596197507204457,0.7081777878356672,999,-0.5648045138059945,1.0396932689942853,0.34137086695821106,0.37315422108735624,0.09336589323336346
