variante,factor_pG,factor_gG,pG,gG,masa_finF_med,masa_finR_med,frac_dM_pos_R,media_dlnM_R,sd_dlnM_R,autocorr_dlnM_R,frac_feo_ret_pos,sd_ln_ratio_bal,rho_ratio_calcarga,sn_finF_pct_feed,ratio_bal_dev,cierre_sn_dev,cierre_sn_IQR_dev,corr_invR_bal_dev,ratio_bal_lb,cierre_sn_lb,cierre_sn_IQR_lb,corr_invR_bal_lb,F_sd_ln_masa_carga,F_frac_ln_sn_dep_neg,R2_feo,n_feo,R2_feo_sinCaOprev,R2_sn,n_sn
base,1.0,1.0,0.7032481880328203,0.30127827594660544,68515.21125087213,53178.34192549449,0.09748427672955975,-0.02219309945156567,0.02539390341623668,0.32478320578059966,0.12311901504787962,0.12509012973250677,0.11366140707978144,21.450503140643892,1.1136054182718562,0.9900391390540606,0.08350006309024516,0.9408848267085838,1.063381713483399,0.9851665530559733,0.07175207969206676,0.9916268003400159,0.05464129272136807,0.0011838989739542227,0.290274684590911,1086,0.2671398159060624,0.6953243559089595,1004
pG*0.7,0.7,1.0,0.49227373162297416,0.30127827594660544,64702.46505014156,50237.87586738154,0.09748427672955975,-0.022193181936627965,0.025393904405792037,0.3243104202306946,0.12311901504787962,0.12363701044279235,0.16652331614147314,20.229702805058253,1.1798953071576797,0.9908728169410292,0.08377791162242076,0.941524945883261,1.1160296613496365,0.9856841047090319,0.07158247433262388,0.9915388942918838,0.05435975828554594,0.0011838989739542227,0.27754675127103423,1086,0.2673512231729196,0.7023832084643845,1002
pG*1.3,1.3,1.0,0.9142226444426664,0.30127827594660544,72269.07326208556,56076.801751705396,0.09748427672955975,-0.02219302562053416,0.025393901684300006,0.32520213749689175,0.12311901504787962,0.12739383178585037,0.06826545864515897,22.565576340799318,1.0550464136003348,0.9897571090716283,0.08315320754265187,0.9399098090226922,1.0142375697151629,0.9846490014029149,0.07192168505151009,0.9917007563074292,0.05506939963166231,0.0011838989739542227,0.28896987437779675,1086,0.2761775185620228,0.6913172171699273,1007
gG*0.7,1.0,0.7,0.7032481880328203,0.2108947931626238,51689.54597634284,40169.314344039456,0.09748427672955975,-0.022192996294167953,0.025393900748098018,0.32536739587285235,0.12311901504787962,0.12858997316522147,0.052433898062982404,16.147036102485167,1.4727730713638638,0.9931983352501295,0.08408785790681661,0.939418030485902,1.4204355819128107,0.9876845654455196,0.07093728616401962,0.9917288150824619,0.05504494936148219,0.0,0.2843072556887146,1086,0.26964078483758247,0.7079915706707227,974
gG*1.3,1.0,1.3,0.7032481880328203,0.3916617587305871,85257.31315754923,66199.72010536428,0.09748427672955975,-0.02219316205396684,0.025393904251380696,0.3244248335381761,0.12311901504787962,0.12388473386181952,0.15349856904546913,26.683873696737358,0.8957008624476639,0.9871571549123626,0.08222848652368975,0.9414142146609437,0.8487866557632784,0.982648540666427,0.07285408751360911,0.9915605706671771,0.054332914964579884,0.0027624309392265192,0.277191784731291,1086,0.27404381767711294,0.6917082303068907,1011
ambos*0.7,0.7,0.7,0.49227373162297416,0.2108947931626238,47960.64787561049,37224.83934784614,0.09748427672955975,-0.02219309945156567,0.02539390341623668,0.32478320578059944,0.12311901504787962,0.12509012973250677,0.11366140707978144,15.01535219845073,1.5908648832455086,0.9933959643445343,0.08373730648887368,0.9408848267085842,1.5191167335477131,0.9882021170985782,0.0707676808045764,0.9916268003400156,0.054641292721367994,0.0,0.290274684590911,1086,0.2671398159060624,0.7077554654664953,959
ambos*1.3,1.3,1.3,0.9142226444426664,0.3916617587305871,89069.77462613377,69131.84450314286,0.09748427672955975,-0.02219309945156567,0.02539390341623668,0.3247832057805993,0.12311901504787962,0.12509012973250674,0.11366140707978144,27.885654082837075,0.8566195525168122,0.9857855572054984,0.08228659160786744,0.9408848267085841,0.8179859334487681,0.9821309890133685,0.07302340790297235,0.9916268003400157,0.05464129272136807,0.004735595895816891,0.2902746845909109,1086,0.2671398159060622,0.6966003904763275,1011
