n_dev,n_lockbox,r2_oof,mae_oof,r2_oof_cronologico,r2_walk_forward,n_walk_forward,r2_lockbox,mae_lockbox,variante,n_estado,corr_o2_temperatura_prev_dev,corr_gn_temperatura_prev_dev
1482,314,0.497369675619338,8.937938154550643,0.33791095157187934,0.2086484085213386,983,0.03669458085246802,6.974173795111473,a_sin_F1,8,-0.5251417718315392,-0.42655797569637766
1778,376,0.40260079625501155,9.901477822289703,0.25791881738165734,0.09171737350912579,1180,0.09161364506026215,7.495570163525452,b_F1_imputado_v7,8,-0.5251417718315392,-0.42655797569637766
1778,376,0.40260072273407455,9.901469379665139,0.2579176097019975,0.09173932418683184,1180,0.09161364506026215,7.495570163525452,c_F1_imputado_mas_esF1,9,-0.5251417718315392,-0.42655797569637766
1778,376,0.3696707288039681,10.12652196192706,0.11174666856972304,0.1378874130823744,1180,0.06707168330890645,7.365075005404809,d_b_sin_temperatura_prev,7,-0.5251417718315392,-0.42655797569637766
