lambda_feo_via,lambda_sn_via,lambda_feo,lambda_sn,K_Sn_corr,K_FeO_corr,w_corr
a_ensayo,a_ensayo,0.8183417029352367,0.9965116650265015,2.862905499480898,21.09358146726235,7.367893027236504
a_ensayo,b_hgb,0.8183417029352367,0.05,57.05837452202475,21.09358146726235,0.36968423380375387
b_hgb,a_ensayo,0.05,0.9965116650265015,2.862905499480898,345.23514757845237,120.58908253906753
b_hgb,b_hgb,0.05,0.05,57.05837452202475,345.23514757845237,6.050560508785442
