K_sn,K_feo
2.1518413420480775,10.673294997754256
4.207914740868514,22.619080526279383
3.689603370138862,21.775956772573714
3.234745643002844,20.922881782436594
2.759495653569199,17.358726781921533
3.4534856801427076,18.239331243639747
2.6309422819759023,17.344525892514124
2.864078056104134,17.462773399062076
3.3807802234990922,21.211477283338343
2.427876982407808,13.15040494997438
2.969901514167832,18.552110975377328
1.7843748785538578,12.853440532178233
2.489648682209023,18.602195635411714
1.9898589908481732,15.49728051888112
2.834219613792017,11.646220282284322
2.207340700766334,16.414706883323895
1.8800296051964451,14.498435968867467
2.324048626862746,14.276315313581147
3.1694662734623815,19.58968364813894
3.199043323806138,19.019947212589624
2.7933192291606517,14.604578459604074
2.453745176975511,15.53237814652994
1.6118403895940951,15.280215625478087
2.878240460913597,21.437032320012612
3.322133734856266,16.019976622462476
1.5777113793365298,11.443406179046384
3.1673078229249363,14.613634359272675
3.5398729371346676,18.197361566728482
3.4022506734050775,18.758901291235873
4.024369879575796,18.12573744059722
3.4123287302362377,19.20622984848683
1.8474205157565269,17.548217512233684
3.4287288142865315,18.84973599814729
3.1562221526711283,15.521185967554098
2.6321554198561725,19.08985097820727
3.073424680265666,18.2396254219859
3.4669243479772356,18.2660401071365
3.0787758523221846,18.269084206968518
2.4785600883544845,17.72661577913909
3.017682206671152,15.77329896694614
4.260997684080436,20.290824619747074
2.7804992588517052,16.263354474004245
2.673980578738438,16.043413528583716
2.96621039288063,22.15228357206472
2.6330334937839135,13.849803582755353
3.6306555887743492,20.506039727832384
2.936194357377525,20.004922746287303
3.1360703774021936,16.32143468024438
3.8168036831238905,18.95766897817788
3.898850788368857,19.757567743795104
3.478484951963844,21.1459129985798
2.2443696886827897,16.28076277085769
3.3599006532065103,22.42769424749748
3.2128201058060184,20.024171250693577
2.3983301637610124,14.088631910124892
3.672533900599892,19.232991238885308
2.4429288048125337,15.804296740866128
3.106500703760282,16.28610342786497
2.5325609938625173,14.574362491977535
3.5963814817648876,17.54185541914422
2.719310035082542,16.610385553634003
3.6246493906900827,19.70918914875007
2.280237791111456,19.051140076288306
1.991989177381155,18.127954342422278
3.2038491579661006,16.77011527091578
3.052357074496231,22.198513591569174
2.607088557368149,18.65527464586209
3.7593515544091454,20.082936580251477
3.0546732118664752,16.78307463265771
2.726209111805767,16.5695088310095
1.8895506657344854,10.736507225750573
2.5403571247119308,19.959847606608527
3.1668982938384262,20.971973121317703
3.059196437636869,16.835224543671515
2.9840229647117744,17.918386483292178
3.4157943399980115,17.294449270270526
3.128713807063495,20.43499634644659
3.8069247484101347,23.78947502139663
2.6962290034764282,22.564017186647547
1.9425957344405396,14.047994674168608
3.7903533839070507,16.797990564011894
2.8349844628010965,25.460674122327163
2.9891974328973743,14.284859879029938
2.4401257718044755,18.225479119289627
2.335759598957459,13.37342036072946
2.2193682032663213,15.93903159660238
2.1444787838947406,17.595738578203708
3.6487379609584645,19.24700940359573
2.2436490388798513,15.667460417521383
1.6491790330450116,17.83217955648465
3.038953781989835,16.93750154087827
3.2214785850694536,17.315742685820034
2.5475925166381463,17.55956375697971
2.8746310130178236,18.052123709698034
3.040081801246889,17.333479513018332
1.7573562050266403,12.241034682232637
3.5252850628505956,18.55893402042583
2.965412520890091,19.54839659072256
2.010080025855351,14.128317551451467
3.200282971543937,20.335038856401045
2.365257899637654,18.17464843762052
1.6472900807837318,15.41539852089155
2.383320153025247,11.561280505285508
1.758058799639409,16.081398221656567
2.670564038296657,18.86896587256351
2.9940420106627483,17.113285387814233
1.7217804813846977,12.50481177335503
1.7862091193960852,8.25437055530918
2.097009381684736,13.509475337520774
2.1243506493131847,17.540943870648448
2.0032793994136067,14.680925805129377
2.4222526596531373,18.182963141865372
2.2350184452958577,10.64701260028746
2.341361620611779,21.95328122923162
3.527075780396936,22.313295495975556
3.5996744114092922,17.549824511109787
2.6636556374383376,16.841889107731365
3.0449727421591906,16.474057783405126
2.1788186432360055,18.33317479533179
2.6921286425208644,9.017451437086967
3.1351063764975224,21.272803491312715
2.55038141389598,18.284076349832617
2.999528392565315,22.57127548960775
2.1732541606158335,19.468962363517434
3.005522239584748,19.88393638575041
3.1254998454549927,11.656742984766222
3.369684107275523,19.34464548112766
2.2214546368131227,15.220584705797112
4.03701528910791,22.67939632222811
3.744124667459296,16.456835150127045
1.8844889328219498,16.765468035967796
3.515313463454827,17.453209990637745
3.0169544573902978,18.26669377471225
1.5369724233239759,16.53704495115779
2.9667652556134136,13.280341524483456
2.2629316992166144,20.14818000875552
2.123003958266949,15.942325411017194
3.4492550413158862,21.59655665524477
2.5389828785494877,14.236035060009652
1.9103535797644193,11.457892914818762
3.4137491977191505,18.177309944417043
2.5572208999093164,19.100665669032256
2.3499669601278375,17.794559829415935
3.6835575428062755,20.781269208713642
1.8963165936858908,10.427841764819501
3.372164023960356,22.056335411530657
2.3723279292648862,14.67155429533099
3.659583973146061,15.858342838220958
1.9913111445645832,15.327695182949292
4.0395902664037,22.919565397329983
1.8632136434436737,15.694343043285622
3.3718647962873782,17.650488990394965
2.8068907068234616,15.5595411259916
2.452875473293943,15.054917730281018
2.7211414658604394,18.843386764132827
3.881800026806235,22.65872725252628
3.23648221843037,15.079917261965567
4.088245086606022,19.93533226742689
3.2259414832849633,14.262374048475818
3.441362083902294,19.24878313888267
3.0646224749898465,16.622111463292484
3.4708443231482904,19.511753960308887
2.757674713934105,14.403004873924033
3.080369321838462,17.88046282422756
1.2624023574098928,13.424738082828059
1.4676609010042376,13.173905329418881
3.6350889136969387,16.851755956384633
2.748249310177699,18.82086936831146
2.564448877178217,21.556707061474903
3.006555778647849,15.085008206601582
2.2967854563332377,21.121970294472845
3.3072928913382134,22.20135070077287
2.999952541178461,13.855960063709027
2.3745187325715627,10.080083068896695
3.213541934007028,17.037692191348615
2.616543455962274,19.652507144154576
2.790496754353466,18.353457966104312
2.821721640632854,12.536487061894054
2.0664180215413843,15.769963659289063
2.5257979265665282,11.829693124512817
3.8297231952251565,19.068628567622017
3.334835015760398,21.47756355735247
3.451959602868172,21.695389745813248
2.110306210321205,17.9547024133436
3.523312708568801,16.57807405436234
2.742395468131139,17.828081100334877
2.9111598917267125,14.157431238065493
3.5855341678751014,21.14334831790204
2.6285024089555966,17.516253257507092
3.1753818167816537,16.469979744880263
2.95830199463563,15.85601126394387
2.2841421907762953,15.13196658543127
2.285192448259178,14.808065981148507
2.361261724174064,16.85950032611624
2.1941943164074615,14.429931406351452
3.6655685154434616,21.568978977000114
2.233725524899785,17.76729468281296
1.9880767464241198,13.914029638890838
2.4785702544196857,14.305207074292566
2.3891574767966066,17.811317907994727
2.78941153634576,16.3278639978186
3.115290100303447,17.928820721051945
2.2705639581059587,16.92430121366303
2.0451150583363744,15.958566324351924
2.932185134044679,19.364774908059513
3.669421892336895,16.961433144228025
3.2280478297713646,19.217353832184813
3.5546306066314752,17.730055499548964
2.2554169224708245,13.649144137269456
3.0598722177377824,18.041470428464905
2.706705577633648,17.984073006586108
2.326941291353837,11.848477944148554
2.3281314511129203,11.651603876054041
2.5602094039485563,17.287597768583154
3.755322173378116,19.4074430574486
2.7322800046027997,18.44447921792914
3.772494397353991,19.33748046089162
2.9930003755084598,12.982026561411864
3.673667296937851,18.462019697245424
3.483892445253893,21.018208648770766
2.6918727403047336,17.10881244002903
2.451651600191141,20.3730078287026
2.399317335066923,16.11166547087735
2.2418525122578563,11.278735881711832
3.3154309758403158,19.159990267924528
3.4126037826080653,13.534369100475123
2.9458442806197076,17.057623649855618
2.9923779916590116,19.84216151791964
2.9842343177927058,17.80594579712995
3.2321324708712114,21.670200222876193
2.1318778920935184,18.84832349906888
2.7276737653236336,13.319920692162006
3.005099978411298,19.8401253360708
4.329833851406272,19.496200127103908
3.167567614936119,23.13877353519337
2.0473581358989623,15.592773816845103
3.816007809775295,16.30220179675435
2.936031161358626,20.40241896695063
3.4955105269236637,18.655893166254856
2.035409415312797,19.803667215735626
3.352858126689476,18.197985362971043
3.584740584899733,19.919620559314943
2.137980077295888,15.437500899861464
2.6306459873667714,13.138733477999363
3.1493256602083437,20.103424164696673
2.8741561528114445,17.161532046833855
3.6050480382310712,23.603773108943354
3.073786723522308,18.02810892450112
2.7759041203452735,14.86844103743523
3.6093267497609833,18.066599026787486
1.8834530316663896,16.220437261968218
3.974132751375299,17.138243195618806
3.6557469004140817,17.32690168808641
2.1130614109219374,14.631675923240348
3.609490211160336,22.986589664605624
1.5406693524073756,16.87907073314147
3.4589693610142973,18.323572727146086
1.2980750390063784,13.407264638068714
3.039776472078398,14.817433889967457
3.811795448818757,19.344769311293263
2.6635068673262086,15.152006650040994
2.073730081740868,14.720707014351671
2.5161019080735842,14.218185211507686
2.98236014406404,18.37822045115057
2.1778490414069744,16.582839358762993
2.634064360565384,16.533147722471618
3.570064931259852,19.15706270412325
2.599606716657676,14.040400926935686
2.6331871785408656,13.38405616568254
3.751104580945813,19.98598496106939
2.4545615960257092,15.313330074556134
3.7253167332831536,21.64906430441302
3.6308183526646456,17.041985659795685
1.765023095416624,14.392238367523662
3.1728591941629003,18.188281304613845
2.4785885263161984,17.523707382474882
4.268612080759544,27.159099749690235
3.8845162136386473,15.997750511998186
2.415194186579236,22.920960259651117
3.296797117342542,18.98089399047469
2.4096144986084287,18.170213129154682
2.840193179660135,16.78836541354794
2.7371509763745703,15.685881624599974
3.4661663585063818,16.497769038088954
3.5217701748037746,18.017241533155737
3.097409695186318,20.06667136262536
2.8093040743189652,19.224024710479245
3.889286022684582,20.23225600843041
3.099814634201367,11.96364409305644
3.118108537083856,15.037815079552905
3.6801432191867045,12.900261334384036
3.1293515395839893,19.84240142627548
2.984696158466402,20.32492234024292
2.095569089357863,15.089272452943405
1.7810928472583811,10.0452603186258
3.7648087421833942,16.39544775683691
3.7887702172735263,23.724102796784056
2.013163422091559,13.481878172502114
3.225156880145812,23.036652865969558
2.708544260557898,16.978833381508828
2.2653849827548407,12.387822279985073
2.687751263403237,23.094709881314024
1.552169242830567,14.719426679823401
3.256476184521999,15.242695564972552
3.3080297323301915,21.960942561130643
1.742239096998537,14.534004210811426
3.401699382019214,20.5416521782978
1.7307419318494264,12.394915437827866
2.8568802532460946,14.900645154311517
2.474505732848931,22.80362388599577
2.8678508012099146,11.953784423965216
3.414923821809711,17.643558130499976
1.3769628053217173,13.894273034033295
3.0642233174193785,19.651166438103626
3.2536125492083525,19.955550679579442
2.8573934595751935,17.339503871425883
2.62601471836663,17.94646531836155
1.9940780873729198,13.739083182412179
3.742809363861188,21.077335495736666
2.10949130044421,13.102407612630447
2.7119834245198007,16.099116345840866
1.7786864776762101,15.856990154105585
1.5123499795245892,13.530696078468697
2.3833577897778486,16.362857245880562
2.8442173698116537,16.93004613925478
2.482996709659042,15.679821004165595
2.6740314781061927,16.91848405251956
2.3792009989025247,18.213011095692124
3.339936883065728,18.191886835298657
2.233151390438317,19.649748753160964
3.4984331184236996,17.145583702488597
1.7623480704197063,14.73216984324007
2.702623489994611,19.505980198825384
2.7783124872139964,16.15955789383289
2.9866949213517677,16.457778177883867
4.434096548729485,20.652780966814234
2.4848720539059665,18.215177532961892
2.521932961318539,18.139769925917264
3.574044002882343,21.21026263498911
2.842771740028539,19.895298514977778
3.036352160840763,15.829543765571477
3.362185136936213,16.9269837118986
3.1658539600065008,21.832085416578277
2.642396251284043,17.179252679129725
3.1567490003105965,18.830869435698496
2.9307500143935856,18.84373775375476
3.742595203843264,19.73620536667389
2.7277265843064398,16.252006630924903
1.9674617579124911,11.447263726790322
2.9965924140478672,16.555259765915725
3.358225433917088,21.88571330662065
2.7192349320250355,20.80312267596082
3.769914259620036,20.009547027749573
1.5103700048581818,16.46121442858831
3.30060041036558,13.159897905010371
3.1277004480264474,19.931426213472832
