Batch,fase,orden_escalon_fase,estado_recomendacion,m6_avance_prev,ley_sn_escoria_pct_prev,real_sn_dep,real_feo_ret,temperatura_real,pred_T_historico,pred_T_recomendado,support_historico,support_recomendado,J_historico,J_recomendado,uplift_J_kgSn,pred_dT_hist,pred_dT_rec,dT_sd_rep_hist,dT_sd_rep_rec,J_sn_hist,J_sn_rec,J_feo_hist,J_feo_rec,J_costo_hist,J_costo_rec,J_incertidumbre_hist,J_incertidumbre_rec,J_soporte_hist,J_soporte_rec,hist__duracion_plan_min,rec__duracion_plan_min,hist__tasa_feed_conc_kg_min,rec__tasa_feed_conc_kg_min,hist__tasa_feed_reciclo_kg_min,rec__tasa_feed_reciclo_kg_min,hist__tasa_feed_Fe_kg_min,rec__tasa_feed_Fe_kg_min,hist__tasa_feed_dross_Fe_kg_min,rec__tasa_feed_dross_Fe_kg_min,hist__tasa_feed_pellets_kg_min,rec__tasa_feed_pellets_kg_min,hist__tasa_feed_CaO_kg_min,rec__tasa_feed_CaO_kg_min,hist__tasa_feed_Carbon_kg_min,rec__tasa_feed_Carbon_kg_min,hist__tasa_gn_nm3_min,rec__tasa_gn_nm3_min,hist__tasa_o2_nm3_min,rec__tasa_o2_nm3_min,hist__tasa_aire_nm3_min,rec__tasa_aire_nm3_min,hist_derivada__exceso_o2_combustion_pct,rec_derivada__exceso_o2_combustion_pct,hist_derivada__m8_dosis,rec_derivada__m8_dosis,hist_derivada__m8_exceso_C_pos,rec_derivada__m8_exceso_C_pos,hist_derivada__Cx_sn_v6,rec_derivada__Cx_sn_v6,hist_derivada__Cx_sn_F6,rec_derivada__Cx_sn_F6,sd_orden__tasa_feed_Carbon_kg_min,pred_sn_dep_hist,pred_sn_dep_rec,pred_feo_ret_hist,pred_feo_ret_rec,sn_dep_sd_rep_hist,sn_dep_sd_rep_rec,feo_ret_sd_rep_hist,feo_ret_sd_rep_rec,sd_orden__tasa_gn_nm3_min,variante
AP0002,Fusión,1,sin_recomendacion:orden,0.8867598289027832,9.3012,0.9659398164871881,,1299.2700809478642,1294.061347506225,1294.061347506225,0.11744917488702455,0.11744917488702455,-99.24736608717178,-99.24736608717178,0.0,-5.354744007910168,-5.354744007910168,0.22733775561887676,0.22733775561887676,0.0,0.0,-0.0,-0.0,-99.24736608717178,-99.24736608717178,0.0,0.0,-0.0,-0.0,35.0,35.0,292.90078486689816,292.90078486689816,1.4398610499979895e-18,1.4398610499979895e-18,54.85773134584772,54.85773134584772,8.080525657587182e-24,8.080525657587182e-24,0.0010603485646209232,0.0010603485646209232,44.45665124963832,44.45665124963832,34.75911373562283,34.75911373562283,25.263929646809896,25.263929646809896,33.97654548766121,33.97654548766121,122.62785039992559,122.62785039992559,18.208835495208785,18.208835495208785,0.20966368294950147,0.20966368294950147,42.38706781848873,42.38706781848873,14.686744934595467,14.686744934595467,,,5.527485696217566,,,,,,,,,,base
AP0002,Fusión,2,sin_recomendacion:soporte,0.7575987544220273,16.6578,0.4768191339971536,,1314.0402202686705,1294.0567003568585,1294.0567003568585,0.13675810357879364,0.13675810357879364,-105.95471779689899,-105.95471779689899,0.0,-5.213380591005794,-5.213380591005794,0.15081116858218993,0.15081116858218993,0.0,0.0,-0.0,-0.0,-105.95471779689899,-105.95471779689899,0.0,0.0,-0.0,-0.0,40.0,40.0,241.66538823064099,241.66538823064099,1.4398610499979895e-18,1.4398610499979895e-18,42.73488645203475,42.73488645203475,8.080525657587182e-24,8.080525657587182e-24,0.00011592106821963142,0.00011592106821963142,37.455901907212706,37.455901907212706,31.296126963160326,31.296126963160326,24.959005279541014,24.959005279541014,33.52914383782281,33.52914383782281,123.26221754286023,123.26221754286023,19.02359259991321,19.02359259991321,0.17333906415914918,0.17333906415914918,0.0,0.0,69.1196915480528,69.1196915480528,,,6.837605300872508,,,,,,,,,,base
AP0002,Fusión,3,sin_recomendacion:soporte,0.6826062588606875,20.265,0.6732127457837067,,1328.081161909652,1307.6806677518407,1307.6806677518407,0.13361070816642964,0.13361070816642964,-119.5375704879174,-119.5375704879174,0.0,-6.359552516829872,-6.359552516829872,0.6535178319246683,0.6535178319246683,0.0,0.0,-0.0,-0.0,-119.5375704879174,-119.5375704879174,0.0,0.0,-0.0,-0.0,45.0,45.0,237.08168499577485,237.08168499577485,1.4398610499979895e-18,1.4398610499979895e-18,42.595630423614004,42.595630423614004,0.056987705324428206,0.056987705324428206,0.0009258318048809885,0.0009258318048809885,35.49168813770601,35.49168813770601,32.05206493874285,32.05206493874285,24.37942170696494,24.37942170696494,32.24045571409626,32.24045571409626,123.52244912229938,123.52244912229938,19.322293057422414,19.322293057422414,0.14374635371568759,0.14374635371568759,0.0,0.0,143.69122060992288,143.69122060992288,,,7.110813934067624,,,,,,,,,,base
AP0002,Fusión,4,sin_recomendacion:soporte,0.7398799591401911,17.629,0.3380696096249245,,1333.0329183609545,1321.5887407478003,1321.5887407478003,0.23197972246933687,0.23197972246933687,-170.7373002037502,-170.7373002037502,0.0,-6.492421161851768,-6.492421161851768,0.3095052211385746,0.3095052211385746,0.0,0.0,-0.0,-0.0,-170.7373002037502,-170.7373002037502,0.0,0.0,-0.0,-0.0,50.0,50.0,281.9811270793553,281.9811270793553,1.4398610499979895e-18,1.4398610499979895e-18,52.7004505721768,52.7004505721768,4.279598810826319e-20,4.279598810826319e-20,0.00197996589824256,0.00197996589824256,44.00619554356174,44.00619554356174,45.720362106239655,45.720362106239655,25.821520494249135,25.821520494249135,35.408228393554694,35.408228393554694,123.0849757215712,123.0849757215712,18.614380800556173,18.614380800556173,0.18267988686220488,0.18267988686220488,0.0,0.0,233.9961820089077,233.9961820089077,,,6.825393947747257,,,,,,,,,,base
AP0002,Fusión,5,sin_recomendacion:soporte,0.6703460296097954,20.9924,0.5427860760671849,,1315.354084593162,1317.6618707101422,1317.6618707101422,0.15931610949073124,0.15931610949073124,-197.9591700622636,-197.9591700622636,0.0,-15.371047650812159,-15.371047650812159,0.09538128025246576,0.09538128025246576,0.0,0.0,-0.0,-0.0,-197.9591700622636,-197.9591700622636,0.0,0.0,-0.0,-0.0,55.0,55.0,262.0345924551888,262.0345924551888,1.4398610499979896e-18,1.4398610499979896e-18,49.23786954624763,49.23786954624763,4.27959881082632e-20,4.27959881082632e-20,0.0015737281074215,0.0015737281074215,40.932830701555524,40.932830701555524,49.220043939635865,49.220043939635865,25.997433814886495,25.997433814886495,35.83324260673138,35.83324260673138,122.46985050702337,122.46985050702337,18.380744137063253,18.380744137063253,0.16413968185288294,0.16413968185288294,0.0,0.0,439.2473629277446,439.2473629277446,,,5.259101439265731,,,,,,,,,,base
AP0002,Fusión,6,sin_recomendacion:soporte,0.7233143139442353,18.6521,0.8436872696408346,,1277.1968162671606,1295.5966861011368,1295.5966861011368,0.16440114907862677,0.16440114907862677,-242.65450430927436,-242.65450430927436,0.0,-19.757398492025338,-19.757398492025338,0.1571545603247066,0.1571545603247066,0.0,0.0,-0.0,-0.0,-242.65450430927436,-242.65450430927436,0.0,0.0,-0.0,-0.0,63.0,63.0,292.74306036565724,292.74306036565724,1.4398610499979895e-18,1.4398610499979895e-18,53.49175669310989,53.49175669310989,4.0474699770286585e-20,4.0474699770286585e-20,0.002000308719559059,0.002000308719559059,44.4181314077295,44.4181314077295,53.956115303170634,53.956115303170634,26.281275632646345,26.281275632646345,36.54147644219882,36.54147644219882,122.9209445812084,122.9209445812084,18.629848253628847,18.629848253628847,0.176920288673476,0.176920288673476,0.0,0.0,517.1336229879184,517.1336229879184,,,6.143573050561811,,,,,,,,,,base
AP0002,Reducción,0,sin_recomendacion:soporte,0.7884207725618666,15.249,1.4610091423303684,-0.17153324839318237,1252.5006195267988,1259.7467879635797,1259.7467879635797,0.06772390213206121,0.06772390213206121,890.3915532174906,890.3915532174906,0.0,-17.45002830358082,-17.45002830358082,0.7703953643341408,0.7703953643341408,2460.5718118603636,2460.5718118603636,-1463.9354923604049,-1463.9354923604049,-99.23517913651263,-99.23517913651263,-7.009587145955442,-7.009587145955442,-0.0,-0.0,30.0,30.0,,,,,,,2.76806658018272e-09,2.76806658018272e-09,0.00016714970497559988,0.00016714970497559988,,,48.93401318538786,48.93401318538786,21.856990741843454,21.856990741843454,20.542892302572433,20.542892302572433,99.57244811900576,99.57244811900576,-5.171972443111773,-5.171972443111773,0.14070224120635624,0.14070224120635624,0.0,0.0,510.5542653544185,510.5542653544185,510.5542653544185,510.5542653544185,7.401391886547319,1.7263990400788372,1.7263990400788372,-0.17320977127306258,-0.17320977127306258,0.006316481288944027,0.006316481288944027,0.0012715164448525967,0.0012715164448525967,2.629537410892832,base
AP0002,Reducción,1,sin_recomendacion:soporte,0.9502607373695006,4.3802,0.5874427881074327,0.017238978708318014,1259.5877208324619,1231.1074007813347,1231.1074007813347,0.2215790772465947,0.2215790772465947,132.48408077389908,132.48408077389908,0.0,-21.39321874546414,-21.39321874546414,0.6732086591988712,0.6732086591988712,1008.9348475158417,1008.9348475158417,-779.5741665844799,-779.5741665844799,-75.25178950839575,-75.25178950839575,-21.62481064906697,-21.62481064906697,-0.0,-0.0,25.0,25.0,,,,,,,0.0,0.0,0.0,0.0,,,40.05152709960939,40.05152709960939,25.714768371582032,25.714768371582032,23.60521742078993,23.60521742078993,121.1510972764757,121.1510972764757,-4.632724782672534,-4.632724782672534,0.40677084467153174,0.40677084467153174,503.17144713621036,503.17144713621036,98.5889748505746,98.5889748505746,417.87862191465945,417.87862191465945,6.843260350266032,0.7078940528610286,0.7078940528610286,-0.09223757726289437,-0.09223757726289437,0.019486555912298448,0.019486555912298448,0.003922670734321015,0.003922670734321015,2.9299840463450626,base
AP0002,Reducción,2,sin_recomendacion:soporte,0.9723572792954008,2.5081,0.6738464712957157,-0.1324181377690486,1237.5127113048793,1270.9443981088134,1270.9443981088134,0.21335632771410756,0.21335632771410756,90.58974283954973,90.58974283954973,0.0,11.356677276351611,11.356677276351611,0.4425657068893658,0.4425657068893658,1001.3997509280597,1001.3997509280597,-856.5541801884636,-856.5541801884636,-35.24157906742612,-35.24157906742612,-19.014248832620183,-19.014248832620183,-0.0,-0.0,20.0,20.0,,,,,,,0.0,0.0,0.0,0.0,,,19.54537619938926,19.54537619938926,21.271444668240015,21.271444668240015,14.666680335464264,14.666680335464264,120.01602043999564,120.01602043999564,-6.282706112122823,-6.282706112122823,0.28574791780000336,0.28574791780000336,114.07774066583107,114.07774066583107,26.738373718826637,26.738373718826637,203.9271773755669,203.9271773755669,5.721974598532318,0.702607239668524,0.702607239668524,-0.1013456907136069,-0.1013456907136069,0.017134125658723177,0.017134125658723177,0.0034491232612959256,0.0034491232612959256,3.0637367282984362,base
AP0002,Reducción,3,recomendar,0.9859088611809166,1.3397,0.24514193242912166,-0.08421371377295146,1240.1655592857196,1228.6171009094483,1227.523997239781,0.31353223751358084,0.3138180205078411,-94.61636114753485,-87.6532709314335,6.9630902161013495,-8.89561039543097,-9.988714065098346,0.42091314936784086,0.33823479666636674,412.4789613534683,381.5105564203822,-481.09083582032997,-453.06625745970916,-14.169417569140101,-12.31354525556805,-11.835069111533084,-3.784024636538508,-0.0,-0.0,15.0,15.0,,,,,,,0.0,0.0,0.0,0.0,,,5.740853294284865,4.229849184997942,18.66490333193824,17.05908281725633,9.763807327028305,9.763807327028305,118.83897564600385,118.83897564600385,-6.991234845351739,1.7639476419203255,0.12348410895862766,0.0909828436408273,0.0,0.0,4.003437789417523,2.9497249281070723,59.89733817798396,44.13223855204822,3.630318451107379,0.2894056086885527,0.2676773972656842,-0.056921656773036976,-0.05360584754974907,0.010664821057184899,0.0034098614249186017,0.0021468432716418044,0.0006864098345452917,2.3891304986414017,base
AP0008,Fusión,1,sin_recomendacion:estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base
AP0008,Fusión,2,sin_recomendacion:estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base
AP0008,Fusión,3,sin_recomendacion:estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base
AP0008,Fusión,4,sin_recomendacion:estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base
AP0008,Fusión,5,sin_recomendacion:estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base
AP0008,Fusión,6,sin_recomendacion:estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base
AP0008,Reducción,0,sin_recomendacion:soporte,0.7991156546104987,14.5649,1.7960695780510219,-0.18635790068950978,1186.3480462884586,1173.552460608423,1173.552460608423,0.2797778507883676,0.2797778507883676,781.802083097118,781.802083097118,0.0,-13.532771921987083,-13.532771921987083,0.3587585603790829,0.3587585603790829,2258.1786349538106,2258.1786349538106,-1357.2111840015386,-1357.2111840015386,-116.40258578797481,-116.40258578797481,-2.762782067179105,-2.762782067179105,-0.0,-0.0,30.0,30.0,,,,,,,0.043970847867928126,0.043970847867928126,3.0273241892216662e-05,3.0273241892216662e-05,,,58.29182312668011,58.29182312668011,24.980627362286604,24.980627362286604,21.607621572989004,21.607621572989004,119.51156824182581,119.51156824182581,-6.517458055750621,-6.517458055750621,0.19073949074177854,0.19073949074177854,0.0,0.0,534.4362559978082,534.4362559978082,534.4362559978082,534.4362559978082,7.401391886547319,1.5843948991528303,1.5843948991528303,-0.16058237536895123,-0.16058237536895123,0.002489599011952695,0.002489599011952695,0.0005011597343488404,0.0005011597343488404,2.629537410892832,base
AP0008,Reducción,1,recomendar,0.9666403980593703,2.9793,0.48710753592013045,-0.012914445398651333,1188.4256279193432,1172.4996817427668,1172.4996817427668,0.3205522515665879,0.32002346534620185,265.8979527865214,269.695621678408,3.7976688918865875,-13.84836454569175,-13.84836454569175,0.21153012327893064,0.21153012327893064,527.6297474866675,527.6297474866675,-189.3834518263799,-189.3834518263799,-72.03638598588786,-67.18114465322917,-0.3119568878783535,-0.3119568878783535,-0.0,-1.0575724407720921,25.0,25.0,,,,,,,0.01710818110523411,0.01710818110523411,1.270242367818146e-25,1.270242367818146e-25,,,39.85201329940405,35.967820233277095,23.29102557905568,23.29102557905568,19.01240070936415,19.01240070936415,117.9055015733507,117.9055015733507,-6.031282540151397,-6.031282540151397,0.6542629429701617,0.590494932871999,688.1520084206306,591.0471817674568,60.6859589512281,54.771176699232065,365.3747582302006,329.7633553182985,6.843260350266032,0.37019829504155727,0.37019829504155727,-0.02240745206666154,-0.02240745206666154,0.0002811106851532333,0.0002811106851532333,5.658797084094137e-05,5.658797084094137e-05,2.9299840463450626,base
AP0008,Reducción,2,recomendar,0.9795005531212393,1.877,0.08815372043248172,-0.021462516372652733,1183.6155001156258,1178.8318166801241,1178.8318166801241,0.37602102699688417,0.3778683910062794,-223.97124624740508,-218.24927164887276,5.721974598532313,-9.593811239219129,-9.593811239219129,0.4367597453017169,0.4367597453017169,647.1978003625899,647.1978003625899,-835.3803451624964,-835.3803451624964,-29.841323782724043,-24.119349184191726,-5.947377664774543,-5.947377664774543,-0.0,-0.0,20.0,20.0,,,,,,,1.4211127175019626e-22,1.4211127175019626e-22,0.001745005495572899,0.001745005495572899,,,17.07627703954303,11.354302441010711,18.276666191948785,18.276666191948785,8.995235140058728,8.995235140058728,121.11616644965277,121.11616644965277,-5.8098732753222,-5.8098732753222,0.36497368875982045,0.24267711490005253,152.1676147108245,37.72812274017812,15.979192282165755,10.624832421881894,156.56023568797372,104.09952134887256,5.721974598532318,0.45409024678793547,0.45409024678793547,-0.0988404470461363,-0.0988404470461363,0.005359302760007496,0.005359302760007496,0.0010788350793061003,0.0010788350793061003,3.0637367282984362,base
