n_dev,n_lockbox,r2_oof,mae_oof,r2_oof_cronologico,r2_walk_forward,n_walk_forward,r2_lockbox,mae_lockbox,r2_oof_hgb_ref,estado,target,A
898,240,0.7856486234143525,0.23534780707391564,0.7800935466837284,0.7753530304882724,543,0.7837926696546527,0.24817958237735843,0.7837328375790007,A_k15,sn_dep,"Cx_sn_v6,tasa_gn_nm3_min,exceso_o2_combustion_pct,tasa_aire_nm3_min"
898,240,0.6968154286671663,0.28765375587375897,0.6973404136116077,0.6953416927883885,543,0.7564730335850094,0.2640382805439789,0.6920356025707972,B_online,sn_dep,"Cx_sn_online,tasa_gn_nm3_min,exceso_o2_combustion_pct,tasa_aire_nm3_min"
898,240,0.7239009029039585,0.2724221103731941,0.7200207125791004,0.7194679688120795,543,0.7350722873111759,0.2802064874946412,0.7204056913338894,C_plan,sn_dep,"Cx_sn_F6,tasa_gn_nm3_min,exceso_o2_combustion_pct,tasa_aire_nm3_min"
898,240,0.3093549836588052,0.0481338874042926,0.2724222439566911,0.2413458946183077,543,0.4728817515545338,0.042471875955077044,0.30167465413239203,A_k15,feo_ret,"tasa_feed_Carbon_kg_min,Cx_av_v6,tasa_gn_nm3_min,exceso_o2_combustion_pct,tasa_aire_nm3_min"
898,240,0.24071158361588418,0.04987193376500664,0.17130944423940986,0.18247166740392062,543,0.38037068672515617,0.04595537989257347,0.2348307014970643,B_online,feo_ret,"tasa_feed_Carbon_kg_min,Cx_av_online,tasa_gn_nm3_min,exceso_o2_combustion_pct,tasa_aire_nm3_min"
898,240,0.24226253065803693,0.05017542294367812,0.18716239612497454,0.18111058555496284,543,0.3923205549752783,0.044731283855283625,0.2591020549647838,C_plan,feo_ret,"tasa_feed_Carbon_kg_min,Cx_av_F6,tasa_gn_nm3_min,exceso_o2_combustion_pct,tasa_aire_nm3_min"
