n_escalones,dJ_opt_media_pp,dJ_opt_frac_pos,dJ_cruzado_media_pp,dJ_cruzado_frac_pos,dJ_hgb_media_pp,dJ_hgb_frac_pos,corr_opt_cruzado,corr_opt_hgb,ratio_cruzado_opt,ratio_hgb_opt,dJ_cruzado_batch_medio_pp,dJ_cruzado_batch_ic_lo,dJ_cruzado_batch_ic_hi,dJ_hgb_batch_medio_pp,dJ_hgb_batch_ic_lo,dJ_hgb_batch_ic_hi
555,0.037272366175753316,1.0,0.010024597591553849,0.7027027027027027,-0.043241374688968374,0.4144144144144144,0.630556567943236,-0.033627055247194594,0.2689552239394751,-1.1601456823285359,0.023181881930468273,0.016610891523944217,0.029536446675256935,-0.09999567896823933,-0.14022712255289185,-0.061510061522713017
