combo,estado_id,orden,q_avance,C,J
F2+G0,7,2,0.5,9.753931722210147,-104.45266709967333
F2+G0,7,2,0.5,10.104066283210873,-103.4923562839653
F2+G0,7,2,0.5,10.4542008442116,-102.53801491947206
F2+G0,7,2,0.5,10.804335405212328,-101.58958886762441
F2+G0,7,2,0.5,11.154469966213053,-100.64702472302595
F2+G0,7,2,0.5,11.504604527213779,-99.71026980027364
F2+G0,7,2,0.5,11.854739088214505,-98.7792721210732
F2+G0,7,2,0.5,12.20487364921523,-97.85398040164216
F2+G0,7,2,0.5,12.555008210215956,-96.93434404039127
F2+G0,7,2,0.5,12.905142771216681,-96.02031310587842
F2+G0,7,2,0.5,13.255277332217409,-95.11183832502687
F2+G0,7,2,0.5,13.605411893218136,-94.20887107160179
F2+G0,7,2,0.5,13.955546454218862,-93.31136335493731
F2+G0,7,2,0.5,14.305681015219587,-92.41926780890824
F2+G0,7,2,0.5,14.655815576220313,-91.53253768114018
F2+G0,7,2,0.5,15.005950137221038,-90.65112682245123
F2+G0,7,2,0.5,15.356084698221764,-89.77498967652036
F2+G0,7,2,0.5,15.70621925922249,-88.90408126977535
F2+G0,7,2,0.5,16.05635382022322,-88.0383572014957
F2+G0,7,2,0.5,16.406488381223944,-87.17777363412515
F2+G0,7,2,0.5,16.75662294222467,-86.3222872837876
F2+G0,7,2,0.5,17.106757503225396,-85.47185541100185
F2+G0,7,2,0.5,17.45689206422612,-84.62643581159068
F2+G0,7,2,0.5,17.807026625226847,-83.78598680777819
F2+G0,7,2,0.5,18.157161186227572,-82.95046723947202
F2+G0,7,2,0.5,18.507295747228298,-82.11983645572519
F2+G0,7,2,0.5,18.857430308229027,-81.29405430637291
F2+G0,7,2,0.5,19.207564869229753,-80.47308113384078
F2+G1,7,2,0.5,5.552316990201436,-116.46278213549974
F2+G1,7,2,0.5,5.902451551202162,-115.42632878991614
F2+G1,7,2,0.5,6.252586112202888,-114.39655698321795
F2+G1,7,2,0.5,6.602720673203613,-113.3734026315374
F2+G1,7,2,0.5,6.95285523420434,-112.3568025685685
F2+G1,7,2,0.5,7.302989795205066,-111.34669452813311
F2+G1,7,2,0.5,7.653124356205792,-110.34301712715923
F2+G1,7,2,0.5,8.003258917206518,-109.34570984905965
F2+G1,7,2,0.5,8.353393478207245,-108.35471302749983
F2+G1,7,2,0.5,8.70352803920797,-107.3699678305444
F2+G1,7,2,0.5,9.053662600208696,-106.39141624517093
F2+G1,7,2,0.5,9.403797161209422,-105.41900106214162
F2+G1,7,2,0.5,9.753931722210147,-104.45266586122284
F2+G1,7,2,0.5,10.104066283210873,-103.49235499674258
F2+G1,7,2,0.5,10.4542008442116,-102.5380135834771
F2+G1,7,2,0.5,10.804335405212328,-101.58958748285721
F2+G1,7,2,0.5,11.154469966213053,-100.64702328948651
F2+G1,7,2,0.5,11.504604527213779,-99.71026831796189
F2+G1,7,2,0.5,11.854739088214505,-98.77927058998921
F2+G1,7,2,0.5,12.20487364921523,-97.85397882178593
F2+G1,7,2,0.5,12.555008210215956,-96.9343424117628
F2+G1,7,2,0.5,12.905142771216681,-96.0203114284777
F2+G1,7,2,0.5,13.255277332217409,-95.11183659885393
F2+G1,7,2,0.5,13.605411893218136,-94.20886933174481
