subset,kpi,variable,n,coef_por_sd,ci_lo,ci_hi,p_hc3,p_perm,spearman,p_spearman,r2_adj
DEV,recuperacion_refinada_pct,dist_Reducción_tasa_feed_Carbon_kg_min,287,-0.25392457703183013,-0.767831740508932,0.2599825864452717,0.33282974885059324,0.35,-0.08463743799942311,0.1526714061315355,-0.001630906442208424
DEV,recuperacion_refinada_pct,dir_Reducción_tasa_feed_Carbon_kg_min,287,-0.22469009871412693,-0.7407989704781455,0.2914187730498916,0.39350499039705067,0.418,-0.062159708433934036,0.2939610541292467,-0.002353751502114587
DEV,recuperacion_refinada_pct,dir_R_temprano_tasa_feed_Carbon_kg_min,269,0.16712572037151172,-0.430233803625904,0.7644852443689275,0.583453557653656,0.534,-0.018922169431300692,0.7573754660775246,0.004485675233015574
DEV,recuperacion_refinada_pct,dir_R_tardio_tasa_feed_Carbon_kg_min,276,-0.36759892993608445,-0.8811297043606963,0.14593184448852736,0.16061858860015843,0.228,-0.07910192756883903,0.19011814308875172,0.0053915700649398435
DEV,recuperacion_refinada_pct,dist_Reducción_tasa_gn_nm3_min,287,0.14173650293393092,-0.38126060655840277,0.6647336124262646,0.5953035417517886,0.59,-0.033610220429450714,0.5706675973718304,-0.0038347869660351197
DEV,recuperacion_refinada_pct,dir_Reducción_tasa_gn_nm3_min,287,0.307361747849602,-0.18513603487754066,0.7998595305767446,0.22125825362924678,0.272,0.04636168882414647,0.4339736879993391,-0.00013104830153198854
DEV,recuperacion_refinada_pct,dir_R_temprano_tasa_gn_nm3_min,269,0.11707456986418859,-0.3851918958855733,0.6193410356139505,0.6477767098029105,0.628,0.0011019008319579709,0.9856481372621646,0.0037845070694585425
DEV,recuperacion_refinada_pct,dir_R_tardio_tasa_gn_nm3_min,276,0.20549351072318578,-0.30153436389455224,0.7125213853409238,0.42698907738102565,0.424,0.05372599620045253,0.3739198942678546,0.0008027723595022129
DEV,recuperacion_refinada_pct,dist_R,287,-0.07527531633748835,-0.5925093119597953,0.4419586792848185,0.7754586715283249,0.794,-0.0625699838101364,0.2907799444736066,-0.004544420874895483
DEV,recuperacion_refinada_pct,dist_total,287,-0.07527531633748835,-0.5925093119597953,0.4419586792848185,0.7754586715283249,0.772,-0.0625699838101364,0.2907799444736066,-0.004544420874895483
DEV,recuperacion_refinada_pct,uplift_batch_pp,287,-0.32070056719909257,-0.8415220696789474,0.20012093528076225,0.2274839027247859,0.264,-0.11166826702441689,0.0588331749262578,0.00019934582844305382
DEV,rendimiento_proxy_batch,dist_Reducción_tasa_feed_Carbon_kg_min,287,-0.23925187671233616,-0.7704263791844661,0.2919226257597938,0.3773400566325723,0.39,-0.08373747539985542,0.15709843017267805,-0.0027736773878876964
DEV,rendimiento_proxy_batch,dir_Reducción_tasa_feed_Carbon_kg_min,287,-0.20652177588259746,-0.7428751439238946,0.3298315921586997,0.4504409167640203,0.476,-0.05540515934279371,0.3496619408367446,-0.0034842319468118
DEV,rendimiento_proxy_batch,dir_R_temprano_tasa_feed_Carbon_kg_min,269,0.19423831023769647,-0.4219827633194956,0.8104593837948885,0.5367085601029287,0.492,-0.010894431829765796,0.8588367277084523,0.006474978853476143
DEV,rendimiento_proxy_batch,dir_R_tardio_tasa_feed_Carbon_kg_min,276,-0.3621939647489817,-0.8960435675011713,0.17165563800320793,0.1836002738878848,0.206,-0.07940060348498007,0.18844519515724487,0.003609672616340487
DEV,rendimiento_proxy_batch,dist_Reducción_tasa_gn_nm3_min,287,0.16734424637105783,-0.37412585158077694,0.7088143443228926,0.5446891365186326,0.56,-0.0351534144200888,0.5531002107223877,-0.004157216751650372
