Batch,fase_proceso,orden_escalon_fase,fecha_inicio,ln_sn_dep,ln_feo_ret,sdi,irf_next
AP0196,Reducción,1,2026-06-25 06:56:00,0.18934966891792873,0.006796964406073805,0.2573193129786668,
AP0196,Reducción,2,2026-06-25 07:21:00,0.5869994956993096,-0.02772972343560914,0.30970226134321827,
AP0196,Reducción,3,2026-06-25 07:41:00,,,,
AP0197,Fusión,0,2026-06-25 16:50:00,,,,0.3277022215638909
AP0197,Fusión,1,2026-06-25 17:17:00,,,,0.36106763002093234
AP0197,Fusión,2,2026-06-25 17:49:00,,,,0.36337500150116436
AP0197,Fusión,3,2026-06-25 18:26:00,,,,0.335711253677415
AP0197,Fusión,4,2026-06-25 19:08:00,,,,0.3090862530125759
AP0197,Fusión,5,2026-06-25 19:55:00,,,,0.3222810210039782
AP0197,Fusión,6,2026-06-25 20:47:00,,,,0.313533051430903
AP0197,Reducción,0,2026-06-25 22:43:00,1.7103324233209651,-0.331299973761081,-1.602667314289845,
AP0197,Reducción,1,2026-06-25 23:13:00,0.3328528567340748,0.11682659820577086,1.5011188387917833,
AP0197,Reducción,2,2026-06-25 23:38:00,0.3602793601102883,-0.05947326316277469,-0.2344532715174586,
AP0197,Reducción,3,2026-06-25 23:58:00,0.3067595922682928,-0.040484788631973155,-0.09808829405143876,
AP0198,Fusión,0,2026-06-26 01:35:00,,,,0.24772195910849157
AP0198,Fusión,1,2026-06-26 02:02:00,,,,0.2404771102648276
AP0198,Fusión,2,2026-06-26 02:34:00,,,,0.29846723211799586
AP0198,Fusión,3,2026-06-26 03:11:00,,,,0.29755919566775524
AP0198,Fusión,4,2026-06-26 03:53:00,,,,0.30033074748554456
AP0198,Fusión,5,2026-06-26 04:40:00,,,,0.2938813554754429
AP0198,Fusión,6,2026-06-26 05:32:00,,,,0.2843940737659317
AP0198,Reducción,0,2026-06-26 07:00:00,1.2879718400129159,-0.02889080432394768,0.999063796773439,
AP0198,Reducción,1,2026-06-26 07:30:00,0.13906936855036828,-0.10166714033016401,-0.8776020347512719,
AP0198,Reducción,2,2026-06-26 07:55:00,1.0316046733207842,-0.10127107212385715,0.018893952082212673,
AP0198,Reducción,3,2026-06-26 08:15:00,,,,
AP0199,Fusión,0,2026-06-26 09:40:00,,,,0.2531595834872567
AP0199,Fusión,1,2026-06-26 10:07:00,,,,0.22697605741089588
AP0199,Fusión,2,2026-06-26 10:39:00,,,,0.3072089539278702
AP0199,Fusión,3,2026-06-26 11:16:00,,,,0.27311521661863475
AP0199,Fusión,4,2026-06-26 11:58:00,,,,0.2772248243786307
AP0199,Fusión,5,2026-06-26 12:45:00,,,,0.26966237468172094
AP0199,Fusión,6,2026-06-26 13:37:00,,,,0.259091120311439
AP0199,Reducción,0,2026-06-26 14:56:00,2.0352943050089456,-0.2216996560000893,-0.1817022549919476,
AP0199,Reducción,1,2026-06-26 15:26:00,-0.0648894290683996,0.22195615162771862,2.1546720872087866,
AP0199,Reducción,2,2026-06-26 15:51:00,0.3617152938376572,-0.06372498159018426,-0.2755345220641854,
AP0199,Reducción,3,2026-06-26 16:11:00,-0.5691134220798084,-0.02244944895170025,-0.7936079115968109,
AP0200,Fusión,0,2026-06-26 17:36:00,,,,0.30947794105145293
AP0200,Fusión,1,2026-06-26 18:03:00,,,,0.3267174075086876
AP0200,Fusión,2,2026-06-26 18:35:00,,,,0.3292792963976651
AP0200,Fusión,3,2026-06-26 19:12:00,,,,0.30709261576252056
AP0200,Fusión,4,2026-06-26 19:54:00,,,,0.3015666460202785
AP0200,Fusión,5,2026-06-26 20:41:00,,,,0.29174071797211726
AP0200,Fusión,6,2026-06-26 21:33:00,,,,0.2931227750187618
AP0200,Reducción,0,2026-06-26 22:44:00,1.1850868860550576,0.06175520532262163,1.802638939281274,
AP0200,Reducción,1,2026-06-26 23:14:00,0.9746067165759538,-0.16270795855189604,-0.6524728689430066,
AP0200,Reducción,2,2026-06-26 23:39:00,0.30004240542741156,-0.004557609086236697,0.2544663145650446,
AP0200,Reducción,3,2026-06-26 23:59:00,0.3046424887473548,-0.10311659689854266,-0.7265234802380719,
AP0201,Fusión,0,2026-06-27 01:11:00,,,,0.218040699489082
AP0201,Fusión,1,2026-06-27 01:38:00,,,,0.2266179895623648
AP0201,Fusión,2,2026-06-27 02:10:00,,,,0.2927750872490425
AP0201,Fusión,3,2026-06-27 02:47:00,,,,0.28970002417287455
AP0201,Fusión,4,2026-06-27 03:29:00,,,,0.2901398532996397
AP0201,Fusión,5,2026-06-27 04:16:00,,,,0.27570327550392776
AP0201,Fusión,6,2026-06-27 05:08:00,,,,0.2831328267341168
AP0201,Reducción,0,2026-06-27 06:40:00,1.292615514228136,-0.15870460531216957,-0.29443053889355975,
AP0201,Reducción,1,2026-06-27 07:10:00,0.9126259573046939,-0.1037013952179383,-0.12438799487468899,
AP0201,Reducción,2,2026-06-27 07:35:00,1.346775045090385,-0.1589566766386597,-0.24279172129621185,
AP0201,Reducción,3,2026-06-27 07:55:00,,,,
AP0202,Fusión,0,2026-06-27 09:17:00,,,,0.23280487604702949
AP0202,Fusión,1,2026-06-27 09:44:00,,,,0.25631421863939485
AP0202,Fusión,2,2026-06-27 10:16:00,,,,0.2523139795315083
AP0202,Fusión,3,2026-06-27 10:53:00,,,,0.2850813919714618
AP0202,Fusión,4,2026-06-27 11:35:00,,,,0.253183695180569
AP0202,Fusión,5,2026-06-27 12:22:00,,,,0.2490244538567378
AP0202,Fusión,6,2026-06-27 13:14:00,,,,0.2631427432669218
AP0202,Reducción,0,2026-06-27 14:22:00,1.2778042561253287,-0.019645946814275714,1.0813447879825715,
AP0202,Reducción,1,2026-06-27 14:52:00,0.7982205406583186,-0.16242838729559145,-0.8260633322975958,
AP0202,Reducción,2,2026-06-27 15:17:00,0.3349242965021453,-0.0993499617308408,-0.6585753208062628,
AP0202,Reducción,3,2026-06-27 15:37:00,,,,
AP0203,Fusión,0,2026-06-27 17:26:00,,,,0.16143331452298154
AP0203,Fusión,1,2026-06-27 17:53:00,,,,0.19222300411587867
AP0203,Fusión,2,2026-06-27 18:25:00,,,,0.19044960861098803
AP0203,Fusión,3,2026-06-27 19:02:00,,,,0.24009731781520913
AP0203,Fusión,4,2026-06-27 19:44:00,,,,0.24799494428271138
AP0203,Fusión,5,2026-06-27 20:31:00,,,,0.25338813461952364
AP0203,Fusión,6,2026-06-27 21:23:00,,,,0.2567655500852942
AP0203,Reducción,0,2026-06-27 23:15:00,1.7709163934880576,-0.13301956842767246,0.440720709211333,
AP0203,Reducción,1,2026-06-27 23:45:00,0.4242937425084327,0.027972367467276046,0.7040174171811932,
AP0203,Reducción,2,2026-06-28 00:10:00,0.09596113750705211,0.007109828140726482,0.16705941891431692,
AP0203,Reducción,3,2026-06-28 00:30:00,0.05231859776532937,-0.06080336964649634,-0.5557150986996341,
AP0204,Fusión,0,2026-06-28 01:44:00,,,,0.24214774051382731
AP0204,Fusión,1,2026-06-28 02:11:00,,,,0.2401959325658246
AP0204,Fusión,2,2026-06-28 02:43:00,,,,0.2785694746651121
AP0204,Fusión,3,2026-06-28 03:20:00,,,,0.27339104293724975
AP0204,Fusión,4,2026-06-28 04:02:00,,,,0.272317873404967
AP0204,Fusión,5,2026-06-28 04:49:00,,,,0.2536579351930078
AP0204,Fusión,6,2026-06-28 05:41:00,,,,0.2602608961558789
AP0204,Reducción,0,2026-06-28 06:49:00,1.1310855104971664,-0.11495796736939337,-0.01849416319676722,
AP0204,Reducción,1,2026-06-28 07:19:00,0.43365840055887,-0.16027677015088357,-1.1691093009499658,
AP0204,Reducción,2,2026-06-28 07:44:00,1.218622146826282,-0.4089114440254213,-2.8704922934279313,
AP0204,Reducción,3,2026-06-28 08:04:00,,,,
AP0205,Fusión,0,2026-06-28 10:18:00,,,,0.22517559711227955
AP0205,Fusión,1,2026-06-28 10:45:00,,,,0.24905532584981924
AP0205,Fusión,2,2026-06-28 11:17:00,,,,0.2588726102516246
AP0205,Fusión,3,2026-06-28 11:54:00,,,,0.24876820108865058
AP0205,Fusión,4,2026-06-28 12:36:00,,,,0.24875947565868
AP0205,Fusión,5,2026-06-28 13:23:00,,,,0.2531857892211773
AP0205,Fusión,6,2026-06-28 14:15:00,,,,0.2588858077677772
AP0205,Reducción,0,2026-06-28 15:24:00,1.2506949497461268,-0.0657388560711847,0.5933063890342799,
AP0205,Reducción,1,2026-06-28 15:54:00,0.1310453512643115,-0.11812869623258329,-1.0502416110615214,
AP0205,Reducción,2,2026-06-28 16:19:00,0.6197528070271942,-0.0659150187691343,-0.039397380664148884,
AP0205,Reducción,3,2026-06-28 16:39:00,0.6960815237925303,-0.22666339679945033,-1.5705524442019732,
AP0206,Fusión,0,2026-06-28 18:54:00,,,,0.17971687792942723
AP0206,Fusión,1,2026-06-28 19:21:00,,,,0.22307569073507844
AP0206,Fusión,2,2026-06-28 19:53:00,,,,0.23463000805960255
AP0206,Fusión,3,2026-06-28 20:30:00,,,,0.2450011419967921
AP0206,Fusión,4,2026-06-28 21:12:00,,,,0.2556214311581776
AP0206,Fusión,5,2026-06-28 21:59:00,,,,0.27836445585205793
AP0206,Fusión,6,2026-06-28 22:51:00,,,,0.25804005190572415
AP0206,Reducción,0,2026-06-29 00:16:00,1.6884578242557728,-0.13698203035928816,0.3186375206628913,
AP0206,Reducción,1,2026-06-29 00:46:00,0.45042504370480446,-0.0755126218177003,-0.3047011744721985,
AP0206,Reducción,2,2026-06-29 01:11:00,0.3242919121227551,-0.0851903041121079,-0.527611128998324,
AP0206,Reducción,3,2026-06-29 01:31:00,-0.6516532247978817,0.12874864019091428,0.6358331771112611,
AP0207,Fusión,0,2026-06-29 02:56:00,,,,0.22441989952742025
AP0207,Fusión,1,2026-06-29 03:23:00,,,,0.21528030999915343
AP0207,Fusión,2,2026-06-29 03:55:00,,,,0.22844525763954385
AP0207,Fusión,3,2026-06-29 04:32:00,,,,0.25517495546909885
AP0207,Fusión,4,2026-06-29 05:14:00,,,,0.27298690554431576
AP0207,Fusión,5,2026-06-29 06:01:00,,,,0.2546659624958302
AP0207,Fusión,6,2026-06-29 06:53:00,,,,0.257016584980226
AP0207,Reducción,0,2026-06-29 08:31:00,1.3502716306739984,0.008899052608605445,1.4392621567600528,
AP0207,Reducción,1,2026-06-29 09:01:00,0.9846350942432113,-0.084601753377239,0.1386175604708212,
AP0207,Reducción,2,2026-06-29 09:26:00,0.18283012843255653,-0.08618222582599233,-0.6789921298273668,
AP0207,Reducción,3,2026-06-29 09:46:00,0.33683676174059174,-0.05026101273953954,-0.16577336565480372,
AP0208,Fusión,0,2026-06-29 10:54:00,,,,0.2937432758432093
AP0208,Fusión,1,2026-06-29 11:21:00,,,,0.2928977786815554
AP0208,Fusión,2,2026-06-29 11:53:00,,,,0.30246560426681407
AP0208,Fusión,3,2026-06-29 12:30:00,,,,0.28909348786850453
AP0208,Fusión,4,2026-06-29 13:12:00,,,,0.2805960963359452
AP0208,Fusión,5,2026-06-29 13:59:00,,,,0.2919669737762457
AP0208,Fusión,6,2026-06-29 14:51:00,,,,0.28060238019467737
AP0208,Reducción,0,2026-06-29 16:22:00,1.7014313612808305,-0.18334372040737654,-0.13200584279293492,
AP0208,Reducción,1,2026-06-29 16:52:00,0.5538949059265557,0.029886294702476935,0.852757852951325,
AP0208,Reducción,2,2026-06-29 17:17:00,0.4177167862802498,-0.059438814796748805,-0.1766713616872383,
AP0208,Reducción,3,2026-06-29 17:37:00,,,,
AP0209,Fusión,0,2026-06-29 18:47:00,,,,0.22169980411157242
AP0209,Fusión,1,2026-06-29 19:14:00,,,,0.27752541085291627
AP0209,Fusión,2,2026-06-29 19:46:00,,,,0.27282081532270774
AP0209,Fusión,3,2026-06-29 20:23:00,,,,0.27337713104988753
AP0209,Fusión,4,2026-06-29 21:05:00,,,,0.2704143679597331
AP0209,Fusión,5,2026-06-29 21:52:00,,,,0.28289988415630274
AP0209,Fusión,6,2026-06-29 22:44:00,,,,0.26283606677528365
AP0209,Reducción,0,2026-06-30 00:10:00,1.5383146642876189,0.04303441837432189,1.9686588480308378,
AP0209,Reducción,1,2026-06-30 00:40:00,0.053113087052425345,-0.0011784047632111161,0.041329039420314184,
AP0209,Reducción,2,2026-06-30 01:05:00,0.6303833266614866,-0.07375056674784913,-0.10712234081700478,
AP0209,Reducción,3,2026-06-30 01:25:00,0.446311228052052,-0.02937207386095019,0.15259048944255005,
AP0210,Fusión,0,2026-06-30 02:40:00,,,,0.25734584671195687
AP0210,Fusión,1,2026-06-30 03:07:00,,,,0.2730281679447776
AP0210,Fusión,2,2026-06-30 03:39:00,,,,0.3748936602156076
AP0210,Fusión,3,2026-06-30 04:16:00,,,,0.2797269348362286
AP0210,Fusión,4,2026-06-30 04:58:00,,,,0.28610872700883805
AP0210,Fusión,5,2026-06-30 05:45:00,,,,0.2790836261081357
AP0210,Fusión,6,2026-06-30 06:37:00,,,,0.27357983476070596
AP0210,Reducción,0,2026-06-30 08:04:00,1.7427793107857605,-0.06787302638691202,1.0640490469166404,
AP0210,Reducción,1,2026-06-30 08:34:00,0.5018937880360603,-0.09306739724940873,-0.4287801844580269,
AP0210,Reducción,2,2026-06-30 08:59:00,0.4671263610814481,-0.10065960032471945,-0.5394696421657464,
AP0210,Reducción,3,2026-06-30 09:19:00,-0.08949928148562142,-0.03420082520441499,-0.4315075335297713,
AP0211,Fusión,0,2026-06-30 10:51:00,,,,0.29157961333073773
AP0211,Fusión,1,2026-06-30 11:18:00,,,,0.41732348311759565
AP0211,Fusión,2,2026-06-30 11:50:00,,,,0.2942293583344851
AP0211,Fusión,3,2026-06-30 12:27:00,,,,0.27707076594440516
AP0211,Fusión,4,2026-06-30 13:09:00,,,,0.28962510230151306
AP0211,Fusión,5,2026-06-30 13:56:00,,,,0.28606074794506275
AP0211,Fusión,6,2026-06-30 14:48:00,,,,0.28242927377195015
AP0211,Reducción,0,2026-06-30 16:15:00,2.5369014931252476,-0.38353004976908756,-1.2983990045656277,
AP0211,Reducción,1,2026-06-30 16:45:00,0.4267749745613448,0.1232220880531121,1.6589958550924657,
AP0211,Reducción,2,2026-06-30 17:10:00,-0.5292310477208585,0.9509173383091235,8.979942335370378,
AP0211,Reducción,3,2026-06-30 17:30:00,,,,
AP0212,Fusión,0,2026-06-30 18:48:00,,,,0.24734059750522228
AP0212,Fusión,1,2026-06-30 19:15:00,,,,0.274527220970287
AP0212,Fusión,2,2026-06-30 19:47:00,,,,0.2738008665524956
AP0212,Fusión,3,2026-06-30 20:24:00,,,,0.2743081236860577
AP0212,Fusión,4,2026-06-30 21:06:00,,,,0.27289193423637387
AP0212,Fusión,5,2026-06-30 21:53:00,,,,0.26426244004659555
AP0212,Fusión,6,2026-06-30 22:45:00,,,,0.26305064340873974
AP0212,Reducción,0,2026-07-01 00:12:00,0.9754508608455345,0.04372938477993541,1.4127447086448885,
AP0212,Reducción,1,2026-07-01 00:42:00,0.9477186772625605,-0.13460601809958084,-0.39834150373324784,
AP0212,Reducción,2,2026-07-01 01:07:00,-0.19363471399830698,0.03953813780856446,0.20174666408733763,
AP0212,Reducción,3,2026-07-01 01:27:00,0.5210988898432857,-0.05999378279904169,-0.07883893814713117,
AP0213,Fusión,0,2026-07-01 02:51:00,,,,0.2431157721856648
AP0213,Fusión,1,2026-07-01 03:18:00,,,,0.22392943435356208
AP0213,Fusión,2,2026-07-01 03:50:00,,,,0.31495894163633376
AP0213,Fusión,3,2026-07-01 04:27:00,,,,0.27191169367910756
AP0213,Fusión,4,2026-07-01 05:09:00,,,,0.26487581444410147
AP0213,Fusión,5,2026-07-01 05:56:00,,,,0.2641072315208898
AP0213,Fusión,6,2026-07-01 06:48:00,,,,0.269657486419492
AP0213,Reducción,0,2026-07-01 08:30:00,1.8422519941640054,-0.07047808908912108,1.1374711032727947,
AP0213,Reducción,1,2026-07-01 09:00:00,0.41014457379817315,-0.08256394825903136,-0.41549490879214046,
AP0213,Reducción,2,2026-07-01 09:25:00,-0.020507028577983883,-0.015589994729809147,-0.17640697587607537,
AP0213,Reducción,3,2026-07-01 09:45:00,-0.1794188411755766,-0.013864324431147036,-0.31806208548704695,
AP0214,Fusión,0,2026-07-01 11:26:00,,,,0.2671930778362626
AP0214,Fusión,1,2026-07-01 11:53:00,,,,0.28315202042786874
AP0214,Fusión,2,2026-07-01 12:25:00,,,,0.3059970717054115
AP0214,Fusión,3,2026-07-01 13:02:00,,,,0.3968774794082347
AP0214,Fusión,4,2026-07-01 13:44:00,,,,0.3991292516096487
AP0214,Fusión,5,2026-07-01 14:31:00,,,,0.28199245568482934
AP0214,Fusión,6,2026-07-01 15:23:00,,,,0.2740663170277258
AP0214,Reducción,0,2026-07-01 16:50:00,1.62315504914388,-0.0465533168584401,1.157621880559479,
AP0214,Reducción,1,2026-07-01 17:20:00,0.5216661069070292,-0.12058188935966654,-0.6841527866896362,
AP0214,Reducción,2,2026-07-01 17:45:00,0.6887415394709968,-0.09958338852616119,-0.3070923457906152,
AP0214,Reducción,3,2026-07-01 18:05:00,,,,
AP0215,Fusión,0,2026-07-01 19:26:00,,,,0.21968049768611692
AP0215,Fusión,1,2026-07-01 19:53:00,,,,0.23608819429845307
AP0215,Fusión,2,2026-07-01 20:25:00,,,,0.23424403250359888
AP0215,Fusión,3,2026-07-01 21:02:00,,,,0.2872074199620245
AP0215,Fusión,4,2026-07-01 21:44:00,,,,0.2837214072691824
AP0215,Fusión,5,2026-07-01 22:31:00,,,,0.28311054553620085
AP0215,Fusión,6,2026-07-01 23:23:00,,,,0.27657039736210876
AP0215,Reducción,0,2026-07-02 00:39:00,1.687898684380519,-0.09051523342460671,0.7827463501344519,
AP0215,Reducción,1,2026-07-02 01:09:00,0.25582832521153054,-0.026384948219123447,-0.008021156979703958,
AP0215,Reducción,2,2026-07-02 01:34:00,1.472945796940434,-0.13098898649239898,0.1630559320164442,
AP0215,Reducción,3,2026-07-02 01:54:00,,,,
AP0216,Fusión,0,2026-07-02 03:36:00,,,,0.3326959606565804
AP0216,Fusión,1,2026-07-02 04:03:00,,,,0.332478961697118
AP0216,Fusión,2,2026-07-02 04:35:00,,,,0.32209323769652226
AP0216,Fusión,3,2026-07-02 05:12:00,,,,0.321309248474722
AP0216,Fusión,4,2026-07-02 05:54:00,,,,0.30151412650057574
AP0216,Fusión,5,2026-07-02 06:41:00,,,,0.3119759137871701
AP0216,Fusión,6,2026-07-02 07:33:00,,,,0.31379280707955676
AP0216,Reducción,0,2026-07-02 08:43:00,1.8691615887985338,-0.12199623839373427,0.649199204861191,
AP0216,Reducción,1,2026-07-02 09:13:00,-0.4102777828901515,0.8791453861034858,8.381176078144707,
AP0216,Reducción,2,2026-07-02 09:38:00,-0.0431527025678501,0.011354351189029372,0.07039080932244363,
AP0216,Reducción,3,2026-07-02 09:58:00,1.210656812936282,-1.0936604509913597,-9.725947696977315,
AP0217,Fusión,0,2026-07-02 11:40:00,,,,0.42149003441220906
AP0217,Fusión,1,2026-07-02 12:07:00,,,,0.5315960959283544
AP0217,Fusión,2,2026-07-02 12:39:00,,,,0.5215760991918396
AP0217,Fusión,3,2026-07-02 13:16:00,,,,0.34876937406959707
AP0217,Fusión,4,2026-07-02 13:58:00,,,,0.3123368644754946
AP0217,Fusión,5,2026-07-02 14:45:00,,,,0.3043228645941905
AP0217,Fusión,6,2026-07-02 15:37:00,,,,0.3272368053548944
AP0217,Reducción,0,2026-07-02 16:41:00,1.83650445563728,-0.348758168574705,-1.6510772301097698,
AP0217,Reducción,1,2026-07-02 17:11:00,0.3789744908568225,-0.009097383436550114,0.28800065649132134,
AP0217,Reducción,2,2026-07-02 17:36:00,0.24327262796744567,-0.04239973929389557,-0.18072476497151005,
AP0217,Reducción,3,2026-07-02 17:56:00,-0.12317529422402136,0.8329666738826252,8.206491444602232,
AP0218,Fusión,0,2026-07-02 19:29:00,,,,0.2198006809246577
AP0218,Fusión,1,2026-07-02 19:56:00,,,,0.3669624195593061
AP0218,Fusión,2,2026-07-02 20:28:00,,,,0.3655059354189748
AP0218,Fusión,3,2026-07-02 21:05:00,,,,0.2620827113165132
AP0218,Fusión,4,2026-07-02 21:47:00,,,,0.26011513033991696
AP0218,Fusión,5,2026-07-02 22:34:00,,,,0.2705139573715452
AP0218,Fusión,6,2026-07-02 23:26:00,,,,0.25396872703275153
AP0218,Reducción,0,2026-07-03 00:34:00,0.798254914093691,0.3273952544443036,4.072207458536727,
AP0218,Reducción,1,2026-07-03 01:04:00,,,,
AP0218,Reducción,2,2026-07-03 01:29:00,,,,
AP0218,Reducción,3,2026-07-03 01:49:00,,,,
AP0219,Fusión,0,2026-07-03 03:24:00,,,,
AP0219,Fusión,1,2026-07-03 03:51:00,,,,
AP0219,Fusión,2,2026-07-03 04:23:00,,,,
AP0219,Fusión,3,2026-07-03 05:00:00,,,,
AP0219,Fusión,4,2026-07-03 05:42:00,,,,
AP0219,Fusión,5,2026-07-03 06:29:00,,,,
AP0219,Fusión,6,2026-07-03 07:21:00,,,,
AP0219,Reducción,0,2026-07-03 09:45:00,,,,
AP0219,Reducción,1,2026-07-03 10:15:00,,,,
AP0219,Reducción,2,2026-07-03 10:40:00,,,,
AP0219,Reducción,3,2026-07-03 11:00:00,-0.03750960875735862,-0.08374857998341145,-0.8749954085914732,
AP0220,Fusión,0,2026-07-03 13:09:00,,,,0.7011005063822193
AP0220,Fusión,1,2026-07-03 13:36:00,,,,0.6297829048519472
AP0220,Fusión,2,2026-07-03 14:08:00,,,,0.5860759977213204
AP0220,Fusión,3,2026-07-03 14:45:00,,,,0.5194496340792852
AP0220,Fusión,4,2026-07-03 15:27:00,,,,0.531089209832159
AP0220,Fusión,5,2026-07-03 16:14:00,,,,
AP0220,Fusión,6,2026-07-03 17:06:00,,,,0.5014734518808858
AP0220,Reducción,0,2026-07-03 18:11:00,0.6774973623020701,-0.10229714543715389,-0.3454740920694688,
AP0220,Reducción,1,2026-07-03 18:41:00,1.297409368350628,0.0033851357733819,1.3312607260844471,
AP0220,Reducción,2,2026-07-03 19:06:00,0.283656697949781,-0.06805985015159696,-0.3969418035661887,
AP0220,Reducción,3,2026-07-03 19:26:00,0.28247293741914203,-0.06187929422605705,-0.33632000484142843,
AP0221,Fusión,0,2026-07-03 21:08:00,,,,0.3773484383289905
AP0221,Fusión,1,2026-07-03 21:35:00,,,,0.4177442205636376
AP0221,Fusión,2,2026-07-03 22:07:00,,,,0.22250450028019553
AP0221,Fusión,3,2026-07-03 22:44:00,,,,0.36555910166697897
AP0221,Fusión,4,2026-07-03 23:26:00,,,,0.3672844039790158
AP0221,Fusión,5,2026-07-04 00:13:00,,,,
AP0221,Fusión,6,2026-07-04 01:05:00,,,,0.32187752735414304
AP0221,Reducción,0,2026-07-04 02:52:00,1.351461360745043,-0.16167863550116898,-0.2653249942666469,
AP0221,Reducción,1,2026-07-04 03:22:00,0.1359406750324795,-0.05427823244154305,-0.406841649382951,
AP0221,Reducción,2,2026-07-04 03:47:00,1.0308359907999645,-0.13469939397850428,-0.3161579489850783,
AP0221,Reducción,3,2026-07-04 04:07:00,,,,
AP0222,Fusión,0,2026-07-04 05:10:00,,,,0.24587022384143545
AP0222,Fusión,1,2026-07-04 05:37:00,,,,0.2688605582450113
AP0222,Fusión,2,2026-07-04 06:09:00,,,,0.2765661242625039
AP0222,Fusión,3,2026-07-04 06:46:00,,,,0.27417729553396547
AP0222,Fusión,4,2026-07-04 07:28:00,,,,0.26801937583560437
AP0222,Fusión,5,2026-07-04 08:15:00,,,,0.2881248168716816
AP0222,Fusión,6,2026-07-04 09:07:00,,,,0.27790585153228353
AP0222,Reducción,0,2026-07-04 10:14:00,1.5834019134699329,-0.13169809510549502,0.2664209624149827,
AP0222,Reducción,1,2026-07-04 10:44:00,0.6092704403097524,-0.13529496431589094,-0.743679202849157,
AP0222,Reducción,2,2026-07-04 11:09:00,0.2972527304903489,-0.21500047650275808,-1.852752034537232,
AP0222,Reducción,3,2026-07-04 11:29:00,-0.10535505310227898,0.16463103400242912,1.5409552869220122,
AP0223,Fusión,0,2026-07-04 13:17:00,,,,0.2298782726036045
AP0223,Fusión,1,2026-07-04 13:44:00,,,,0.2682787906451136
AP0223,Fusión,2,2026-07-04 14:16:00,,,,0.27331819566214877
AP0223,Fusión,3,2026-07-04 14:53:00,,,,0.27512726714363095
AP0223,Fusión,4,2026-07-04 15:35:00,,,,0.27592602382359555
AP0223,Fusión,5,2026-07-04 16:22:00,,,,0.24115751706627434
AP0223,Fusión,6,2026-07-04 17:14:00,,,,0.25000513841414607
AP0223,Reducción,0,2026-07-04 18:21:00,1.7226583186410394,-0.13864335106834452,0.33622480795759424,
AP0223,Reducción,1,2026-07-04 18:51:00,0.6286946363636982,-0.17015026307489398,-1.0728079943852418,
AP0223,Reducción,2,2026-07-04 19:16:00,0.18820102549213938,-0.01942829053793422,-0.006081879887202796,
AP0223,Reducción,3,2026-07-04 19:36:00,0.2609093386942443,-0.07259938457002732,-0.46508450700602894,
AP0224,Fusión,0,2026-07-04 21:02:00,,,,0.24102301339766
AP0224,Fusión,1,2026-07-04 21:29:00,,,,0.2308071014647596
AP0224,Fusión,2,2026-07-04 22:01:00,,,,0.24125917559645413
AP0224,Fusión,3,2026-07-04 22:38:00,,,,0.24334222536664993
AP0224,Fusión,4,2026-07-04 23:20:00,,,,0.26143353829081467
AP0224,Fusión,5,2026-07-05 00:07:00,,,,0.2533903414881433
AP0224,Fusión,6,2026-07-05 00:59:00,,,,0.24552929535494591
AP0224,Reducción,0,2026-07-05 02:02:00,0.8513280580119913,-0.08026974295224705,0.04863062848952082,
AP0224,Reducción,1,2026-07-05 02:32:00,0.6021884589379245,-0.024691989222293136,0.35526856671499313,
AP0224,Reducción,2,2026-07-05 02:57:00,0.9393122063187651,-0.1158020265593347,-0.21870805927458203,
AP0224,Reducción,3,2026-07-05 03:17:00,0.3780286294000539,-0.10461847008632161,-0.6681560714631622,
AP0225,Fusión,0,2026-07-05 04:50:00,,,,0.19711604544874783
AP0225,Fusión,1,2026-07-05 05:17:00,,,,0.23655431684391723
AP0225,Fusión,2,2026-07-05 05:49:00,,,,0.26358388267867033
AP0225,Fusión,3,2026-07-05 06:26:00,,,,0.26621971899898667
AP0225,Fusión,4,2026-07-05 07:08:00,,,,0.2643444882366366
AP0225,Fusión,5,2026-07-05 07:55:00,,,,0.2680724392855036
AP0225,Fusión,6,2026-07-05 08:47:00,,,,0.26475898156478417
AP0225,Reducción,0,2026-07-05 09:48:00,1.4074628142049288,-0.044668115006469444,0.9607816641402344,
AP0225,Reducción,1,2026-07-05 10:18:00,1.0137317066003684,-0.18991838093471466,-0.8854521027467783,
AP0225,Reducción,2,2026-07-05 10:43:00,0.06597915167363998,-0.0258537115210132,-0.19255796353649202,
AP0225,Reducción,3,2026-07-05 11:03:00,1.083710014514062,-0.23136660241953214,-1.2299560096812594,
AP0226,Fusión,0,2026-07-05 13:05:00,,,,0.21872018292666023
AP0226,Fusión,1,2026-07-05 13:32:00,,,,0.2780246539328094
AP0226,Fusión,2,2026-07-05 14:04:00,,,,0.2822963702055994
AP0226,Fusión,3,2026-07-05 14:41:00,,,,0.2700679945417245
AP0226,Fusión,4,2026-07-05 15:23:00,,,,0.2788129584157271
AP0226,Fusión,5,2026-07-05 16:10:00,,,,0.28088443617729325
AP0226,Fusión,6,2026-07-05 17:02:00,,,,0.2698891758153351
AP0226,Reducción,0,2026-07-05 18:02:00,1.6194631851640868,-0.09284997816391419,0.690963403524945,
AP0226,Reducción,1,2026-07-05 18:32:00,0.7342597489522178,-0.039589173007776424,0.33836801887445356,
AP0226,Reducción,2,2026-07-05 18:57:00,0.5450600817451858,-0.09440738283159938,-0.399013746570808,
