target,rho_dev,p_dev,n_dev,rho_lockbox,p_lockbox,n_lockbox,rho_total,p_total,n_total,rho_T1,p_T1,n_T1,rho_T2,p_T2,n_T2,rho_T3,p_T3,n_T3,ci_lo_dev,ci_hi_dev,ci_lo_lockbox,ci_hi_lockbox,ols_dev,ols_p_dev,ols_r2adj_dev,rho_next_dev,p_next_dev,ols_lockbox,ols_p_lockbox,ols_r2adj_lockbox,rho_next_lockbox,p_next_lockbox,ols_total,ols_p_total,ols_r2adj_total,rho_next_total,p_next_total,rho_dev_f_dross,rho_dev_f_polvo,rho_dev_recuperacion_real_pct,monotonia,dQ5Q1
lnIRF_R_twmean,0.3042149446701533,8.047930565717584e-08,299,0.3801363287250384,0.0021186647295910123,63,0.3307640615456535,1.089315639699554e-10,362,0.3283768376837683,0.0008515132646690192,100,0.2628862886288628,0.008230583627754168,100,0.42742115027829314,1.0222307194173978e-05,99,0.19314808580822596,0.4138888555849107,0.12439486791341138,0.5965786279876053,1.8261115405244275,7.062637782237806e-11,0.12751357413105047,0.10688020470920966,0.06493862071352663,1.4918774846097254,0.023797923878624738,0.14157226453097804,0.42177230490292367,0.000639590340647751,1.7578277794455288,2.861833380869488e-12,0.12889956703491323,0.17067589007412393,0.0011318732338518732,-0.1353222149895625,-0.2366353168279051,0.26176561693340217,4,3.8654240240288544
lnIRF_R_last,0.3151332181095823,2.563963086392661e-08,299,0.20079685099846392,0.1145704946236094,63,0.31068453217013703,1.5328429223525594e-09,362,0.30533453345334527,0.0020077746872790114,100,0.2208460846084608,0.02724187276479782,100,0.4554730983302412,2.1687106616532014e-06,99,0.20828234830257217,0.4148400475985578,-0.05252219846986574,0.4265287542470813,1.797775177206115,1.8634594434809128e-12,0.13541115011220184,0.18349801351260353,0.0014386186128381331,0.604678028166191,0.3376268026472007,0.03952860648177092,0.39865528443000675,0.0013305806304575614,1.631204622866453,2.71406952121037e-12,0.12064887965477289,0.23221713778485173,8.276285167206734e-06,-0.15549549953985323,-0.23421292451347894,0.2666683127202532,3,3.2898669733811943
lnIRF_R_first,0.2384790464860497,3.090565179017619e-05,299,0.3786962365591398,0.0022098367404686297,63,0.2772143494883359,8.250612916651088e-08,362,0.2785478547854785,0.00501258372009539,100,0.27791179117911785,0.005117375986139711,100,0.24666666666666665,0.013843820031872543,99,0.12494451365407777,0.35640085393689624,0.11777670631501855,0.6007782191421847,1.4604580381725367,3.579512065335472e-07,0.08247412198444681,-0.005997620704361294,0.91774464910331,1.5325379608106893,0.010753809922420091,0.15395210180187302,0.2221802523230339,0.0826325247700105,1.4841645721195382,4.891779518699406e-09,0.09378115401764064,0.04769644378465791,0.3662054884334459,-0.11911517137662456,-0.16363942447980967,0.26267962559762964,4,2.8045823419448226
SDI,0.31902295393951363,3.461131920085165e-08,286,0.09379800307219663,0.4646543359147226,63,0.27981481220094007,1.065610557184924e-07,349,0.1911697368884506,0.07439383171648466,88,0.3514431443144314,0.0003366559827758591,100,0.47984367130169775,5.749307859368287e-07,98,0.20733104523864684,0.42687718083568005,-0.15882140730006192,0.32807166880094935,1.5519713415266823,1.0833135092297973e-06,0.12304172604725039,0.11186528490764691,0.058829802411363236,0.26181818700035286,0.6174663764467719,0.02444391073726815,0.3488454080733298,0.00545625786116912,1.4151216554721142,5.239905535876503e-08,0.1079321998554108,0.15142766758532986,0.004639896337332967,-0.19620097489160387,-0.18231601517865959,0.12307153693546505,4,4.368227606170365
ln_feo_ret,0.3154044928114248,5.026715378735499e-08,286,-0.061011904761904774,0.6347780690262769,63,0.24361342046946233,4.138582715795068e-06,349,0.28519601282096446,0.007074822733071227,88,0.31609960996099606,0.0013561681538237895,100,0.38809938220836593,7.85991491187377e-05,98,0.20758895988608997,0.41305687509365957,-0.30035342206974264,0.1826988695831713,1.4064209225480124,3.356480100578053e-06,0.10457168793167482,0.12124076180558849,0.04046679285464954,-0.2947539518459261,0.5539162321874662,0.02584775474157197,0.37453098637657073,0.0027084471933397944,1.188851041747953,2.183652610549839e-06,0.08041053301015733,0.1537340542547566,0.004044614768563297,-0.184230916708452,-0.1888650502257691,0.09598950471864463,3,3.930038842850024
lnIRF_finF,0.1946100134019597,0.0007308906527144725,298,0.3309331797235023,0.00806827788661696,63,0.22511210419185498,1.575617355042247e-05,361,0.15738373837383737,0.11786146226682714,100,0.17488148814881485,0.08181237544008702,100,0.3093612327780221,0.0019375758003382971,98,0.08565068480531746,0.30354072927861614,0.06810600063856788,0.5714675195928585,1.2019892485424353,3.5936023823575616e-05,0.052488522753251776,0.08162589283102852,0.15987094519045508,1.3217673314677731,0.0588819525803583,0.10103543811213256,0.331066958777165,0.008580190286837177,1.1873853668718395,5.07630046290693e-06,0.05944800038249454,0.13961758964189538,0.007981532802099492,-0.05259730704726327,-0.2107821497958644,0.27763369140667066,3,1.9978522354303294
lnIRF_F0 (heel),0.3198949407003099,1.7146301759999746e-08,297,0.5699932008763315,1.3269255387361718e-06,62,0.3573982145728617,2.952086571238644e-12,359,0.299057905790579,0.0025072055240586318,100,0.3807620762076207,9.305360369651605e-05,100,0.37806385440774243,0.00013456690592875974,97,0.20951693616533118,0.42160143125480143,0.3853046208530749,0.7070670650856364,1.6857433345370894,1.4902793240513068e-12,0.11857966089911609,0.024230606445371547,0.677495719396993,2.243145455080987,7.303909119472104e-08,0.2992529184186742,0.15145425700687465,0.2439542228155265,1.6749361424964757,5.778419248995428e-16,0.13024202227667903,0.045677037407452985,0.38886504329295213,-0.1670619673975379,-0.2494196453927998,0.2486844684831262,3,3.5099424169976174
z(SDI)+z(lnIRF_R_twmean),0.4103831983164461,4.800632721803348e-13,286,0.2555203533026114,0.043258577818068036,63,0.3985441867686705,9.801523462264432e-15,349,0.3483674403860379,0.0008807390156012832,88,0.3484788478847884,0.00038082199700330526,100,0.5298663045349348,2.0174154516401903e-08,98,0.30411739794720316,0.5091935773686311,-0.007349424106615975,0.46165607807879927,2.003522720696,2.2440106701059992e-13,0.1932837650505298,0.13330058901304087,0.024163765759845083,1.0389922649725962,0.06952298937014231,0.07791912300402748,0.4534008209312281,0.00021495524039701508,1.8692152447225272,3.5241438870820313e-15,0.1766565503880232,0.19764509378878678,0.00020691404519853352,-0.21731977906560704,-0.2885968973260372,0.2589695285459085,4,5.689442275784685
z(lnIRF_R_twmean)+z(lnIRF_finF),0.2634227621096603,4.027699703082793e-06,298,0.3742799539170507,0.0025116885617673082,63,0.2916956173510251,1.6398206643901266e-08,361,0.2733993399339934,0.005918474628567647,100,0.2217461746174617,0.02660505389502614,100,0.40403827885418453,3.694600127943637e-05,98,0.1466610200424952,0.37699377662916245,0.12251205853653346,0.5913676212846352,1.6449010916803586,5.6260181134195126e-09,0.09929742564732047,0.09111133330567237,0.11653583527795679,1.5287530584323634,0.028409501027852536,0.13518813496761795,0.4006698395910453,0.0012508585349955653,1.5919808754635705,3.992136189529001e-10,0.10311619629106483,0.157146017073177,0.0027910150582372566,-0.10363585122849785,-0.2307247918569774,0.2850373048797326,4,3.8075438245185325
