,0
rendimiento_proxy vs recuperacion_real_pearson,0.566311226824037
rendimiento_proxy vs recuperacion_real_spearman,0.5520959907597283
rendimiento_proxy vs recuperacion_real_n,362.0
rendimiento_proxy vs rendimiento_HA_pearson,0.9987594609327585
rendimiento_proxy vs rendimiento_HA_spearman,0.9975678759788219
rendimiento_proxy vs rendimiento_HA_n,362.0
recuperacion_real vs rendimiento_HA_pearson,0.5648751437634711
recuperacion_real vs rendimiento_HA_spearman,0.5494792859024222
recuperacion_real vs rendimiento_HA_n,362.0
rendimiento_proxy vs cierre_balance_pearson,-0.36596110117374103
rendimiento_proxy vs cierre_balance_spearman,-0.3699183469910745
rendimiento_proxy vs cierre_balance_n,362.0
recuperacion_real vs cierre_balance_pearson,0.5503168462751374
recuperacion_real vs cierre_balance_spearman,0.4863637818179794
recuperacion_real vs cierre_balance_n,362.0
rendimiento_proxy vs (M+D+P)/Sn_cargado_pearson,-0.36515852946744753
rendimiento_proxy vs (M+D+P)/Sn_cargado_spearman,-0.37379552736748756
rendimiento_proxy vs (M+D+P)/Sn_cargado_n,362.0
rendimiento_proxy vs Sn_cargado_pearson,0.020843694605275628
rendimiento_proxy vs Sn_cargado_spearman,-0.02471243992577528
rendimiento_proxy vs Sn_cargado_n,362.0
rendimiento_proxy vs M_pearson,0.49592710697254444
rendimiento_proxy vs M_spearman,0.44962841141973287
rendimiento_proxy vs M_n,362.0
rendimiento_proxy vs D_pearson,-0.7360829426140372
rendimiento_proxy vs D_spearman,-0.736713985527208
rendimiento_proxy vs D_n,362.0
rendimiento_proxy vs P_pearson,-0.5967209191710229
rendimiento_proxy vs P_spearman,-0.553351491951785
rendimiento_proxy vs P_n,362.0
M vs D_pearson,-0.21738139980327364
M vs D_spearman,-0.19272165875816363
M vs D_n,362.0
M vs P_pearson,0.06896465000227109
M vs P_spearman,0.09015030700706089
M vs P_n,362.0
D vs P_pearson,0.07319911098195479
D vs P_spearman,0.06718027302325852
D vs P_n,362.0
M vs Sn_cargado_pearson,0.5363295586553466
M vs Sn_cargado_spearman,0.5223510618014154
M vs Sn_cargado_n,362.0
D vs Sn_cargado_pearson,0.23619493221553994
D vs Sn_cargado_spearman,0.2569756315110853
D vs Sn_cargado_n,362.0
P vs Sn_cargado_pearson,0.08653806153045229
P vs Sn_cargado_spearman,0.1337922948349509
P vs Sn_cargado_n,362.0
