,irf_F0,sio2_F0,al2o3_F0,feo_F0,cao_F0,masa_F0,feed_total_F0,frac_dross_F0,frac_Fe_F0,frac_sec_F0,cal_F0,T_F0,lanza_F0,gn_F0,C_F0,exc_o2_F0,kpi,irf_Rfin_prev,sio2_Rfin_prev,al2o3_Rfin_prev,kpi_prev,gap_h,es_lockbox
AP0041,0.23958819773825155,37.0985,11.8978,17.23599890410959,22.9438,4517.603918310699,9556.826316056267,0.21557580237470056,0.08989531685023926,0.44427609258633916,0.10845755416397457,1146.792984026084,619.3118031819662,28.923438817649348,0.133456954899897,19.50940797093702,72.81941645167599,0.23268980106499496,42.616,13.3803,70.94745298054326,1.1166666666666667,False
AP0042,0.27630640126248496,37.2109,12.0491,20.240466226161697,23.9937,4032.6668957691068,10325.259355443219,0.19827526273363139,0.08620067176554252,0.4722094302994768,0.09371057555663868,1138.4698025726138,495.8805890764509,29.88316163465712,0.1320859183285837,19.169187401029006,74.22791691922325,0.22476231955361708,41.7899,13.2865,72.81941645167599,1.2166666666666666,False
AP0043,0.2808840069510334,36.4155,11.7039,19.171007596024708,20.133,4758.59757505231,10199.902613072732,0.1995711810614725,0.08656026295157503,0.4801794908014582,0.09392721539884079,1129.3101298320087,539.9516688755581,30.34123688422309,0.1299705474193666,19.330296495347156,73.85536826897214,0.22809824208125834,43.6711,13.6957,74.22791691922325,1.2166666666666666,False
AP0044,0.24868236834549345,36.8887,11.7821,16.442878195004027,17.4492,5554.911088301278,10272.897552855504,0.1884314436301574,0.07801443237151377,0.48134074758047396,0.09435386079075994,1153.662681174812,489.7469946819803,30.147267890082468,0.12847647708429558,19.264738770037194,68.36797693655916,0.2362002219601679,42.9255,13.4496,73.85536826897214,1.35,False
AP0045,0.20484074110631564,38.8228,12.8529,14.233461316142895,17.8098,5507.270335311798,10360.03791456708,0.19504712640839203,0.0767044749757146,0.4845537410501652,0.094674733844287,1129.78206369417,452.2470367431641,29.15329999475671,0.12874147519139997,19.0980075542395,70.620289548631,0.20698454348292258,44.0288,13.7652,68.36797693655916,1.5166666666666666,False
AP0046,0.21237334756213083,37.3387,12.6414,14.344099403706688,17.5618,5597.937648945163,10474.542290217316,0.1927824562154745,0.07246949227075242,0.48734966591529755,0.09385599740721993,1217.9267616420902,274.8776397705078,29.099377604166666,0.12445554600394304,18.67619351261211,72.0754188691322,0.23104952472969076,41.6044,13.2476,70.620289548631,1.0833333333333333,False
AP0047,0.20033030230143525,38.3237,12.7693,13.97860776792909,18.6848,5296.33933365706,10328.393715492044,0.19947642011637032,0.0729359030285412,0.48530756425157384,0.09581455152419209,1186.1223830151614,430.9815979003906,29.81293414306641,0.12909964992213763,19.54821939982208,68.62511041569327,0.1858195898699933,45.1966,14.8232,72.0754188691322,1.2833333333333334,False
AP0048,0.1808564775926677,39.3634,13.1032,13.50672345957561,22.2154,3912.044327404938,10414.437258357142,0.19611479763533982,0.058624654127157706,0.4958948103964277,0.08344918443028881,1162.3490350408058,341.48895064644194,30.72255030653212,0.13556978900781105,18.750062851690032,65.9167013299936,0.16499877490740633,46.2542,14.7273,68.62511041569327,1.7666666666666666,False
AP0049,0.1877857351002222,37.7008,12.1893,13.155254558152027,20.1645,4266.721483507735,10385.452361112606,0.20075761556627916,0.07329408046829003,0.5024530808344124,0.0828430985600078,1189.6128580820587,331.04955909365697,30.129909711662823,0.13532083489470656,18.709987725824675,68.82755232596378,0.20534938820148255,43.2317,13.5622,65.9167013299936,1.3,False
AP0050,0.19896225685702404,36.1852,11.569,13.19487843137255,18.5643,2.462942475594777e-21,11427.535205743252,0.18674217365128465,0.06877801455373014,0.5467673519819809,4.0011080409277364e-26,1165.9485942647286,440.20305824279785,29.761429918077262,0.1360099755730865,19.429863142940018,66.69978681150528,0.18035641507444788,45.6069,14.045,68.82755232596378,1.3666666666666667,False
AP0051,0.20167563181778003,39.1142,12.6817,14.64822549556809,20.8367,5222.722308298194,10687.625888106439,0.20038909891608578,0.10021679553437725,0.4835083881790471,0.10182270511771976,1177.67587944677,293.6192270914714,29.734437730577255,0.1360447473266738,18.765412931448978,67.12126740583344,0.18110261174229292,47.0449,14.3662,66.69978681150528,1.8,False
AP0052,0.29441556681159664,33.3463,11.3216,17.723964329841525,15.5326,7382.1555601540085,9412.29128709458,0.2244283948653363,0.015646485706606688,0.49224744500943457,0.12182375784615466,1144.5356640466566,291.77207743326824,29.788866295834136,0.1800054882602098,18.791636123436266,76.92483109701323,0.2366688408200862,40.6875,13.4215,67.12126740583344,1.3333333333333333,False
AP0053,0.22823213139579676,36.8712,11.8433,15.641523953800698,19.8189,5595.11360458939,10759.522208127706,0.21636022744212827,1.9816745830055384e-05,0.5653561560158933,0.10306126505713377,1152.8575125585169,483.5208920565519,29.473555187335233,0.1600162344860051,19.215475391600535,65.16159742922527,0.2219520610049013,43.2794,13.4489,76.92483109701323,1.25,False
AP0054,0.24540079313355218,38.5346,12.3653,17.526745506312114,20.521,5349.590264939348,10613.635692368236,0.20126046716801543,0.00018462248082625968,0.5852670324145869,0.10343198599303462,1151.7359248819896,328.35660586149794,30.255158651218494,0.1739194407054869,19.266129707371707,70.42641897917086,0.17186107063728323,47.0876,14.3253,65.16159742922527,1.6166666666666667,False
AP0055,0.22867322856654493,37.9802,12.5266,16.39978080042976,21.2103,4968.606729304362,10508.186031881134,0.20230104292461226,3.0885823089389445e-05,0.582033025880238,0.10028908794613202,1151.7545435281772,284.2140558416193,29.59427432464474,0.16000151879826327,19.09169956647291,65.26264948798122,0.17762839027799118,47.0026,14.229,70.42641897917086,0.95,False
AP0056,0.19109183441435204,39.6892,13.1908,14.14996815471394,21.168,4750.857031438047,10796.909043780048,0.20091187047924183,0.0,0.5697921360647714,0.09314345544053217,1137.8078754862695,375.9223866182215,30.23647345397698,0.1583238532176768,18.794016706186035,65.00749152489105,0.17653068202748232,45.9038,14.6134,65.26264948798122,1.2333333333333334,False
AP0057,0.2150793977358536,38.849,13.1312,15.83707034112275,21.6534,5260.075460630347,10914.332063157217,0.20739509587178198,0.0,0.5760358303921786,0.1043568377067185,1155.3603300468255,346.39973876953127,29.945464886951836,0.15141719338366127,18.618472063801935,68.84337282400334,0.18761752187804467,45.2213,13.8011,65.00749152489105,1.6166666666666667,False
AP0058,0.20443957667880366,38.6983,12.8129,14.553153929626644,19.6744,5578.760444903632,11133.625847952706,0.20074993217057463,0.09442369657703138,0.4846046346913535,0.09858312646404842,1117.54160991508,528.0025848388672,29.54014141959433,0.1335357331404343,19.149019911349708,69.92345372358601,0.21422104596887764,42.9646,13.3664,68.84337282400334,1.15,False
AP0059,0.24522934182916215,37.1156,12.0752,16.98178860059092,20.0578,5911.583714158437,11293.349094772333,0.20110625582764968,0.09655282453882488,0.4879948945494755,0.10499397727529246,1144.054112799018,454.21710205078125,29.553211497868038,0.1315747271914247,19.80182367756085,71.1117321217387,0.23214717172694374,42.4357,13.1816,69.92345372358601,1.0333333333333334,False
AP0060,0.20352356137929656,37.5238,12.1544,14.559200429760946,21.8575,5291.7047993863835,11233.2581344332,0.20050143777267687,0.09642139627868453,0.48601036048102375,0.10296517383326735,1125.3807704357034,295.89185878208707,29.819643461753305,0.1301302440992425,18.736678941314207,73.81007591438333,0.1810211962803823,44.1756,13.5127,71.1117321217387,1.4333333333333333,False
AP0061,0.22319932001774334,38.5366,12.6384,16.3330120010744,22.0018,5032.449762566479,11068.26879823208,0.20236074952836225,0.09710085084202025,0.4938587862521989,0.10003637895360905,1058.0468300985206,405.9414461576022,29.380810660605103,0.1310305614564945,19.023787087291886,74.12864176403744,0.23358215081787945,41.455,12.941,73.81007591438333,1.0166666666666666,False
AP0062,0.21061176649051672,39.9575,12.8895,15.700959763631479,21.7023,4191.842479646669,9885.330094279396,0.2035397870880401,0.09289703773071728,0.48873240264320095,0.09202790617855183,1108.2407419517954,477.56293527703536,29.52302093505859,0.13083517176194773,19.243661792272114,60.59331542143988,0.2037232896390925,44.6121,13.6931,74.12864176403744,1.2666666666666666,False
AP0063,0.2337688342020391,36.6755,11.8641,16.10826230459307,20.3672,5153.850821557979,10861.662323493012,0.19761694367940294,0.0943282394960305,0.48078598093656105,0.09664221490829629,1156.8541935069381,335.6821873982747,29.186000895703955,0.15053755227836033,18.616425722755068,71.88788060959965,0.18810493659568217,44.8558,13.7123,60.59331542143988,1.55,False
AP0064,0.22232953916488124,37.0706,12.0109,15.408926672038676,20.2252,5133.268508733586,9935.102568631048,0.17194710591364146,0.018049648648883764,0.5174639431168531,0.10449955752912174,1195.7839376814936,416.65391031901044,28.731492184369987,0.17674375543834156,19.518110187186043,68.33958031216245,0.22421084084877893,41.6275,13.1615,71.88788060959965,1.35,False
AP0065,0.22112637219318107,38.9251,12.7941,16.43400141821112,22.6003,4816.425094566538,11012.915836674827,0.20358597501716863,0.0,0.5770835498414317,0.09884090070155158,1174.1486138246082,355.5630098230699,29.23850927156676,0.12575148250192433,19.242528918873273,62.506838131807285,0.1939633237710342,44.5981,13.9825,68.33958031216245,1.1333333333333333,False
AP0066,0.2705670645085663,36.4549,11.9086,18.286031544453397,19.2206,5688.208046136336,11470.660208129882,0.1960486453300476,0.0,0.5633875097080862,0.09531340793625756,1148.9658060612335,267.76884321732956,29.371088274418085,0.1698826845648672,18.534062611878465,74.42650379199918,0.18862949168825943,44.1066,13.759,62.506838131807285,1.4166666666666667,False
AP0067,0.220203158262326,38.1403,12.1086,15.606788740263227,20.6256,5281.485983014301,9765.532735127545,0.3015196385557383,0.0,0.49927447463025093,0.11154928281527798,1123.0678173123197,491.0038863472317,27.979730142977992,0.14949356041368747,19.425413120094188,67.45633364604086,0.2277683953912221,42.4356,12.9368,74.42650379199918,1.2666666666666666,False
AP0068,0.2142520442588782,39.5719,12.6931,15.79680322320709,21.465,5158.464265533748,11231.119867597306,0.19750783154395501,0.0,0.558494499680746,0.09858895351935178,1193.7777094083972,383.53921290806363,28.851391086656864,0.11602479221659669,19.34724989795763,64.37056071084467,0.19431208870843003,44.7434,13.4145,67.45633364604086,0.8833333333333333,False
AP0069,0.22765423782030947,38.4602,12.3936,16.208093881278536,20.3423,5417.183151674657,10328.943695494248,0.23881314308987284,0.09669781935672854,0.42142551328344763,0.10668851343858383,1175.2273477404403,361.55829918902856,27.98481053481867,0.14230614182991141,19.20081844874674,61.28607897234433,0.1874281929391146,45.7962,13.4978,64.37056071084467,1.2666666666666666,False
AP0070,0.16980013157328175,39.9536,12.7659,12.405359892559762,20.3391,5743.26908759822,11818.482773212998,0.19769625991876139,0.09435533076468973,0.4748225296032436,0.09883918819455363,1146.0930775603963,453.49229888916017,28.945621428042354,0.12452740055517109,19.135314197768867,68.40189663779786,0.20527387512580478,43.3155,13.0962,61.28607897234433,1.2,False
AP0071,0.21005070057416428,39.9292,12.9742,15.761553413913509,22.1335,4751.069865457234,10828.788013980451,0.21508794606419032,0.10736492078293249,0.43103043622718745,0.09710948698167723,1138.6927527819112,304.7903121948242,29.13795588659861,0.11559386984093278,18.95252689350849,57.02027857631483,0.18725547964628306,46.3581,13.8059,68.40189663779786,0.9833333333333333,False
AP0072,0.16746567894891792,39.4742,12.9449,11.975286489390276,19.0898,6024.216510073799,11092.217757596096,0.19450578228438267,0.09758352665250339,0.46143627033329254,0.1036772725231188,1187.7877462224224,314.62562830307905,29.150271485343808,0.12469003651510376,18.861268463331534,68.78991355814203,0.21300751746710594,41.0664,13.3021,57.02027857631483,1.6,False
AP0073,0.2232484978289969,38.4862,12.6215,16.020781026054255,20.6544,5736.196388911463,11597.777659225794,0.1988700721153038,0.09204146605433969,0.4765476380071646,0.10215551476871634,1187.72214463708,489.1078101264106,28.496938850766135,0.12021406946103698,19.39657877740088,67.07364898153848,0.21961337441215137,43.4661,13.2297,68.78991355814203,1.45,False
AP0074,0.21531449700759736,38.3821,12.7752,16.032102132688692,23.3017,5077.413197319982,11695.253490649695,0.19365589795865387,0.09538729847473938,0.46714740928754955,0.10116271459578131,1171.1430915333115,362.90218353271484,28.18246896276512,0.09497675482786147,20.562357591069652,61.8489811448908,0.18521530311334866,45.7034,13.9805,67.07364898153848,1.0666666666666667,False
AP0075,0.2744143324394205,36.0933,11.9673,18.74505095890411,20.2487,5641.302548094948,11617.178299849202,0.1960360963365452,0.09198614957112274,0.473938288684633,0.09832770054591737,1151.7285223659433,235.39071594238283,29.169771987672835,0.10206581293540816,18.819405486681433,67.05338260366518,0.19199163826099336,46.4992,14.3465,61.8489811448908,1.3333333333333333,False
AP0076,0.2531223884021916,37.6411,12.224,18.799855406929893,24.4067,5458.01020949872,11851.93269295528,0.19462488011360712,0.09482573271225127,0.4736667393954259,0.11239687334653263,1168.2886779271328,486.56458740234376,29.097492109026227,0.05729476513406397,18.991525078507948,73.0125644963346,0.21031446589315095,44.7618,13.5769,67.05338260366518,1.05,False
AP0077,0.2214809655002295,38.9403,12.5517,16.37495155519742,22.4419,5385.787994316065,11676.538181585558,0.19338917812321196,0.08963903897150552,0.47153898015543094,0.10351297080521268,1154.258904214163,339.3221295674642,28.74885677761502,0.08516772831531814,19.600020305085145,57.96378107353545,0.2159538431296977,44.3722,13.314,73.0125644963346,1.0333333333333334,False
AP0078,0.2518002102462938,36.2204,11.6101,17.52365793177545,21.763,5520.388342155225,11690.689886053673,0.19291431748987314,0.09183749312123707,0.4685716269712982,0.10276571584851002,1095.2276284142981,222.28483242458768,29.25341498399685,0.09087685812320176,18.6239699829308,69.46175275786955,0.19945200911172004,44.7009,13.7115,57.96378107353545,1.3333333333333333,False
AP0079,0.2454451261890439,37.4272,11.8357,17.353584034380876,21.4396,6327.235073358461,11240.852558227716,0.1549645304629611,0.11343502684543076,0.42731933637752806,0.12067891503432704,1080.7985358785181,404.8680212402344,28.082141022455126,0.07070434926563564,20.09023843127636,69.59159440477647,0.24162092350368625,41.6797,13.46,69.46175275786955,1.1333333333333333,False
AP0080,0.22524226558153934,38.4103,12.0416,16.14338346494762,21.2193,5951.313348615283,11499.667936548693,,0.0948094298223629,,0.10981421727571425,1087.7795253596341,336.63769192165796,28.807994812253924,,19.549985040601083,66.00034666524354,0.22760887434179408,43.5436,12.8462,69.59159440477647,1.0,False
AP0081,0.21901292240690218,35.0727,11.0028,14.73532082728982,21.2051,5765.562336006601,11671.554176841328,0.19476441028264221,0.09286919709163131,0.4701925251338874,0.10474982512083976,1159.5474426820956,419.4095052083333,28.70467664325048,0.08641144925342802,19.471722593420534,69.31476919887791,0.19822279619235258,43.7134,13.3303,66.00034666524354,1.4333333333333333,False
AP0082,0.2168504136574557,40.061,12.6014,15.887372076282565,20.6018,5546.318106163277,12237.953345568432,0.11555289658167818,0.11047354456898392,0.4837606106383969,0.09336866478652785,1132.2011201015398,531.1010908647017,28.577557009742375,0.11267664195362886,18.913447559168127,67.37416963669861,0.20126225545166324,44.5628,13.1774,69.31476919887791,1.25,False
AP0083,0.20371484320822658,39.6246,12.381,14.978724619930164,21.5223,5425.158387587154,11848.58663561591,0.1879776766354333,0.11498940463301992,0.4567978348948466,0.0985449910238155,1171.1617368079415,356.5494361290565,28.424456774999225,0.0834688874211226,19.615134971484093,66.68643359792155,0.18958304201588436,45.8479,13.5567,67.37416963669861,1.2,False
AP0084,0.19001623168659007,37.5124,11.6536,13.215590910556003,20.3838,5538.26134712061,11708.509448846147,0.19282282138968712,0.05420800984219849,0.5124366820380635,0.09641774825450757,1137.880295727643,425.4199510657269,28.557158975752575,0.0926128686991415,19.367711022214714,63.66807038669051,0.18816911800205874,46.4935,13.9201,66.68643359792155,1.6,False
AP0085,0.2079370380002421,42.3928,12.993,16.424738694601125,23.6032,4279.627842474619,8941.341683641,0.14783967767611766,0.05939477684959217,0.4703195849219726,0.11297287975954354,1112.821932067847,253.02698486328126,26.680391559903587,0.07378217685596403,19.40854421130619,67.82113835722257,0.18124798812903362,46.4065,13.6477,63.66807038669051,0.9833333333333333,False
AP0086,0.21635310563851495,37.3919,11.4712,14.489730002686006,18.1095,6307.309674268202,11995.24648082881,0.14892509115762267,0.07882115254463477,0.41694840026890984,0.09522290744814095,1092.0631735557715,256.41528659396704,27.058941097808965,0.06341693012007986,19.199922490733623,69.10137046783555,0.2144387744306341,44.7704,12.9231,67.82113835722257,1.0833333333333333,False
AP0087,0.19818082832751435,37.1801,12.466,13.572077120601664,18.8372,5796.173255025414,11250.983927249275,0.19395286629387068,0.08952777635782706,0.46714309202322407,0.09704366795434465,1118.3346026557217,407.57012817382815,28.273626904852886,0.059873718825643636,19.465820744570294,63.23555160938662,0.2042978110136354,44.5883,13.2911,69.10137046783555,1.7166666666666666,False
AP0088,0.21804893104336498,39.1959,12.6887,16.095783357507386,21.9327,5446.353493235714,11210.260586000368,0.19375276177903397,0.09019249110113745,0.4551822624012745,0.10655705667561993,1081.1613980440993,410.7766737504439,28.21441400184394,0.06674081582471926,18.85023948171422,69.49818852850008,0.22623750373326426,43.6231,13.1277,63.23555160938662,1.0833333333333333,False
AP0089,0.24919235767863995,36.0242,11.5101,16.612308847703463,19.1303,4881.728439029582,9592.395873181033,0.18836285653278895,0.08570211228566131,0.45844818085807826,0.0973572512976343,1043.0340065345586,256.843005710178,29.835598189742477,0.06946621819118143,19.273254370435573,71.00337900884242,0.23209138335514273,43.214,12.995,69.49818852850008,1.1,False
AP0090,0.23613844688929478,34.2933,11.6428,15.096567048079505,17.9949,6119.132604815249,11438.578029575387,0.19163882079155167,0.0882773442874432,0.4677367911728078,0.09626474464368143,1066.3675186323683,515.8586980646306,28.908500589755338,0.05239302577875093,19.650093832019827,71.35091344142262,0.24452024078707854,42.2536,12.9119,71.00337900884242,1.6833333333333333,False
AP0091,0.25825587634332386,36.7434,11.6606,17.860718152027935,20.755,5640.103979859361,11059.200484575547,0.1437078625680715,0.09131452990169195,0.44974340044554134,0.10584884347222664,1060.47519247539,426.1783048189603,29.261495996797034,0.05963867883170484,18.793692128649912,69.99098374086337,0.2519704008666878,41.905,12.8702,71.35091344142262,1.1333333333333333,False
AP0092,0.21651787787579085,38.6673,12.3476,15.49049009938222,20.5288,5256.161720047243,11093.405851162615,0.19605758617511032,0.09019081918517953,0.46860964757437096,0.09726741648706325,996.1698267899292,302.59644571940106,30.424372342584554,0.07943986189660342,18.842353382619578,64.26531004804194,0.18618734737866216,48.0713,13.8972,69.99098374086337,0.95,False
AP0093,0.23652853644822114,36.3181,11.6194,15.71523979586355,18.5037,5930.296863980245,10942.227780934663,0.20191339713834067,0.09069971886128002,0.47603956867739217,0.10028344892730622,1126.463718002376,428.2632690429688,28.95509742140279,0.04921077617538474,19.58089513002113,72.26241251796098,0.20757901381436406,43.2364,13.1799,64.26531004804194,1.5333333333333334,False
AP0094,0.22718565389742074,38.2738,12.1798,16.15792079505775,20.6685,5177.657104380047,10290.622711825448,0.18767588611316183,0.05196631886538363,0.47960438179208664,0.10399215757750366,1084.7878319533643,415.16023344152114,29.260692491319446,0.05854342344278668,19.038753129782044,70.57812258923136,0.24489471839370566,42.9662,13.3985,72.26241251796098,1.3,False
AP0095,0.27495200909177464,35.1524,10.9262,18.066299156594145,19.6285,5284.555540491886,10580.72471960997,0.1984239186588228,0.05150287491038645,0.4831907157309364,0.09803477661062202,1012.8509637155789,288.7559814453125,29.6719625922309,0.07232342890770609,18.946639655283274,62.04554851238651,0.2398171526619796,43.2065,13.0279,70.57812258923136,1.2,False
AP0096,0.25440008472109493,34.8903,10.7882,16.457930120870266,19.0146,5558.9588651894255,10477.595250423139,0.2010200043185407,0.051136109031153815,0.4829871762667716,0.1008832434463071,1059.7973514908874,466.8468276977539,28.016881646050347,0.05025608975871531,19.266170813422832,67.9505495925716,0.2392372227673635,41.9593,13.1581,62.04554851238651,1.4833333333333334,False
AP0097,0.22034961123861863,37.0116,11.2135,14.842485393499866,19.1337,6096.229570797942,10032.069356103355,0.019380508216420872,0.059106856717482906,0.18406894800682905,0.11627055555373782,1114.954236964215,360.8505152652138,27.44306142849392,0.12320273902833445,19.132845692181476,58.327159013340165,0.22406060865295557,43.8433,12.9308,67.9505495925716,1.15,False
AP0098,0.1383662921848246,41.753,12.8513,10.54702596830513,21.6211,5612.972731729908,10244.354416284807,0.022734346442241756,0.058968792496315,0.18652031371089756,0.11846392637206041,1035.5015764558082,430.53074863978793,30.466121992755525,0.10047206112589993,18.955373922635978,62.977905463743305,0.1878780279657682,46.7612,13.4158,58.327159013340165,2.0833333333333335,False
AP0099,0.27626922539962856,37.1037,11.2021,18.723566586086488,19.4671,6901.538940175923,9970.36354972766,0.020026792665125144,0.059581249418979555,0.17900350876473758,0.13475230670597618,1065.8217937309664,376.4254673549107,30.64035748969184,0.10200091566649748,19.04175722879264,68.24650370012404,0.17626298021192863,47.8215,13.8399,62.977905463743305,1.1833333333333333,False
AP0100,0.2245082522318557,39.4724,12.1021,16.82740987375772,23.3778,4830.110733353803,10109.62843509821,0.20087183670288555,0.05140975991634633,0.4913919427786092,0.11169289101682163,1033.683191468302,375.4240206204928,29.790289699978302,0.0702852280611163,19.446657855592647,69.27353245216207,0.2181347791935723,44.5968,12.9885,68.24650370012404,1.3333333333333333,False
AP0101,0.20535364095916425,40.951,13.4621,15.914517002417405,23.085,4509.927940693847,10490.27496924767,0.19882739102594105,0.05073687405697687,0.49637285897741795,0.09924590805877039,1102.3688059791218,375.24181996221125,29.725601793077256,0.061788696272904446,18.9110431751438,66.5706281446838,0.21540739872113773,44.3821,13.4899,69.27353245216207,1.1666666666666667,False
AP0102,0.20960841339075018,39.0146,12.4006,15.037517185065807,20.3258,5045.354774185456,10377.1042405642,0.1976173612350795,0.04977220443408859,0.4976306942105208,0.09882417068556218,1029.5271669639387,308.66669845581055,30.24637649160637,0.07031101080405242,18.8766136959132,69.21493902604699,0.20160766706138097,44.0657,13.0523,66.5706281446838,1.0166666666666666,False
AP0103,0.2482325836292648,39.2109,12.6228,18.881290185334407,24.2292,4622.745565145268,10491.095570784348,0.1639111947776719,0.12564340762404777,0.4281350472615397,0.10676237394970546,1048.2222694174302,376.31626098632813,29.913496365017362,0.051595838565780476,19.134660283756087,70.27804856385265,0.2067576639006339,46.1436,13.6881,69.21493902604699,1.2166666666666666,False
AP0104,0.2290843034653687,38.4657,12.0154,16.395792683319904,21.0899,5112.6022596186895,9717.804215260041,0.17604291000197786,0.1362946553448811,0.3782989536796332,0.1109553845773244,1056.5425020155208,323.8443860505757,29.134436136881515,0.06725039764045802,19.72733828497559,63.119763101629005,0.2288571702926293,43.6416,13.1203,70.27804856385265,1.0,False
AP0105,0.2377431601904971,36.8915,11.9228,16.387945098039214,20.117,5361.5025478355465,10514.2487120017,0.15547870021471943,0.1398008191914504,0.3966278498019617,0.10258207667438166,1025.5566985462935,266.9523181152344,29.847282782660592,0.06659639979363177,18.906614176455502,69.0643554002944,0.20946300130105808,45.7902,13.6402,63.119763101629005,1.0166666666666666,False
AP0106,0.24445442421306568,37.99,12.3398,18.335304088100994,24.6752,3447.5282141169014,7947.154325338506,0.15945393632813668,0.13908474199468235,0.3990262649041792,0.10704265288739552,1057.5707414605445,415.46455522017044,23.26141047498915,0.06708992446960663,22.075682417405908,67.6954478007303,0.24547410878237713,42.768,12.9691,69.0643554002944,1.5666666666666667,False
AP0107,0.25906817786681546,36.4181,11.5852,18.638400988450172,23.9407,4366.377896266896,10164.49794631308,0.1533228875611129,0.1400149304590458,0.3876433249395674,0.10284240682942343,1084.8501458594665,238.8698699951172,28.097801567925345,0.05863876322978118,20.778309624956268,68.37984972223518,0.23452949834913436,42.2064,12.858,67.6954478007303,1.2166666666666666,False
AP0108,0.2560861259820703,35.069,11.0829,16.552101144238517,18.483,5388.897416945672,10097.894731744742,0.1324561567767873,0.1453521144912518,0.37674726144826315,0.09863738294308519,1014.0201592718349,461.8368007114955,29.298939222547748,0.06594345992436548,19.854662045892848,72.60709805321838,0.26327849736646924,40.6419,12.6189,68.37984972223518,0.8166666666666667,False
AP0109,0.265894896109719,37.39,11.7626,18.726525511684127,21.2757,5209.600680061152,10509.299041185506,0.15358016037004404,0.13910228329934204,0.40009223500843777,0.10546650233703306,1017.2892766638392,355.9299525210732,29.52884612358941,0.06043783225042625,19.349082792286932,75.2440608247891,0.25976622319619014,42.2202,13.1449,72.60709805321838,1.95,False
AP0110,0.25451653499814125,38.1197,11.9928,17.863548428686542,20.0737,4866.1529182530485,10401.305096858201,0.14844284862132195,0.10142765467721886,0.46649743625400675,0.09391292047056841,1053.7340247065147,391.46610574161303,29.02284263252412,0.062239106522870326,19.140296996748546,67.51394069607987,0.22114788301450125,45.0823,13.8258,75.2440608247891,1.0666666666666667,False
AP0111,0.22199412656889161,39.2101,12.6654,16.09230983615364,20.6143,4551.231551294906,10401.585483867917,0.1498362141307396,0.09800408403854202,0.4691498902373341,0.09019822287031828,1061.859971888047,411.13690795898435,28.948327453613285,0.06211090805718639,19.645099303509564,59.95947216997236,0.22564849179210414,43.6004,13.08,67.51394069607987,0.95,False
AP0112,0.3267658133942043,35.1732,11.2943,22.20223389739457,21.4779,5454.315884194934,11271.314471415859,0.1516563634142652,0.10133447300494001,0.4681996577660226,0.10393397453884969,1085.732551684754,368.95336016486675,29.988843898101866,0.06366003586061253,18.85203985917827,70.280035285811,0.22842158827055822,44.5012,13.1885,59.95947216997236,1.5,False
AP0113,0.2787467216296966,35.362,11.6111,18.774511565941445,20.3802,5545.795352545721,11038.954956599648,0.1502747038649445,0.0983036302994298,0.4470483212848597,0.10238688253400341,1035.1779319060029,309.51340357462567,30.177878209494754,0.07031689286472938,18.810646865411517,75.2067368896212,0.2168044879466837,44.0278,13.3616,70.280035285811,1.0333333333333334,False
AP0114,0.24147032720924,36.0775,11.424,16.15624835885039,19.4063,5737.4721966296065,11377.082983180459,0.14855566694853986,0.11140742285388987,0.45060229761352394,0.09786612865007618,1025.63798374923,424.8097478693182,29.835249334892616,0.06412036325271069,19.17247034818479,64.61897281426242,0.2353430192131829,41.1333,13.1791,75.2067368896212,1.4333333333333333,False
AP0115,0.26076263369689234,36.1362,11.6079,18.51451206016653,23.2573,4994.836530303014,11314.152235119684,0.1425610614276508,0.11025553545996584,0.4529313362049188,0.10267354479784183,1046.2657413673749,364.8283456655649,29.9307118231377,0.06470089516601492,18.798724148608773,65.30617057079391,0.21452265459688158,43.9607,13.3637,64.61897281426242,1.4333333333333333,False
AP0116,0.3518483741181894,30.8227,10.4034,21.586777373086218,20.1264,5603.409713506494,10871.220759787946,0.16356144815222687,0.10258498035430048,0.4577630851757364,0.10373854762941721,998.3289536064872,280.2544024923573,30.12705253946438,0.06847216896526272,18.794747983561983,71.17108673377778,0.2056474790405468,43.4179,13.2033,65.30617057079391,1.0166666666666666,False
AP0117,0.2658217794092467,32.9725,10.7135,16.908072758528068,19.9208,5675.009277452649,11116.113868860844,0.16229145752060758,0.10047051811741127,0.4507137260170802,0.10169986215323282,1011.6428768179846,414.2126210530599,29.374956848395705,0.039427880674713596,19.50917310270125,61.25568977870816,0.24376734421291407,41.2796,13.0294,71.17108673377778,1.4166666666666667,False
AP0118,0.2763186502333242,33.5673,11.0892,17.7722076819769,19.6613,6122.070542486477,10862.799880216327,0.166685356873808,0.10288474439924261,0.4571953676125603,0.11080740406182675,1137.9848882897322,299.3502456665039,29.53079989711934,0.04529452804318109,19.35421528771879,65.27657038031192,0.19423741248190188,46.2423,14.0207,61.25568977870816,1.4166666666666667,False
AP0119,0.2374432598169948,36.5761,11.9443,16.586836357775987,21.3356,5098.586817458941,11258.59053135855,0.16173017565714648,0.09880104133764192,0.4596970422073103,0.09662080577456666,1040.3752302430273,311.2874928350034,30.05059025924398,0.06459771145941334,18.849595542590272,67.34192726605917,0.20192770954981526,42.7223,13.0303,65.27657038031192,0.95,False
