,irf_F0,sio2_F0,al2o3_F0,feo_F0,cao_F0,masa_F0,feed_total_F0,frac_dross_F0,frac_Fe_F0,frac_sec_F0,cal_F0,T_F0,lanza_F0,gn_F0,C_F0,exc_o2_F0,kpi,irf_Rfin_prev,sio2_Rfin_prev,al2o3_Rfin_prev,kpi_prev,gap_h,es_lockbox
AP0017,0.25837941026112404,35.0957,11.59,18.489811463873217,24.875,6.2080840226566154e-18,9712.137361362311,0.24725242300247624,3.5182473760772525e-05,0.5893286987825659,1.590031980786587e-22,1228.1534803146594,512.1316930597478,27.27410995822483,0.07159001895272463,18.55399918703366,70.17902842181307,0.21782041384731582,43.126,13.0752,73.18325133927344,1.1833333333333333,False
AP0018,0.21822720982168414,37.7135,12.2831,16.30560977706151,24.7219,2.0539857181493157e-21,10259.996280494139,0.22043068705358312,2.5520015546504716e-05,0.6475484845276505,4.9491664652991473e-26,1212.1037668722274,535.972216796875,27.063254410699507,0.15150274856541748,18.810086994417855,70.14778707534529,0.25322233096187113,40.5268,13.2219,70.17902842181307,1.1833333333333333,False
AP0019,0.22510570744963498,35.0916,11.3544,14.631758431372548,18.5535,2.736865255909428e-21,10343.754983963565,0.2242041497501808,3.706218613991344e-05,0.6189971589175096,4.9090905192785295e-26,1227.2665773608426,500.5535132366678,26.951354865180125,0.16532917976226627,19.3019270770682,68.85542078251675,0.20998715738470874,43.4256,12.9746,70.14778707534529,1.55,False
AP0020,0.2544884340380758,36.8817,11.7653,17.703895095353207,20.9196,2.4273135970819506e-21,10465.564243816412,0.20005300828391817,4.6172906113597767e-05,0.6225707658129943,4.851953353161828e-26,1183.6508526495982,507.69846496582034,27.430210191514757,0.14343475238711648,19.0605127075925,71.49362988104966,0.20412304092815653,44.0389,13.1671,68.85542078251675,1.15,False
AP0021,0.24239052761086594,37.7449,12.3572,17.183767434864357,20.7908,5052.557582961614,8893.941988287288,0.23316567157303383,0.09547584862091323,0.45538268751702626,0.11811041081016455,1216.652262958158,501.5986844576322,27.91188904486762,0.15652933040055295,19.753657182397284,71.54015202378017,0.2358496878800083,42.4728,13.0516,71.49362988104966,1.5,False
AP0022,0.22954027797541182,37.4126,12.445,15.922107289820037,19.5076,5329.382399210196,9672.116712106344,0.21061213674144214,0.08694857032668306,0.5075463541118934,0.10748780560175042,1204.0380922210377,488.86029561360675,28.521482571072045,0.15215013673449077,19.060868276255786,57.76210596236788,0.23784929015445427,41.4205,13.0699,71.54015202378017,1.2,False
AP0023,0.2665920429590539,37.0234,12.1233,18.34147923717432,19.6531,5502.604853551259,9472.338472229358,0.21416212474007573,0.08080420592397661,0.5020951533356851,0.11416741891601372,1209.7084901891105,390.8529341848273,28.338437486436632,0.15839658477395732,18.55680686992355,73.71980227073506,0.20715887830419474,43.9705,13.5263,57.76210596236788,2.0833333333333335,False
AP0024,0.26501894594627357,37.2239,12.1346,18.52235964544722,20.5322,4962.330661730987,9448.745601006234,0.20885090258861536,0.06698630768552706,0.5264239818304713,0.10783184341627589,1236.5801879772976,373.884284386268,27.88332211642795,0.16075502006635983,19.129169865362933,69.97752808840514,0.22235404091234467,41.7794,12.9824,73.71980227073506,1.2166666666666666,False
AP0025,0.23593867659821047,39.2358,12.5962,16.967765866236903,20.084,4987.730184691643,9630.176357000302,0.20941132643735538,0.07927269557723043,0.5156497950771551,0.10402049694191683,1236.2104771970655,567.3234822591146,28.267220608181425,0.15752213750807287,19.435979502533318,71.64213374701936,0.2425012961317627,41.6263,12.8277,69.97752808840514,1.0,False
AP0026,0.2908460559383736,36.6178,11.7157,20.468174848240665,22.0411,4895.720866567793,8688.75739830972,0.23757828475128842,0.09527752759156927,0.4274746192821405,0.12419160559494874,1245.0191006619496,403.1748570033482,29.10058451334636,0.1548083953155413,19.4602275250306,74.97094771520791,0.23399785140149187,41.2801,13.2935,71.64213374701936,1.25,False
AP0027,0.24663717796756457,36.7617,11.9675,16.341760128928282,17.5291,6041.183886085545,10068.117893903684,0.2151990708471877,0.07945878797589566,0.5193744660406748,0.10518005209464543,1221.5061147657932,575.8795035226004,28.43572028266059,0.1294964106995162,19.437127602591968,69.86460301210657,0.22677681586828732,43.2355,13.1277,74.97094771520791,1.9166666666666667,False
AP0028,0.25645132445618407,36.728,11.9508,18.06758564598442,21.7735,4875.011217197753,9357.766869456675,0.2652162265539579,0.08303015820931371,0.4965896668134517,0.11343096939517819,1252.7910259505904,538.8191528320312,28.888659166124135,0.14662593748183023,18.863541916019933,66.29014116195945,0.2099782927034871,42.8412,13.3599,69.86460301210657,1.0833333333333333,False
AP0029,0.21575058081616497,40.1474,13.0054,16.125629911361802,21.5892,4691.609586044413,9268.565632930167,0.009743456473397702,0.0888432291189249,0.4585949655603058,0.10928130811866388,1229.79375963975,537.9749286358173,28.627365546332467,0.20845856575594218,19.50659542887774,67.01348465735106,0.206643650428264,43.7968,13.4839,66.29014116195945,1.2166666666666666,False
AP0030,0.1963544588256862,42.3701,13.1168,15.60228602739726,23.9729,1258.884504091762,3150.636758239056,0.21710003788782703,0.06991454642208822,0.5257925910877993,0.09578734282592773,1206.130835812049,3126.4591887100883,15.858328090569913,0.1349703405291563,61.41900977276361,71.22694488104591,0.2070165116192721,43.9106,13.3855,67.01348465735106,1.3833333333333333,False
AP0031,0.19111324291538573,38.1148,12.5406,14.028266258393767,22.7475,4552.811733049998,9958.382241175725,0.21534872508625488,0.07891459883653343,0.5179482465299688,0.10399790085314856,1199.0134108946245,514.6508337933084,28.649012939453122,0.1318270601108779,19.102543752404507,64.60847930118547,0.20395188178516954,42.7762,13.3825,71.22694488104591,1.1833333333333333,False
AP0032,0.2675849141363756,33.7548,11.1213,17.61075326349718,20.9376,5190.107665540158,9656.046176355583,0.20923898094615728,0.08155815999995435,0.5060778530281889,0.11253922803735764,1169.7218512651457,476.0207271575928,28.536280409071182,0.1201103587414347,19.296969210883283,72.28606164433323,0.18421184646713679,43.9647,13.9139,64.60847930118547,1.2166666666666666,False
AP0033,0.35066841343241417,34.3689,11.3278,23.200292366371205,20.4635,4677.5980754525,9796.066724679025,0.20742817377409914,0.08119932695592964,0.5001729191863387,0.09771271563093459,1197.1536618041148,420.5356140136719,28.839367919921873,0.12887159439537108,19.053321546037868,70.20180396607145,0.19207723297436266,44.7037,14.0957,72.28606164433323,1.15,False
AP0034,0.24153849049735915,37.4381,12.2719,16.91411925866237,20.3166,4766.568103177144,10065.885800092648,0.20569331953117642,0.07921798849259522,0.5047880967025703,0.09620659269164113,1192.725356687184,501.2713114420573,28.646766262478298,0.13068627229991414,19.272251773061697,73.4113115470715,0.2252299260510302,42.3404,13.3815,70.20180396607145,1.4833333333333334,False
AP0035,0.24863511478562203,38.2775,12.6559,17.69707670158474,20.2435,4211.905477329919,9696.226179505196,0.21006315531213418,0.07257989477102614,0.5301471571671463,0.0879349418545425,1212.355531175755,458.1131057739258,27.68440683322483,0.11899445920534912,20.130461275955504,72.33746690454569,0.2355498391493688,41.3306,12.9319,73.4113115470715,1.1,False
AP0036,0.25918221617861664,35.3711,11.49,16.725391265108783,17.6703,5586.942257671981,9993.759897916745,0.20669894967126162,0.08163697588290185,0.49646689786203113,0.09878458836730764,1202.337571843172,553.610825758714,29.29591882324219,0.14206455823834604,18.942241368143385,64.53171549490077,0.2383787188457946,43.1001,13.2994,72.33746690454569,1.2666666666666666,False
AP0037,0.19825165410459644,36.2495,11.9884,12.162084748858446,13.1088,4043.448762162707,5068.6802532777,0.30532149916244944,0.12684245809685757,0.8731575419031424,0.10457310085630786,1206.0775107550562,465.15087454659596,29.159677802191844,0.1373081878843778,19.340139778889753,69.07773087261799,0.20406198811560103,44.1003,13.6657,64.53171549490077,0.9333333333333333,False
AP0038,0.2678995059776688,36.455,11.8404,17.348180778941714,16.4609,5646.070748212694,9839.340860490234,0.2057798234016258,0.07854025050758907,0.5025712429513773,0.09445694309915768,1205.9255584009413,551.138877175071,29.147673475477433,0.12515256421190793,19.1919254159449,70.54828998984121,0.2226513789047431,44.3939,13.8517,69.07773087261799,1.1166666666666667,False
AP0039,0.2355635333150918,39.5864,12.8342,16.86227373623422,19.1621,5372.331358134591,10405.28155679122,0.19847235036504024,0.08238214883932302,0.4860060926892288,0.09893547825288934,1155.0726353430773,596.9363708496094,28.482597293043032,0.12428076261821915,19.101186270914685,67.8520960145846,0.23071368646746057,43.0436,13.1375,70.54828998984121,1.25,False
AP0040,0.24351090794365987,38.3226,12.4126,17.58811105022831,21.492,5080.204801632221,8838.260444257594,0.22203357278239055,0.0988871047162087,0.3919497946511304,0.12353535210383929,1172.0799435308268,435.29166085379467,29.98810704210069,0.13964546158431235,18.837098458641172,70.94745298054326,0.1786248149614448,46.3709,13.9602,67.8520960145846,1.1666666666666667,False
