Batch,orden,lnirf_R,sdi
AP0176,2,-1.5388903093610902,0.048865100568394715
AP0176,3,-1.6015136871503932,-0.3687591496836718
AP0177,0,,
AP0177,1,,
AP0177,2,,
AP0177,3,,
AP0177,4,,
AP0177,5,,
AP0177,6,,
AP0177,0,-1.3784290936722665,1.4148288239137965
AP0177,1,-1.4155964910041952,0.298510393010438
AP0177,2,-1.474288174369409,-0.4529992169801069
AP0177,3,-1.5848859215677484,-0.28562884070855754
AP0178,0,,
AP0178,1,,
AP0178,2,,
AP0178,3,,
AP0178,4,,
AP0178,5,,
AP0178,6,,
AP0178,0,-1.46042103061291,-0.26134010086649084
AP0178,1,-1.3714883909609117,1.515835888134261
AP0178,2,-1.5229032650689303,-0.45055131711697904
AP0178,3,-1.5972811948762216,-0.3112267842824967
AP0179,0,,
AP0179,1,,
AP0179,2,,
AP0179,3,,
AP0179,4,,
AP0179,5,,
AP0179,6,,
AP0179,0,-1.39750502363436,0.33486037912680944
AP0179,1,-1.4099694208785503,0.25288976797171897
AP0179,2,-1.4051567371638798,0.2385986061704467
AP0179,3,-1.4305598362789287,-0.17111577394830185
AP0180,0,,
AP0180,1,,
AP0180,2,,
AP0180,3,,
AP0180,4,,
AP0180,5,,
AP0180,6,,
AP0180,0,-1.473615871188985,-1.261051653191676
AP0180,1,-1.5538271222116582,1.2736308781034156
AP0180,2,-1.6830325111838733,-0.5928259413296022
AP0180,3,,
AP0181,0,,
AP0181,1,,
AP0181,2,,
AP0181,3,,
AP0181,4,,
AP0181,5,,
AP0181,6,,
AP0181,0,-1.4355643307990766,0.17955321233671584
AP0181,1,-1.5432701139003946,-0.07021896078867362
AP0181,2,-1.5747770096085798,-0.06522942076732052
AP0181,3,-1.6551070966497778,-0.13237724016828578
AP0182,0,,
AP0182,1,,
AP0182,2,,
AP0182,3,,
AP0182,4,,
AP0182,5,,
AP0182,6,,
AP0182,0,-1.3562589510550267,1.0734410975233963
AP0182,1,-1.3984864093239342,-0.23045967126007189
AP0182,2,-1.444135372480915,-0.6835718296147134
AP0182,3,-1.4348363518807878,0.733944870223834
AP0183,0,,
AP0183,1,,
AP0183,2,,
AP0183,3,,
AP0183,4,,
AP0183,5,,
AP0183,6,,
AP0183,0,-1.3888861929644565,-0.19213144391979542
AP0183,1,-1.4321724222327357,0.3645814102061953
AP0183,2,-1.4287545476464616,0.4428085231488942
AP0183,3,-1.562336383471141,-1.5844434563204413
AP0184,0,,
AP0184,1,,
AP0184,2,,
AP0184,3,,
AP0184,4,,
AP0184,5,,
AP0184,6,,
AP0184,0,-1.375238650284703,1.206879719626782
AP0184,1,-1.4432425895511845,-0.16598410961807758
AP0184,2,-1.4911227051590148,-0.1943103248023177
AP0184,3,-1.5647404299621737,-0.2694395554124506
AP0185,0,,
AP0185,1,,
AP0185,2,,
AP0185,3,,
AP0185,4,,
AP0185,5,,
AP0185,6,,
AP0185,0,-1.5472322772389724,0.016962906280340917
AP0185,1,-1.641789010122604,-0.2512454473038476
AP0185,2,-1.5938905643050598,0.5224319116002087
AP0185,3,-1.687155497597752,-0.8105117057550819
AP0186,0,,
AP0186,1,,
AP0186,2,,
AP0186,3,,
AP0186,4,,
AP0186,5,,
AP0186,6,,
AP0186,0,-1.4291541613149594,1.4245328593143705
AP0186,1,-1.5015733080793026,0.39020729574169477
AP0186,2,-1.5711592434770811,-0.21887351164983643
AP0186,3,-1.6712729605804957,-0.32464082522155346
AP0187,0,,
AP0187,1,,
AP0187,2,,
AP0187,3,,
AP0187,4,,
AP0187,5,,
AP0187,6,,
AP0187,0,-1.4389453639807706,0.6991833163428471
AP0187,1,-1.514418533389578,-0.46220156883195956
AP0187,2,-1.5136766422218326,0.33692724267493085
AP0187,3,-1.5863561611732608,-0.6897011259849013
AP0188,0,,
AP0188,1,,
AP0188,2,,
AP0188,3,,
AP0188,4,,
AP0188,5,,
AP0188,6,,
AP0188,0,-1.5334624909449943,0.7529344811558023
AP0188,1,-1.5407877744868301,0.4138677383018054
AP0188,2,-1.5444168119247415,-0.3158026122196155
AP0188,3,-1.6816472372876359,-1.0320013848656489
AP0189,0,,
AP0189,1,,
AP0189,2,,
AP0189,3,,
AP0189,4,,
AP0189,5,,
AP0189,6,,
AP0189,0,-1.4416367202054814,-0.46328064146439707
AP0189,1,-1.3899016513263747,1.61942074851746
AP0189,2,-1.4237337186382806,0.2186670408081406
AP0189,3,-1.5124167735153582,-0.17342142073828226
AP0190,0,,
AP0190,1,,
AP0190,2,,
AP0190,3,,
AP0190,4,,
AP0190,5,,
AP0190,6,,
AP0190,0,-1.3376899712903214,0.4915140053295455
AP0190,1,-1.427825146123213,0.40083710068677825
AP0190,2,-1.5243116343398866,-0.5974463513512035
AP0190,3,,
AP0191,0,,
AP0191,1,,
AP0191,2,,
AP0191,3,,
AP0191,4,,
AP0191,5,,
AP0191,6,,
AP0191,0,-1.3725099971916657,1.153706045377435
AP0191,1,-1.3827355558834258,0.3110399410920853
AP0191,2,-1.4886804809142908,-0.37982246694946636
AP0191,3,-1.625735478652591,-0.7453114975412247
AP0192,0,,
AP0192,1,,
AP0192,2,,
AP0192,3,,
AP0192,4,,
AP0192,5,,
AP0192,6,,
AP0192,0,-1.3682333529831832,-0.05129816310349056
AP0192,1,-1.4169854904554855,0.47514222072600165
AP0192,2,-1.4067244126150071,-0.0447670587480166
AP0192,3,-1.4389188358075247,0.058815215805219
AP0193,0,,
AP0193,1,,
AP0193,2,,
AP0193,3,,
AP0193,4,,
AP0193,5,,
AP0193,6,,
AP0193,0,-1.4577451067526832,-0.44802680574668385
AP0193,1,-1.630831259655131,-1.2285406299947477
AP0193,2,-1.6574085760848265,0.19911344682897103
AP0193,3,,
AP0194,0,,
AP0194,1,,
AP0194,2,,
AP0194,3,,
AP0194,4,,
AP0194,5,,
AP0194,6,,
AP0194,0,-1.4447942078336726,0.8869208335312696
AP0194,1,-1.5849602926520383,-1.012212814762611
AP0194,2,-1.5820977420916822,-0.03866235987860017
AP0194,3,-1.586713894599217,-0.5381052165186365
AP0195,0,,
AP0195,1,,
AP0195,2,,
AP0195,3,,
AP0195,4,,
AP0195,5,,
AP0195,6,,
AP0195,0,-1.3481552311727605,0.37975752321964573
AP0195,1,-1.4851473894687905,-1.0478906766581602
AP0195,2,-1.5560781889873545,-0.3554564647945677
AP0195,3,-1.663559891415179,-0.2681797955316898
AP0196,0,,
AP0196,1,,
AP0196,2,,
AP0196,3,,
AP0196,4,,
AP0196,5,,
AP0196,6,,
AP0196,0,-1.5125595866083517,-0.9912768609008031
AP0196,1,-1.5299514586669758,0.2573193129786668
AP0196,2,-1.5893885608952454,0.30970226134321827
AP0196,3,,
AP0197,0,,
AP0197,1,,
AP0197,2,,
AP0197,3,,
AP0197,4,,
AP0197,5,,
AP0197,6,,
AP0197,0,-1.3459684451434513,-1.602667314289845
AP0197,1,-1.299479695864515,1.5011188387917833
AP0197,2,-1.3435881002615873,-0.2344532715174586
AP0197,3,-1.3877848227224925,-0.09808829405143876
AP0198,0,,
AP0198,1,,
AP0198,2,,
AP0198,3,,
AP0198,4,,
AP0198,5,,
AP0198,6,,
AP0198,0,-1.2834824253626578,0.999063796773439
AP0198,1,-1.4158756847522675,-0.8776020347512719
AP0198,2,-1.4905211320045433,0.018893952082212673
AP0198,3,,
AP0199,0,,
AP0199,1,,
AP0199,2,,
AP0199,3,,
AP0199,4,,
AP0199,5,,
AP0199,6,,
AP0199,0,-1.4720334519483729,-0.1817022549919476
AP0199,1,-1.3873505095394287,2.1546720872087866
AP0199,2,-1.4720882701277116,-0.2755345220641854
AP0199,3,-1.4968135988420936,-0.7936079115968109
AP0200,0,,
AP0200,1,,
AP0200,2,,
AP0200,3,,
AP0200,4,,
AP0200,5,,
AP0200,6,,
AP0200,0,-1.2193184721280637,1.802638939281274
AP0200,1,-1.3476549884730284,-0.6524728689430066
AP0200,2,-1.3729508675375381,0.2544663145650446
AP0200,3,-1.5036551882884899,-0.7265234802380719
AP0201,0,,
AP0201,1,,
AP0201,2,,
AP0201,3,,
AP0201,4,,
AP0201,5,,
AP0201,6,,
AP0201,0,-1.3201392410971522,-0.29443053889355975
AP0201,1,-1.4460223210054188,-0.12438799487468899
AP0201,2,-1.615645760406178,-0.24279172129621185
AP0201,3,,
AP0202,0,,
AP0202,1,,
AP0202,2,,
AP0202,3,,
AP0202,4,,
AP0202,5,,
AP0202,6,,
AP0202,0,-1.3630689294323146,1.0813447879825715
AP0202,1,-1.512768115014241,-0.8260633322975958
AP0202,2,-1.6014247516946034,-0.6585753208062628
AP0202,3,,
AP0203,0,,
AP0203,1,,
AP0203,2,,
AP0203,3,,
AP0203,4,,
AP0203,5,,
AP0203,6,,
AP0203,0,-1.4266080525033318,0.440720709211333
AP0203,1,-1.4162983131700777,0.7040174171811932
AP0203,2,-1.411116964611129,0.16705941891431692
AP0203,3,-1.4762040394531744,-0.5557150986996341
AP0204,0,,
AP0204,1,,
AP0204,2,,
AP0204,3,,
AP0204,4,,
AP0204,5,,
AP0204,6,,
AP0204,0,-1.3939751810724335,-0.01849416319676722
AP0204,1,-1.549038604422841,-1.1691093009499658
AP0204,2,-2.0409968932341997,-2.8704922934279313
AP0204,3,,
AP0205,0,,
AP0205,1,,
AP0205,2,,
AP0205,3,,
AP0205,4,,
AP0205,5,,
AP0205,6,,
AP0205,0,-1.3866341886689824,0.5933063890342799
AP0205,1,-1.504530889640662,-1.0502416110615214
AP0205,2,-1.5797661267836463,-0.039397380664148884
AP0205,3,-1.8083114200403356,-1.5705524442019732
AP0206,0,,
AP0206,1,,
AP0206,2,,
AP0206,3,,
AP0206,4,,
AP0206,5,,
AP0206,6,,
AP0206,0,-1.39585200995892,0.3186375206628913
AP0206,1,-1.5027437419875616,-0.3047011744721985
AP0206,2,-1.5474497637321403,-0.527611128998324
AP0206,3,-1.4534212206050248,0.6358331771112611
AP0207,0,,
AP0207,1,,
AP0207,2,,
AP0207,3,,
AP0207,4,,
AP0207,5,,
AP0207,6,,
AP0207,0,-1.3896476346579671,1.4392621567600528
AP0207,1,-1.4646888844905464,0.1386175604708212
AP0207,2,-1.5685466149715601,-0.6789921298273668
AP0207,3,-1.6316733789977156,-0.16577336565480372
AP0208,0,,
AP0208,1,,
AP0208,2,,
AP0208,3,,
AP0208,4,,
AP0208,5,,
AP0208,6,,
AP0208,0,-1.426090967726749,-0.13200584279293492
AP0208,1,-1.430145961172684,0.852757852951325
AP0208,2,-1.4854717216045492,-0.1766713616872383
AP0208,3,,
AP0209,0,,
AP0209,1,,
AP0209,2,,
AP0209,3,,
AP0209,4,,
AP0209,5,,
AP0209,6,,
AP0209,0,-1.331964068117555,1.9686588480308378
AP0209,1,-1.3681677922571756,0.041329039420314184
AP0209,2,-1.4044336793996541,-0.10712234081700478
AP0209,3,-1.4229982572307582,0.15259048944255005
AP0210,0,,
AP0210,1,,
AP0210,2,,
AP0210,3,,
AP0210,4,,
AP0210,5,,
AP0210,6,,
AP0210,0,-1.319013592243847,1.0640490469166404
AP0210,1,-1.392432670465333,-0.4287801844580269
AP0210,2,-1.5134372096407884,-0.5394696421657464
AP0210,3,-1.5989284226559242,-0.4315075335297713
AP0211,0,,
AP0211,1,,
AP0211,2,,
AP0211,3,,
AP0211,4,,
AP0211,5,,
AP0211,6,,
AP0211,0,-1.4455785247984159,-1.2983990045656277
AP0211,1,-1.4244592775357547,1.6589958550924657
AP0211,2,-1.1941686367859936,8.979942335370378
AP0211,3,,
AP0212,0,,
AP0212,1,,
AP0212,2,,
AP0212,3,,
AP0212,4,,
AP0212,5,,
AP0212,6,,
AP0212,0,-1.3141016780351693,1.4127447086448885
AP0212,1,-1.4384124473992623,-0.39834150373324784
AP0212,2,-1.4106021000745488,0.20174666408733763
AP0212,3,-1.4707531670561764,-0.07883893814713117
AP0213,0,,
AP0213,1,,
AP0213,2,,
AP0213,3,,
AP0213,4,,
AP0213,5,,
AP0213,6,,
AP0213,0,-1.3700827707150582,1.1374711032727947
AP0213,1,-1.4770914233391177,-0.41549490879214046
AP0213,2,-1.5188246802661223,-0.17640697587607537
AP0213,3,-1.5334005579611416,-0.31806208548704695
AP0214,0,,
AP0214,1,,
AP0214,2,,
AP0214,3,,
AP0214,4,,
AP0214,5,,
AP0214,6,,
AP0214,0,-1.3202985520186155,1.157621880559479
AP0214,1,-1.4217049606251522,-0.6841527866896362
AP0214,2,-1.522236328237073,-0.3070923457906152
AP0214,3,,
AP0215,0,,
AP0215,1,,
AP0215,2,,
AP0215,3,,
AP0215,4,,
AP0215,5,,
AP0215,6,,
AP0215,0,-1.3576051967987135,0.7827463501344519
AP0215,1,-1.3638574777596761,-0.008021156979703958
AP0215,2,-1.4896846696786672,0.1630559320164442
AP0215,3,,
AP0216,0,,
AP0216,1,,
AP0216,2,,
AP0216,3,,
AP0216,4,,
AP0216,5,,
AP0216,6,,
AP0216,0,-1.1899527813107462,0.649199204861191
AP0216,1,-1.0866237476463148,8.381176078144707
AP0216,2,-1.0381593764906973,0.07039080932244363
AP0216,3,-1.4311401752440482,-9.725947696977315
AP0217,0,,
AP0217,1,,
AP0217,2,,
AP0217,3,,
AP0217,4,,
AP0217,5,,
AP0217,6,,
AP0217,0,-1.2701213389388692,-1.6510772301097698
AP0217,1,-1.3341069793785867,0.28800065649132134
AP0217,2,-1.4164872857527573,-0.18072476497151005
AP0217,3,-1.2786765076693796,8.206491444602232
AP0218,0,,
AP0218,1,,
AP0218,2,,
AP0218,3,,
AP0218,4,,
AP0218,5,,
AP0218,6,,
AP0218,0,-1.251793545512988,4.072207458536727
AP0218,1,,
AP0218,2,,
AP0218,3,,
AP0219,0,,
AP0219,1,,
AP0219,2,,
AP0219,3,,
AP0219,4,,
AP0219,5,,
AP0219,6,,
AP0219,0,,
AP0219,1,,
AP0219,2,-1.2413943774811063,
AP0219,3,-1.3660989579994245,-0.8749954085914732
AP0220,0,,
AP0220,1,,
AP0220,2,,
AP0220,3,,
AP0220,4,,
AP0220,5,,
AP0220,6,,
AP0220,0,-0.7424507471451247,-0.3454740920694688
AP0220,1,-0.7986391082249961,1.3312607260844471
AP0220,2,-0.8709243299925371,-0.3969418035661887
AP0220,3,-0.9381857519417767,-0.33632000484142843
AP0221,0,,
AP0221,1,,
AP0221,2,,
AP0221,3,,
AP0221,4,,
AP0221,5,,
AP0221,6,,
AP0221,0,-1.3953124597009323,-0.2653249942666469
AP0221,1,-1.450078965468161,-0.406841649382951
AP0221,2,-1.5826012919453618,-0.3161579489850783
AP0221,3,,
AP0222,0,,
AP0222,1,,
AP0222,2,,
AP0222,3,,
AP0222,4,,
AP0222,5,,
AP0222,6,,
AP0222,0,-1.3238942921465433,0.2664209624149827
AP0222,1,-1.4705157183783037,-0.743679202849157
AP0222,2,-1.561096261923205,-1.852752034537232
AP0222,3,-1.5323296833919315,1.5409552869220122
AP0223,0,,
AP0223,1,,
AP0223,2,,
AP0223,3,,
AP0223,4,,
AP0223,5,,
AP0223,6,,
AP0223,0,-1.38759096037614,0.33622480795759424
AP0223,1,-1.5527089657908704,-1.0728079943852418
AP0223,2,-1.5872059197672785,-0.006081879887202796
AP0223,3,-1.687040869254286,-0.46508450700602894
AP0224,0,,
AP0224,1,,
AP0224,2,,
AP0224,3,,
AP0224,4,,
AP0224,5,,
AP0224,6,,
AP0224,0,-1.4169373338567774,0.04863062848952082
AP0224,1,-1.4247482168829526,0.35526856671499313
AP0224,2,-1.5735714499066833,-0.21870805927458203
AP0224,3,-1.6923695912327783,-0.6681560714631622
AP0225,0,,
AP0225,1,,
AP0225,2,,
AP0225,3,,
AP0225,4,,
AP0225,5,,
AP0225,6,,
AP0225,0,-1.3526900402386255,0.9607816641402344
AP0225,1,-1.4919377832543206,-0.8854521027467783
AP0225,2,-1.5602670283771374,-0.19255796353649202
AP0225,3,-1.7899139704255058,-1.2299560096812594
AP0226,0,,
AP0226,1,,
AP0226,2,,
AP0226,3,,
AP0226,4,,
AP0226,5,,
AP0226,6,,
AP0226,0,-1.347672422751964,0.690963403524945
AP0226,1,-1.372532171680618,0.33836801887445356
AP0226,2,-1.4788844853400465,-0.399013746570808
AP0226,3,-1.5356888467918348,-0.3242145330507432
AP0227,0,,
AP0227,1,,
AP0227,2,,
AP0227,3,,
AP0227,4,,
AP0227,5,,
AP0227,6,,
AP0227,0,-1.2654237973692537,1.686320849668268
AP0227,1,-1.5663289875371107,-1.3229997229812827
AP0227,2,-1.6524309673136353,-0.19252870669234334
AP0227,3,,
AP0228,0,,
AP0228,1,,
AP0228,2,,
AP0228,3,,
AP0228,4,,
AP0228,5,,
AP0228,6,,
AP0228,0,-1.337699045338105,-0.364200261748985
AP0228,1,-1.3719637338398034,0.38919031640944396
AP0228,2,-1.486895658391727,-0.6091965314490483
AP0228,3,,
AP0229,0,,
AP0229,1,,
AP0229,2,,
AP0229,3,,
AP0229,4,,
AP0229,5,,
AP0229,6,,
AP0229,0,-1.2029530655804295,0.014808644703814489
AP0229,1,-1.2764041240852733,0.43640223154417634
AP0229,2,-1.3169457401971567,-0.1511577159985859
AP0229,3,-1.3744223587152449,-0.07337086098104639
AP0230,0,,
AP0230,1,,
AP0230,2,,
AP0230,3,,
AP0230,4,,
AP0230,5,,
AP0230,6,,
AP0230,0,-1.4508320180987322,0.7062241947405767
AP0230,1,-1.5338651772545355,-0.012315952432659594
AP0230,2,-1.5200218770807143,0.4366419736065579
AP0230,3,,
AP0231,0,,
AP0231,1,,
AP0231,2,,
AP0231,3,,
AP0231,4,,
AP0231,5,,
AP0231,6,,
AP0231,0,-1.3402406614938591,0.29510032647410367
AP0231,1,-1.3787735386037359,-0.0030044547180001213
AP0231,2,-1.3489515781863974,-0.14317512767169094
AP0231,3,-1.412541769899782,0.09137041704044313
AP0232,0,,
AP0232,1,,
AP0232,2,,
AP0232,3,,
AP0232,4,,
AP0232,5,,
AP0232,6,,
AP0232,0,-1.2663275435829473,1.4970838833379807
AP0232,1,-1.2750513707964062,0.03519143305086142
AP0232,2,-1.2591021798653754,0.40856567844930947
AP0232,3,-1.3482166900515644,-0.7134151520837722
AP0233,0,,
AP0233,1,,
AP0233,2,,
AP0233,3,,
AP0233,4,,
AP0233,5,,
AP0233,6,,
AP0233,0,-1.387065526036055,0.9260355392296336
AP0233,1,-1.4533538680599005,-0.3434497706946231
AP0233,2,-1.470471236402964,0.12389897070721448
AP0233,3,-1.5618209312811333,-0.3326510861810182
AP0234,0,,
AP0234,1,,
AP0234,2,,
AP0234,3,,
AP0234,4,,
AP0234,5,,
AP0234,6,,
AP0234,0,-1.243557530858564,1.573072607109479
AP0234,1,-1.2576976921832146,0.4772108285733892
AP0234,2,-1.3045190638084772,0.05991048579378311
AP0234,3,-1.3856055685108377,-0.2517860764308527
AP0235,0,,
AP0235,1,,
AP0235,2,,
AP0235,3,,
AP0235,4,,
AP0235,5,,
AP0235,6,,
AP0235,0,-1.305733888953324,-0.9959974233110342
AP0235,1,-1.3957667445801336,0.9825830399855313
AP0235,2,-1.4495338416144443,-1.2448017070302675
AP0235,3,-1.4825191895233183,0.8018397983539088
AP0236,0,,
AP0236,1,,
AP0236,2,,
AP0236,3,,
AP0236,4,,
AP0236,5,,
AP0236,6,,
AP0236,0,-1.4868772286117282,0.6828154686624166
AP0236,1,-1.6014556778668159,-0.697450568408889
AP0236,2,-1.6576531286215181,-0.05723755318730683
AP0236,3,,
AP0237,0,,
AP0237,1,,
AP0237,2,,
AP0237,3,,
AP0237,4,,
AP0237,5,,
AP0237,6,,
AP0237,0,-1.336710986937289,0.2251343405866444
AP0237,1,-1.320525057580362,0.7212687900466717
AP0237,2,-1.371758805056388,-0.29544824478583775
AP0237,3,-1.458634215123958,-0.48569266993740623
AP0238,0,,
AP0238,1,,
AP0238,2,,
AP0238,3,,
AP0238,4,,
AP0238,5,,
AP0238,6,,
AP0238,0,-1.4447955850691052,0.43290039795577884
AP0238,1,-1.4043398631432618,0.28892173436843205
AP0238,2,-1.5080584437884312,-0.3416309106174996
AP0238,3,,
AP0239,0,,
AP0239,1,,
AP0239,2,,
AP0239,3,,
AP0239,4,,
AP0239,5,,
AP0239,6,,
AP0239,0,-1.2784513261044617,1.5013765481095955
AP0239,1,-1.4257209475649963,-1.0702391032028793
AP0239,2,-1.5811112255460114,-0.8527782797374941
AP0239,3,-1.6224155941561447,0.21253850863590318
AP0240,0,,
AP0240,1,,
AP0240,2,,
AP0240,3,,
AP0240,4,,
AP0240,5,,
AP0240,6,,
AP0240,0,-1.1407268811471134,1.1644735788283473
AP0240,1,-1.247896199250872,-1.0184058401775604
AP0240,2,-1.2639648901135383,0.16903918663001477
AP0240,3,-1.4163091200992457,-0.5267136376825725
AP0241,0,,
AP0241,1,,
AP0241,2,,
AP0241,3,,
AP0241,4,,
AP0241,5,,
AP0241,6,,
AP0241,0,-1.2663680642337012,0.9335779718235815
AP0241,1,-1.3279003495359765,-0.15082284637930693
AP0241,2,-1.4015989202616728,-0.3130806293884503
AP0241,3,,
AP0242,0,,
AP0242,1,,
AP0242,2,,
AP0242,3,,
AP0242,4,,
AP0242,5,,
AP0242,6,,
AP0242,0,-1.4377022187625332,0.09143848260491905
AP0242,1,-1.3951662869846213,0.06612451741500597
AP0242,2,-1.4560110853360642,0.006348841912202752
AP0242,3,-1.5601135704844449,-0.5056706233707824
AP0243,0,,
AP0243,1,,
AP0243,2,,
AP0243,3,,
AP0243,4,,
AP0243,5,,
AP0243,6,,
AP0243,0,-1.1694106459119435,1.3076246040747528
AP0243,1,-1.2630067465480455,0.201707274929886
AP0243,2,-1.3053773520866772,-0.1338184178689274
AP0243,3,,
AP0244,0,,
AP0244,1,,
AP0244,2,,
AP0244,3,,
AP0244,4,,
AP0244,5,,
AP0244,6,,
AP0244,0,-1.3055958566819035,1.6030480966361362
AP0244,1,-1.317194471492061,-0.09249401536226212
AP0244,2,-1.402647528168007,-0.34777794166554804
AP0244,3,-1.4480097117107409,-0.06545689800989857
AP0245,0,,
AP0245,1,,
AP0245,2,,
AP0245,3,,
AP0245,4,,
AP0245,5,,
AP0245,6,,
AP0245,0,-1.4095686599117327,0.0653518463799112
AP0245,1,-1.339533677689412,0.7138413149883305
AP0245,2,-1.4592139333623508,-0.471654222933945
AP0245,3,,
AP0246,0,,
AP0246,1,,
AP0246,2,,
AP0246,3,,
AP0246,4,,
AP0246,5,,
AP0246,6,,
AP0246,0,-1.224486713620191,0.6381844298288952
AP0246,1,-1.2028810881484178,0.4208207087119902
AP0246,2,-1.1790846383377378,0.21989222925464097
AP0246,3,-1.219221068243053,-0.003973073876093969
AP0247,0,,
AP0247,1,,
AP0247,2,,
AP0247,3,,
AP0247,4,,
AP0247,5,,
AP0247,6,,
AP0247,0,-1.30596574353189,0.5186510812301928
AP0247,1,-1.3043068322836855,1.3544221518603863
AP0247,2,-1.3749906892445978,-0.038193092164009845
AP0247,3,-1.3883760175776614,0.09572252762891784
AP0248,0,,
AP0248,1,,
AP0248,2,,
AP0248,3,,
AP0248,4,,
AP0248,5,,
AP0248,6,,
AP0248,0,-1.259323627383196,1.6778961039581715
AP0248,1,-1.3323584688997816,-0.39774078993082984
AP0248,2,-1.4141911057276302,-0.37281232024233807
AP0248,3,-1.449267023372206,-0.041838376005318756
AP0249,0,,
AP0249,1,,
AP0249,2,,
AP0249,3,,
AP0249,4,,
AP0249,5,,
AP0249,6,,
AP0249,0,-1.1140566415964572,0.5772729205829272
AP0249,1,-1.298512405604356,-0.15078951948840946
AP0249,2,-1.2748069992585038,0.19583054475035977
AP0249,3,-1.2619616596662377,0.07513513083303511
AP0250,0,,
AP0250,1,,
AP0250,2,,
AP0250,3,,
AP0250,4,,
AP0250,5,,
AP0250,6,,
AP0250,0,-1.2974772647829078,0.5380355123322202
AP0250,1,-1.3056545043207957,-0.29024744739654007
AP0250,2,-1.3931529495100712,-0.4906924032838782
AP0250,3,-1.4578519080549004,-0.21956440932443017
AP0251,0,,
AP0251,1,,
AP0251,2,,
AP0251,3,,
AP0251,4,,
AP0251,5,,
AP0251,6,,
AP0251,0,-1.3784352508135427,0.14197051267239508
AP0251,1,-1.4799676159479391,-0.8971082074909953
AP0251,2,-1.4148307498076054,0.6926802404569996
AP0251,3,-1.4168500438620697,-0.018208775109818165
AP0252,0,,
AP0252,1,,
AP0252,2,,
AP0252,3,,
AP0252,4,,
AP0252,5,,
AP0252,6,,
AP0252,0,-1.1754109038414926,0.5453747234667896
AP0252,1,-1.171231385743505,0.1229794963222921
AP0252,2,-1.206792102685005,-0.04573923766229418
AP0252,3,-1.2045552958385075,-0.05095766672187704
AP0253,0,,
AP0253,1,,
AP0253,2,,
AP0253,3,,
AP0253,4,,
AP0253,5,,
AP0253,6,,
AP0253,0,-1.3624342061391963,0.6469360562300522
AP0253,1,-1.4200843619618164,-0.3433899144252302
AP0253,2,-1.4135535998928965,-0.5141747611850578
AP0253,3,-1.4508910265817105,0.19737714768760806
AP0254,0,,
AP0254,1,,
AP0254,2,,
AP0254,3,,
AP0254,4,,
AP0254,5,,
AP0254,6,,
AP0254,0,-1.4845270809947002,-2.1024812244977005
AP0254,1,-1.3768335592853707,2.5141724357744035
AP0254,2,-1.4595192344637125,-0.024938900778149087
AP0254,3,-1.5398766105210813,-0.5321380947308302
AP0255,0,,
AP0255,1,,
AP0255,2,,
AP0255,3,,
AP0255,4,,
AP0255,5,,
AP0255,6,,
AP0255,0,-1.252464014215759,0.5797627901723653
AP0255,1,-1.3093999625131794,1.1511069072298725
AP0255,2,-1.3747561178102459,-0.1840893281683907
AP0255,3,-1.3306040859033803,0.24163524627936325
AP0256,0,,
AP0256,1,,
AP0256,2,,
AP0256,3,,
AP0256,4,,
AP0256,5,,
AP0256,6,,
AP0256,0,-1.3427996852248896,0.9108143180120509
AP0256,1,-1.3956922752362149,-0.21531522462557245
AP0256,2,-1.4134965636544887,0.00864946776598241
AP0256,3,,
AP0257,0,,
AP0257,1,,
AP0257,2,,
AP0257,3,,
AP0257,4,,
AP0257,5,,
AP0257,6,,
AP0257,0,-1.4256882650285236,-1.1491886081549172
AP0257,1,-1.3369268996564811,1.4869397332911578
AP0257,2,-1.3756488495582149,0.007648748121063864
AP0257,3,-1.4917962618587126,-0.7328826551700227
AP0258,0,,
AP0258,1,,
AP0258,2,,
AP0258,3,,
AP0258,4,,
AP0258,5,,
AP0258,6,,
AP0258,0,-1.2949110875085383,0.447668755950581
AP0258,1,-1.2384881056084303,1.5364606500728544
AP0258,2,-1.3076594844321323,-0.2879519617357908
AP0258,3,-1.3186566734079286,0.05113816505789859
AP0259,0,,
AP0259,1,,
AP0259,2,,
AP0259,3,,
AP0259,4,,
AP0259,5,,
AP0259,6,,
AP0259,0,-1.3250294635701725,1.2714020873539875
AP0259,1,-1.2552401508757294,0.3868162434191087
AP0259,2,-1.3476190576052858,-0.5077814644845259
AP0259,3,-1.2786345563239714,0.689102404471966
AP0260,0,,
AP0260,1,,
AP0260,2,,
AP0260,3,,
AP0260,4,,
AP0260,5,,
AP0260,6,,
AP0260,0,-1.3111868375555413,0.7688698588130243
AP0260,1,-1.4094768569839724,-0.4774307595173202
AP0260,2,-1.419661949426386,-0.3305398802022502
AP0260,3,-1.5061661078215947,-0.3588354996852656
AP0261,0,,
AP0261,1,,
AP0261,2,,
AP0261,3,,
AP0261,4,,
AP0261,5,,
AP0261,6,,
AP0261,0,-1.3190403304106277,
AP0261,1,-1.6072103120236985,-2.295397765198329
AP0261,2,-1.5868312712338273,0.5733265632060178
AP0261,3,-1.6396200123397167,-0.5894711728636526
AP0262,0,,
AP0262,1,,
AP0262,2,,
AP0262,3,,
AP0262,4,,
AP0262,5,,
AP0262,6,,
AP0262,0,-1.178647202545597,0.9719590354545091
AP0262,1,-0.5774213176360313,-0.3493383242698571
