Batch,orden,lnirf_R,sdi
AP0089,0,-1.2771617634409156,0.36025231878588393
AP0089,1,-1.2912711452435597,0.3937270851478017
AP0089,2,-1.3781967516000566,-0.46253473257127875
AP0089,3,-1.408457189088421,-0.12823226224912893
AP0090,0,,
AP0090,1,,
AP0090,2,,
AP0090,3,,
AP0090,4,,
AP0090,5,,
AP0090,6,,
AP0090,0,-1.4110304334220067,1.2065224134458181
AP0090,1,-1.3490021069065137,0.36041196793779107
AP0090,2,-1.3340189865391734,0.3269187376137656
AP0090,3,-1.378443655247536,-0.3664169305656377
AP0091,0,,
AP0091,1,,
AP0091,2,,
AP0091,3,,
AP0091,4,,
AP0091,5,,
AP0091,6,,
AP0091,0,-1.3653096611076492,1.3434213250235492
AP0091,1,-1.4304596476106308,0.26393617806799474
AP0091,2,-1.5163404799996176,-0.47404968134785685
AP0091,3,-1.6810018682274699,-0.9470294896394622
AP0092,0,,
AP0092,1,,
AP0092,2,,
AP0092,3,,
AP0092,4,,
AP0092,5,,
AP0092,6,,
AP0092,0,-1.4595722802002424,1.0555655313850814
AP0092,1,-1.5034980773509448,-0.09629494657581797
AP0092,2,-1.5722432223264786,0.07138417832266608
AP0092,3,,
AP0093,0,,
AP0093,1,,
AP0093,2,,
AP0093,3,,
AP0093,4,,
AP0093,5,,
AP0093,6,,
AP0093,0,-1.3307212168981373,2.0407626679164235
AP0093,1,-1.2992965449112461,0.4269989823075193
AP0093,2,-1.3678245411322716,-0.5038301842165379
AP0093,3,-1.406926881635888,0.12235153134882892
AP0094,0,,
AP0094,1,,
AP0094,2,,
AP0094,3,,
AP0094,4,,
AP0094,5,,
AP0094,6,,
AP0094,0,-1.2573507651537383,0.5438572960858554
AP0094,1,-1.316191456759185,1.2682168108969192
AP0094,2,-1.497652871642571,-0.8906464677409984
AP0094,3,-1.4278785099143605,0.6062870343299831
AP0095,0,,
AP0095,1,,
AP0095,2,,
AP0095,3,,
AP0095,4,,
AP0095,5,,
AP0095,6,,
AP0095,0,-1.2246076851898469,2.358448342094727
AP0095,1,-1.3141081212469623,-0.4400380892209671
AP0095,2,-1.3236805522160509,0.19426760912890045
AP0095,3,-1.4302996554362626,-0.19268993494359232
AP0096,0,,
AP0096,1,,
AP0096,2,,
AP0096,3,,
AP0096,4,,
AP0096,5,,
AP0096,6,,
AP0096,0,-1.3393336635517552,1.9289281899373059
AP0096,1,-1.3956043907687492,-0.6609717975050392
AP0096,2,-1.3481683905705835,0.5372368618077962
AP0096,3,-1.4958386893821816,-0.13355691452369456
AP0097,0,,
AP0097,1,,
AP0097,2,,
AP0097,3,,
AP0097,4,,
AP0097,5,,
AP0097,6,,
AP0097,0,-1.44304151200849,0.4737827018148747
AP0097,1,-1.5266791559444273,-0.27042450016123887
AP0097,2,-1.598672025434058,-0.06833189356189544
AP0097,3,-1.6719623141219448,-0.5402131607295916
AP0098,0,,
AP0098,1,,
AP0098,2,,
AP0098,3,,
AP0098,4,,
AP0098,5,,
AP0098,6,,
AP0098,0,-1.5687707922894496,0.6515156426912225
AP0098,1,-1.5104488685174478,0.32751293103769485
AP0098,2,-1.6519945214855047,-0.9013451036421656
AP0098,3,-1.7357781934090333,-0.1618730039946919
AP0099,0,,
AP0099,1,,
AP0099,2,,
AP0099,3,,
AP0099,4,,
AP0099,5,,
AP0099,6,,
AP0099,0,-1.3305834084168846,0.6919174459167543
AP0099,1,-1.446580412724715,-0.8238973380964065
AP0099,2,-1.5226421540512853,0.26681364533740476
AP0099,3,,
AP0100,0,,
AP0100,1,,
AP0100,2,,
AP0100,3,,
AP0100,4,,
AP0100,5,,
AP0100,6,,
AP0100,0,-1.3801772572536504,0.8919240722876656
AP0100,1,-1.4041399567843158,0.7992731448987953
AP0100,2,-1.512443257091535,-0.9338946810611001
AP0100,3,-1.5352241660979538,0.5498105374374571
AP0101,0,,
AP0101,1,,
AP0101,2,,
AP0101,3,,
AP0101,4,,
AP0101,5,,
AP0101,6,,
AP0101,0,-1.442295574247746,0.9584092229204008
AP0101,1,-1.4908868191431515,-0.534988268309524
AP0101,2,-1.5571828928723652,-0.2842603679935665
AP0101,3,-1.6014317124496484,0.17010757560020373
AP0102,0,,
AP0102,1,,
AP0102,2,,
AP0102,3,,
AP0102,4,,
AP0102,5,,
AP0102,6,,
AP0102,0,-1.3466615896779475,1.3492241465077517
AP0102,1,-1.3949329144655902,0.22903577956351395
AP0102,2,-1.4795971073125223,-0.5547810124677608
AP0102,3,-1.5762078773221428,-0.11713798635012285
AP0103,0,,
AP0103,1,,
AP0103,2,,
AP0103,3,,
AP0103,4,,
AP0103,5,,
AP0103,6,,
AP0103,0,-1.3201845114865896,2.5970981037112604
AP0103,1,-1.4746571805287503,-0.853220596640082
AP0103,2,,
AP0103,3,,
AP0104,0,,
AP0104,1,,
AP0104,2,,
AP0104,3,,
AP0104,4,,
AP0104,5,,
AP0104,6,,
AP0104,0,-1.4352467728555824,0.6440632644385602
AP0104,1,-1.415494998623878,1.1752761119670843
AP0104,2,-1.496478149955241,-0.6402234204705082
AP0104,3,-1.5632081599846221,-0.18963252921376028
AP0105,0,,
AP0105,1,,
AP0105,2,,
AP0105,3,,
AP0105,4,,
AP0105,5,,
AP0105,6,,
AP0105,0,-1.266330909684983,0.5930461172018948
AP0105,1,-1.3366743700614698,0.14789356992717062
AP0105,2,-1.4045638005174368,-0.1339128717561786
AP0105,3,,
AP0106,0,,
AP0106,1,,
AP0106,2,,
AP0106,3,,
AP0106,4,,
AP0106,5,,
AP0106,6,,
AP0106,0,-1.287292577739123,-0.9402821705329589
AP0106,1,-1.3428792455293959,1.4993263667486263
AP0106,2,-1.4501739064733983,-0.08515393094035295
AP0106,3,,
AP0107,0,,
AP0107,1,,
AP0107,2,,
AP0107,3,,
AP0107,4,,
AP0107,5,,
AP0107,6,,
AP0107,0,-1.310701204591421,0.8777774957810955
AP0107,1,-1.3179689809893698,-0.1402975262661241
AP0107,2,-1.3345428817225418,0.4337425622959296
AP0107,3,,
AP0108,0,,
AP0108,1,,
AP0108,2,,
AP0108,3,,
AP0108,4,,
AP0108,5,,
AP0108,6,,
AP0108,0,-1.296942022203209,0.7126281960071842
AP0108,1,-1.2903687296140074,0.6408546024385648
AP0108,2,-1.3966168453449161,-0.43820431526413306
AP0108,3,-1.3479731939899593,0.3476602964017234
AP0109,0,,
AP0109,1,,
AP0109,2,,
AP0109,3,,
AP0109,4,,
AP0109,5,,
AP0109,6,,
AP0109,0,-1.2463519828355503,1.885846914930179
AP0109,1,-1.3651701367895457,-0.2585474224980502
AP0109,2,-1.4293779076032451,0.0696784374732298
AP0109,3,-1.5089236473362677,-0.41109449942247916
AP0110,0,,
AP0110,1,,
AP0110,2,,
AP0110,3,,
AP0110,4,,
AP0110,5,,
AP0110,6,,
AP0110,0,-1.4551419055563475,-0.5295940676616133
AP0110,1,-1.4422205583480594,0.48115283768052064
AP0110,2,-1.488776836568804,0.21324559969728402
AP0110,3,,
AP0111,0,,
AP0111,1,,
AP0111,2,,
AP0111,3,,
AP0111,4,,
AP0111,5,,
AP0111,6,,
AP0111,0,-1.352956224993309,1.6109004924476196
AP0111,1,-1.401635507750464,0.018331347256717923
AP0111,2,-1.4409675910813649,-0.14648386381357292
AP0111,3,-1.476562286093603,-0.09065589936141993
AP0112,0,,
AP0112,1,,
AP0112,2,,
AP0112,3,,
AP0112,4,,
AP0112,5,,
AP0112,6,,
AP0112,0,-1.2951893873184328,1.9544157732708891
AP0112,1,-1.407726670742304,-0.8896077887433811
AP0112,2,-1.4482755461657035,-0.012059301904530861
AP0112,3,-1.5287593087698186,-0.4168386182836147
AP0113,0,,
AP0113,1,,
AP0113,2,,
AP0113,3,,
AP0113,4,,
AP0113,5,,
AP0113,6,,
AP0113,0,-1.3887048134949782,0.49390206332030007
AP0113,1,-1.3448901441229024,1.2607066278477432
AP0113,2,-1.3908356985912504,0.015921395584596765
AP0113,3,-1.446711172874305,0.01200928001252638
AP0114,0,,
AP0114,1,,
AP0114,2,,
AP0114,3,,
AP0114,4,,
AP0114,5,,
AP0114,6,,
AP0114,0,-1.3756296582950436,0.7207805262829112
AP0114,1,-1.4056390301084434,-0.280755965051702
AP0114,2,-1.480238628275566,0.08207268665008427
AP0114,3,-1.5393399303547475,-0.18600001096974172
AP0115,0,,
AP0115,1,,
AP0115,2,,
AP0115,3,,
AP0115,4,,
AP0115,5,,
AP0115,6,,
AP0115,0,-1.449076002766807,-0.06627970909125369
AP0115,1,-1.4406892454349547,0.7403508141735504
AP0115,2,-1.5815918428756282,-0.42313748235123483
AP0115,3,,
AP0116,0,,
AP0116,1,,
AP0116,2,,
AP0116,3,,
AP0116,4,,
AP0116,5,,
AP0116,6,,
AP0116,0,-1.2195578259922963,1.7227228723271784
AP0116,1,-1.267809612563045,-0.017000398684788087
AP0116,2,-1.328166590944745,-0.681454686044743
AP0116,3,-1.4115410158903419,0.06270577360513332
AP0117,0,,
AP0117,1,,
AP0117,2,,
AP0117,3,,
AP0117,4,,
AP0117,5,,
AP0117,6,,
AP0117,0,-1.5089242383940213,-0.8215758246718292
AP0117,1,-1.525945819727564,1.4018499615056683
AP0117,2,-1.6040479403814665,-0.25173070495421074
AP0117,3,-1.638674092442,0.33368164335759853
AP0118,0,,
AP0118,1,,
AP0118,2,,
AP0118,3,,
AP0118,4,,
AP0118,5,,
AP0118,6,,
AP0118,0,-1.3852481152514728,-0.49355504567204855
AP0118,1,-1.5227538165818224,-0.04654330987141997
AP0118,2,-1.5253526686210472,-0.007379584868064851
AP0118,3,-1.599845519148707,-0.3894276558906701
AP0119,0,,
AP0119,1,,
AP0119,2,,
AP0119,3,,
AP0119,4,,
AP0119,5,,
AP0119,6,,
AP0119,0,-1.4532932545986499,0.5087242876128011
AP0119,1,-1.4959647616887468,0.039438963470258215
AP0119,2,-1.533469633471021,0.043426538768472245
AP0119,3,,
AP0120,0,,
AP0120,1,,
AP0120,2,,
AP0120,3,,
AP0120,4,,
AP0120,5,,
AP0120,6,,
AP0120,0,-1.2728876837908176,0.7447263926799153
AP0120,1,-1.4004289303559563,-0.1839226823864285
AP0120,2,-1.509297893520415,-0.31558115302050693
AP0120,3,,
AP0121,0,,
AP0121,1,,
AP0121,2,,
AP0121,3,,
AP0121,4,,
AP0121,5,,
AP0121,6,,
AP0121,0,-1.4914288249811696,-0.8141023540893428
AP0121,1,-1.574535552075928,-0.10541251182396749
AP0121,2,-1.6843604626799016,-0.5006937279405561
AP0121,3,,
AP0122,0,,
AP0122,1,,
AP0122,2,,
AP0122,3,,
AP0122,4,,
AP0122,5,,
AP0122,6,,
AP0122,0,-1.2990488549982122,-0.03853935581729995
AP0122,1,-1.343972859191442,0.8349223497947049
AP0122,2,-1.476092153893504,-0.4620039557335216
AP0122,3,,
AP0123,0,,
AP0123,1,,
AP0123,2,,
AP0123,3,,
AP0123,4,,
AP0123,5,,
AP0123,6,,
AP0123,0,-1.323073081081776,0.870681075353869
AP0123,1,-1.397448634459802,-0.6508979196030997
AP0123,2,-1.473864502624585,-0.2543134421341454
AP0123,3,,
AP0124,0,,
AP0124,1,,
AP0124,2,,
AP0124,3,,
AP0124,4,,
AP0124,5,,
AP0124,6,,
AP0124,0,-1.2762924485426053,0.6875240553520077
AP0124,1,-1.397836326916821,-0.4375869189079869
AP0124,2,-1.5230674505042985,-0.760917089156386
AP0124,3,-1.5579808584494124,-0.622721296555048
AP0125,0,,
AP0125,1,,
AP0125,2,,
AP0125,3,,
AP0125,4,,
AP0125,5,,
AP0125,6,,
AP0125,0,-1.4689647940359518,0.30950026242045925
AP0125,1,-1.4741772718041768,0.9996788934894828
AP0125,2,-1.5438900064000156,-0.3219322015980496
AP0125,3,,
AP0126,0,,
AP0126,1,,
AP0126,2,,
AP0126,3,,
AP0126,4,,
AP0126,5,,
AP0126,6,,
AP0126,0,-1.400927645361009,0.14552515941670596
AP0126,1,-1.4981989563383218,-0.08058289153172826
AP0126,2,-1.562232289166293,-0.162986853372258
AP0126,3,,
AP0127,0,,
AP0127,1,,
AP0127,2,,
AP0127,3,,
AP0127,4,,
AP0127,5,,
AP0127,6,,
AP0127,0,-1.2200839297543196,0.9035560106455558
AP0127,1,-1.3796287974798596,-1.0305498024080313
AP0127,2,-1.3233253091552746,0.20877952772687303
AP0127,3,-1.3981021578375108,-0.20278491804558596
AP0128,0,,
AP0128,1,,
AP0128,2,,
AP0128,3,,
AP0128,4,,
AP0128,5,,
AP0128,6,,
AP0128,0,-1.2837650508173577,0.392156886754943
AP0128,1,-1.2374733334649697,0.5716572014923293
AP0128,2,-1.2879762534574555,-0.1791967272204394
AP0128,3,,
AP0129,0,,
AP0129,1,,
AP0129,2,,
AP0129,3,,
AP0129,4,,
AP0129,5,,
AP0129,6,,
AP0129,0,-1.1800388025929485,1.1482984512021095
AP0129,1,-1.296787921729053,0.03847674516522748
AP0129,2,-1.4389912784511927,-0.42946089645914376
AP0129,3,,
AP0130,0,,
AP0130,1,,
AP0130,2,,
AP0130,3,,
AP0130,4,,
AP0130,5,,
AP0130,6,,
AP0130,0,-1.2481412774305334,0.7887607210076804
AP0130,1,-1.298521830738835,0.27718643961182066
AP0130,2,-1.325648906957198,0.12259219020508444
AP0130,3,-1.353268286991508,-0.0701858720973973
AP0131,0,,
AP0131,1,,
AP0131,2,,
AP0131,3,,
AP0131,4,,
AP0131,5,,
AP0131,6,,
AP0131,0,-1.4272756534285636,-0.49808698584932753
AP0131,1,-1.292397504283805,1.586568774756341
AP0131,2,-1.2900936601230302,0.09615850235984982
AP0131,3,-1.3877883871306664,-0.5610890697213654
AP0132,0,,
AP0132,1,,
AP0132,2,,
AP0132,3,,
AP0132,4,,
AP0132,5,,
AP0132,6,,
AP0132,0,-1.2889625316736253,1.2997885591914526
AP0132,1,-1.3124354410107248,-0.07257751921901351
AP0132,2,-1.4454222933825818,-0.6465390500031354
AP0132,3,,
AP0133,0,,
AP0133,1,,
AP0133,2,,
AP0133,3,,
AP0133,4,,
AP0133,5,,
AP0133,6,,
AP0133,0,-1.2057896662255225,0.7027114581057041
AP0133,1,-1.2167901331916975,0.07024944043503323
AP0133,2,-1.3905043541954005,-0.6342250291603784
AP0133,3,-1.431152633005434,-0.1516700090065643
AP0134,0,,
AP0134,1,,
AP0134,2,,
AP0134,3,,
AP0134,4,,
AP0134,5,,
AP0134,6,,
AP0134,0,-1.2996709531345434,1.0428086836182244
AP0134,1,-1.3662300901814486,-0.3507084508533599
AP0134,2,-1.4366884683245154,-0.45189675414628205
AP0134,3,,
AP0135,0,,
AP0135,1,,
AP0135,2,,
AP0135,3,,
AP0135,4,,
AP0135,5,,
AP0135,6,,
AP0135,0,-1.2819602377159627,0.3698254950180837
AP0135,1,-1.4177037950792477,-0.1820496016162122
AP0135,2,-1.380688622415313,0.39954089277817867
AP0135,3,-1.5178171882534606,-0.21269101795931755
AP0136,0,,
AP0136,1,,
AP0136,2,,
AP0136,3,,
AP0136,4,,
AP0136,5,,
AP0136,6,,
AP0136,0,-1.183391525141303,-0.06746140601400286
AP0136,1,-1.152590780977234,0.388644293948139
AP0136,2,-1.251363677755521,-0.5687556396414661
AP0136,3,-1.2385807857944477,0.32161001545907
AP0137,0,,
AP0137,1,,
AP0137,2,,
AP0137,3,,
AP0137,4,,
AP0137,5,,
AP0137,6,,
AP0137,0,-1.1849752122422805,0.04653118572778925
AP0137,1,-1.2566717516266521,0.716322120149534
AP0137,2,-1.2538926376621344,0.2100686762413181
AP0137,3,,
AP0138,0,,
AP0138,1,,
AP0138,2,,
AP0138,3,,
AP0138,4,,
AP0138,5,,
AP0138,6,,
AP0138,0,-1.2946952221198484,0.36750856313133684
AP0138,1,-1.2295644975218607,1.085943050154134
AP0138,2,-1.2261752191809376,0.2791802919437556
AP0138,3,-1.388753895660699,-0.66617491992793
AP0139,0,,
AP0139,1,,
AP0139,2,,
AP0139,3,,
AP0139,4,,
AP0139,5,,
AP0139,6,,
AP0139,0,-1.3562785235724888,1.174149459950267
AP0139,1,-1.373225744540739,0.20211478889438428
AP0139,2,-1.4339846467341038,-0.058761399032841055
AP0139,3,,
AP0140,0,,
AP0140,1,,
AP0140,2,,
AP0140,3,,
AP0140,4,,
AP0140,5,,
AP0140,6,,
AP0140,0,-1.3325155065559011,0.6470557935970953
AP0140,1,-1.252616213780008,0.3212365507170563
AP0140,2,-1.2803967798310358,-0.06471324153024346
AP0140,3,-1.2821285716401303,0.0023326366140554236
AP0141,0,,
AP0141,1,,
AP0141,2,,
AP0141,3,,
AP0141,4,,
AP0141,5,,
AP0141,6,,
AP0141,0,-1.1034598125599093,0.9173652158484877
AP0141,1,-1.2043905081383988,-0.2718350598820897
AP0141,2,-1.3279640855773143,-0.11364640429373485
AP0141,3,-1.3437383226182906,-0.33048917035506564
AP0142,0,,
AP0142,1,,
AP0142,2,,
AP0142,3,,
AP0142,4,,
AP0142,5,,
AP0142,6,,
AP0142,0,-1.3244603228597935,1.0495481478521866
AP0142,1,-1.3587838463635293,-0.07929145690911854
AP0142,2,-1.411235561724428,0.037170173960487496
AP0142,3,,
AP0143,0,,
AP0143,1,,
AP0143,2,,
AP0143,3,,
AP0143,4,,
AP0143,5,,
AP0143,6,,
AP0143,0,-1.191283951169697,1.7139556178621729
AP0143,1,-1.2490320936411514,-0.31685524299019385
AP0143,2,-1.3579799123530019,-0.19881787931315098
AP0143,3,,
AP0144,0,,
AP0144,1,,
AP0144,2,,
AP0144,3,,
AP0144,4,,
AP0144,5,,
AP0144,6,,
AP0144,0,-1.230572224226161,0.8825079979618501
AP0144,1,-1.4198008360110128,0.0676028045957151
AP0144,2,-1.4519372892681075,-0.24107839061704103
AP0144,3,,
AP0145,0,,
AP0145,1,,
AP0145,2,,
AP0145,3,,
AP0145,4,,
AP0145,5,,
AP0145,6,,
AP0145,0,-1.1640457001670383,0.5277625316568553
AP0145,1,-1.2021203040646382,-0.13535814816493585
AP0145,2,-1.3334573122538222,-0.5162119538773112
AP0145,3,-1.4009035087683266,-0.476206368204664
AP0146,0,,
AP0146,1,,
AP0146,2,,
AP0146,3,,
AP0146,4,,
AP0146,5,,
AP0146,6,,
AP0146,0,-1.232205026497571,0.6541861867669716
AP0146,1,-1.219940596937838,0.11135149852650181
AP0146,2,-1.3173863882745431,-0.2577613047386943
AP0146,3,-1.3510491868643746,0.24628156784418254
AP0147,0,,
AP0147,1,,
AP0147,2,,
AP0147,3,,
AP0147,4,,
AP0147,5,,
AP0147,6,,
AP0147,0,-1.2785198121386914,0.8456946311007774
AP0147,1,-1.4057512182096656,-0.7201087720474246
AP0147,2,-1.5417154994302644,-0.10068295477096145
AP0147,3,,
AP0148,0,,
AP0148,1,,
AP0148,2,,
AP0148,3,,
AP0148,4,,
AP0148,5,,
AP0148,6,,
AP0148,0,-1.069330114752067,1.1089246376619912
AP0148,1,-1.209610664212669,-1.1068954371458382
AP0148,2,-1.1481798749921137,1.1117411849069243
AP0148,3,-1.1470149260848295,0.1931861812354833
AP0149,0,,
AP0149,1,,
AP0149,2,,
AP0149,3,,
AP0149,4,,
AP0149,5,,
AP0149,6,,
AP0149,0,-1.1577717387035527,1.4115668204088
AP0149,1,-1.2326746353056328,0.006499366840377885
AP0149,2,-1.2746127724335352,-0.08857559139348486
AP0149,3,-1.335487736821532,-0.2779146037802665
AP0150,0,,
AP0150,1,,
AP0150,2,,
AP0150,3,,
AP0150,4,,
AP0150,5,,
AP0150,6,,
AP0150,0,-1.2804631608771215,-0.45069166776083747
AP0150,1,-1.3335109823598534,0.8094352425464671
AP0150,2,-1.4670259848572986,-0.44550098552774076
AP0150,3,,
AP0151,0,,
AP0151,1,,
AP0151,2,,
AP0151,3,,
AP0151,4,,
AP0151,5,,
AP0151,6,,
AP0151,0,-1.2441068977254093,0.2175729428218327
AP0151,1,-1.36246997273631,-0.29169878509083647
AP0151,2,-1.368750868463186,-0.2674332524074837
AP0151,3,-1.3841541149836125,-0.05894945218296546
AP0152,0,,
AP0152,1,,
AP0152,2,,
AP0152,3,,
AP0152,4,,
AP0152,5,,
AP0152,6,,
AP0152,0,-1.2502542989255465,1.9261443475871225
AP0152,1,-1.308925035082933,0.11100889717167906
AP0152,2,-1.346456365114948,0.07252993068635116
AP0152,3,,
AP0153,0,,
AP0153,1,,
AP0153,2,,
AP0153,3,,
AP0153,4,,
AP0153,5,,
AP0153,6,,
AP0153,0,-1.3317644246463802,0.67697597790024
AP0153,1,-1.4821932864309375,-0.4919228062274874
AP0153,2,-1.4866431123544068,0.2055412034478616
AP0153,3,,
AP0154,0,,
AP0154,1,,
AP0154,2,,
AP0154,3,,
AP0154,4,,
AP0154,5,,
AP0154,6,,
AP0154,0,-1.3823366084228155,-1.0904012916990684
AP0154,1,-1.3550030658151817,0.8995363910744606
AP0154,2,-1.4766110990616974,-0.45764888037224605
AP0154,3,,
AP0155,0,,
AP0155,1,,
AP0155,2,,
AP0155,3,,
AP0155,4,,
AP0155,5,,
AP0155,6,,
AP0155,0,-1.219318608088491,0.6761189046727754
AP0155,1,-1.1999803033920349,1.2346037743365792
AP0155,2,-1.2615888208606643,-0.33854845495842345
AP0155,3,-1.2720923265268655,-0.007166293137297136
AP0156,0,,
AP0156,1,,
AP0156,2,,
AP0156,3,,
AP0156,4,,
AP0156,5,,
AP0156,6,,
AP0156,0,-1.3648920115663379,0.4583553987195259
AP0156,1,-1.33195575283112,0.1367373034766255
AP0156,2,-1.452730706719328,-0.36478279004899605
AP0156,3,,
AP0157,0,,
AP0157,1,,
AP0157,2,,
AP0157,3,,
AP0157,4,,
AP0157,5,,
AP0157,6,,
AP0157,0,-1.3426978350006837,0.23720380139064834
AP0157,1,-1.2748861242787468,0.693017573247212
AP0157,2,-1.2694851262355822,0.5054486622488801
AP0157,3,-1.3248232138605172,-0.234693277398963
AP0158,0,,
AP0158,1,,
AP0158,2,,
AP0158,3,,
AP0158,4,,
AP0158,5,,
AP0158,6,,
AP0158,0,-1.2465650424021992,-0.7971304112184749
AP0158,1,-1.2424900726897363,1.7971105766390119
AP0158,2,-1.2852054436165354,0.0718972226010634
AP0158,3,-1.281026245522896,0.08900935117738437
AP0159,0,,
AP0159,1,,
AP0159,2,,
AP0159,3,,
AP0159,4,,
AP0159,5,,
AP0159,6,,
AP0159,0,-1.325779301166139,0.13057149687902636
AP0159,1,-1.360235504468432,0.9615991783199578
AP0159,2,-1.4371052702315004,-0.27753702018719967
AP0159,3,,
AP0160,0,,
AP0160,1,,
AP0160,2,,
AP0160,3,,
AP0160,4,,
AP0160,5,,
AP0160,6,,
AP0160,0,-1.3823608936515737,0.12787923614962415
AP0160,1,-1.3472715977389136,0.24957911653282355
AP0160,2,-1.3373930236614389,0.5344246635587757
AP0160,3,,
AP0161,0,,
AP0161,1,,
AP0161,2,,
AP0161,3,,
AP0161,4,,
AP0161,5,,
AP0161,6,,
AP0161,0,-1.24860326316435,1.5780723379050596
AP0161,1,-1.231661136669846,0.19630796158656713
AP0161,2,-1.317801537391528,-0.5693044814839026
AP0161,3,-1.3403294074195944,0.12191466075810636
AP0162,0,,
AP0162,1,,
AP0162,2,,
AP0162,3,,
AP0162,4,,
AP0162,5,,
AP0162,6,,
AP0162,0,-1.2705308145987475,0.7926373724968301
AP0162,1,-1.3151542601933832,0.458669002759879
AP0162,2,-1.3527730357640957,-0.17642398871092516
AP0162,3,-1.3852122494081585,-0.2581815577418991
AP0163,0,,
AP0163,1,,
AP0163,2,,
AP0163,3,,
AP0163,4,,
AP0163,5,,
AP0163,6,,
AP0163,0,-1.3907467382795418,0.7541999597868152
AP0163,1,-1.5132860078197392,-0.44682925244566585
AP0163,2,-1.510768796676224,0.1436829917787028
AP0163,3,,
AP0164,0,,
AP0164,1,,
AP0164,2,,
AP0164,3,,
AP0164,4,,
AP0164,5,,
AP0164,6,,
AP0164,0,-1.3581990433065536,-1.076516370401464
AP0164,1,,
AP0164,2,-1.3472413824318317,
AP0164,3,-1.3501852219781234,0.29311109683085923
AP0165,0,,
AP0165,1,,
AP0165,2,,
AP0165,3,,
AP0165,4,,
AP0165,5,,
AP0165,6,,
AP0165,0,-1.3344239834724856,0.44587718815739597
AP0165,1,-1.3819161992756508,-0.36290965169810585
AP0165,2,-1.3495635821213208,0.6037618451270439
AP0165,3,-1.416986477146102,-0.32842659478120567
AP0166,0,,
AP0166,1,,
AP0166,2,,
AP0166,3,,
AP0166,4,,
AP0166,5,,
AP0166,6,,
AP0166,0,-1.4052857942919459,-0.3757060244333794
AP0166,1,-1.330271895419664,1.0204404923689725
AP0166,2,-1.3320622616290327,0.06204265885175468
AP0166,3,-1.4071580034602824,-0.258970237843196
AP0167,0,,
AP0167,1,,
AP0167,2,,
AP0167,3,,
AP0167,4,,
AP0167,5,,
AP0167,6,,
AP0167,0,-1.2897185745061273,-0.03855021891377297
AP0167,1,-1.3507571993233396,0.20623227339240705
AP0167,2,-1.358417259798677,0.20349897001462314
AP0167,3,-1.417118450501874,-0.2615156726901123
AP0168,0,,
AP0168,1,,
AP0168,2,,
AP0168,3,,
AP0168,4,,
AP0168,5,,
AP0168,6,,
AP0168,0,-1.3485404752922399,0.7559518799581193
AP0168,1,-1.4670115252072757,-0.4744916467134008
AP0168,2,-1.5855805639507325,-0.8520921142967082
AP0168,3,-1.6286633374959032,-0.4940550316041038
AP0169,0,,
AP0169,1,,
AP0169,2,,
AP0169,3,,
AP0169,4,,
AP0169,5,,
AP0169,6,,
AP0169,0,-1.1559904204578373,0.43700107229257523
AP0169,1,-1.2832732504549564,-0.1506413169839158
AP0169,2,-1.210612543807968,0.3124099628790925
AP0169,3,-1.218795490992473,0.0703790540954676
AP0170,0,,
AP0170,1,,
AP0170,2,,
AP0170,3,,
AP0170,4,,
AP0170,5,,
AP0170,6,,
AP0170,0,-1.2626738521073275,0.7555039902503272
AP0170,1,-1.3755968828225915,-0.21144167107543022
AP0170,2,-1.456693254464935,-0.7210299870123359
AP0170,3,-1.6025976309982986,-1.0033946707154882
AP0171,0,,
AP0171,1,,
AP0171,2,,
AP0171,3,,
AP0171,4,,
AP0171,5,,
AP0171,6,,
AP0171,0,-1.411691402327012,1.208159768950467
AP0171,1,-1.3751328063761643,0.2684319452168954
AP0171,2,-1.3714892756523012,0.9246520779231493
AP0171,3,-1.5371038578702063,-1.509533101074497
AP0172,0,,
AP0172,1,,
AP0172,2,,
AP0172,3,,
AP0172,4,,
AP0172,5,,
AP0172,6,,
AP0172,0,-1.4059471195971618,0.057543172614484384
AP0172,1,-1.366873742519605,0.4443152607368975
AP0172,2,-1.4600469537597855,-0.3332022794933206
AP0172,3,,
AP0173,0,,
AP0173,1,,
AP0173,2,,
AP0173,3,,
AP0173,4,,
AP0173,5,,
AP0173,6,,
AP0173,0,-1.2961072556561954,0.14702132698985526
AP0173,1,-1.29439952217591,0.9909524453304143
AP0173,2,-1.4186390268770566,-0.3226676583360764
AP0173,3,-1.4764777829599605,0.029288459363307373
AP0174,0,,
AP0174,1,,
AP0174,2,,
AP0174,3,,
AP0174,4,,
AP0174,5,,
AP0174,6,,
AP0174,0,-1.4980932567432965,-0.5749021085012198
AP0174,1,-1.4819815544532822,0.9036279586373182
AP0174,2,-1.5494655371528763,0.002630460244689603
AP0174,3,,
AP0175,0,,
AP0175,1,,
AP0175,2,,
AP0175,3,,
AP0175,4,,
AP0175,5,,
AP0175,6,,
AP0175,0,-1.4530670462606796,0.9436014375473352
AP0175,1,-1.4478899428014362,0.05545577596500559
AP0175,2,-1.5322023674574043,-0.018934941090154145
AP0175,3,-1.5792047558890596,-0.2711588399772015
AP0176,0,,
AP0176,1,,
AP0176,2,,
AP0176,3,,
AP0176,4,,
AP0176,5,,
AP0176,6,,
AP0176,0,-1.4363145313876748,1.4345554219881014
AP0176,1,-1.492872348055847,0.6428307115834636
