modelo,muestra,variable,coef_por_sd,ci_lo,ci_hi,p,r2_adj,n
C_irf+controles+plan,total,irf_fin_st,1.3111274321476027,0.8381059249595859,1.7841489393356196,5.552176160376499e-08,0.08729322110437032,360
C_irf+controles+plan,total,feed_sn_total_t,0.5493361806742785,-0.3163612758324479,1.4150336371810048,0.21360523149388122,0.08729322110437032,360
C_irf+controles+plan,total,ley_sn_conc_batch_pct,-0.5123651254297901,-1.0983758242516897,0.07364557339210953,0.08659303778443053,0.08729322110437032,360
C_irf+controles+plan,total,espesor_ladrillo_norm_mm,0.15554208787789214,-0.8356852561447713,1.1467694319005557,0.758420993418603,0.08729322110437032,360
C_irf+controles+plan,total,frac_carga_secundaria_F,-0.8958028909021463,-1.9360589286425314,0.14445314683823884,0.09145013286285868,0.08729322110437032,360
C_irf+controles+plan,total,feed_dross_Fe_total_t,-0.0856325997880667,-1.1872454034378,1.0159802038616665,0.8789065230639617,0.08729322110437032,360
C_irf+controles+plan,total,fe_por_carga,-0.23512172806670883,-1.0315263073154766,0.5612828511820589,0.562833317827557,0.08729322110437032,360
C_irf+controles+plan,total,cal_por_carga,-0.7426253880411054,-1.3419731179008183,-0.1432776581813927,0.015161212163107708,0.08729322110437032,360
C_irf+controles+plan,total,c_por_sn,0.6186242489794043,0.01967938650341816,1.2175691114553904,0.042932913780138034,0.08729322110437032,360
C_irf+controles+plan,total,gn_por_carga,0.34877063201243885,-0.19579687403974233,0.89333813806462,0.2093816785719249,0.08729322110437032,360
C_irf+controles+plan,total,exceso_o2_F,-0.42280881496763123,-0.8447799449210581,-0.0008376850142043368,0.049546927211276404,0.08729322110437032,360
C_irf+controles+plan,total,T_F,0.3357765525761902,-0.6282175664744903,1.2997706716268707,0.49480222234411353,0.08729322110437032,360
D_plan_sin_irf,dev,feed_sn_total_t,0.3044607246854526,-0.4798700920946085,1.0887915414655138,0.4467665038647408,0.010603543712190744,298
D_plan_sin_irf,dev,ley_sn_conc_batch_pct,-0.5336648725675033,-1.185026343064292,0.11769659792928544,0.10831526897811958,0.010603543712190744,298
D_plan_sin_irf,dev,espesor_ladrillo_norm_mm,0.3085405488134496,-0.7805525080261135,1.3976336056530128,0.5787177432627486,0.010603543712190744,298
D_plan_sin_irf,dev,frac_carga_secundaria_F,-0.321912659310775,-1.4883483236952795,0.8445230050737293,0.5885693205646049,0.010603543712190744,298
D_plan_sin_irf,dev,feed_dross_Fe_total_t,-0.6674776347630078,-1.8878507728006368,0.5528955032746212,0.2837229321360436,0.010603543712190744,298
D_plan_sin_irf,dev,fe_por_carga,0.06344965410563652,-0.8096820424756116,0.9365813506868846,0.8867413720683589,0.010603543712190744,298
D_plan_sin_irf,dev,cal_por_carga,-0.6353945887301744,-1.3521052272057354,0.08131604974538653,0.08228277028402158,0.010603543712190744,298
D_plan_sin_irf,dev,c_por_sn,0.3594174159886302,-0.44465695376701386,1.1634917857442741,0.3809786234174294,0.010603543712190744,298
D_plan_sin_irf,dev,gn_por_carga,0.07740896695382489,-0.5543457747650281,0.709163708672678,0.8102104322946361,0.010603543712190744,298
D_plan_sin_irf,dev,exceso_o2_F,-0.5269304761330994,-1.0377733019438513,-0.01608765032234738,0.04320860553466243,0.010603543712190744,298
D_plan_sin_irf,dev,T_F,-0.12924710774862747,-1.1397591729052037,0.8812649574079487,0.80205807248,0.010603543712190744,298
D_plan_sin_irf,lockbox,feed_sn_total_t,-1.2083374377140812,-4.107456076418051,1.6907812009898895,0.4139840316432283,0.10413113447735423,63
